"0years","1years","2years","3years","4years","5years","6years","7years","8years","9years","10years","11years","12years","13years","14years","15years","16years","17years"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00576741859092304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00576741859092304,0.00576741859092304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00576741859092304,0.00576741859092304,0.00628646843728118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00576741859092304,0.00576741859092304,0.00628646843728118,0.0068836998234512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00576741859092304,0.00576741859092304,0.00628646843728118,0.0068836998234512,0.00754511640949259,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00576741859092304,0.00576741859092304,0.00628646843728118,0.0068836998234512,0.00754511640949259,0.00112523247477509,0,0,0,0,0,0,0,0,0,0,0,0
0.00576741859092304,0.00576741859092304,0.00628646843728118,0.0068836998234512,0.00754511640949259,0.00112523247477509,0.0011862981921751,0,0,0,0,0,0,0,0,0,0,0
0.00576741859092304,0.00576741859092304,0.00628646843728118,0.0068836998234512,0.00754511640949259,0.00112523247477509,0.0011862981921751,0.00124497610502346,0,0,0,0,0,0,0,0,0,0
