"year","age","gender","country","value","pop","fertility_rate"
"2003","15-19","Male","Russian Federation",13699,4199,3.26244343891403
"2003","20-24","Male","Russian Federation",263262,6143,42.8556080091161
"2003","25-29","Male","Russian Federation",520811,6218,83.7586040527501
"2003","30-34","Male","Russian Federation",399070,5475,72.889497716895
"2003","35-39","Male","Russian Federation",225463,5061,44.5491009681881
"2003","40-44","Male","Russian Federation",92522,4266,21.6882325363338
"2003","45-49","Male","Russian Federation",31887,5141,6.20248978797899
"2003","50-54","Male","Russian Federation",10693,5247,2.03792643415285
"2003","55-59","Male","Russian Federation",2954,4564,0.647239263803681
"2003","60+","Male","Russian Federation",1044,9145,0.114160743575724
"2004","15-19","Male","Russian Federation",13699,4199,3.26244343891403
"2004","20-24","Male","Russian Federation",263262,6143,42.8556080091161
"2004","25-29","Male","Russian Federation",520811,6218,83.7586040527501
"2004","30-34","Male","Russian Federation",399070,5475,72.889497716895
"2004","35-39","Male","Russian Federation",225463,5061,44.5491009681881
"2004","40-44","Male","Russian Federation",92522,4266,21.6882325363338
"2004","45-49","Male","Russian Federation",31887,5141,6.20248978797899
"2004","50-54","Male","Russian Federation",10693,5247,2.03792643415285
"2004","55-59","Male","Russian Federation",2954,4564,0.647239263803681
"2004","60+","Male","Russian Federation",1044,9145,0.114160743575724
"2005","15-19","Male","Russian Federation",13699,4199,3.26244343891403
"2005","20-24","Male","Russian Federation",263262,6143,42.8556080091161
"2005","25-29","Male","Russian Federation",520811,6218,83.7586040527501
"2005","30-34","Male","Russian Federation",399070,5475,72.889497716895
"2005","35-39","Male","Russian Federation",225463,5061,44.5491009681881
"2005","40-44","Male","Russian Federation",92522,4266,21.6882325363338
"2005","45-49","Male","Russian Federation",31887,5141,6.20248978797899
"2005","50-54","Male","Russian Federation",10693,5247,2.03792643415285
"2005","55-59","Male","Russian Federation",2954,4564,0.647239263803681
"2005","60+","Male","Russian Federation",1044,9145,0.114160743575724
"2006","15-19","Male","Russian Federation",13699,4199,3.26244343891403
"2006","20-24","Male","Russian Federation",263262,6143,42.8556080091161
"2006","25-29","Male","Russian Federation",520811,6218,83.7586040527501
"2006","30-34","Male","Russian Federation",399070,5475,72.889497716895
"2006","35-39","Male","Russian Federation",225463,5061,44.5491009681881
"2006","40-44","Male","Russian Federation",92522,4266,21.6882325363338
"2006","45-49","Male","Russian Federation",31887,5141,6.20248978797899
"2006","50-54","Male","Russian Federation",10693,5247,2.03792643415285
"2006","55-59","Male","Russian Federation",2954,4564,0.647239263803681
"2006","60+","Male","Russian Federation",1044,9145,0.114160743575724
"2007","15-19","Male","Russian Federation",13699,4199,3.26244343891403
"2007","20-24","Male","Russian Federation",263262,6143,42.8556080091161
"2007","25-29","Male","Russian Federation",520811,6218,83.7586040527501
"2007","30-34","Male","Russian Federation",399070,5475,72.889497716895
"2007","35-39","Male","Russian Federation",225463,5061,44.5491009681881
"2007","40-44","Male","Russian Federation",92522,4266,21.6882325363338
"2007","45-49","Male","Russian Federation",31887,5141,6.20248978797899
"2007","50-54","Male","Russian Federation",10693,5247,2.03792643415285
"2007","55-59","Male","Russian Federation",2954,4564,0.647239263803681
"2007","60+","Male","Russian Federation",1044,9145,0.114160743575724
"2008","15-19","Male","Russian Federation",13699,4199,3.26244343891403
"2008","20-24","Male","Russian Federation",263262,6143,42.8556080091161
"2008","25-29","Male","Russian Federation",520811,6218,83.7586040527501
"2008","30-34","Male","Russian Federation",399070,5475,72.889497716895
"2008","35-39","Male","Russian Federation",225463,5061,44.5491009681881
"2008","40-44","Male","Russian Federation",92522,4266,21.6882325363338
"2008","45-49","Male","Russian Federation",31887,5141,6.20248978797899
"2008","50-54","Male","Russian Federation",10693,5247,2.03792643415285
"2008","55-59","Male","Russian Federation",2954,4564,0.647239263803681
"2008","60+","Male","Russian Federation",1044,9145,0.114160743575724
"2009","15-19","Male","Russian Federation",13699,4199,3.26244343891403
"2009","20-24","Male","Russian Federation",263262,6143,42.8556080091161
"2009","25-29","Male","Russian Federation",520811,6218,83.7586040527501
"2009","30-34","Male","Russian Federation",399070,5475,72.889497716895
"2009","35-39","Male","Russian Federation",225463,5061,44.5491009681881
"2009","40-44","Male","Russian Federation",92522,4266,21.6882325363338
"2009","45-49","Male","Russian Federation",31887,5141,6.20248978797899
"2009","50-54","Male","Russian Federation",10693,5247,2.03792643415285
"2009","55-59","Male","Russian Federation",2954,4564,0.647239263803681
"2009","60+","Male","Russian Federation",1044,9145,0.114160743575724
"2010","15-19","Male","Russian Federation",13699,4199,3.26244343891403
"2010","20-24","Male","Russian Federation",263262,6143,42.8556080091161
"2010","25-29","Male","Russian Federation",520811,6218,83.7586040527501
"2010","30-34","Male","Russian Federation",399070,5475,72.889497716895
"2010","35-39","Male","Russian Federation",225463,5061,44.5491009681881
"2010","40-44","Male","Russian Federation",92522,4266,21.6882325363338
"2010","45-49","Male","Russian Federation",31887,5141,6.20248978797899
"2010","50-54","Male","Russian Federation",10693,5247,2.03792643415285
"2010","55-59","Male","Russian Federation",2954,4564,0.647239263803681
"2010","60+","Male","Russian Federation",1044,9145,0.114160743575724
"2011","15-19","Male","Russian Federation",13699,4199,3.26244343891403
"2011","20-24","Male","Russian Federation",263262,6143,42.8556080091161
"2011","25-29","Male","Russian Federation",520811,6218,83.7586040527501
"2011","30-34","Male","Russian Federation",399070,5475,72.889497716895
"2011","35-39","Male","Russian Federation",225463,5061,44.5491009681881
"2011","40-44","Male","Russian Federation",92522,4266,21.6882325363338
"2011","45-49","Male","Russian Federation",31887,5141,6.20248978797899
"2011","50-54","Male","Russian Federation",10693,5247,2.03792643415285
"2011","55-59","Male","Russian Federation",2954,4564,0.647239263803681
"2011","60+","Male","Russian Federation",1044,9145,0.114160743575724
"2012","15-19","Male","Russian Federation",12731,3900,3.26435897435897
"2012","20-24","Male","Russian Federation",256939,5796,44.3304002760525
"2012","25-29","Male","Russian Federation",564777,6355,88.87128245476
"2012","30-34","Male","Russian Federation",431851,5604,77.0612062812277
"2012","35-39","Male","Russian Federation",245613,5116,48.0087959343237
"2012","40-44","Male","Russian Federation",102880,4368,23.5531135531136
"2012","45-49","Male","Russian Federation",33963,4834,7.02585850227555
"2012","50-54","Male","Russian Federation",11671,5258,2.21966527196653
