Period,age,fertility_rate,country,gender,date
2000-2005,15-19,42.647912174083515,United States of America,Female,2003
2000-2005,15-19,42.7177676757907,United States of America,Female,2004
2005-2010,15-19,39.60826809241932,United States of America,Female,2005
2005-2010,15-19,39.538082607048125,United States of America,Female,2006
2005-2010,15-19,39.551371149511645,United States of America,Female,2007
2005-2010,15-19,39.48583938885783,United States of America,Female,2008
2005-2010,15-19,39.61147677760267,United States of America,Female,2009
2010-2015,15-19,27.95916666666667,United States of America,Female,2010
2010-2015,15-19,27.943982251802552,United States of America,Female,2011
2010-2015,15-19,27.94392870404753,United States of America,Female,2012
2010-2015,15-19,27.940917602996254,United States of America,Female,2013
2010-2015,15-19,27.884895488508466,United States of America,Female,2014
2015-2020,15-19,19.79144793356877,United States of America,Female,2015
2015-2020,15-19,19.801320700545507,United States of America,Female,2016
2015-2020,15-19,19.793404275716615,United States of America,Female,2017
2015-2020,15-19,19.911708253358924,United States of America,Female,2018
2015-2020,15-19,19.767021991741093,United States of America,Female,2019
2000-2005,20-24,103.88894590988401,United States of America,Female,2003
2000-2005,20-24,103.93336025848143,United States of America,Female,2004
2005-2010,20-24,100.88798411122146,United States of America,Female,2005
2005-2010,20-24,100.84243553289538,United States of America,Female,2006
2005-2010,20-24,100.7303109561174,United States of America,Female,2007
2005-2010,20-24,100.95037363479594,United States of America,Female,2008
2005-2010,20-24,100.69528507731714,United States of America,Female,2009
2010-2015,20-24,82.54377056887635,United States of America,Female,2010
2010-2015,20-24,82.50602186399851,United States of America,Female,2011
2010-2015,20-24,82.43851486954935,United States of America,Female,2012
2010-2015,20-24,82.57091465059807,United States of America,Female,2013
2010-2015,20-24,82.3962784900285,United States of America,Female,2014
2015-2020,20-24,72.04902482269503,United States of America,Female,2015
2015-2020,20-24,72.10563192904657,United States of America,Female,2016
2015-2020,20-24,72.33583088038533,United States of America,Female,2017
2015-2020,20-24,72.10783078307831,United States of America,Female,2018
2015-2020,20-24,72.09843806756265,United States of America,Female,2019
2000-2005,25-29,115.30961115187087,United States of America,Female,2003
2000-2005,25-29,115.53244314625495,United States of America,Female,2004
2005-2010,25-29,115.13536711478801,United States of America,Female,2005
2005-2010,25-29,115.1609631147541,United States of America,Female,2006
2005-2010,25-29,115.03470957296094,United States of America,Female,2007
2005-2010,25-29,115.01636073423784,United States of America,Female,2008
2005-2010,25-29,115.05488884517017,United States of America,Female,2009
2010-2015,25-29,106.10064115018457,United States of America,Female,2010
2010-2015,25-29,106.34195154649048,United States of America,Female,2011
2010-2015,25-29,106.35327984898537,United States of America,Female,2012
2010-2015,25-29,106.31668062145316,United States of America,Female,2013
2010-2015,25-29,106.08525852585258,United States of America,Female,2014
2015-2020,25-29,99.6572719060524,United States of America,Female,2015
2015-2020,25-29,99.79485123819704,United States of America,Female,2016
2015-2020,25-29,99.88853754940712,United States of America,Female,2017
2015-2020,25-29,99.82074408117249,United States of America,Female,2018
2015-2020,25-29,99.81450296417218,United States of America,Female,2019
2000-2005,30-34,94.34033485540336,United States of America,Female,2003
2000-2005,30-34,94.17382892057026,United States of America,Female,2004
2005-2010,30-34,98.35941644562334,United States of America,Female,2005
2005-2010,30-34,98.62931915763647,United States of America,Female,2006
2005-2010,30-34,98.3394992335207,United States of America,Female,2007
2005-2010,30-34,98.40183486238531,United States of America,Female,2008
2005-2010,30-34,98.2835836038961,United States of America,Female,2009
2010-2015,30-34,98.31959697732998,United States of America,Female,2010
2010-2015,30-34,98.31962056914628,United States of America,Female,2011
2010-2015,30-34,98.33007793232711,United States of America,Female,2012
2010-2015,30-34,98.35148803734683,United States of America,Female,2013
2010-2015,30-34,98.33176853803411,United States of America,Female,2014
2015-2020,30-34,100.3815230725677,United States of America,Female,2015
2015-2020,30-34,100.00316279069767,United States of America,Female,2016
2015-2020,30-34,100.17455947136564,United States of America,Female,2017
2015-2020,30-34,100.17625215107327,United States of America,Female,2018
2015-2020,30-34,100.25949423643999,United States of America,Female,2019
2000-2005,35-39,43.02994350282486,United States of America,Female,2003
2000-2005,35-39,43.03085473361441,United States of America,Female,2004
2005-2010,35-39,46.85646304748956,United States of America,Female,2005
2005-2010,35-39,46.947166469893745,United States of America,Female,2006
2005-2010,35-39,46.923229517952784,United States of America,Female,2007
2005-2010,35-39,46.83192273225132,United States of America,Female,2008
2005-2010,35-39,46.79600997506235,United States of America,Female,2009
2010-2015,35-39,48.94007789873165,United States of America,Female,2010
2010-2015,35-39,48.851540616246496,United States of America,Female,2011
2010-2015,35-39,49.02111900710639,United States of America,Female,2012
2010-2015,35-39,48.84453109378124,United States of America,Female,2013
2010-2015,35-39,48.78790595736202,United States of America,Female,2014
2015-2020,35-39,51.40975658024936,United States of America,Female,2015
2015-2020,35-39,51.390882352941176,United States of America,Female,2016
2015-2020,35-39,51.34522194223687,United States of America,Female,2017
2015-2020,35-39,51.35600191296031,United States of America,Female,2018
2015-2020,35-39,51.39758581667295,United States of America,Female,2019
2000-2005,40-44,8.512768401519837,United States of America,Female,2003
2000-2005,40-44,8.509984911689003,United States of America,Female,2004
2005-2010,40-44,9.669319502816775,United States of America,Female,2005
2005-2010,40-44,9.716808549175873,United States of America,Female,2006
2005-2010,40-44,9.65703771849126,United States of America,Female,2007
2005-2010,40-44,9.733807562710595,United States of America,Female,2008
2005-2010,40-44,9.723337455998477,United States of America,Female,2009
