age,year,fertility_rate,date,gender
15-19,2015,NA,2015,F
20-24,2015,NA,2015,F
25-29,2015,NA,2015,F
30-34,2015,NA,2015,F
35-39,2015,NA,2015,F
40-44,2015,NA,2015,F
45-49,2015,NA,2015,F
50-54,2015,NA,2015,F
55-59,2015,NA,2015,F
60-64,2015,NA,2015,F
65-69,2015,NA,2015,F
70-74,2015,NA,2015,F
75-79,2015,NA,2015,F
15-19,2014,NA,2014,F
20-24,2014,NA,2014,F
25-29,2014,NA,2014,F
30-34,2014,NA,2014,F
35-39,2014,NA,2014,F
40-44,2014,NA,2014,F
45-49,2014,NA,2014,F
50-54,2014,NA,2014,F
55-59,2014,NA,2014,F
60-64,2014,NA,2014,F
65-69,2014,NA,2014,F
70-74,2014,NA,2014,F
75-79,2014,NA,2014,F
15-19,2013,NA,2013,F
20-24,2013,NA,2013,F
25-29,2013,NA,2013,F
30-34,2013,NA,2013,F
35-39,2013,NA,2013,F
40-44,2013,NA,2013,F
45-49,2013,NA,2013,F
50-54,2013,NA,2013,F
55-59,2013,NA,2013,F
60-64,2013,NA,2013,F
65-69,2013,NA,2013,F
70-74,2013,NA,2013,F
75-79,2013,NA,2013,F
15-19,2012,NA,2012,F
20-24,2012,NA,2012,F
25-29,2012,NA,2012,F
30-34,2012,NA,2012,F
35-39,2012,NA,2012,F
40-44,2012,NA,2012,F
45-49,2012,NA,2012,F
50-54,2012,NA,2012,F
55-59,2012,NA,2012,F
60-64,2012,NA,2012,F
65-69,2012,NA,2012,F
70-74,2012,NA,2012,F
75-79,2012,NA,2012,F
15-19,2011,NA,2011,F
20-24,2011,NA,2011,F
25-29,2011,NA,2011,F
30-34,2011,NA,2011,F
35-39,2011,NA,2011,F
40-44,2011,NA,2011,F
45-49,2011,NA,2011,F
50-54,2011,NA,2011,F
55-59,2011,NA,2011,F
60-64,2011,NA,2011,F
65-69,2011,NA,2011,F
70-74,2011,NA,2011,F
75-79,2011,NA,2011,F
15-19,2010,NA,2010,F
20-24,2010,NA,2010,F
25-29,2010,NA,2010,F
30-34,2010,NA,2010,F
35-39,2010,NA,2010,F
40-44,2010,NA,2010,F
45-49,2010,NA,2010,F
50-54,2010,NA,2010,F
55-59,2010,NA,2010,F
60-64,2010,NA,2010,F
65-69,2010,NA,2010,F
70-74,2010,NA,2010,F
75-79,2010,NA,2010,F
80+-NA,2010,NA,2010,F
15-19,2009,NA,2009,F
20-24,2009,NA,2009,F
25-29,2009,NA,2009,F
30-34,2009,NA,2009,F
35-39,2009,NA,2009,F
40-44,2009,NA,2009,F
45-49,2009,NA,2009,F
50-54,2009,NA,2009,F
55-59,2009,NA,2009,F
60-64,2009,NA,2009,F
65-69,2009,NA,2009,F
70-74,2009,NA,2009,F
75-79,2009,NA,2009,F
80+-NA,2009,NA,2009,F
15-19,2008,NA,2008,F
20-24,2008,NA,2008,F
25-29,2008,NA,2008,F
30-34,2008,NA,2008,F
35-39,2008,NA,2008,F
40-44,2008,NA,2008,F
45-49,2008,NA,2008,F
50-54,2008,NA,2008,F
55-59,2008,NA,2008,F
60-64,2008,NA,2008,F
65-69,2008,NA,2008,F
70-74,2008,NA,2008,F
75-79,2008,NA,2008,F
80+-NA,2008,NA,2008,F
15-19,2007,NA,2007,F
20-24,2007,NA,2007,F
25-29,2007,NA,2007,F
30-34,2007,NA,2007,F
35-39,2007,NA,2007,F
40-44,2007,NA,2007,F
45-49,2007,NA,2007,F
50-54,2007,NA,2007,F
55-59,2007,NA,2007,F
60-64,2007,NA,2007,F
65-69,2007,NA,2007,F
70-74,2007,NA,2007,F
75-79,2007,NA,2007,F
80+-NA,2007,NA,2007,F
15-19,2006,NA,2006,F
20-24,2006,NA,2006,F
25-29,2006,NA,2006,F
30-34,2006,NA,2006,F
35-39,2006,NA,2006,F
40-44,2006,NA,2006,F
45-49,2006,NA,2006,F
50-54,2006,NA,2006,F
55-59,2006,NA,2006,F
60-64,2006,NA,2006,F
65-69,2006,NA,2006,F
15-19,2005,NA,2005,F
20-24,2005,NA,2005,F
25-29,2005,NA,2005,F
30-34,2005,NA,2005,F
35-39,2005,NA,2005,F
40-44,2005,NA,2005,F
45-49,2005,NA,2005,F
50-54,2005,NA,2005,F
55-59,2005,NA,2005,F
60-64,2005,NA,2005,F
65-69,2005,NA,2005,F
15-19,2004,NA,2004,F
20-24,2004,NA,2004,F
25-29,2004,NA,2004,F
30-34,2004,NA,2004,F
35-39,2004,NA,2004,F
40-44,2004,NA,2004,F
45-49,2004,NA,2004,F
50-54,2004,NA,2004,F
55-59,2004,NA,2004,F
60-64,2004,NA,2004,F
65-69,2004,NA,2004,F
15-19,2003,NA,2003,F
20-24,2003,NA,2003,F
25-29,2003,NA,2003,F
30-34,2003,NA,2003,F
35-39,2003,NA,2003,F
40-44,2003,NA,2003,F
45-49,2003,NA,2003,F
50-54,2003,NA,2003,F
55-59,2003,NA,2003,F
60-64,2003,NA,2003,F
65-69,2003,NA,2003,F
15-19,2002,NA,2002,F
20-24,2002,NA,2002,F
25-29,2002,NA,2002,F
30-34,2002,NA,2002,F
35-39,2002,NA,2002,F
40-44,2002,NA,2002,F
45-49,2002,NA,2002,F
50-54,2002,NA,2002,F
55-59,2002,NA,2002,F
60-64,2002,NA,2002,F
65-69,2002,NA,2002,F
15-19,2016,NA,2016,F
20-24,2016,NA,2016,F
25-29,2016,NA,2016,F
30-34,2016,NA,2016,F
35-39,2016,NA,2016,F
40-44,2016,NA,2016,F
45-49,2016,NA,2016,F
50-54,2016,NA,2016,F
55-59,2016,NA,2016,F
60-64,2016,NA,2016,F
65-69,2016,NA,2016,F
70-74,2016,NA,2016,F
75-79,2016,NA,2016,F
15-19,2017,NA,2017,F
20-24,2017,NA,2017,F
25-29,2017,NA,2017,F
30-34,2017,NA,2017,F
35-39,2017,NA,2017,F
40-44,2017,NA,2017,F
45-49,2017,NA,2017,F
50-54,2017,NA,2017,F
55-59,2017,NA,2017,F
60-64,2017,NA,2017,F
65-69,2017,NA,2017,F
70-74,2017,NA,2017,F
75-79,2017,NA,2017,F
15-19,2018,NA,2018,F
20-24,2018,NA,2018,F
25-29,2018,NA,2018,F
30-34,2018,NA,2018,F
35-39,2018,NA,2018,F
40-44,2018,NA,2018,F
45-49,2018,NA,2018,F
50-54,2018,NA,2018,F
55-59,2018,NA,2018,F
60-64,2018,NA,2018,F
65-69,2018,NA,2018,F
70-74,2018,NA,2018,F
75-79,2018,NA,2018,F
15-19,2019,NA,2019,F
20-24,2019,NA,2019,F
25-29,2019,NA,2019,F
30-34,2019,NA,2019,F
35-39,2019,NA,2019,F
40-44,2019,NA,2019,F
45-49,2019,NA,2019,F
50-54,2019,NA,2019,F
55-59,2019,NA,2019,F
60-64,2019,NA,2019,F
65-69,2019,NA,2019,F
70-74,2019,NA,2019,F
75-79,2019,NA,2019,F
15-19,2020,NA,2020,F
20-24,2020,NA,2020,F
25-29,2020,NA,2020,F
30-34,2020,NA,2020,F
35-39,2020,NA,2020,F
40-44,2020,NA,2020,F
45-49,2020,NA,2020,F
50-54,2020,NA,2020,F
55-59,2020,NA,2020,F
60-64,2020,NA,2020,F
65-69,2020,NA,2020,F
70-74,2020,NA,2020,F
75-79,2020,NA,2020,F
