"0years","1years","2years","3years","4years","5years","6years","7years","8years","9years","10years","11years","12years","13years","14years","15years","16years","17years"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00359116022099448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00359116022099448,0.00354319978195694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00359116022099448,0.00354319978195694,0.00348152115693626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00359116022099448,0.00354319978195694,0.00348152115693626,0.00341745531019979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00359116022099448,0.00354319978195694,0.00348152115693626,0.00341745531019979,0.00336787564766839,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00359116022099448,0.00354319978195694,0.00348152115693626,0.00341745531019979,0.00336787564766839,0.00050314465408805,0,0,0,0,0,0,0,0,0,0,0,0
0.00359116022099448,0.00354319978195694,0.00348152115693626,0.00341745531019979,0.00336787564766839,0.00050314465408805,0.000503397936068462,0,0,0,0,0,0,0,0,0,0,0
0.00359116022099448,0.00354319978195694,0.00348152115693626,0.00341745531019979,0.00336787564766839,0.00050314465408805,0.000503397936068462,0.000505561172901921,0,0,0,0,0,0,0,0,0,0
