age,year,fertility_rate,date,gender
under 15-NA,2014,0,2014,M
15-19,2014,0.004416835028540922,2014,M
20-24,2014,0.07461294757343376,2014,M
25-29,2014,0.20764592915928926,2014,M
30-34,2014,0.24127309115387668,2014,M
35-39,2014,0.2255079654067518,2014,M
40-44,2014,0.16758684478369554,2014,M
45-49,2014,0.11531662208458779,2014,M
50-54,2014,0.07911486870682206,2014,M
55-59,2014,0.060370403686363615,2014,M
60-64,2014,0.039066384982318667,2014,M
65-69,2014,0.02354010828346556,2014,M
70-74,2014,0.020715535668254587,2014,M
75-79,2014,0.016276737429860744,2014,M
80+,2014,0,2014,M
under 15-NA,2013,0,2013,M
15-19,2013,0.004416835028540922,2013,M
20-24,2013,0.07461294757343376,2013,M
25-29,2013,0.20764592915928926,2013,M
30-34,2013,0.24127309115387668,2013,M
35-39,2013,0.2255079654067518,2013,M
40-44,2013,0.16758684478369554,2013,M
45-49,2013,0.11531662208458779,2013,M
50-54,2013,0.07911486870682206,2013,M
55-59,2013,0.060370403686363615,2013,M
60-64,2013,0.039066384982318667,2013,M
65-69,2013,0.02354010828346556,2013,M
70-74,2013,0.020715535668254587,2013,M
75-79,2013,0.016276737429860744,2013,M
80+,2013,0,2013,M
under 15-NA,2012,0,2012,M
15-19,2012,0.004416835028540922,2012,M
20-24,2012,0.07461294757343376,2012,M
25-29,2012,0.20764592915928926,2012,M
30-34,2012,0.24127309115387668,2012,M
35-39,2012,0.2255079654067518,2012,M
40-44,2012,0.16758684478369554,2012,M
45-49,2012,0.11531662208458779,2012,M
50-54,2012,0.07911486870682206,2012,M
55-59,2012,0.060370403686363615,2012,M
60-64,2012,0.039066384982318667,2012,M
65-69,2012,0.02354010828346556,2012,M
70-74,2012,0.020715535668254587,2012,M
75-79,2012,0.016276737429860744,2012,M
80+,2012,0,2012,M
under 15-NA,2011,0,2011,M
15-19,2011,0.004416835028540922,2011,M
20-24,2011,0.07461294757343376,2011,M
25-29,2011,0.20764592915928926,2011,M
30-34,2011,0.24127309115387668,2011,M
35-39,2011,0.2255079654067518,2011,M
40-44,2011,0.16758684478369554,2011,M
45-49,2011,0.11531662208458779,2011,M
50-54,2011,0.07911486870682206,2011,M
55-59,2011,0.060370403686363615,2011,M
60-64,2011,0.039066384982318667,2011,M
65-69,2011,0.02354010828346556,2011,M
70-74,2011,0.020715535668254587,2011,M
75-79,2011,0.016276737429860744,2011,M
80+,2011,0,2011,M
under 15-NA,2010,0,2010,M
15-19,2010,0.004416835028540922,2010,M
20-24,2010,0.07461294757343376,2010,M
25-29,2010,0.20764592915928926,2010,M
30-34,2010,0.24127309115387668,2010,M
35-39,2010,0.2255079654067518,2010,M
40-44,2010,0.16758684478369554,2010,M
45-49,2010,0.11531662208458779,2010,M
50-54,2010,0.07911486870682206,2010,M
55-59,2010,0.060370403686363615,2010,M
60-64,2010,0.039066384982318667,2010,M
65-69,2010,0.02354010828346556,2010,M
70-74,2010,0.020715535668254587,2010,M
75-79,2010,0.016276737429860744,2010,M
80+,2010,0,2010,M
under 15-NA,2009,0,2009,M
15-19,2009,0.008829674332937791,2009,M
20-24,2009,0.10570433137775198,2009,M
25-29,2009,0.20465325373537635,2009,M
30-34,2009,0.252233633022422,2009,M
35-39,2009,0.20390521880187001,2009,M
40-44,2009,0.1886015890340944,2009,M
45-49,2009,0.13742666229550018,2009,M
50-54,2009,0.11559459873879885,2009,M
55-59,2009,0.06404591413150795,2009,M
60-64,2009,0.04303236716204322,2009,M
65-69,2009,0.025261565093917162,2009,M
70-74,2009,0.023649959347327772,2009,M
75-79,2009,0.018523299807895913,2009,M
80+,2009,0,2009,M
under 15-NA,2008,0,2008,M
15-19,2008,0.008829674332937791,2008,M
20-24,2008,0.10570433137775198,2008,M
25-29,2008,0.20465325373537635,2008,M
30-34,2008,0.252233633022422,2008,M
35-39,2008,0.20390521880187001,2008,M
40-44,2008,0.1886015890340944,2008,M
45-49,2008,0.13742666229550018,2008,M
50-54,2008,0.11559459873879885,2008,M
55-59,2008,0.06404591413150795,2008,M
60-64,2008,0.04303236716204322,2008,M
65-69,2008,0.025261565093917162,2008,M
70-74,2008,0.023649959347327772,2008,M
75-79,2008,0.018523299807895913,2008,M
80+,2008,0,2008,M
under 15-NA,2007,0,2007,M
15-19,2007,0.008829674332937791,2007,M
20-24,2007,0.10570433137775198,2007,M
25-29,2007,0.20465325373537635,2007,M
30-34,2007,0.252233633022422,2007,M
35-39,2007,0.20390521880187001,2007,M
40-44,2007,0.1886015890340944,2007,M
45-49,2007,0.13742666229550018,2007,M
50-54,2007,0.11559459873879885,2007,M
55-59,2007,0.06404591413150795,2007,M
60-64,2007,0.04303236716204322,2007,M
65-69,2007,0.025261565093917162,2007,M
70-74,2007,0.023649959347327772,2007,M
75-79,2007,0.018523299807895913,2007,M
80+,2007,0,2007,M
under 15-NA,2006,0,2006,M
15-19,2006,0.008829674332937791,2006,M
20-24,2006,0.10570433137775198,2006,M
25-29,2006,0.20465325373537635,2006,M
30-34,2006,0.252233633022422,2006,M
35-39,2006,0.20390521880187001,2006,M
40-44,2006,0.1886015890340944,2006,M
45-49,2006,0.13742666229550018,2006,M
50-54,2006,0.11559459873879885,2006,M
55-59,2006,0.06404591413150795,2006,M
60-64,2006,0.04303236716204322,2006,M
65-69,2006,0.025261565093917162,2006,M
70-74,2006,0.023649959347327772,2006,M
75-79,2006,0.018523299807895913,2006,M
80+,2006,0,2006,M
under 15-NA,2005,0,2005,M
15-19,2005,0.008829674332937791,2005,M
20-24,2005,0.10570433137775198,2005,M
25-29,2005,0.20465325373537635,2005,M
30-34,2005,0.252233633022422,2005,M
35-39,2005,0.20390521880187001,2005,M
40-44,2005,0.1886015890340944,2005,M
45-49,2005,0.13742666229550018,2005,M
50-54,2005,0.11559459873879885,2005,M
55-59,2005,0.06404591413150795,2005,M
60-64,2005,0.04303236716204322,2005,M
65-69,2005,0.025261565093917162,2005,M
70-74,2005,0.023649959347327772,2005,M
75-79,2005,0.018523299807895913,2005,M
80+,2005,0,2005,M
under 15-NA,2004,0,2004,M
15-19,2004,0.004636518831701169,2004,M
20-24,2004,0.07929224793426702,2004,M
25-29,2004,0.22580604681726194,2004,M
30-34,2004,0.2535512897584825,2004,M
35-39,2004,0.2246573141592752,2004,M
40-44,2004,0.19790692773591856,2004,M
45-49,2004,0.14071637296424927,2004,M
50-54,2004,0.09020343669118201,2004,M
55-59,2004,0.06995893442785675,2004,M
60-64,2004,0.06587328949835808,2004,M
65-69,2004,0.022343939813632967,2004,M
70-74,2004,0.021231786917904043,2004,M
75-79,2004,0.01922502683097871,2004,M
80+,2004,0,2004,M
under 15-NA,2003,0,2003,M
15-19,2003,0.004636518831701169,2003,M
20-24,2003,0.07929224793426702,2003,M
25-29,2003,0.22580604681726194,2003,M
30-34,2003,0.2535512897584825,2003,M
35-39,2003,0.2246573141592752,2003,M
40-44,2003,0.19790692773591856,2003,M
45-49,2003,0.14071637296424927,2003,M
50-54,2003,0.09020343669118201,2003,M
55-59,2003,0.06995893442785675,2003,M
60-64,2003,0.06587328949835808,2003,M
65-69,2003,0.022343939813632967,2003,M
70-74,2003,0.021231786917904043,2003,M
75-79,2003,0.01922502683097871,2003,M
80+,2003,0,2003,M
under 15-NA,2002,0,2002,M
15-19,2002,0.004636518831701169,2002,M
20-24,2002,0.07929224793426702,2002,M
25-29,2002,0.22580604681726194,2002,M
30-34,2002,0.2535512897584825,2002,M
35-39,2002,0.2246573141592752,2002,M
40-44,2002,0.19790692773591856,2002,M
45-49,2002,0.14071637296424927,2002,M
50-54,2002,0.09020343669118201,2002,M
55-59,2002,0.06995893442785675,2002,M
60-64,2002,0.06587328949835808,2002,M
65-69,2002,0.022343939813632967,2002,M
70-74,2002,0.021231786917904043,2002,M
75-79,2002,0.01922502683097871,2002,M
80+,2002,0,2002,M
under 15-NA,2001,0,2001,M
15-19,2001,0.004636518831701169,2001,M
20-24,2001,0.07929224793426702,2001,M
25-29,2001,0.22580604681726194,2001,M
30-34,2001,0.2535512897584825,2001,M
35-39,2001,0.2246573141592752,2001,M
40-44,2001,0.19790692773591856,2001,M
45-49,2001,0.14071637296424927,2001,M
50-54,2001,0.09020343669118201,2001,M
55-59,2001,0.06995893442785675,2001,M
60-64,2001,0.06587328949835808,2001,M
65-69,2001,0.022343939813632967,2001,M
70-74,2001,0.021231786917904043,2001,M
75-79,2001,0.01922502683097871,2001,M
80+,2001,0,2001,M
under 15-NA,2000,0,2000,M
15-19,2000,0.004636518831701169,2000,M
20-24,2000,0.07929224793426702,2000,M
25-29,2000,0.22580604681726194,2000,M
30-34,2000,0.2535512897584825,2000,M
35-39,2000,0.2246573141592752,2000,M
40-44,2000,0.19790692773591856,2000,M
45-49,2000,0.14071637296424927,2000,M
50-54,2000,0.09020343669118201,2000,M
55-59,2000,0.06995893442785675,2000,M
60-64,2000,0.06587328949835808,2000,M
65-69,2000,0.022343939813632967,2000,M
70-74,2000,0.021231786917904043,2000,M
75-79,2000,0.01922502683097871,2000,M
80+,2000,0,2000,M
under 15-NA,2015,0,2015,M
15-19,2015,0.004416835028540922,2015,M
20-24,2015,0.07461294757343376,2015,M
25-29,2015,0.20764592915928926,2015,M
30-34,2015,0.24127309115387668,2015,M
35-39,2015,0.2255079654067518,2015,M
40-44,2015,0.16758684478369554,2015,M
45-49,2015,0.11531662208458779,2015,M
50-54,2015,0.07911486870682206,2015,M
55-59,2015,0.060370403686363615,2015,M
60-64,2015,0.039066384982318667,2015,M
65-69,2015,0.02354010828346556,2015,M
70-74,2015,0.020715535668254587,2015,M
75-79,2015,0.016276737429860744,2015,M
80+,2015,0,2015,M
under 15-NA,2016,0,2016,M
15-19,2016,0.004416835028540922,2016,M
20-24,2016,0.07461294757343376,2016,M
25-29,2016,0.20764592915928926,2016,M
30-34,2016,0.24127309115387668,2016,M
35-39,2016,0.2255079654067518,2016,M
40-44,2016,0.16758684478369554,2016,M
45-49,2016,0.11531662208458779,2016,M
50-54,2016,0.07911486870682206,2016,M
55-59,2016,0.060370403686363615,2016,M
60-64,2016,0.039066384982318667,2016,M
65-69,2016,0.02354010828346556,2016,M
70-74,2016,0.020715535668254587,2016,M
75-79,2016,0.016276737429860744,2016,M
80+,2016,0,2016,M
under 15-NA,2017,0,2017,M
