Period,age,fertility_rate,country,gender,date
2000-2005,15-19,10.16822429906542,Spain,Female,2003
2000-2005,15-19,10.228695652173913,Spain,Female,2004
2005-2010,15-19,12.875776397515528,Spain,Female,2005
2005-2010,15-19,12.660142348754448,Spain,Female,2006
2005-2010,15-19,12.801247771836007,Spain,Female,2007
2005-2010,15-19,12.87778768956289,Spain,Female,2008
2005-2010,15-19,13.025962399283795,Spain,Female,2009
2010-2015,15-19,8.963996399639964,Spain,Female,2010
2010-2015,15-19,8.904977375565611,Spain,Female,2011
2010-2015,15-19,8.922797456857403,Spain,Female,2012
2010-2015,15-19,8.94257064721969,Spain,Female,2013
2010-2015,15-19,8.872710622710622,Spain,Female,2014
2015-2020,15-19,7.824125230202578,Spain,Female,2015
2015-2020,15-19,7.7199630314232905,Spain,Female,2016
2015-2020,15-19,7.826369545032498,Spain,Female,2017
2015-2020,15-19,7.809701492537314,Spain,Female,2018
2015-2020,15-19,7.777674418604652,Spain,Female,2019
2000-2005,20-24,28.511612475116124,Spain,Female,2003
2000-2005,20-24,28.25979381443299,Spain,Female,2004
2005-2010,20-24,35.988595866001425,Spain,Female,2005
2005-2010,20-24,36.03316510454218,Spain,Female,2006
2005-2010,20-24,35.98830409356725,Spain,Female,2007
2005-2010,20-24,36.03497023809524,Spain,Female,2008
2005-2010,20-24,35.795125666412794,Spain,Female,2009
2010-2015,20-24,29.37323943661972,Spain,Female,2010
2010-2015,20-24,29.352272727272727,Spain,Female,2011
2010-2015,20-24,29.32999164578112,Spain,Female,2012
2010-2015,20-24,29.177323103154304,Spain,Female,2013
2010-2015,20-24,29.143847487001732,Spain,Female,2014
2015-2020,20-24,25.644424934152767,Spain,Female,2015
2015-2020,20-24,25.668145519077196,Spain,Female,2016
2015-2020,20-24,25.815742397137747,Spain,Female,2017
2015-2020,20-24,25.618705035971225,Spain,Female,2018
2015-2020,20-24,25.817359855334537,Spain,Female,2019
2000-2005,25-29,64.6822272215973,Spain,Female,2003
2000-2005,25-29,64.45712694877506,Spain,Female,2004
2005-2010,25-29,67.33946488294315,Spain,Female,2005
2005-2010,25-29,66.96810296586457,Spain,Female,2006
2005-2010,25-29,67.12040700960995,Spain,Female,2007
2005-2010,25-29,67.15450890292935,Spain,Female,2008
2005-2010,25-29,67.13282621416033,Spain,Female,2009
2010-2015,25-29,57.389354066985646,Spain,Female,2010
2010-2015,25-29,57.52395964691047,Spain,Female,2011
2010-2015,25-29,58.136090727151434,Spain,Female,2012
2010-2015,25-29,57.94777699364855,Spain,Female,2013
2010-2015,25-29,57.792719167904906,Spain,Female,2014
2015-2020,25-29,55.19642857142857,Spain,Female,2015
2015-2020,25-29,54.99357429718876,Spain,Female,2016
2015-2020,25-29,55.24567188788129,Spain,Female,2017
2015-2020,25-29,54.897478991596635,Spain,Female,2018
2015-2020,25-29,55.27536231884058,Spain,Female,2019
2000-2005,30-34,96.25551158846807,Spain,Female,2003
2000-2005,30-34,96.19110378912686,Spain,Female,2004
2005-2010,30-34,101.96631016042781,Spain,Female,2005
2005-2010,30-34,101.78011572856391,Spain,Female,2006
2005-2010,30-34,101.75851393188854,Spain,Female,2007
2005-2010,30-34,102.25316455696202,Spain,Female,2008
2005-2010,30-34,102.21506986027944,Spain,Female,2009
2010-2015,30-34,91.28953891918691,Spain,Female,2010
2010-2015,30-34,91.84295845997974,Spain,Female,2011
2010-2015,30-34,91.29118572927597,Spain,Female,2012
2010-2015,30-34,91.25343595382078,Spain,Female,2013
2010-2015,30-34,91.42964678633469,Spain,Female,2014
2015-2020,30-34,90.42124542124542,Spain,Female,2015
2015-2020,30-34,90.61715749039692,Spain,Female,2016
2015-2020,30-34,90.73185483870968,Spain,Female,2017
2015-2020,30-34,90.4901269393512,Spain,Female,2018
2015-2020,30-34,90.44469026548673,Spain,Female,2019
2000-2005,35-39,47.85764294049008,Spain,Female,2003
2000-2005,35-39,47.97485714285714,Spain,Female,2004
2005-2010,35-39,60.967094255437814,Spain,Female,2005
2005-2010,35-39,60.844298245614034,Spain,Female,2006
2005-2010,35-39,60.635629709364906,Spain,Female,2007
2005-2010,35-39,60.880738786279686,Spain,Female,2008
2005-2010,35-39,60.927979274611396,Spain,Female,2009
2010-2015,35-39,62.7449083503055,Spain,Female,2010
2010-2015,35-39,62.64720684448918,Spain,Female,2011
2010-2015,35-39,62.57328015952144,Spain,Female,2012
2010-2015,35-39,62.680734856007945,Spain,Female,2013
2010-2015,35-39,62.380239520958085,Spain,Female,2014
2015-2020,35-39,68.57505070993915,Spain,Female,2015
2015-2020,35-39,68.97672012415934,Spain,Female,2016
2015-2020,35-39,68.67769477054429,Spain,Female,2017
2015-2020,35-39,68.62853970016657,Spain,Female,2018
2015-2020,35-39,69.01857225769008,Spain,Female,2019
2000-2005,40-44,7.981729598051158,Spain,Female,2003
2000-2005,40-44,7.8940828402366865,Spain,Female,2004
2005-2010,40-44,11.391129032258064,Spain,Female,2005
2005-2010,40-44,11.45753114382786,Spain,Female,2006
2005-2010,40-44,11.405027932960893,Spain,Female,2007
2005-2010,40-44,11.19966814159292,Spain,Female,2008
2005-2010,40-44,11.269188596491228,Spain,Female,2009
2010-2015,40-44,14.049972840847365,Spain,Female,2010
2010-2015,40-44,13.962903225806452,Spain,Female,2011
2010-2015,40-44,14.166577967003725,Spain,Female,2012
2010-2015,40-44,13.981549815498155,Spain,Female,2013
2010-2015,40-44,13.966562173458724,Spain,Female,2014
2015-2020,40-44,17.63919129082426,Spain,Female,2015
