X0.years,X1.years,X2.years,X3.years,X4.years,X5.years,X6.years,X7.years,X8.years,X9.years,X10.years,X11.years,X12.years,X13.years,X14.years,X15.years,X16.years,X17.years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00174736580428645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00174736580428645,0.0017474365420428128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00174736580428645,0.0017474365420428128,0.0017474571391179166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00174736580428645,0.0017474365420428128,0.0017474571391179166,0.0017475054109934792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00174736580428645,0.0017474365420428128,0.0017474571391179166,0.0017475054109934792,0.001941733391582156,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010537363741785852,0.0017474365420428128,0.0017474571391179166,0.0017475054109934792,0.001941733391582156,0.0019464951384200817,0,0,0,0,0,0,0,0,0,0,0,0
0.010537363741785852,0.010537790320735287,0.0017474571391179166,0.0017475054109934792,0.001941733391582156,0.0019464951384200817,0.002162029150907174,0,0,0,0,0,0,0,0,0,0,0
