"year","age","gender","country","value","pop","fertility_rate"
"2007","15-19","Male","Spain",3957,1191,3.32241813602015
"2007","20-24","Male","Spain",24595,1433,17.1632937892533
"2007","25-29","Male","Spain",79398,1864,42.5954935622318
"2007","30-34","Male","Spain",174332,2073,84.0964785335263
"2007","35-39","Male","Spain",136444,1976,69.0506072874494
"2007","40-44","Male","Spain",47861,1850,25.8708108108108
"2007","45-49","Male","Spain",12767,1677,7.61299940369708
"2007","50-54","Male","Spain",3346,1404,2.38319088319088
"2007","55-59","Male","Spain",1025,1242,0.825281803542673
"2007","60-64","Male","Spain",288,1113,0.258760107816712
"2007","65+","Male","Spain",119,3222,0.0369335816263191
"2009","15-19","Male","Spain",3444,1189,2.89655172413793
"2009","20-24","Male","Spain",22533,1374,16.3995633187773
"2009","25-29","Male","Spain",71339,1775,40.190985915493
"2009","30-34","Male","Spain",169731,2138,79.387745556595
"2009","35-39","Male","Spain",145680,2077,70.1396244583534
"2009","40-44","Male","Spain",52812,1901,27.7811678064177
"2009","45-49","Male","Spain",14272,1759,8.11370096645821
"2009","50-54","Male","Spain",3916,1500,2.61066666666667
"2009","55-59","Male","Spain",1117,1257,0.888623707239459
"2009","60-64","Male","Spain",352,1168,0.301369863013699
"2009","65+","Male","Spain",85,3354,0.0253428741800835
"2010","15-19","Male","Spain",2977,1184,2.51435810810811
"2010","20-24","Male","Spain",20367,1339,15.2106049290515
"2010","25-29","Male","Spain",65820,1722,38.2229965156794
"2010","30-34","Male","Spain",164450,2140,76.8457943925234
"2010","35-39","Male","Spain",147660,2121,69.6181046676096
"2010","40-44","Male","Spain",54426,1929,28.2146189735614
"2010","45-49","Male","Spain",14647,1789,8.18725544997205
"2010","50-54","Male","Spain",3944,1539,2.56270305393112
"2010","55-59","Male","Spain",1104,1269,0.869976359338062
"2010","60-64","Male","Spain",367,1181,0.310753598645216
"2010","65+","Male","Spain",97,3409,0.0284540921091229
"2011","15-19","Male","Spain",2533,1173,2.15942028985507
"2011","20-24","Male","Spain",18171,1289,14.0969743987587
"2011","25-29","Male","Spain",59619,1621,36.7791486736582
"2011","30-34","Male","Spain",155441,2070,75.092270531401
"2011","35-39","Male","Spain",150000,2134,70.29053420806
"2011","40-44","Male","Spain",60958,1956,31.1646216768916
"2011","45-49","Male","Spain",9784,1815,5.39063360881543
"2011","50-54","Male","Spain",3819,1589,2.40339836375079
"2011","55-59","Male","Spain",1083,1302,0.831797235023041
"2011","60-64","Male","Spain",313,1190,0.263025210084034
"2011","65+","Male","Spain",84,3487,0.0240894751935761
"2012","15-19","Male","Spain",2619,1163,2.25193465176268
"2012","20-24","Male","Spain",16781,1251,13.414068745004
"2012","25-29","Male","Spain",54703,1524,35.8943569553806
"2012","30-34","Male","Spain",145708,1970,73.9634517766497
"2012","35-39","Male","Spain",146681,2135,68.7030444964871
"2012","40-44","Male","Spain",57522,1980,29.0515151515152
"2012","45-49","Male","Spain",14651,1829,8.01038819026791
"2012","50-54","Male","Spain",4187,1631,2.56713672593501
"2012","55-59","Male","Spain",1068,1343,0.795234549516009
"2012","60-64","Male","Spain",329,1191,0.276238455079765
"2012","65+","Male","Spain",92,3557,0.0258644925499016
"2013","15-19","Male","Spain",2376,1154,2.05892547660312
"2013","20-24","Male","Spain",15288,1223,12.5004088307441
"2013","25-29","Male","Spain",48689,1436,33.9059888579387
"2013","30-34","Male","Spain",132325,1854,71.3727076591154
"2013","35-39","Male","Spain",139743,2120,65.9165094339623
"2013","40-44","Male","Spain",56906,2001,28.4387806096952
"2013","45-49","Male","Spain",14741,1834,8.03762268266085
"2013","50-54","Male","Spain",3910,1668,2.34412470023981
"2013","55-59","Male","Spain",1056,1389,0.760259179265659
"2013","60-64","Male","Spain",291,1189,0.244743481917578
"2013","65+","Male","Spain",106,3621,0.0292736813035073
"2016","15-19","Male","Spain",2159,1138,1.89718804920914
"2016","20-24","Male","Spain",13300,1178,11.2903225806452
"2016","25-29","Male","Spain",44027,1266,34.7764612954186
"2016","30-34","Male","Spain",114301,1549,73.7901872175597
"2016","35-39","Male","Spain",137085,1972,69.5157200811359
"2016","40-44","Male","Spain",64590,2043,31.6152716593245
"2016","45-49","Male","Spain",17444,1880,9.27872340425532
"2016","50-54","Male","Spain",4305,1748,2.46281464530892
"2016","55-59","Male","Spain",1108,1523,0.727511490479317
"2016","60-64","Male","Spain",345,1240,0.278225806451613
"2016","65+","Male","Spain",100,3804,0.0262881177707676
"2017","15-19","Male","Spain",2010,1132,1.7756183745583
"2017","20-24","Male","Spain",12376,1170,10.5777777777778
"2017","25-29","Male","Spain",41691,1241,33.5946817082998
"2017","30-34","Male","Spain",105004,1477,71.0927555856466
"2017","35-39","Male","Spain",129475,1896,68.2885021097046
"2017","40-44","Male","Spain",64027,2059,31.0961631860126
"2017","45-49","Male","Spain",18134,1913,9.47935180345008
"2017","50-54","Male","Spain",4545,1766,2.57361268403171
"2017","55-59","Male","Spain",1190,1567,0.759412890874282
"2017","60-64","Male","Spain",367,1279,0.2869429241595
"2017","65+","Male","Spain",139,3860,0.0360103626943005
