country,year,age,gender,value,pop,fertility_rate
Spain,2017,30-34,Male,105109,1477,71.16384563303994
Spain,2017,35-39,Male,129936,1896,68.53164556962025
Spain,2017,40-44,Male,63784,2059,30.978144730451675
Spain,2017,45-49,Male,18140,1913,9.482488238369054
Spain,2017,50-54,Male,4561,1766,2.5826727066817665
Spain,2017,55-59,Male,1192,1567,0.7606892150606254
Spain,2017,60-64,Male,366,1279,0.2861610633307271
Spain,2017,65+,Male,128,3860,0.03316062176165803
Spain,2018,15-19,Male,1984,1132,1.7526501766784452
Spain,2018,20-24,Male,12366,1170,10.569230769230769
Spain,2018,25-29,Male,42067,1241,33.897663174858984
Spain,2018,30-34,Male,105109,1477,71.16384563303994
Spain,2018,35-39,Male,129936,1896,68.53164556962025
Spain,2018,40-44,Male,63784,2059,30.978144730451675
Spain,2018,45-49,Male,18140,1913,9.482488238369054
Spain,2018,50-54,Male,4561,1766,2.5826727066817665
Spain,2018,55-59,Male,1192,1567,0.7606892150606254
Spain,2018,60-64,Male,366,1279,0.2861610633307271
Spain,2018,65+,Male,128,3860,0.03316062176165803
Spain,2019,15-19,Male,1984,1132,1.7526501766784452
Spain,2019,20-24,Male,12366,1170,10.569230769230769
Spain,2019,25-29,Male,42067,1241,33.897663174858984
Spain,2019,30-34,Male,105109,1477,71.16384563303994
Spain,2019,35-39,Male,129936,1896,68.53164556962025
Spain,2019,40-44,Male,63784,2059,30.978144730451675
Spain,2019,45-49,Male,18140,1913,9.482488238369054
Spain,2019,50-54,Male,4561,1766,2.5826727066817665
Spain,2019,55-59,Male,1192,1567,0.7606892150606254
Spain,2019,60-64,Male,366,1279,0.2861610633307271
Spain,2019,65+,Male,128,3860,0.03316062176165803
Spain,2020,15-19,Male,1984,1132,1.7526501766784452
Spain,2020,20-24,Male,12366,1170,10.569230769230769
Spain,2020,25-29,Male,42067,1241,33.897663174858984
Spain,2020,30-34,Male,105109,1477,71.16384563303994
Spain,2020,35-39,Male,129936,1896,68.53164556962025
Spain,2020,40-44,Male,63784,2059,30.978144730451675
Spain,2020,45-49,Male,18140,1913,9.482488238369054
Spain,2020,50-54,Male,4561,1766,2.5826727066817665
Spain,2020,55-59,Male,1192,1567,0.7606892150606254
Spain,2020,60-64,Male,366,1279,0.2861610633307271
Spain,2020,65+,Male,128,3860,0.03316062176165803
