country,year,age,gender,value,pop,fertility_rate
Spain,2002,15-19,Male,3867,1191,3.2468513853904284
Spain,2002,20-24,Male,24527,1433,17.115840893230985
Spain,2002,25-29,Male,79292,1864,42.53862660944206
Spain,2002,30-34,Male,175256,2073,84.54220935841775
Spain,2002,35-39,Male,136358,1976,69.00708502024291
Spain,2002,40-44,Male,48158,1850,26.03135135135135
Spain,2002,45-49,Male,12725,1677,7.587954680977937
Spain,2002,50-54,Male,3371,1404,2.400997150997151
Spain,2002,55-59,Male,1033,1242,0.8317230273752013
Spain,2002,60-64,Male,287,1113,0.2578616352201258
Spain,2002,65+,Male,114,3222,0.035381750465549346
Spain,2003,15-19,Male,3867,1191,3.2468513853904284
Spain,2003,20-24,Male,24527,1433,17.115840893230985
Spain,2003,25-29,Male,79292,1864,42.53862660944206
Spain,2003,30-34,Male,175256,2073,84.54220935841775
Spain,2003,35-39,Male,136358,1976,69.00708502024291
Spain,2003,40-44,Male,48158,1850,26.03135135135135
Spain,2003,45-49,Male,12725,1677,7.587954680977937
Spain,2003,50-54,Male,3371,1404,2.400997150997151
Spain,2003,55-59,Male,1033,1242,0.8317230273752013
Spain,2003,60-64,Male,287,1113,0.2578616352201258
Spain,2003,65+,Male,114,3222,0.035381750465549346
Spain,2004,15-19,Male,3867,1191,3.2468513853904284
Spain,2004,20-24,Male,24527,1433,17.115840893230985
Spain,2004,25-29,Male,79292,1864,42.53862660944206
Spain,2004,30-34,Male,175256,2073,84.54220935841775
Spain,2004,35-39,Male,136358,1976,69.00708502024291
Spain,2004,40-44,Male,48158,1850,26.03135135135135
Spain,2004,45-49,Male,12725,1677,7.587954680977937
Spain,2004,50-54,Male,3371,1404,2.400997150997151
Spain,2004,55-59,Male,1033,1242,0.8317230273752013
Spain,2004,60-64,Male,287,1113,0.2578616352201258
Spain,2004,65+,Male,114,3222,0.035381750465549346
Spain,2005,15-19,Male,3867,1191,3.2468513853904284
Spain,2005,20-24,Male,24527,1433,17.115840893230985
Spain,2005,25-29,Male,79292,1864,42.53862660944206
Spain,2005,30-34,Male,175256,2073,84.54220935841775
Spain,2005,35-39,Male,136358,1976,69.00708502024291
Spain,2005,40-44,Male,48158,1850,26.03135135135135
Spain,2005,45-49,Male,12725,1677,7.587954680977937
Spain,2005,50-54,Male,3371,1404,2.400997150997151
Spain,2005,55-59,Male,1033,1242,0.8317230273752013
Spain,2005,60-64,Male,287,1113,0.2578616352201258
Spain,2005,65+,Male,114,3222,0.035381750465549346
Spain,2006,15-19,Male,3867,1191,3.2468513853904284
Spain,2006,20-24,Male,24527,1433,17.115840893230985
Spain,2006,25-29,Male,79292,1864,42.53862660944206
Spain,2006,30-34,Male,175256,2073,84.54220935841775
Spain,2006,35-39,Male,136358,1976,69.00708502024291
Spain,2006,40-44,Male,48158,1850,26.03135135135135
Spain,2006,45-49,Male,12725,1677,7.587954680977937
Spain,2006,50-54,Male,3371,1404,2.400997150997151
Spain,2006,55-59,Male,1033,1242,0.8317230273752013
Spain,2006,60-64,Male,287,1113,0.2578616352201258
Spain,2006,65+,Male,114,3222,0.035381750465549346
Spain,2007,15-19,Male,3867,1191,3.2468513853904284
Spain,2007,20-24,Male,24527,1433,17.115840893230985
Spain,2007,25-29,Male,79292,1864,42.53862660944206
Spain,2007,30-34,Male,175256,2073,84.54220935841775
Spain,2007,35-39,Male,136358,1976,69.00708502024291
Spain,2007,40-44,Male,48158,1850,26.03135135135135
Spain,2007,45-49,Male,12725,1677,7.587954680977937
Spain,2007,50-54,Male,3371,1404,2.400997150997151
Spain,2007,55-59,Male,1033,1242,0.8317230273752013
Spain,2007,60-64,Male,287,1113,0.2578616352201258
Spain,2007,65+,Male,114,3222,0.035381750465549346
Spain,2008,15-19,Male,3466,1189,2.9150546677880573
Spain,2008,20-24,Male,22571,1374,16.42721979621543
Spain,2008,25-29,Male,71289,1775,40.16281690140845
Spain,2008,30-34,Male,169720,2138,79.38260056127221
Spain,2008,35-39,Male,146102,2077,70.34280211844006
Spain,2008,40-44,Male,52509,1901,27.621778011572857
Spain,2008,45-49,Male,14294,1759,8.126208072768618
Spain,2008,50-54,Male,3889,1500,2.5926666666666667
Spain,2008,55-59,Male,1196,1257,0.9514717581543357
Spain,2008,60-64,Male,352,1168,0.3013698630136986
Spain,2008,65+,Male,77,3354,0.022957662492546212
Spain,2009,15-19,Male,3466,1189,2.9150546677880573
Spain,2009,20-24,Male,22571,1374,16.42721979621543
Spain,2009,25-29,Male,71289,1775,40.16281690140845
Spain,2009,30-34,Male,169720,2138,79.38260056127221
Spain,2009,35-39,Male,146102,2077,70.34280211844006
Spain,2009,40-44,Male,52509,1901,27.621778011572857
Spain,2009,45-49,Male,14294,1759,8.126208072768618
Spain,2009,50-54,Male,3889,1500,2.5926666666666667
Spain,2009,55-59,Male,1196,1257,0.9514717581543357
Spain,2009,60-64,Male,352,1168,0.3013698630136986
Spain,2009,65+,Male,77,3354,0.022957662492546212
Spain,2010,15-19,Male,3031,1184,2.5599662162162162
Spain,2010,20-24,Male,20299,1339,15.159820761762509
Spain,2010,25-29,Male,65425,1722,37.99361207897793
Spain,2010,30-34,Male,164371,2140,76.80887850467289
Spain,2010,35-39,Male,148020,2121,69.78783592644979
Spain,2010,40-44,Male,54767,1929,28.391394504924833
Spain,2010,45-49,Male,14789,1789,8.266629401900502
Spain,2010,50-54,Male,3979,1539,2.585445094217024
Spain,2010,55-59,Male,1133,1269,0.8928289992119779
Spain,2010,60-64,Male,357,1181,0.3022861981371719
Spain,2010,65+,Male,87,3409,0.02552068055148137
Spain,2011,15-19,Male,2529,1173,2.156010230179028
Spain,2011,20-24,Male,18091,1289,14.034910783553142
Spain,2011,25-29,Male,59699,1621,36.82850092535472
Spain,2011,30-34,Male,155151,2070,74.95217391304348
Spain,2011,35-39,Male,150431,2134,70.4925023430178
Spain,2011,40-44,Male,61287,1956,31.33282208588957
Spain,2011,45-49,Male,9770,1815,5.3829201101928374
Spain,2011,50-54,Male,3703,1589,2.3303964757709252
Spain,2011,55-59,Male,1092,1302,0.8387096774193549
Spain,2011,60-64,Male,305,1190,0.25630252100840334
Spain,2011,65+,Male,82,3487,0.023515916260395755
Spain,2012,15-19,Male,2534,1163,2.178847807394669
Spain,2012,20-24,Male,16751,1251,13.390087929656275
Spain,2012,25-29,Male,54885,1524,36.01377952755905
Spain,2012,30-34,Male,145858,1970,74.03959390862944
Spain,2012,35-39,Male,146898,2135,68.80468384074942
Spain,2012,40-44,Male,57787,1980,29.185353535353535
Spain,2012,45-49,Male,14747,1829,8.06287588846364
Spain,2012,50-54,Male,4164,1631,2.553034947884733
Spain,2012,55-59,Male,1097,1343,0.8168279970215935
Spain,2012,60-64,Male,336,1191,0.28211586901763225
Spain,2012,65+,Male,92,3557,0.025864492549901603
Spain,2013,15-19,Male,2496,1154,2.1629116117850953
Spain,2013,20-24,Male,15545,1223,12.710547833197056
Spain,2013,25-29,Male,48852,1436,34.01949860724234
Spain,2013,30-34,Male,132168,1854,71.28802588996764
Spain,2013,35-39,Male,139027,2120,65.57877358490566
Spain,2013,40-44,Male,56400,2001,28.18590704647676
Spain,2013,45-49,Male,14812,1834,8.076335877862595
Spain,2013,50-54,Male,3847,1668,2.3063549160671464
Spain,2013,55-59,Male,1072,1389,0.7717782577393808
Spain,2013,60-64,Male,309,1189,0.25988225399495374
Spain,2013,65+,Male,97,3621,0.026788180060756697
Spain,2014,15-19,Male,2496,1154,2.1629116117850953
Spain,2014,20-24,Male,15545,1223,12.710547833197056
Spain,2014,25-29,Male,48852,1436,34.01949860724234
Spain,2014,30-34,Male,132168,1854,71.28802588996764
Spain,2014,35-39,Male,139027,2120,65.57877358490566
Spain,2014,40-44,Male,56400,2001,28.18590704647676
Spain,2014,45-49,Male,14812,1834,8.076335877862595
Spain,2014,50-54,Male,3847,1668,2.3063549160671464
Spain,2014,55-59,Male,1072,1389,0.7717782577393808
Spain,2014,60-64,Male,309,1189,0.25988225399495374
Spain,2014,65+,Male,97,3621,0.026788180060756697
Spain,2015,15-19,Male,2216,1138,1.9472759226713532
Spain,2015,20-24,Male,13289,1178,11.280984719864177
Spain,2015,25-29,Male,43791,1266,34.59004739336493
Spain,2015,30-34,Male,113976,1549,73.58037443511944
Spain,2015,35-39,Male,137016,1972,69.48073022312373
Spain,2015,40-44,Male,64483,2043,31.562897699461576
Spain,2015,45-49,Male,17459,1880,9.286702127659574
Spain,2015,50-54,Male,4293,1748,2.455949656750572
Spain,2015,55-59,Male,1086,1523,0.7130663164806303
Spain,2015,60-64,Male,343,1240,0.27661290322580645
Spain,2015,65+,Male,105,3804,0.027602523659305992
Spain,2016,15-19,Male,2216,1138,1.9472759226713532
Spain,2016,20-24,Male,13289,1178,11.280984719864177
Spain,2016,25-29,Male,43791,1266,34.59004739336493
Spain,2016,30-34,Male,113976,1549,73.58037443511944
Spain,2016,35-39,Male,137016,1972,69.48073022312373
Spain,2016,40-44,Male,64483,2043,31.562897699461576
Spain,2016,45-49,Male,17459,1880,9.286702127659574
Spain,2016,50-54,Male,4293,1748,2.455949656750572
Spain,2016,55-59,Male,1086,1523,0.7130663164806303
Spain,2016,60-64,Male,343,1240,0.27661290322580645
Spain,2016,65+,Male,105,3804,0.027602523659305992
Spain,2017,15-19,Male,1984,1132,1.7526501766784452
Spain,2017,20-24,Male,12366,1170,10.569230769230769
Spain,2017,25-29,Male,42067,1241,33.897663174858984
