"X0.years","X1.years","X2.years","X3.years","X4.years","X5.years","X6.years","X7.years","X8.years","X9.years","X10.years","X11.years","X12.years","X13.years","X14.years","X15.years","X16.years","X17.years"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00717353111627612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00717353111627612,0.00717335045853384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00717353111627612,0.00717335045853384,0.00717311767785199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00717353111627612,0.00717335045853384,0.00717311767785199,0.00717302343941809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00717353111627612,0.00717335045853384,0.00717311767785199,0.00717302343941809,0.00717332778296776,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0401736770107101,0.00717335045853384,0.00717311767785199,0.00717302343941809,0.00717332778296776,0.00721859352572139,0,0,0,0,0,0,0,0,0,0,0,0
0.0401736770107101,0.0401726652794343,0.00717311767785199,0.00717302343941809,0.00717332778296776,0.00721859352572139,0.00768738995015263,0,0,0,0,0,0,0,0,0,0,0
0.0401736770107101,0.0401726652794343,0.0401713616458715,0.00717302343941809,0.00717332778296776,0.00721859352572139,0.00768738995015263,0.00832601281216457,0,0,0,0,0,0,0,0,0,0
