"week","year","gender","age","excess_deaths"
1,"2020","Male","0-14",-48.6
1,"2021","Male","0-14",-96.6
1,"2020","Female","0-14",16.6
1,"2021","Female","0-14",-48.4
1,"2020","Male","15-19",14
1,"2021","Male","15-19",6
1,"2020","Female","15-19",-9.2
1,"2021","Female","15-19",4.8
1,"2020","Male","20-24",5.60000000000002
1,"2021","Male","20-24",8.60000000000002
1,"2020","Female","20-24",5.40000000000001
1,"2021","Female","20-24",16.4
1,"2020","Male","25-29",59.2
1,"2021","Male","25-29",133.2
1,"2020","Female","25-29",1
1,"2021","Female","25-29",34
1,"2020","Male","30-34",73.2
1,"2021","Male","30-34",167.2
1,"2020","Female","30-34",26.6
1,"2021","Female","30-34",87.6
1,"2020","Male","35-39",67.2
1,"2021","Male","35-39",230.2
1,"2020","Female","35-39",12.8
1,"2021","Female","35-39",127.8
1,"2020","Male","40-44",57
1,"2021","Male","40-44",300
1,"2020","Female","40-44",41.2
1,"2021","Female","40-44",157.2
1,"2020","Male","45-49",-42.4
1,"2021","Male","45-49",298.6
1,"2020","Female","45-49",-32
1,"2021","Female","45-49",130
1,"2020","Male","50-54",-115.4
1,"2021","Male","50-54",442.6
1,"2020","Female","50-54",-115.4
1,"2021","Female","50-54",94.6
1,"2020","Male","55-59",-101
1,"2021","Male","55-59",724
1,"2020","Female","55-59",-46
1,"2021","Female","55-59",317
1,"2020","Male","60-64",158.2
1,"2021","Male","60-64",1316.2
1,"2020","Female","60-64",95.4000000000001
1,"2021","Female","60-64",640.4
1,"2020","Male","65-69",148
1,"2021","Male","65-69",1731
1,"2020","Female","65-69",10.5999999999999
1,"2021","Female","65-69",891.6
1,"2020","Male","70-74",221.2
1,"2021","Male","70-74",2229.2
1,"2020","Female","70-74",293
1,"2021","Female","70-74",1493
1,"2020","Male","75-79",237.8
1,"2021","Male","75-79",2349.8
1,"2020","Female","75-79",256.4
1,"2021","Female","75-79",1586.4
1,"2020","Male","80-84",-52.4000000000001
1,"2021","Male","80-84",1864.6
1,"2020","Female","80-84",-215.8
1,"2021","Female","80-84",1406.2
1,"2020","Male","85+",-258.4
