"year","age","gender","country","value","pop","fertility_rate"
"2008","45-49","Male","United States of America",84963,11334,7.49629433562732
"2008","50-54","Male","United States of America",24459,10574,2.31312653678835
"2008","55+","Male","United States of America",10308,32804,0.31422997195464
"2009","15-19","Male","United States of America",414831,11373,36.4750725402269
"2009","20-24","Male","United States of America",1005982,10999,91.4612237476134
"2009","25-29","Male","United States of America",1166787,10356,112.667728852839
"2009","30-34","Male","United States of America",955246,9852,96.9596021112465
"2009","35-39","Male","United States of America",474103,10043,47.2073085731355
"2009","40-44","Male","United States of America",105827,10728,9.86456002982849
"2009","45-49","Male","United States of America",7320,11332,0.645958348040946
"2009","50-54","Male","United States of America",569,10790,0.0527340129749768
"2009","55+","Male","United States of America",0,33874,0
"2010","15-19","Male","United States of America",414831,11373,36.4750725402269
"2010","20-24","Male","United States of America",1005982,10999,91.4612237476134
"2010","25-29","Male","United States of America",1166787,10356,112.667728852839
"2010","30-34","Male","United States of America",955246,9852,96.9596021112465
"2010","35-39","Male","United States of America",474103,10043,47.2073085731355
"2010","40-44","Male","United States of America",105827,10728,9.86456002982849
"2010","45-49","Male","United States of America",7320,11332,0.645958348040946
"2010","50-54","Male","United States of America",569,10790,0.0527340129749768
"2010","55+","Male","United States of America",0,33874,0
"2011","15-19","Male","United States of America",104735,11316,9.25547896783316
"2011","20-24","Male","United States of America",526476,11484,45.8443051201672
"2011","25-29","Male","United States of America",869863,10875,79.9874022988506
"2011","30-34","Male","United States of America",975449,10191,95.7167108232754
"2011","35-39","Male","United States of America",590180,9925,59.4639798488665
"2011","40-44","Male","United States of America",256966,10276,25.0064227325808
"2011","45-49","Male","United States of America",83782,11008,7.6110101744186
"2011","50-54","Male","United States of America",26278,11117,2.36376720338221
"2011","55+","Male","United States of America",11341,37175,0.30507061197041
"2012","15-19","Male","United States of America",104735,11316,9.25547896783316
"2012","20-24","Male","United States of America",526476,11484,45.8443051201672
"2012","25-29","Male","United States of America",869863,10875,79.9874022988506
"2012","30-34","Male","United States of America",975449,10191,95.7167108232754
"2012","35-39","Male","United States of America",590180,9925,59.4639798488665
"2012","40-44","Male","United States of America",256966,10276,25.0064227325808
"2012","45-49","Male","United States of America",83782,11008,7.6110101744186
"2012","50-54","Male","United States of America",26278,11117,2.36376720338221
"2012","55+","Male","United States of America",11341,37175,0.30507061197041
"2013","15-19","Male","United States of America",93205,11188,8.33080085806221
"2013","20-24","Male","United States of America",509846,11654,43.7485841771066
"2013","25-29","Male","United States of America",860750,11080,77.6850180505415
"2013","30-34","Male","United States of America",990827,10362,95.6212121212121
"2013","35-39","Male","United States of America",601402,9949,60.4484872851543
"2013","40-44","Male","United States of America",256761,10171,25.2444204109724
"2013","45-49","Male","United States of America",84250,10836,7.7750092284976
"2013","50-54","Male","United States of America",27339,11143,2.45346854527506
"2013","55+","Male","United States of America",11578,38297,0.302321330652532
"2014","15-19","Male","United States of America",85002,11051,7.69179259795494
"2014","20-24","Male","United States of America",497940,11769,42.3094570481774
"2014","25-29","Male","United States of America",867330,11284,76.8637008153137
"2014","30-34","Male","United States of America",1022910,10550,96.9582938388626
"2014","35-39","Male","United States of America",629724,10004,62.9472211115554
"2014","40-44","Male","United States of America",261320,10088,25.904044409199
"2014","45-49","Male","United States of America",87146,10663,8.1727468817406
"2014","50-54","Male","United States of America",28347,11128,2.54735801581596
"2014","55+","Male","United States of America",12430,39413,0.315378174713927
"2015","15-19","Male","United States of America",78966,10933,7.2227202048843
"2015","20-24","Male","United States of America",477664,11809,40.4491489541875
"2015","25-29","Male","United States of America",866460,11482,75.4624629855426
"2015","30-34","Male","United States of America",1031310,10746,95.9715242881072
"2015","35-39","Male","United States of America",648051,10091,64.2206917054801
"2015","40-44","Male","United States of America",263377,10028,26.2641603510172
"2015","45-49","Male","United States of America",89921,10505,8.55982865302237
"2015","50-54","Male","United States of America",29105,11070,2.62917795844625
"2015","55+","Male","United States of America",12911,40516,0.31866423141475
"2016","15-19","Male","United States of America",78966,10933,7.2227202048843
"2016","20-24","Male","United States of America",477664,11809,40.4491489541875
"2016","25-29","Male","United States of America",866460,11482,75.4624629855426
"2016","30-34","Male","United States of America",1031310,10746,95.9715242881072
"2016","35-39","Male","United States of America",648051,10091,64.2206917054801
"2016","40-44","Male","United States of America",263377,10028,26.2641603510172
"2016","45-49","Male","United States of America",89921,10505,8.55982865302237
"2016","50-54","Male","United States of America",29105,11070,2.62917795844625
"2016","55+","Male","United States of America",12911,40516,0.31866423141475
"2017","15-19","Male","United States of America",78966,10933,7.2227202048843
"2017","20-24","Male","United States of America",477664,11809,40.4491489541875
"2017","25-29","Male","United States of America",866460,11482,75.4624629855426
"2017","30-34","Male","United States of America",1031310,10746,95.9715242881072
"2017","35-39","Male","United States of America",648051,10091,64.2206917054801
"2017","40-44","Male","United States of America",263377,10028,26.2641603510172
"2017","45-49","Male","United States of America",89921,10505,8.55982865302237
"2017","50-54","Male","United States of America",29105,11070,2.62917795844625
"2017","55+","Male","United States of America",12911,40516,0.31866423141475
"2018","15-19","Male","United States of America",78966,10933,7.2227202048843
"2018","20-24","Male","United States of America",477664,11809,40.4491489541875
"2018","25-29","Male","United States of America",866460,11482,75.4624629855426
"2018","30-34","Male","United States of America",1031310,10746,95.9715242881072
"2018","35-39","Male","United States of America",648051,10091,64.2206917054801
"2018","40-44","Male","United States of America",263377,10028,26.2641603510172
"2018","45-49","Male","United States of America",89921,10505,8.55982865302237
"2018","50-54","Male","United States of America",29105,11070,2.62917795844625
"2018","55+","Male","United States of America",12911,40516,0.31866423141475
"2019","15-19","Male","United States of America",78966,10933,7.2227202048843
"2019","20-24","Male","United States of America",477664,11809,40.4491489541875
"2019","25-29","Male","United States of America",866460,11482,75.4624629855426
"2019","30-34","Male","United States of America",1031310,10746,95.9715242881072
"2019","35-39","Male","United States of America",648051,10091,64.2206917054801
"2019","40-44","Male","United States of America",263377,10028,26.2641603510172
"2019","45-49","Male","United States of America",89921,10505,8.55982865302237
"2019","50-54","Male","United States of America",29105,11070,2.62917795844625
"2019","55+","Male","United States of America",12911,40516,0.31866423141475
"2020","15-19","Male","United States of America",78966,10933,7.2227202048843
"2020","20-24","Male","United States of America",477664,11809,40.4491489541875
"2020","25-29","Male","United States of America",866460,11482,75.4624629855426
"2020","30-34","Male","United States of America",1031310,10746,95.9715242881072
"2020","35-39","Male","United States of America",648051,10091,64.2206917054801
"2020","40-44","Male","United States of America",263377,10028,26.2641603510172
"2020","45-49","Male","United States of America",89921,10505,8.55982865302237
"2020","50-54","Male","United States of America",29105,11070,2.62917795844625
"2020","55+","Male","United States of America",12911,40516,0.31866423141475
