"week","year","gender","age","excess_deaths"
1,"2020","Male","0-14",-48.6
1,"2021","Male","0-14",-72.6
1,"2020","Female","0-14",16.6
1,"2021","Female","0-14",-32.4
1,"2020","Male","15-19",14
1,"2021","Male","15-19",14
1,"2020","Female","15-19",-9.2
1,"2021","Female","15-19",7.8
1,"2020","Male","20-24",5.60000000000002
1,"2021","Male","20-24",24.6
1,"2020","Female","20-24",5.40000000000001
1,"2021","Female","20-24",22.4
1,"2020","Male","25-29",59.2
1,"2021","Male","25-29",144.2
1,"2020","Female","25-29",1
1,"2021","Female","25-29",41
1,"2020","Male","30-34",73.2
1,"2021","Male","30-34",180.2
1,"2020","Female","30-34",26.6
1,"2021","Female","30-34",98.6
1,"2020","Male","35-39",67.2
1,"2021","Male","35-39",259.2
1,"2020","Female","35-39",12.8
1,"2021","Female","35-39",145.8
1,"2020","Male","40-44",57
1,"2021","Male","40-44",338
1,"2020","Female","40-44",41.2
1,"2021","Female","40-44",176.2
1,"2020","Male","45-49",-42.4
1,"2021","Male","45-49",336.6
1,"2020","Female","45-49",-32
1,"2021","Female","45-49",154
1,"2020","Male","50-54",-115.4
1,"2021","Male","50-54",467.6
1,"2020","Female","50-54",-115.4
1,"2021","Female","50-54",133.6
1,"2020","Male","55-59",-101
1,"2021","Male","55-59",798
1,"2020","Female","55-59",-46
1,"2021","Female","55-59",371
1,"2020","Male","60-64",158.2
1,"2021","Male","60-64",1412.2
1,"2020","Female","60-64",95.4000000000001
1,"2021","Female","60-64",702.4
1,"2020","Male","65-69",148
1,"2021","Male","65-69",1864
1,"2020","Female","65-69",10.5999999999999
1,"2021","Female","65-69",967.6
1,"2020","Male","70-74",221.2
1,"2021","Male","70-74",2389.2
1,"2020","Female","70-74",293
1,"2021","Female","70-74",1608
1,"2020","Male","75-79",237.8
1,"2021","Male","75-79",2506.8
1,"2020","Female","75-79",256.4
1,"2021","Female","75-79",1700.4
1,"2020","Male","80-84",-52.4000000000001
1,"2021","Male","80-84",2006.6
1,"2020","Female","80-84",-215.8
1,"2021","Female","80-84",1528.2
1,"2020","Male","85+",-258.4
1,"2021","Male","85+",3053.6
1,"2020","Female","85+",-1095.4
1,"2021","Female","85+",3137.6
2,"2020","Male","0-14",-21
2,"2021","Male","0-14",-51
2,"2020","Female","0-14",2.19999999999999
2,"2021","Female","0-14",-32.8
2,"2020","Male","15-19",25.4
2,"2021","Male","15-19",38.4
2,"2020","Female","15-19",-10
2,"2021","Female","15-19",-14
2,"2020","Male","20-24",-8.39999999999998
2,"2021","Male","20-24",84.6
2,"2020","Female","20-24",-3.40000000000001
2,"2021","Female","20-24",9.59999999999999
2,"2020","Male","25-29",4.19999999999999
2,"2021","Male","25-29",151.2
2,"2020","Female","25-29",-16.6
2,"2021","Female","25-29",53.4
2,"2020","Male","30-34",88.2
2,"2021","Male","30-34",255.2
2,"2020","Female","30-34",41.6
2,"2021","Female","30-34",67.6
2,"2020","Male","35-39",90.2
2,"2021","Male","35-39",268.2
2,"2020","Female","35-39",30.4
2,"2021","Female","35-39",181.4
2,"2020","Male","40-44",71.4
2,"2021","Male","40-44",323.4
2,"2020","Female","40-44",10
2,"2021","Female","40-44",138
2,"2020","Male","45-49",24.2
2,"2021","Male","45-49",327.2
2,"2020","Female","45-49",-46.6
2,"2021","Female","45-49",154.4
2,"2020","Male","50-54",-114
2,"2021","Male","50-54",458
2,"2020","Female","50-54",-86.4
2,"2021","Female","50-54",236.6
2,"2020","Male","55-59",-101.6
2,"2021","Male","55-59",782.4
2,"2020","Female","55-59",-57.8
2,"2021","Female","55-59",235.2
2,"2020","Male","60-64",120.6
2,"2021","Male","60-64",1488.6
2,"2020","Female","60-64",57
2,"2021","Female","60-64",812
2,"2020","Male","65-69",87.5999999999999
2,"2021","Male","65-69",1865.6
2,"2020","Female","65-69",109.2
2,"2021","Female","65-69",1100.2
2,"2020","Male","70-74",350.2
2,"2021","Male","70-74",2379.2
2,"2020","Female","70-74",312.2
