gender,age,deaths,child_age,nb_c,orphans
Female,45-49,2765,0,4.7424894133213e-4,1
Female,45-49,2765,1,0.002253726415538096,6
Female,45-49,2765,2,0.004031098312137326,11
Female,45-49,2765,3,0.005806155137352175,16
Female,45-49,2765,4,0.00757858398207383,21
Female,45-49,2765,5,0.00941539355869277,26
Female,45-49,2765,6,0.012810385013906439,35
Female,45-49,2765,7,0.01844620628732111,51
Female,45-49,2765,8,0.024081347401451417,67
Female,45-49,2765,9,0.029715748712525997,82
Female,45-49,2765,10,0.0353423868728957,98
Female,45-49,2765,11,0.03055024468995866,84
Female,45-49,2765,12,0.03707844597188336,103
Female,45-49,2765,13,0.04360496705615038,121
Female,45-49,2765,14,0.0501296814099274,139
Female,45-49,2765,15,0.0564383706775948,156
Female,45-49,2765,16,0.0491415199279343,136
Female,45-49,2765,17,0.05584470743299004,154
Male,45-49,3089,0,0.00698533743533233,22
Male,45-49,3089,1,0.010271724525892504,32
Male,45-49,3089,2,0.013551033457998594,42
Male,45-49,3089,3,0.016825586434241317,52
Male,45-49,3089,4,0.02009489157203929,62
Male,45-49,3089,5,0.0235266108248615,73
Male,45-49,3089,6,0.02841050666696798,88
Male,45-49,3089,7,0.033293884745946405,103
Male,45-49,3089,8,0.03817666052367406,118
Male,45-49,3089,9,0.03992231336470162,123
Male,45-49,3089,10,0.0444765977756327,137
Male,45-49,3089,11,0.050132578683362544,155
Male,45-49,3089,12,0.05578723067264362,172
Male,45-49,3089,13,0.061440007875636145,190
Male,45-49,3089,14,0.06709090466259028,207
Male,45-49,3089,15,0.0724649807227504,224
Male,45-49,3089,16,0.07461859728675513,230
Male,45-49,3089,17,0.07676551671877434,237
Female,5-9,4141,0,0,0
Female,5-9,4141,1,0,0
Female,5-9,4141,2,0,0
Female,5-9,4141,3,0,0
Female,5-9,4141,4,0,0
Female,5-9,4141,5,0,0
Female,5-9,4141,6,0,0
Female,5-9,4141,7,0,0
Female,5-9,4141,8,0,0
Female,5-9,4141,9,0,0
Female,5-9,4141,10,0,0
Female,5-9,4141,11,0,0
Female,5-9,4141,12,0,0
Female,5-9,4141,13,0,0
Female,5-9,4141,14,0,0
Female,5-9,4141,15,0,0
Female,5-9,4141,16,0,0
Female,5-9,4141,17,0,0
Male,5-9,4627,0,0,0
Male,5-9,4627,1,0,0
Male,5-9,4627,2,0,0
Male,5-9,4627,3,0,0
Male,5-9,4627,4,0,0
Male,5-9,4627,5,0,0
Male,5-9,4627,6,0,0
Male,5-9,4627,7,0,0
Male,5-9,4627,8,0,0
Male,5-9,4627,9,0,0
Male,5-9,4627,10,0,0
Male,5-9,4627,11,0,0
Male,5-9,4627,12,0,0
Male,5-9,4627,13,0,0
Male,5-9,4627,14,0,0
Male,5-9,4627,15,0,0
Male,5-9,4627,16,0,0
Male,5-9,4627,17,0,0
Female,50-54,5946,0,0,0
Female,50-54,5946,1,9.4849788266426e-5,1
Female,50-54,5946,2,1.896005418221668e-4,1
Female,50-54,5946,3,2.842298851105284e-4,2
Female,50-54,5946,4,3.787207835781376e-4,2
Female,50-54,5946,5,4.76463264109532e-4,3
Female,50-54,5946,6,0.0016975837675925792,10
Female,50-54,5946,7,0.0030663776743623562,18
Female,50-54,5946,8,0.004435007445853057,26
Female,50-54,5946,9,0.005803460837600436,35
Female,50-54,5946,10,0.00717031137065359,43
Female,50-54,5946,11,0.00813427294256492,48
Female,50-54,5946,12,0.012104729639966451,72
Female,50-54,5946,13,0.016074349541774717,96
Female,50-54,5946,14,0.02004300980492967,119
Female,50-54,5946,15,0.0239198717346251,142
Female,50-54,5946,16,0.02052745776641076,122
Female,50-54,5946,17,0.02599787710408984,155
Male,50-54,6644,0,0.00221966527196653,15
Male,50-54,6644,1,0.00317279970463969,21
Male,50-54,6644,2,0.004124475429002394,27
Male,50-54,6644,3,0.005074362869592916,34
Male,50-54,6644,4,0.006022211119992714,40
Male,50-54,6644,5,0.00701795277812561,47
Male,50-54,6644,6,0.010319053498645736,69
Male,50-54,6644,7,0.013619783081610165,90
Male,50-54,6644,8,0.016920112208856412,112
Male,50-54,6644,9,0.018565686038672008,123
Male,50-54,6644,10,0.0216529351663399,144
Male,50-54,6644,11,0.02621616492367574,174
Male,50-54,6644,12,0.0307784961159509,204
Male,50-54,6644,13,0.03533956686125254,235
Male,50-54,6644,14,0.03989931010260046,265
Male,50-54,6644,15,0.0442896417727316,294
Male,50-54,6644,16,0.04991966256934846,332
Male,50-54,6644,17,0.055544014465021864,369
Female,55-59,11406,0,0,0
Female,55-59,11406,1,0,0
Female,55-59,11406,2,0,0
Female,55-59,11406,3,0,0
Female,55-59,11406,4,0,0
Female,55-59,11406,5,0,0
Female,55-59,11406,6,6.57219415789548e-5,1
Female,55-59,11406,7,1.3143616114457882e-4,1
Female,55-59,11406,8,1.971425125678692e-4,2
Female,55-59,11406,9,2.628404330206896e-4,3
Female,55-59,11406,10,3.28464555965613e-4,4
Female,55-59,11406,11,9.771510010042408e-4,11
Female,55-59,11406,12,0.0017734836449253145,20
Female,55-59,11406,13,0.002569660050940444,29
Female,55-59,11406,14,0.0033656527071100365,38
Female,55-59,11406,15,0.00414571343031532,47
Female,55-59,11406,16,0.005133007628288827,59
Female,55-59,11406,17,0.007611437686887968,87
Male,55-59,12746,0,6.88793103448276e-4,9
Male,55-59,12746,1,9.94967537151927e-4,13
Male,55-59,12746,2,0.0013011419708555776,17
Male,55-59,12746,3,0.0016073164045592285,20
Male,55-59,12746,4,0.0019134908382628791,24
Male,55-59,12746,5,0.00221966527196653,28
Male,55-59,12746,6,0.003179236965380388,41
Male,55-59,12746,7,0.004138643753709094,53
Male,55-59,12746,8,0.00509788251633958,65
Male,55-59,12746,9,0.00536279836184213,68
Male,55-59,12746,10,0.0061923953011847,79
Male,55-59,12746,11,0.00928397109788726,118
Male,55-59,12746,12,0.012375041536805291,158
Male,55-59,12746,13,0.015465408221056721,197
Male,55-59,12746,14,0.018554988478685076,237
Male,55-59,12746,15,0.0215619177231848,275
Male,55-59,12746,16,0.02610482327506134,333
Male,55-59,12746,17,0.030644310765443883,391
Female,60-64,17224,0,0,0
Female,60-64,17224,1,0,0
Female,60-64,17224,2,0,0
Female,60-64,17224,3,0,0
Female,60-64,17224,4,0,0
Female,60-64,17224,5,0,0
Female,60-64,17224,6,0,0
Female,60-64,17224,7,0,0
Female,60-64,17224,8,0,0
Female,60-64,17224,9,0,0
Female,60-64,17224,10,0,0
Female,60-64,17224,11,3.61390133187102e-5,1
Female,60-64,17224,12,7.22730023036096e-5,1
Female,60-64,17224,13,1.084000472079444e-4,2
Female,60-64,17224,14,1.445188636467392e-4,2
Female,60-64,17224,15,1.79945834745101e-4,3
Female,60-64,17224,16,6.316354959746548e-4,11
Female,60-64,17224,17,0.0011368157564783478,20
Male,60-64,19247,0,1.27937892162076e-4,2
Male,60-64,19247,1,2.40108934419316e-4,5
Male,60-64,19247,2,3.5227997667655603e-4,7
Male,60-64,19247,3,4.64451018933796e-4,9
Male,60-64,19247,4,5.76622061191036e-4,11
Male,60-64,19247,5,6.88793103448276e-4,13
Male,60-64,19247,6,9.94967537151927e-4,19
Male,60-64,19247,7,0.0013011419708555776,25
Male,60-64,19247,8,0.0016073164045592285,31
Male,60-64,19247,9,0.0017597890000830164,34
Male,60-64,19247,10,0.00203792643415285,39
Male,60-64,19247,11,0.0028687492194600503,55
Male,60-64,19247,12,0.00369939983140177,71
Male,60-64,19247,13,0.0045298124842894005,87
Male,60-64,19247,14,0.0053599431649478425,103
Male,60-64,19247,15,0.00616636575909307,119
Male,60-64,19247,16,0.00924454150737558,178
Male,60-64,19247,17,0.012321089931116067,237
Female,65-69,22498,0,0,0
Female,65-69,22498,1,0,0
Female,65-69,22498,2,0,0
Female,65-69,22498,3,0,0
Female,65-69,22498,4,0,0
Female,65-69,22498,5,0,0
Female,65-69,22498,6,0,0
Female,65-69,22498,7,0,0
Female,65-69,22498,8,0,0
Female,65-69,22498,9,0,0
Female,65-69,22498,10,0,0
Female,65-69,22498,11,0,0
Female,65-69,22498,12,0,0
Female,65-69,22498,13,0,0
Female,65-69,22498,14,0,0
Female,65-69,22498,15,0,0
Female,65-69,22498,16,2.5249514632918198e-5,1
Female,65-69,22498,17,5.0489806285277195e-5,1
Male,65-69,25140,0,1.27937892162076e-4,3
Male,65-69,25140,1,1.27937892162076e-4,3
Male,65-69,25140,2,1.27937892162076e-4,3
Male,65-69,25140,3,1.27937892162076e-4,3
Male,65-69,25140,4,1.27937892162076e-4,3
Male,65-69,25140,5,1.27937892162076e-4,3
Male,65-69,25140,6,2.40108934419316e-4,6
Male,65-69,25140,7,3.5227997667655603e-4,9
Male,65-69,25140,8,4.64451018933796e-4,12
Male,65-69,25140,9,5.406235597580897e-4,14
Male,65-69,25140,10,6.47239263803681e-4,16
Male,65-69,25140,11,9.253766978735148e-4,23
Male,65-69,25140,12,0.0012035141319433488,30
Male,65-69,25140,13,0.0014816515660131826,37
Male,65-69,25140,14,0.0017597890000830164,44
Male,65-69,25140,15,0.00203792643415285,51
Male,65-69,25140,16,0.0028634896249766202,72
Male,65-69,25140,17,0.003688602379243434,93
Female,70-74,22482,0,0,0
Female,70-74,22482,1,0,0
Female,70-74,22482,2,0,0
Female,70-74,22482,3,0,0
Female,70-74,22482,4,0,0
Female,70-74,22482,5,0,0
Female,70-74,22482,6,0,0
Female,70-74,22482,7,0,0
Female,70-74,22482,8,0,0
Female,70-74,22482,9,0,0
Female,70-74,22482,10,0,0
Female,70-74,22482,11,0,0
Female,70-74,22482,12,0,0
Female,70-74,22482,13,0,0
Female,70-74,22482,14,0,0
Female,70-74,22482,15,0,0
Female,70-74,22482,16,0,0
Female,70-74,22482,17,0,0
Male,70-74,25122,0,1.27937892162076e-4,3
Male,70-74,25122,1,1.27937892162076e-4,3
Male,70-74,25122,2,1.27937892162076e-4,3
Male,70-74,25122,3,1.27937892162076e-4,3
Male,70-74,25122,4,1.27937892162076e-4,3
Male,70-74,25122,5,1.27937892162076e-4,3
Male,70-74,25122,6,1.27937892162076e-4,3
Male,70-74,25122,7,1.27937892162076e-4,3
Male,70-74,25122,8,1.27937892162076e-4,3
Male,70-74,25122,9,1.14160743575724e-4,3
Male,70-74,25122,10,1.14160743575724e-4,3
Male,70-74,25122,11,2.207764476213154e-4,6
Male,70-74,25122,12,3.273921516669068e-4,8
Male,70-74,25122,13,4.3400785571249824e-4,11
Male,70-74,25122,14,5.406235597580897e-4,14
Male,70-74,25122,15,6.47239263803681e-4,16
Male,70-74,25122,16,9.253766978735148e-4,23
Male,70-74,25122,17,0.0012035141319433488,30
Female,75-79,20596,0,0,0
Female,75-79,20596,1,0,0
Female,75-79,20596,2,0,0
Female,75-79,20596,3,0,0
Female,75-79,20596,4,0,0
Female,75-79,20596,5,0,0
Female,75-79,20596,6,0,0
Female,75-79,20596,7,0,0
Female,75-79,20596,8,0,0
Female,75-79,20596,9,0,0
Female,75-79,20596,10,0,0
Female,75-79,20596,11,0,0
Female,75-79,20596,12,0,0
Female,75-79,20596,13,0,0
Female,75-79,20596,14,0,0
Female,75-79,20596,15,0,0
Female,75-79,20596,16,0,0
Female,75-79,20596,17,0,0
Male,75-79,23015,0,1.27937892162076e-4,3
Male,75-79,23015,1,1.27937892162076e-4,3
Male,75-79,23015,2,1.27937892162076e-4,3
Male,75-79,23015,3,1.27937892162076e-4,3
Male,75-79,23015,4,1.27937892162076e-4,3
Male,75-79,23015,5,1.27937892162076e-4,3
Male,75-79,23015,6,1.27937892162076e-4,3
Male,75-79,23015,7,1.27937892162076e-4,3
Male,75-79,23015,8,1.27937892162076e-4,3
Male,75-79,23015,9,1.14160743575724e-4,3
Male,75-79,23015,10,1.14160743575724e-4,3
Male,75-79,23015,11,1.14160743575724e-4,3
Male,75-79,23015,12,1.14160743575724e-4,3
Male,75-79,23015,13,1.14160743575724e-4,3
Male,75-79,23015,14,1.14160743575724e-4,3
Male,75-79,23015,15,1.14160743575724e-4,3
Male,75-79,23015,16,2.207764476213154e-4,5
Male,75-79,23015,17,3.273921516669068e-4,8
Female,80-84,35497,0,0,0
Female,80-84,35497,1,0,0
Female,80-84,35497,2,0,0
Female,80-84,35497,3,0,0
Female,80-84,35497,4,0,0
Female,80-84,35497,5,0,0
Female,80-84,35497,6,0,0
Female,80-84,35497,7,0,0
Female,80-84,35497,8,0,0
Female,80-84,35497,9,0,0
Female,80-84,35497,10,0,0
Female,80-84,35497,11,0,0
Female,80-84,35497,12,0,0
Female,80-84,35497,13,0,0
Female,80-84,35497,14,0,0
Female,80-84,35497,15,0,0
Female,80-84,35497,16,0,0
Female,80-84,35497,17,0,0
Male,80-84,39666,0,1.27937892162076e-4,5
Male,80-84,39666,1,1.27937892162076e-4,5
Male,80-84,39666,2,1.27937892162076e-4,5
Male,80-84,39666,3,1.27937892162076e-4,5
Male,80-84,39666,4,1.27937892162076e-4,5
Male,80-84,39666,5,1.27937892162076e-4,5
Male,80-84,39666,6,1.27937892162076e-4,5
Male,80-84,39666,7,1.27937892162076e-4,5
Male,80-84,39666,8,1.27937892162076e-4,5
Male,80-84,39666,9,1.14160743575724e-4,5
Male,80-84,39666,10,1.14160743575724e-4,5
Male,80-84,39666,11,1.14160743575724e-4,5
Male,80-84,39666,12,1.14160743575724e-4,5
Male,80-84,39666,13,1.14160743575724e-4,5
Male,80-84,39666,14,1.14160743575724e-4,5
Male,80-84,39666,15,1.14160743575724e-4,5
Male,80-84,39666,16,1.14160743575724e-4,5
Male,80-84,39666,17,1.14160743575724e-4,5
Female,85-89,27684,0,0,0
Female,85-89,27684,1,0,0
Female,85-89,27684,2,0,0
Female,85-89,27684,3,0,0
Female,85-89,27684,4,0,0
Female,85-89,27684,5,0,0
Female,85-89,27684,6,0,0
Female,85-89,27684,7,0,0
Female,85-89,27684,8,0,0
Female,85-89,27684,9,0,0
Female,85-89,27684,10,0,0
Female,85-89,27684,11,0,0
Female,85-89,27684,12,0,0
Female,85-89,27684,13,0,0
Female,85-89,27684,14,0,0
Female,85-89,27684,15,0,0
Female,85-89,27684,16,0,0
Female,85-89,27684,17,0,0
Male,85-89,30935,0,1.27937892162076e-4,4
Male,85-89,30935,1,1.27937892162076e-4,4
Male,85-89,30935,2,1.27937892162076e-4,4
Male,85-89,30935,3,1.27937892162076e-4,4
Male,85-89,30935,4,1.27937892162076e-4,4
Male,85-89,30935,5,1.27937892162076e-4,4
Male,85-89,30935,6,1.27937892162076e-4,4
Male,85-89,30935,7,1.27937892162076e-4,4
Male,85-89,30935,8,1.27937892162076e-4,4
Male,85-89,30935,9,1.14160743575724e-4,4
Male,85-89,30935,10,1.14160743575724e-4,4
Male,85-89,30935,11,1.14160743575724e-4,4
Male,85-89,30935,12,1.14160743575724e-4,4
Male,85-89,30935,13,1.14160743575724e-4,4
Male,85-89,30935,14,1.14160743575724e-4,4
Male,85-89,30935,15,1.14160743575724e-4,4
Male,85-89,30935,16,1.14160743575724e-4,4
Male,85-89,30935,17,1.14160743575724e-4,4
Female,90-94,13304,0,0,0
Female,90-94,13304,1,0,0
Female,90-94,13304,2,0,0
Female,90-94,13304,3,0,0
Female,90-94,13304,4,0,0
Female,90-94,13304,5,0,0
Female,90-94,13304,6,0,0
Female,90-94,13304,7,0,0
Female,90-94,13304,8,0,0
Female,90-94,13304,9,0,0
