0 years,1 years,2 years,3 years,4 years,5 years,6 years,7 years,8 years,9 years,10 years,11 years,12 years,13 years,14 years,15 years,16 years,17 years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004895960832313341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004895960832313341,0.0012610340479192938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004895960832313341,0.0012610340479192938,0.006459948320413436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004895960832313341,0.0012610340479192938,0.006459948320413436,0.007894736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006459948320413436,0.006459948320413436,0.006459948320413436,0.007894736842105263,0.009320905459387484,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09233176838810642,0.006459948320413436,0.006459948320413436,0.007894736842105263,0.009320905459387484,0.004021447721179625,0,0,0,0,0,0,0,0,0,0,0,0
0.09233176838810642,0.09233176838810642,0.006459948320413436,0.007894736842105263,0.009320905459387484,0.004021447721179625,0.0027247956403269754,0,0,0,0,0,0,0,0,0,0,0
0.09233176838810642,0.09233176838810642,0.09233176838810642,0.007894736842105263,0.009320905459387484,0.004021447721179625,0.0027247956403269754,0.004137931034482759,0,0,0,0,0,0,0,0,0,0
