"0years","1years","2years","3years","4years","5years","6years","7years","8years","9years","10years","11years","12years","13years","14years","15years","16years","17years"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0158773610730906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0158773610730906,0.0157594420795218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0158773610730906,0.0157594420795218,0.0156221942898186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0158773610730906,0.0157594420795218,0.0156221942898186,0.0154997327632282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0158773610730906,0.0157594420795218,0.0156221942898186,0.0154997327632282,0.0154474431818182,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0158773610730906,0.0157594420795218,0.0156221942898186,0.0154997327632282,0.0154474431818182,0.00143317807237549,0,0,0,0,0,0,0,0,0,0,0,0
0.0158773610730906,0.0157594420795218,0.0156221942898186,0.0154997327632282,0.0154474431818182,0.00143317807237549,0.00142767912911573,0,0,0,0,0,0,0,0,0,0,0
0.0158773610730906,0.0157594420795218,0.0156221942898186,0.0154997327632282,0.0154474431818182,0.00143317807237549,0.00142767912911573,0.0014212115828744,0,0,0,0,0,0,0,0,0,0
