"age","gender","deaths.x","deaths.y","deaths","child_age","nb_c","orphans"
"0-4","Male",384.305595307,558.20924458,81,0,0,0
"0-4","Male",384.305595307,558.20924458,81,1,0,0
"0-4","Male",384.305595307,558.20924458,81,2,0,0
"0-4","Male",384.305595307,558.20924458,81,3,0,0
"0-4","Male",384.305595307,558.20924458,81,4,0,0
"0-4","Male",384.305595307,558.20924458,81,5,0,0
"0-4","Male",384.305595307,558.20924458,81,6,0,0
"0-4","Male",384.305595307,558.20924458,81,7,0,0
"0-4","Male",384.305595307,558.20924458,81,8,0,0
"0-4","Male",384.305595307,558.20924458,81,9,0,0
"0-4","Male",384.305595307,558.20924458,81,10,0,0
"0-4","Male",384.305595307,558.20924458,81,11,0,0
"0-4","Male",384.305595307,558.20924458,81,12,0,0
"0-4","Male",384.305595307,558.20924458,81,13,0,0
"0-4","Male",384.305595307,558.20924458,81,14,0,0
"0-4","Male",384.305595307,558.20924458,81,15,0,0
"0-4","Male",384.305595307,558.20924458,81,16,0,0
"0-4","Male",384.305595307,558.20924458,81,17,0,0
"0-4","Female",307.015084519,468.036981994,75,0,0,0
"0-4","Female",307.015084519,468.036981994,75,1,0,0
"0-4","Female",307.015084519,468.036981994,75,2,0,0
"0-4","Female",307.015084519,468.036981994,75,3,0,0
"0-4","Female",307.015084519,468.036981994,75,4,0,0
"0-4","Female",307.015084519,468.036981994,75,5,0,0
"0-4","Female",307.015084519,468.036981994,75,6,0,0
"0-4","Female",307.015084519,468.036981994,75,7,0,0
"0-4","Female",307.015084519,468.036981994,75,8,0,0
"0-4","Female",307.015084519,468.036981994,75,9,0,0
"0-4","Female",307.015084519,468.036981994,75,10,0,0
"0-4","Female",307.015084519,468.036981994,75,11,0,0
"0-4","Female",307.015084519,468.036981994,75,12,0,0
"0-4","Female",307.015084519,468.036981994,75,13,0,0
"0-4","Female",307.015084519,468.036981994,75,14,0,0
"0-4","Female",307.015084519,468.036981994,75,15,0,0
"0-4","Female",307.015084519,468.036981994,75,16,0,0
"0-4","Female",307.015084519,468.036981994,75,17,0,0
"10-14","Male",0,199.667152869,93,0,0,0
"10-14","Male",0,199.667152869,93,1,0,0
"10-14","Male",0,199.667152869,93,2,0,0
"10-14","Male",0,199.667152869,93,3,0,0
"10-14","Male",0,199.667152869,93,4,0,0
"10-14","Male",0,199.667152869,93,5,0,0
"10-14","Male",0,199.667152869,93,6,0,0
"10-14","Male",0,199.667152869,93,7,0,0
"10-14","Male",0,199.667152869,93,8,0,0
"10-14","Male",0,199.667152869,93,9,0,0
"10-14","Male",0,199.667152869,93,10,0,0
"10-14","Male",0,199.667152869,93,11,0,0
"10-14","Male",0,199.667152869,93,12,0,0
"10-14","Male",0,199.667152869,93,13,0,0
"10-14","Male",0,199.667152869,93,14,0,0
"10-14","Male",0,199.667152869,93,15,0,0
"10-14","Male",0,199.667152869,93,16,0,0
"10-14","Male",0,199.667152869,93,17,0,0
"10-14","Female",0,0,0,0,0,0
"10-14","Female",0,0,0,1,0,0
"10-14","Female",0,0,0,2,0,0
"10-14","Female",0,0,0,3,0,0
"10-14","Female",0,0,0,4,0,0
"10-14","Female",0,0,0,5,0,0
"10-14","Female",0,0,0,6,0,0
"10-14","Female",0,0,0,7,0,0
"10-14","Female",0,0,0,8,0,0
"10-14","Female",0,0,0,9,0,0
"10-14","Female",0,0,0,10,0,0
"10-14","Female",0,0,0,11,0,0
"10-14","Female",0,0,0,12,0,0
"10-14","Female",0,0,0,13,0,0
"10-14","Female",0,0,0,14,0,0
"10-14","Female",0,0,0,15,0,0
"10-14","Female",0,0,0,16,0,0
"10-14","Female",0,0,0,17,0,0
"15-19","Male",231.871532364,418.656933435,87,0,0.021754113736494,2
"15-19","Male",231.871532364,418.656933435,87,1,0.0174053762766148,2
"15-19","Male",231.871532364,418.656933435,87,2,0.0130558525318246,1
"15-19","Male",231.871532364,418.656933435,87,3,0.00870498449682272,1
"15-19","Male",231.871532364,418.656933435,87,4,0.00435272342153068,0
"15-19","Male",231.871532364,418.656933435,87,5,0,0
"15-19","Male",231.871532364,418.656933435,87,6,0,0
"15-19","Male",231.871532364,418.656933435,87,7,0,0
"15-19","Male",231.871532364,418.656933435,87,8,0,0
"15-19","Male",231.871532364,418.656933435,87,9,0,0
"15-19","Male",231.871532364,418.656933435,87,10,0,0
"15-19","Male",231.871532364,418.656933435,87,11,0,0
"15-19","Male",231.871532364,418.656933435,87,12,0,0
"15-19","Male",231.871532364,418.656933435,87,13,0,0
"15-19","Male",231.871532364,418.656933435,87,14,0,0
"15-19","Male",231.871532364,418.656933435,87,15,0,0
"15-19","Male",231.871532364,418.656933435,87,16,0,0
"15-19","Male",231.871532364,418.656933435,87,17,0,0
"15-19","Female",255.488077327,474.477857893,102,0,0.0594065630988229,6
"15-19","Female",255.488077327,474.477857893,102,1,0.0475309450230958,5
"15-19","Female",255.488077327,474.477857893,102,2,0.0356531797450171,4
"15-19","Female",255.488077327,474.477857893,102,3,0.0237717434526991,2
"15-19","Female",255.488077327,474.477857893,102,4,0.0118865030184659,1
"15-19","Female",255.488077327,474.477857893,102,5,0,0
"15-19","Female",255.488077327,474.477857893,102,6,0,0
"15-19","Female",255.488077327,474.477857893,102,7,0,0
"15-19","Female",255.488077327,474.477857893,102,8,0,0
"15-19","Female",255.488077327,474.477857893,102,9,0,0
"15-19","Female",255.488077327,474.477857893,102,10,0,0
"15-19","Female",255.488077327,474.477857893,102,11,0,0
"15-19","Female",255.488077327,474.477857893,102,12,0,0
"15-19","Female",255.488077327,474.477857893,102,13,0,0
"15-19","Female",255.488077327,474.477857893,102,14,0,0
"15-19","Female",255.488077327,474.477857893,102,15,0,0
"15-19","Female",255.488077327,474.477857893,102,16,0,0
"15-19","Female",255.488077327,474.477857893,102,17,0,0
"20-24","Male",895.281749961,1543.663257127,302,0,0.0809065176256421,24
"20-24","Male",895.281749961,1543.663257127,302,1,0.069084313638146,21
"20-24","Male",895.281749961,1543.663257127,302,2,0.057260398899343,17
"20-24","Male",895.281749961,1543.663257127,302,3,0.0454325020004176,14
"20-24","Male",895.281749961,1543.663257127,302,4,0.0335992660780919,10
"20-24","Male",895.281749961,1543.663257127,302,5,0.0234720530275886,7
"20-24","Male",895.281749961,1543.663257127,302,6,0.0202176893409873,6
"20-24","Male",895.281749961,1543.663257127,302,7,0.015828266885044,5
"20-24","Male",895.281749961,1543.663257127,302,8,0.0106324070333161,3
"20-24","Male",895.281749961,1543.663257127,302,9,0.0053162135149507,2
"20-24","Male",895.281749961,1543.663257127,302,10,0,0
"20-24","Male",895.281749961,1543.663257127,302,11,0,0
"20-24","Male",895.281749961,1543.663257127,302,12,0,0
"20-24","Male",895.281749961,1543.663257127,302,13,0,0
"20-24","Male",895.281749961,1543.663257127,302,14,0,0
"20-24","Male",895.281749961,1543.663257127,302,15,0,0
"20-24","Male",895.281749961,1543.663257127,302,16,0,0
"20-24","Male",895.281749961,1543.663257127,302,17,0,0
"20-24","Female",635.499755368,1060.597564702,198,0,0.116829134957569,23
"20-24","Female",635.499755368,1060.597564702,198,1,0.105357243130152,21
"20-24","Female",635.499755368,1060.597564702,198,2,0.0938844425929248,19
"20-24","Female",635.499755368,1060.597564702,198,3,0.082407201068947,16
"20-24","Female",635.499755368,1060.597564702,198,4,0.0709220465198864,14
"20-24","Female",635.499755368,1060.597564702,198,5,0.060278486205661,12
"20-24","Female",635.499755368,1060.597564702,198,6,0.0527006528062818,10
"20-24","Female",635.499755368,1060.597564702,198,7,0.0395257456031267,8
"20-24","Female",635.499755368,1060.597564702,198,8,0.026350626538019,5
"20-24","Female",635.499755368,1060.597564702,198,9,0.0131753380480905,3
"20-24","Female",635.499755368,1060.597564702,198,10,0,0
"20-24","Female",635.499755368,1060.597564702,198,11,0,0
"20-24","Female",635.499755368,1060.597564702,198,12,0,0
"20-24","Female",635.499755368,1060.597564702,198,13,0,0
"20-24","Female",635.499755368,1060.597564702,198,14,0,0
"20-24","Female",635.499755368,1060.597564702,198,15,0,0
"20-24","Female",635.499755368,1060.597564702,198,16,0,0
"20-24","Female",635.499755368,1060.597564702,198,17,0,0
"25-29","Male",2131.929922569,3984.755222848,863,0,0.0961784111077123,83
"25-29","Male",2131.929922569,3984.755222848,863,1,0.0931351906671342,80
"25-29","Male",2131.929922569,3984.755222848,863,2,0.0900930072918672,78
"25-29","Male",2131.929922569,3984.755222848,863,3,0.0870486645879585,75
"25-29","Male",2131.929922569,3984.755222848,863,4,0.0839975749737489,72
"25-29","Male",2131.929922569,3984.755222848,863,5,0.0870085287452777,75
"25-29","Male",2131.929922569,3984.755222848,863,6,0.0773198668400659,67
"25-29","Male",2131.929922569,3984.755222848,863,7,0.0667004008645062,58
"25-29","Male",2131.929922569,3984.755222848,863,8,0.0555152594171924,48
"25-29","Male",2131.929922569,3984.755222848,863,9,0.0410482157003147,35
"25-29","Male",2131.929922569,3984.755222848,863,10,0.025162264114323,22
"25-29","Male",2131.929922569,3984.755222848,863,11,0.0215788108829497,19
"25-29","Male",2131.929922569,3984.755222848,863,12,0.014968448359371,13
"25-29","Male",2131.929922569,3984.755222848,863,13,0.0099789922999726,9
"25-29","Male",2131.929922569,3984.755222848,863,14,0.00498948362279578,4
"25-29","Male",2131.929922569,3984.755222848,863,15,0,0
"25-29","Male",2131.929922569,3984.755222848,863,16,0,0
"25-29","Male",2131.929922569,3984.755222848,863,17,0,0
"25-29","Female",1268.852552103,2411.034544859,532,0,0.118742269367643,63
"25-29","Female",1268.852552103,2411.034544859,532,1,0.11837382450865,63
"25-29","Female",1268.852552103,2411.034544859,532,2,0.118007605099659,63
"25-29","Female",1268.852552103,2411.034544859,532,3,0.117639512132549,63
"25-29","Female",1268.852552103,2411.034544859,532,4,0.117262966264205,62
"25-29","Female",1268.852552103,2411.034544859,532,5,0.118543861698316,63
"25-29","Female",1268.852552103,2411.034544859,532,6,0.114153991719461,61
"25-29","Female",1268.852552103,2411.034544859,532,7,0.102085108971398,54
"25-29","Female",1268.852552103,2411.034544859,532,8,0.0900159291493316,48
"25-29","Female",1268.852552103,2411.034544859,532,9,0.0779463943422913,41
"25-29","Female",1268.852552103,2411.034544859,532,10,0.065845896264445,35
"25-29","Female",1268.852552103,2411.034544859,532,11,0.0561303310665712,30
"25-29","Female",1268.852552103,2411.034544859,532,12,0.0420979393019727,22
"25-29","Female",1268.852552103,2411.034544859,532,13,0.0280653680363669,15
"25-29","Female",1268.852552103,2411.034544859,532,14,0.0140326487861478,7
