"country","date","gender","age","deaths","child_age","nb_c","orphans"
"SouthAfrica","2021-10-09","Male","10-19",158,9,0,0
"SouthAfrica","2021-10-09","Male","10-19",158,10,0,0
"SouthAfrica","2021-10-09","Male","10-19",158,11,0,0
"SouthAfrica","2021-10-09","Male","10-19",158,12,0,0
"SouthAfrica","2021-10-09","Male","10-19",158,13,0,0
"SouthAfrica","2021-10-09","Male","10-19",158,14,0,0
"SouthAfrica","2021-10-09","Male","10-19",158,15,0,0
"SouthAfrica","2021-10-09","Male","10-19",158,16,0,0
"SouthAfrica","2021-10-09","Male","10-19",158,17,0,0
"SouthAfrica","2021-10-09","Female","20-29",689,0,0.130526775129059,90
"SouthAfrica","2021-10-09","Female","20-29",689,1,0.122760672181073,85
"SouthAfrica","2021-10-09","Female","20-29",689,2,0.114994569233088,79
"SouthAfrica","2021-10-09","Female","20-29",689,3,0.107228466285103,74
"SouthAfrica","2021-10-09","Female","20-29",689,4,0.0994623633371184,69
"SouthAfrica","2021-10-09","Female","20-29",689,5,0.0916962603891334,63
"SouthAfrica","2021-10-09","Female","20-29",689,6,0.0790065556214736,54
"SouthAfrica","2021-10-09","Female","20-29",689,7,0.0663168508538138,46
"SouthAfrica","2021-10-09","Female","20-29",689,8,0.053627146086154,37
"SouthAfrica","2021-10-09","Female","20-29",689,9,0.0441502841330599,30
"SouthAfrica","2021-10-09","Female","20-29",689,10,0.032175210416062,22
"SouthAfrica","2021-10-09","Female","20-29",689,11,0.0257401683328496,18
"SouthAfrica","2021-10-09","Female","20-29",689,12,0.0193051262496372,13
"SouthAfrica","2021-10-09","Female","20-29",689,13,0.0128700841664248,9
"SouthAfrica","2021-10-09","Female","20-29",689,14,0.00440297759574237,3
"SouthAfrica","2021-10-09","Female","20-29",689,15,0,0
"SouthAfrica","2021-10-09","Female","20-29",689,16,0,0
"SouthAfrica","2021-10-09","Female","20-29",689,17,0,0
"SouthAfrica","2021-10-09","Male","20-29",2386,0,0.0764498316531493,182
"SouthAfrica","2021-10-09","Male","20-29",2386,1,0.0649186805558175,155
"SouthAfrica","2021-10-09","Male","20-29",2386,2,0.0533875294584858,127
"SouthAfrica","2021-10-09","Male","20-29",2386,3,0.0418563783611541,100
"SouthAfrica","2021-10-09","Male","20-29",2386,4,0.0303252272638224,72
"SouthAfrica","2021-10-09","Male","20-29",2386,5,0.0187940761664907,45
"SouthAfrica","2021-10-09","Male","20-29",2386,6,0.015375467560755,37
"SouthAfrica","2021-10-09","Male","20-29",2386,7,0.0119568589550194,29
"SouthAfrica","2021-10-09","Male","20-29",2386,8,0.00853825034928373,20
"SouthAfrica","2021-10-09","Male","20-29",2386,9,0.0100131752258506,24
"SouthAfrica","2021-10-09","Male","20-29",2386,10,0.00372632391136882,9
"SouthAfrica","2021-10-09","Male","20-29",2386,11,0.00298105912909506,7
"SouthAfrica","2021-10-09","Male","20-29",2386,12,0.00223579434682129,5
"SouthAfrica","2021-10-09","Male","20-29",2386,13,0.00149052956454753,4
"SouthAfrica","2021-10-09","Male","20-29",2386,14,0.000778893291175197,2
"SouthAfrica","2021-10-09","Male","20-29",2386,15,0,0
"SouthAfrica","2021-10-09","Male","20-29",2386,16,0,0
"SouthAfrica","2021-10-09","Male","20-29",2386,17,0,0
"SouthAfrica","2021-10-09","Female","30-39",2480,0,0.0956814579826231,237
"SouthAfrica","2021-10-09","Female","30-39",2480,1,0.10152663533282,252
"SouthAfrica","2021-10-09","Female","30-39",2480,2,0.107371812683018,266
"SouthAfrica","2021-10-09","Female","30-39",2480,3,0.113216990033215,281
"SouthAfrica","2021-10-09","Female","30-39",2480,4,0.119062167383413,295
"SouthAfrica","2021-10-09","Female","30-39",2480,5,0.12490734473361,310
"SouthAfrica","2021-10-09","Female","30-39",2480,6,0.1260312308127,313
"SouthAfrica","2021-10-09","Female","30-39",2480,7,0.127155116891789,315
"SouthAfrica","2021-10-09","Female","30-39",2480,8,0.128279002970879,318
"SouthAfrica","2021-10-09","Female","30-39",2480,9,0.121109298757655,300
"SouthAfrica","2021-10-09","Female","30-39",2480,10,0.121852841945114,302
"SouthAfrica","2021-10-09","Female","30-39",2480,11,0.115892389356301,287
"SouthAfrica","2021-10-09","Female","30-39",2480,12,0.109931936767489,273
"SouthAfrica","2021-10-09","Female","30-39",2480,13,0.103971484178676,258
"SouthAfrica","2021-10-09","Female","30-39",2480,14,0.0801371518707036,199
"SouthAfrica","2021-10-09","Female","30-39",2480,15,0.0746136375686313,185
"SouthAfrica","2021-10-09","Female","30-39",2480,16,0.0640938876506475,159
"SouthAfrica","2021-10-09","Female","30-39",2480,17,0.0535741377326636,133
"SouthAfrica","2021-10-09","Male","30-39",2189,0,0.165944435554967,363
"SouthAfrica","2021-10-09","Male","30-39",2189,1,0.161363411400753,353
"SouthAfrica","2021-10-09","Male","30-39",2189,2,0.156782387246539,343
"SouthAfrica","2021-10-09","Male","30-39",2189,3,0.152201363092325,333
"SouthAfrica","2021-10-09","Male","30-39",2189,4,0.14762033893811,323
"SouthAfrica","2021-10-09","Male","30-39",2189,5,0.143039314783896,313
"SouthAfrica","2021-10-09","Male","30-39",2189,6,0.129721418157747,284
"SouthAfrica","2021-10-09","Male","30-39",2189,7,0.116403521531597,255
"SouthAfrica","2021-10-09","Male","30-39",2189,8,0.103085624905448,226
"SouthAfrica","2021-10-09","Male","30-39",2189,9,0.0970926213708524,213
"SouthAfrica","2021-10-09","Male","30-39",2189,10,0.0885258333266244,194
"SouthAfrica","2021-10-09","Male","30-39",2189,11,0.077852782758055,170
"SouthAfrica","2021-10-09","Male","30-39",2189,12,0.0671797321894857,147
"SouthAfrica","2021-10-09","Male","30-39",2189,13,0.0565066816209163,124
"SouthAfrica","2021-10-09","Male","30-39",2189,14,0.0341410909414286,75
"SouthAfrica","2021-10-09","Male","30-39",2189,15,0.0269778608389453,59
"SouthAfrica","2021-10-09","Male","30-39",2189,16,0.0223611819623314,49
"SouthAfrica","2021-10-09","Male","30-39",2189,17,0.0177445030857176,39
"SouthAfrica","2021-10-09","Female","40-49",4626,0,0.0155719709613595,72
"SouthAfrica","2021-10-09","Female","40-49",4626,1,0.0227034691776041,105
"SouthAfrica","2021-10-09","Female","40-49",4626,2,0.0298349673938487,138
"SouthAfrica","2021-10-09","Female","40-49",4626,3,0.0369664656100933,171
"SouthAfrica","2021-10-09","Female","40-49",4626,4,0.0440979638263379,204
"SouthAfrica","2021-10-09","Female","40-49",4626,5,0.0512294620425826,237
"SouthAfrica","2021-10-09","Female","40-49",4626,6,0.0601198612305907,278
"SouthAfrica","2021-10-09","Female","40-49",4626,7,0.0690102604185988,319
"SouthAfrica","2021-10-09","Female","40-49",4626,8,0.0779006596066069,360
"SouthAfrica","2021-10-09","Female","40-49",4626,9,0.0880925661325604,408
"SouthAfrica","2021-10-09","Female","40-49",4626,10,0.0961278533352387,445
"SouthAfrica","2021-10-09","Female","40-49",4626,11,0.100529307869755,465
"SouthAfrica","2021-10-09","Female","40-49",4626,12,0.104930762404271,485
"SouthAfrica","2021-10-09","Female","40-49",4626,13,0.109332216938787,506
"SouthAfrica","2021-10-09","Female","40-49",4626,14,0.0972997695972911,450
"SouthAfrica","2021-10-09","Female","40-49",4626,15,0.099610106349319,461
"SouthAfrica","2021-10-09","Female","40-49",4626,16,0.100134326895254,463
"SouthAfrica","2021-10-09","Female","40-49",4626,17,0.100658547441188,466
"SouthAfrica","2021-10-09","Male","40-49",4795,0,0.0913228071125361,438
"SouthAfrica","2021-10-09","Male","40-49",4795,1,0.102045679161688,489
"SouthAfrica","2021-10-09","Male","40-49",4795,2,0.11276855121084,541
"SouthAfrica","2021-10-09","Male","40-49",4795,3,0.123491423259992,592
"SouthAfrica","2021-10-09","Male","40-49",4795,4,0.134214295309144,644
"SouthAfrica","2021-10-09","Male","40-49",4795,5,0.144937167358296,695
"SouthAfrica","2021-10-09","Male","40-49",4795,6,0.14913862099763,715
"SouthAfrica","2021-10-09","Male","40-49",4795,7,0.153340074636965,735
"SouthAfrica","2021-10-09","Male","40-49",4795,8,0.157541528276299,755
"SouthAfrica","2021-10-09","Male","40-49",4795,9,0.138923106550759,666
"SouthAfrica","2021-10-09","Male","40-49",4795,10,0.144719407753443,694
"SouthAfrica","2021-10-09","Male","40-49",4795,11,0.142047480912308,681
"SouthAfrica","2021-10-09","Male","40-49",4795,12,0.139375554071172,668
"SouthAfrica","2021-10-09","Male","40-49",4795,13,0.136703627230036,655
"SouthAfrica","2021-10-09","Male","40-49",4795,14,0.109883198573532,527
"SouthAfrica","2021-10-09","Male","40-49",4795,15,0.106850080184094,512
"SouthAfrica","2021-10-09","Male","40-49",4795,16,0.0980388664175478,470
"SouthAfrica","2021-10-09","Male","40-49",4795,17,0.0892276526510013,428
"SouthAfrica","2021-10-09","Female","50-59",9266,0,0,0
"SouthAfrica","2021-10-09","Female","50-59",9266,1,0.000438974691709907,4
"SouthAfrica","2021-10-09","Female","50-59",9266,2,0.000877949383419814,8
"SouthAfrica","2021-10-09","Female","50-59",9266,3,0.00131692407512972,12
"SouthAfrica","2021-10-09","Female","50-59",9266,4,0.00175589876683963,16
"SouthAfrica","2021-10-09","Female","50-59",9266,5,0.00223896205769114,21
"SouthAfrica","2021-10-09","Female","50-59",9266,6,0.00543520538455164,50
"SouthAfrica","2021-10-09","Female","50-59",9266,7,0.00867553731055374,80
"SouthAfrica","2021-10-09","Female","50-59",9266,8,0.0113509568111157,105
"SouthAfrica","2021-10-09","Female","50-59",9266,9,0.0145912887371178,135
"SouthAfrica","2021-10-09","Female","50-59",9266,10,0.0172514274211669,160
"SouthAfrica","2021-10-09","Female","50-59",9266,11,0.0249429796373828,231
"SouthAfrica","2021-10-09","Female","50-59",9266,12,0.0320543386116457,297
"SouthAfrica","2021-10-09","Female","50-59",9266,13,0.0401302278837432,372
"SouthAfrica","2021-10-09","Female","50-59",9266,14,0.0472415868580061,438
"SouthAfrica","2021-10-09","Female","50-59",9266,15,0.0547525637046635,507
"SouthAfrica","2021-10-09","Female","50-59",9266,16,0.0611739647581299,567
"SouthAfrica","2021-10-09","Female","50-59",9266,17,0.0679949836839909,630
"SouthAfrica","2021-10-09","Male","50-59",9351,0,0.0239243165806893,224
"SouthAfrica","2021-10-09","Male","50-59",9351,1,0.0279632100115715,261
"SouthAfrica","2021-10-09","Male","50-59",9351,2,0.0320021034424537,299
"SouthAfrica","2021-10-09","Male","50-59",9351,3,0.0360409968733358,337
"SouthAfrica","2021-10-09","Male","50-59",9351,4,0.040079890304218,375
"SouthAfrica","2021-10-09","Male","50-59",9351,5,0.044413367030707,415
"SouthAfrica","2021-10-09","Male","50-59",9351,6,0.0551758317850627,516
"SouthAfrica","2021-10-09","Male","50-59",9351,7,0.0662328798350252,619
"SouthAfrica","2021-10-09","Male","50-59",9351,8,0.0756736845105124,708
"SouthAfrica","2021-10-09","Male","50-59",9351,9,0.0744361221888475,696
"SouthAfrica","2021-10-09","Male","50-59",9351,10,0.0764743431318572,715
"SouthAfrica","2021-10-09","Male","50-59",9351,11,0.0867508578467765,811
"SouthAfrica","2021-10-09","Male","50-59",9351,12,0.093102502265744,871
"SouthAfrica","2021-10-09","Male","50-59",9351,13,0.101463234627766,949
"SouthAfrica","2021-10-09","Male","50-59",9351,14,0.0949620328426223,888
"SouthAfrica","2021-10-09","Male","50-59",9351,15,0.0989843659898659,926
"SouthAfrica","2021-10-09","Male","50-59",9351,16,0.103354920477001,966
"SouthAfrica","2021-10-09","Male","50-59",9351,17,0.108118319532716,1011
"SouthAfrica","2021-10-09","Female","60-69",11500,0,0,0
"SouthAfrica","2021-10-09","Female","60-69",11500,1,0,0
"SouthAfrica","2021-10-09","Female","60-69",11500,2,0,0
"SouthAfrica","2021-10-09","Female","60-69",11500,3,0,0
"SouthAfrica","2021-10-09","Female","60-69",11500,4,0,0
"SouthAfrica","2021-10-09","Female","60-69",11500,5,0,0
"SouthAfrica","2021-10-09","Female","60-69",11500,6,0,0
"SouthAfrica","2021-10-09","Female","60-69",11500,7,0,0
"SouthAfrica","2021-10-09","Female","60-69",11500,8,0,0
"SouthAfrica","2021-10-09","Female","60-69",11500,9,0,0
"SouthAfrica","2021-10-09","Female","60-69",11500,10,0,0
"SouthAfrica","2021-10-09","Female","60-69",11500,11,0.00048951535501084,6
"SouthAfrica","2021-10-09","Female","60-69",11500,12,0.00097903071002168,11
"SouthAfrica","2021-10-09","Female","60-69",11500,13,0.00146209400087319,17
"SouthAfrica","2021-10-09","Female","60-69",11500,14,0.00195160935588403,22
"SouthAfrica","2021-10-09","Female","60-69",11500,15,0.00243467264673554,28
"SouthAfrica","2021-10-09","Female","60-69",11500,16,0.00561563515708313,65
"SouthAfrica","2021-10-09","Female","60-69",11500,17,0.00879014560327139,101
"SouthAfrica","2021-10-09","Male","60-69",11994,0,0.00802989702384931,96
"SouthAfrica","2021-10-09","Male","60-69",11994,1,0.00906043937291103,109
"SouthAfrica","2021-10-09","Male","60-69",11994,2,0.0100909817219727,121
"SouthAfrica","2021-10-09","Male","60-69",11994,3,0.0111215240710345,133
"SouthAfrica","2021-10-09","Male","60-69",11994,4,0.0121520664200962,146
"SouthAfrica","2021-10-09","Male","60-69",11994,5,0.0114614040384211,137
"SouthAfrica","2021-10-09","Male","60-69",11994,6,0.0144799201909342,174
"SouthAfrica","2021-10-09","Male","60-69",11994,7,0.0157772316127105,189
"SouthAfrica","2021-10-09","Male","60-69",11994,8,0.0179255731750167,215
"SouthAfrica","2021-10-09","Male","60-69",11994,9,0.019222884596793,231
"SouthAfrica","2021-10-09","Male","60-69",11994,10,0.0225953956629801,271
"SouthAfrica","2021-10-09","Male","60-69",11994,11,0.0255650514817467,307
"SouthAfrica","2021-10-09","Male","60-69",11994,12,0.0306099069449241,367
"SouthAfrica","2021-10-09","Male","60-69",11994,13,0.0365596270458883,438
"SouthAfrica","2021-10-09","Male","60-69",11994,14,0.0416044825090657,499
"SouthAfrica","2021-10-09","Male","60-69",11994,15,0.04840523275056,581
"SouthAfrica","2021-10-09","Male","60-69",11994,16,0.0513722692038587,616
"SouthAfrica","2021-10-09","Male","60-69",11994,17,0.0560952004354742,673
"SouthAfrica","2021-10-09","Female","70-79",9454,0,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,1,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,2,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,3,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,4,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,5,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,6,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,7,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,8,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,9,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,10,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,11,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,12,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,13,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,14,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,15,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,16,0,0
"SouthAfrica","2021-10-09","Female","70-79",9454,17,0,0
"SouthAfrica","2021-10-09","Male","70-79",8952,0,0.00287880072918787,26
"SouthAfrica","2021-10-09","Male","70-79",8952,1,0.0035388747792005,32
"SouthAfrica","2021-10-09","Male","70-79",8952,2,0.00419894882921312,38
"SouthAfrica","2021-10-09","Male","70-79",8952,3,0.00485902287922575,43
"SouthAfrica","2021-10-09","Male","70-79",8952,4,0.00551909692923838,49
"SouthAfrica","2021-10-09","Male","70-79",8952,5,0.00570246652236165,51
"SouthAfrica","2021-10-09","Male","70-79",8952,6,0.00593182118951738,53
"SouthAfrica","2021-10-09","Male","70-79",8952,7,0.00568447139978375,51
"SouthAfrica","2021-10-09","Male","70-79",8952,8,0.00605461660870341,54
"SouthAfrica","2021-10-09","Male","70-79",8952,9,0.00576536311491654,52
"SouthAfrica","2021-10-09","Male","70-79",8952,10,0.00577220864093834,52
"SouthAfrica","2021-10-09","Male","70-79",8952,11,0.0059784819603469,54
"SouthAfrica","2021-10-09","Male","70-79",8952,12,0.00639704689145764,57
"SouthAfrica","2021-10-09","Male","70-79",8952,13,0.00570638450978258,51
"SouthAfrica","2021-10-09","Male","70-79",8952,14,0.00594524439430462,53
"SouthAfrica","2021-10-09","Male","70-79",8952,15,0.00605178205787154,54
"SouthAfrica","2021-10-09","Male","70-79",8952,16,0.0102944677142654,92
"SouthAfrica","2021-10-09","Male","70-79",8952,17,0.0140454210565268,126
"SouthAfrica","2021-10-09","Female","80+",4523,0,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,1,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,2,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,3,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,4,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,5,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,6,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,7,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,8,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,9,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,10,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,11,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,12,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,13,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,14,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,15,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,16,0,0
"SouthAfrica","2021-10-09","Female","80+",4523,17,0,0
"SouthAfrica","2021-10-09","Male","80+",6364,0,0,0
"SouthAfrica","2021-10-09","Male","80+",6364,1,0,0
"SouthAfrica","2021-10-09","Male","80+",6364,2,0,0
"SouthAfrica","2021-10-09","Male","80+",6364,3,0,0
"SouthAfrica","2021-10-09","Male","80+",6364,4,0,0
"SouthAfrica","2021-10-09","Male","80+",6364,5,8.82187981582543e-05,1
"SouthAfrica","2021-10-09","Male","80+",6364,6,0.000135388173847883,1
"SouthAfrica","2021-10-09","Male","80+",6364,7,0.000270776347695766,2
"SouthAfrica","2021-10-09","Male","80+",6364,8,0.000544947845713659,3
"SouthAfrica","2021-10-09","Male","80+",6364,9,0.000680336019561542,4
"SouthAfrica","2021-10-09","Male","80+",6364,10,0.00166381680280142,11
"SouthAfrica","2021-10-09","Male","80+",6364,11,0.0016264463162544,10
"SouthAfrica","2021-10-09","Male","80+",6364,12,0.00243716843909937,16
"SouthAfrica","2021-10-09","Male","80+",6364,13,0.00259275194633859,17
"SouthAfrica","2021-10-09","Male","80+",6364,14,0.00340347406918356,22
"SouthAfrica","2021-10-09","Male","80+",6364,15,0.00369784090059279,24
"SouthAfrica","2021-10-09","Male","80+",6364,16,0.00430496238896592,27
"SouthAfrica","2021-10-09","Male","80+",6364,17,0.0043957285859033,28
