country,year,age,gender,value,pop,fertility_rate
Poland,2002,15-19,Male,2621,1408,1.8615056818181819
Poland,2002,20-24,Male,48377,1626,29.752152521525215
Poland,2002,25-29,Male,125076,1641,76.21937842778793
Poland,2002,30-34,Male,116877,1447,80.7719419488597
Poland,2002,35-39,Male,49738,1241,40.07896857373086
Poland,2002,40-44,Male,18585,1203,15.448877805486283
Poland,2002,45-49,Male,6053,1437,4.2122477383437715
Poland,2002,50+,Male,2354,5429,0.4335973475778228
Poland,2003,15-19,Male,2621,1408,1.8615056818181819
Poland,2003,20-24,Male,48377,1626,29.752152521525215
Poland,2003,25-29,Male,125076,1641,76.21937842778793
Poland,2003,30-34,Male,116877,1447,80.7719419488597
Poland,2003,35-39,Male,49738,1241,40.07896857373086
Poland,2003,40-44,Male,18585,1203,15.448877805486283
Poland,2003,45-49,Male,6053,1437,4.2122477383437715
Poland,2003,50+,Male,2354,5429,0.4335973475778228
Poland,2004,15-19,Male,2621,1408,1.8615056818181819
Poland,2004,20-24,Male,48377,1626,29.752152521525215
Poland,2004,25-29,Male,125076,1641,76.21937842778793
Poland,2004,30-34,Male,116877,1447,80.7719419488597
Poland,2004,35-39,Male,49738,1241,40.07896857373086
Poland,2004,40-44,Male,18585,1203,15.448877805486283
Poland,2004,45-49,Male,6053,1437,4.2122477383437715
Poland,2004,50+,Male,2354,5429,0.4335973475778228
Poland,2005,15-19,Male,2621,1408,1.8615056818181819
Poland,2005,20-24,Male,48377,1626,29.752152521525215
Poland,2005,25-29,Male,125076,1641,76.21937842778793
Poland,2005,30-34,Male,116877,1447,80.7719419488597
Poland,2005,35-39,Male,49738,1241,40.07896857373086
Poland,2005,40-44,Male,18585,1203,15.448877805486283
Poland,2005,45-49,Male,6053,1437,4.2122477383437715
Poland,2005,50+,Male,2354,5429,0.4335973475778228
Poland,2006,15-19,Male,2621,1408,1.8615056818181819
Poland,2006,20-24,Male,48377,1626,29.752152521525215
Poland,2006,25-29,Male,125076,1641,76.21937842778793
Poland,2006,30-34,Male,116877,1447,80.7719419488597
Poland,2006,35-39,Male,49738,1241,40.07896857373086
Poland,2006,40-44,Male,18585,1203,15.448877805486283
Poland,2006,45-49,Male,6053,1437,4.2122477383437715
Poland,2006,50+,Male,2354,5429,0.4335973475778228
Poland,2007,15-19,Male,2621,1408,1.8615056818181819
Poland,2007,20-24,Male,48377,1626,29.752152521525215
Poland,2007,25-29,Male,125076,1641,76.21937842778793
Poland,2007,30-34,Male,116877,1447,80.7719419488597
Poland,2007,35-39,Male,49738,1241,40.07896857373086
Poland,2007,40-44,Male,18585,1203,15.448877805486283
Poland,2007,45-49,Male,6053,1437,4.2122477383437715
Poland,2007,50+,Male,2354,5429,0.4335973475778228
Poland,2008,15-19,Male,2798,1333,2.0990247561890474
Poland,2008,20-24,Male,45751,1516,30.178759894459102
Poland,2008,25-29,Male,131100,1668,78.59712230215827
Poland,2008,30-34,Male,131719,1517,86.82860909690179
Poland,2008,35-39,Male,59752,1312,45.542682926829265
Poland,2008,40-44,Male,20145,1180,17.072033898305083
Poland,2008,45-49,Male,6578,1297,5.071703932151118
Poland,2008,50+,Male,2561,5688,0.4502461322081575
Poland,2009,15-19,Male,2798,1333,2.0990247561890474
Poland,2009,20-24,Male,45751,1516,30.178759894459102
Poland,2009,25-29,Male,131100,1668,78.59712230215827
Poland,2009,30-34,Male,131719,1517,86.82860909690179
Poland,2009,35-39,Male,59752,1312,45.542682926829265
Poland,2009,40-44,Male,20145,1180,17.072033898305083
Poland,2009,45-49,Male,6578,1297,5.071703932151118
Poland,2009,50+,Male,2561,5688,0.4502461322081575
Poland,2010,15-19,Male,2608,1289,2.0232738557020946
Poland,2010,20-24,Male,41176,1467,28.068166325835037
Poland,2010,25-29,Male,127025,1659,76.56720916214587
Poland,2010,30-34,Male,132627,1549,85.62104583602324
Poland,2010,35-39,Male,63488,1351,46.99333826794967
Poland,2010,40-44,Male,20519,1185,17.315611814345992
Poland,2010,45-49,Male,6448,1245,5.179116465863454
Poland,2010,50+,Male,2785,5795,0.48058671268334774
Poland,2011,15-19,Male,2135,1237,1.7259498787388845
Poland,2011,20-24,Male,34843,1427,24.416958654519973
Poland,2011,25-29,Male,117972,1640,71.93414634146342
Poland,2011,30-34,Male,125819,1578,79.73320659062104
Poland,2011,35-39,Male,63426,1384,45.828034682080926
Poland,2011,40-44,Male,20282,1194,16.986599664991626
Poland,2011,45-49,Male,6126,1199,5.109257714762302
Poland,2011,50+,Male,2639,5881,0.4487332086379867
Poland,2012,15-19,Male,2208,1181,1.869602032176122
Poland,2012,20-24,Male,33413,1393,23.986360373295046
Poland,2012,25-29,Male,113866,1607,70.8562538892346
Poland,2012,30-34,Male,126720,1611,78.65921787709497
Poland,2012,35-39,Male,65439,1419,46.116279069767444
Poland,2012,40-44,Male,20783,1216,17.091282894736842
Poland,2012,45-49,Male,6046,1169,5.1719418306244656
Poland,2012,50+,Male,2637,5955,0.4428211586901763
Poland,2013,15-19,Male,2208,1181,1.869602032176122
Poland,2013,20-24,Male,33413,1393,23.986360373295046
Poland,2013,25-29,Male,113866,1607,70.8562538892346
Poland,2013,30-34,Male,126720,1611,78.65921787709497
Poland,2013,35-39,Male,65439,1419,46.116279069767444
Poland,2013,40-44,Male,20783,1216,17.091282894736842
Poland,2013,45-49,Male,6046,1169,5.1719418306244656
Poland,2013,50+,Male,2637,5955,0.4428211586901763
Poland,2014,15-19,Male,1718,1021,1.6826640548481882
Poland,2014,20-24,Male,27434,1271,21.58457907159717
Poland,2014,25-29,Male,95082,1474,64.50610583446404
Poland,2014,30-34,Male,129246,1661,77.81216134858519
Poland,2014,35-39,Male,69756,1525,45.741639344262296
Poland,2014,40-44,Male,22977,1318,17.433232169954476
Poland,2014,45-49,Male,5831,1147,5.0836965998256325
Poland,2014,50+,Male,2333,6119,0.38127144958326525
Poland,2015,15-19,Male,1718,1021,1.6826640548481882
Poland,2015,20-24,Male,27434,1271,21.58457907159717
Poland,2015,25-29,Male,95082,1474,64.50610583446404
Poland,2015,30-34,Male,129246,1661,77.81216134858519
Poland,2015,35-39,Male,69756,1525,45.741639344262296
Poland,2015,40-44,Male,22977,1318,17.433232169954476
Poland,2015,45-49,Male,5831,1147,5.0836965998256325
Poland,2015,50+,Male,2333,6119,0.38127144958326525
Poland,2016,15-19,Male,1521,978,1.5552147239263803
Poland,2016,20-24,Male,26880,1221,22.014742014742016
Poland,2016,25-29,Male,95756,1433,66.82205163991625
Poland,2016,30-34,Male,136006,1646,82.62818955042528
Poland,2016,35-39,Male,75393,1563,48.23608445297505
Poland,2016,40-44,Male,25324,1357,18.6617538688283
Poland,2016,45-49,Male,6084,1162,5.235800344234079
Poland,2016,50+,Male,2554,6174,0.4136702299967606
Poland,2017,15-19,Male,1483,938,1.5810234541577826
Poland,2017,20-24,Male,26282,1165,22.559656652360516
Poland,2017,25-29,Male,98939,1394,70.97489239598278
Poland,2017,30-34,Male,142791,1612,88.58002481389578
Poland,2017,35-39,Male,82395,1598,51.561326658322905
Poland,2017,40-44,Male,28664,1394,20.562410329985653
Poland,2017,45-49,Male,6574,1186,5.543001686340641
Poland,2017,50+,Male,2733,6213,0.4398841139546113
Poland,2018,15-19,Male,1483,938,1.5810234541577826
Poland,2018,20-24,Male,26282,1165,22.559656652360516
Poland,2018,25-29,Male,98939,1394,70.97489239598278
