"date","gender","age","COVID19_deaths","child_age","nb_c","orphans"
"2021-10-31","Female","85-90",26309,14,0,0
"2021-10-31","Female","85-90",26309,15,0,0
"2021-10-31","Female","85-90",26309,16,0,0
"2021-10-31","Female","85-90",26309,17,0,0
"2021-10-31","Male","90-95",12860,0,0,0
"2021-10-31","Male","90-95",12860,1,0,0
"2021-10-31","Male","90-95",12860,2,0,0
"2021-10-31","Male","90-95",12860,3,0,0
"2021-10-31","Male","90-95",12860,4,0,0
"2021-10-31","Male","90-95",12860,5,0,0
"2021-10-31","Male","90-95",12860,6,0,0
"2021-10-31","Male","90-95",12860,7,0,0
"2021-10-31","Male","90-95",12860,8,0,0
"2021-10-31","Male","90-95",12860,9,0,0
"2021-10-31","Male","90-95",12860,10,0,0
"2021-10-31","Male","90-95",12860,11,0.00019631996907399,3
"2021-10-31","Male","90-95",12860,12,0.000954119042427968,12
"2021-10-31","Male","90-95",12860,13,0.00115043901150196,15
"2021-10-31","Male","90-95",12860,14,0.00190823808485594,25
"2021-10-31","Male","90-95",12860,15,0.00210455805392993,27
"2021-10-31","Male","90-95",12860,16,0.00228799616852814,29
"2021-10-31","Male","90-95",12860,17,0.00247143428312636,32
"2021-10-31","Female","90-95",15978,0,0,0
"2021-10-31","Female","90-95",15978,1,0,0
"2021-10-31","Female","90-95",15978,2,0,0
"2021-10-31","Female","90-95",15978,3,0,0
"2021-10-31","Female","90-95",15978,4,0,0
"2021-10-31","Female","90-95",15978,5,0,0
"2021-10-31","Female","90-95",15978,6,0,0
"2021-10-31","Female","90-95",15978,7,0,0
"2021-10-31","Female","90-95",15978,8,0,0
"2021-10-31","Female","90-95",15978,9,0,0
"2021-10-31","Female","90-95",15978,10,0,0
"2021-10-31","Female","90-95",15978,11,0,0
"2021-10-31","Female","90-95",15978,12,0,0
"2021-10-31","Female","90-95",15978,13,0,0
"2021-10-31","Female","90-95",15978,14,0,0
"2021-10-31","Female","90-95",15978,15,0,0
"2021-10-31","Female","90-95",15978,16,0,0
"2021-10-31","Female","90-95",15978,17,0,0
"2021-10-31","Male","95-100",3762,0,0,0
"2021-10-31","Male","95-100",3762,1,0,0
"2021-10-31","Male","95-100",3762,2,0,0
"2021-10-31","Male","95-100",3762,3,0,0
"2021-10-31","Male","95-100",3762,4,0,0
"2021-10-31","Male","95-100",3762,5,0,0
"2021-10-31","Male","95-100",3762,6,0,0
"2021-10-31","Male","95-100",3762,7,0,0
"2021-10-31","Male","95-100",3762,8,0,0
"2021-10-31","Male","95-100",3762,9,0,0
"2021-10-31","Male","95-100",3762,10,0,0
"2021-10-31","Male","95-100",3762,11,0,0
"2021-10-31","Male","95-100",3762,12,0,0
"2021-10-31","Male","95-100",3762,13,0,0
"2021-10-31","Male","95-100",3762,14,0,0
"2021-10-31","Male","95-100",3762,15,0,0
"2021-10-31","Male","95-100",3762,16,0.00019631996907399,1
"2021-10-31","Male","95-100",3762,17,0.000392639938147981,1
"2021-10-31","Female","95-100",5399,0,0,0
"2021-10-31","Female","95-100",5399,1,0,0
"2021-10-31","Female","95-100",5399,2,0,0
"2021-10-31","Female","95-100",5399,3,0,0
"2021-10-31","Female","95-100",5399,4,0,0
"2021-10-31","Female","95-100",5399,5,0,0
"2021-10-31","Female","95-100",5399,6,0,0
"2021-10-31","Female","95-100",5399,7,0,0
"2021-10-31","Female","95-100",5399,8,0,0
"2021-10-31","Female","95-100",5399,9,0,0
"2021-10-31","Female","95-100",5399,10,0,0
"2021-10-31","Female","95-100",5399,11,0,0
"2021-10-31","Female","95-100",5399,12,0,0
"2021-10-31","Female","95-100",5399,13,0,0
"2021-10-31","Female","95-100",5399,14,0,0
"2021-10-31","Female","95-100",5399,15,0,0
"2021-10-31","Female","95-100",5399,16,0,0
"2021-10-31","Female","95-100",5399,17,0,0
