"age","gender","deaths.x","deaths.y","deaths","child_age","nb_c","orphans"
"0-4","Female",7771.277807492,16824.518322358,911,0,0,0
"0-4","Female",7771.277807492,16824.518322358,911,1,0,0
"0-4","Female",7771.277807492,16824.518322358,911,2,0,0
"0-4","Female",7771.277807492,16824.518322358,911,3,0,0
"0-4","Female",7771.277807492,16824.518322358,911,4,0,0
"0-4","Female",7771.277807492,16824.518322358,911,5,0,0
"0-4","Female",7771.277807492,16824.518322358,911,6,0,0
"0-4","Female",7771.277807492,16824.518322358,911,7,0,0
"0-4","Female",7771.277807492,16824.518322358,911,8,0,0
"0-4","Female",7771.277807492,16824.518322358,911,9,0,0
"0-4","Female",7771.277807492,16824.518322358,911,10,0,0
"0-4","Female",7771.277807492,16824.518322358,911,11,0,0
"0-4","Female",7771.277807492,16824.518322358,911,12,0,0
"0-4","Female",7771.277807492,16824.518322358,911,13,0,0
"0-4","Female",7771.277807492,16824.518322358,911,14,0,0
"0-4","Female",7771.277807492,16824.518322358,911,15,0,0
"0-4","Female",7771.277807492,16824.518322358,911,16,0,0
"0-4","Female",7771.277807492,16824.518322358,911,17,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,0,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,1,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,2,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,3,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,4,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,5,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,6,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,7,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,8,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,9,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,10,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,11,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,12,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,13,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,14,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,15,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,16,0,0
"0-4","Male",14608.41224682,31601.87139108,1710,17,0,0
"05-19","Female",19438.132214136,42066.264653598,2277,0,0.0122180977012783,28
"05-19","Female",19438.132214136,42066.264653598,2277,1,0.00977447816102267,22
"05-19","Female",19438.132214136,42066.264653598,2277,2,0.007330858620767,17
"05-19","Female",19438.132214136,42066.264653598,2277,3,0.00488723908051133,11
"05-19","Female",19438.132214136,42066.264653598,2277,4,0.00244361954025567,6
"05-19","Female",19438.132214136,42066.264653598,2277,5,0,0
"05-19","Female",19438.132214136,42066.264653598,2277,6,0,0
"05-19","Female",19438.132214136,42066.264653598,2277,7,0,0
"05-19","Female",19438.132214136,42066.264653598,2277,8,0,0
"05-19","Female",19438.132214136,42066.264653598,2277,9,0,0
"05-19","Female",19438.132214136,42066.264653598,2277,10,0,0
"05-19","Female",19438.132214136,42066.264653598,2277,11,0,0
"05-19","Female",19438.132214136,42066.264653598,2277,12,0,0
"05-19","Female",19438.132214136,42066.264653598,2277,13,0,0
"05-19","Female",19438.132214136,42066.264653598,2277,14,0,0
"05-19","Female",19438.132214136,42066.264653598,2277,15,0,0
"05-19","Female",19438.132214136,42066.264653598,2277,16,0,0
"05-19","Female",19438.132214136,42066.264653598,2277,17,0,0
"05-19","Male",0,0,0,0,0.00139532356921319,0
"05-19","Male",0,0,0,1,0.00111625885537055,0
"05-19","Male",0,0,0,2,0.000837194141527912,0
"05-19","Male",0,0,0,3,0.000558129427685275,0
"05-19","Male",0,0,0,4,0.000279064713842637,0
"05-19","Male",0,0,0,5,0,0
"05-19","Male",0,0,0,6,0,0
"05-19","Male",0,0,0,7,0,0
"05-19","Male",0,0,0,8,0,0
"05-19","Male",0,0,0,9,0,0
"05-19","Male",0,0,0,10,0,0
"05-19","Male",0,0,0,11,0,0
"05-19","Male",0,0,0,12,0,0
"05-19","Male",0,0,0,13,0,0
"05-19","Male",0,0,0,14,0,0
"05-19","Male",0,0,0,15,0,0
"05-19","Male",0,0,0,16,0,0
"05-19","Male",0,0,0,17,0,0
"20-29","Female",15552.49331039,33658.974340122,1822,0,0.157203001531727,286
"20-29","Female",15552.49331039,33658.974340122,1822,1,0.146716075317906,267
"20-29","Female",15552.49331039,33658.974340122,1822,2,0.136229149104086,248
"20-29","Female",15552.49331039,33658.974340122,1822,3,0.125742222890266,229
"20-29","Female",15552.49331039,33658.974340122,1822,4,0.115255296676445,210
"20-29","Female",15552.49331039,33658.974340122,1822,5,0.104768370462625,191
"20-29","Female",15552.49331039,33658.974340122,1822,6,0.0874801256804835,159
"20-29","Female",15552.49331039,33658.974340122,1822,7,0.070191880898342,128
"20-29","Female",15552.49331039,33658.974340122,1822,8,0.0529036361162005,96
"20-29","Female",15552.49331039,33658.974340122,1822,9,0.035615391334059,65
"20-29","Female",15552.49331039,33658.974340122,1822,10,0.0263747181285287,48
"20-29","Female",15552.49331039,33658.974340122,1822,11,0.0210997745028229,38
"20-29","Female",15552.49331039,33658.974340122,1822,12,0.0158248308771172,29
"20-29","Female",15552.49331039,33658.974340122,1822,13,0.0105498872514115,19
"20-29","Female",15552.49331039,33658.974340122,1822,14,0.0052979146176682,10
"20-29","Female",15552.49331039,33658.974340122,1822,15,0,0
"20-29","Female",15552.49331039,33658.974340122,1822,16,0,0
"20-29","Female",15552.49331039,33658.974340122,1822,17,0,0
"20-29","Male",29206.886798234,63213.680477566,3422,0,0.125232695475255,429
"20-29","Male",29206.886798234,63213.680477566,3422,1,0.1085125210346,371
"20-29","Male",29206.886798234,63213.680477566,3422,2,0.0917923465939443,314
"20-29","Male",29206.886798234,63213.680477566,3422,3,0.075072172153289,257
"20-29","Male",29206.886798234,63213.680477566,3422,4,0.0583519977126336,200
"20-29","Male",29206.886798234,63213.680477566,3422,5,0.0416318232719783,142
"20-29","Male",29206.886798234,63213.680477566,3422,6,0.0337240556883466,115
"20-29","Male",29206.886798234,63213.680477566,3422,7,0.0258162881047149,88
"20-29","Male",29206.886798234,63213.680477566,3422,8,0.0179085205210832,61
"20-29","Male",29206.886798234,63213.680477566,3422,9,0.0100007529374515,34
"20-29","Male",29206.886798234,63213.680477566,3422,10,0.00358069582333045,12
"20-29","Male",29206.886798234,63213.680477566,3422,11,0.00286455665866436,10
"20-29","Male",29206.886798234,63213.680477566,3422,12,0.00214841749399827,7
"20-29","Male",29206.886798234,63213.680477566,3422,13,0.00143227832933218,5
"20-29","Male",29206.886798234,63213.680477566,3422,14,0.000492562888935948,2
"20-29","Male",29206.886798234,63213.680477566,3422,15,0,0
"20-29","Male",29206.886798234,63213.680477566,3422,16,0,0
"20-29","Male",29206.886798234,63213.680477566,3422,17,0,0
"30-39","Female",19438.132214136,42066.264653598,2277,0,0.0448437093850165,102
"30-39","Female",19438.132214136,42066.264653598,2277,1,0.0565693323975368,129
"30-39","Female",19438.132214136,42066.264653598,2277,2,0.0682949554100572,156
"30-39","Female",19438.132214136,42066.264653598,2277,3,0.0800205784225775,182
"30-39","Female",19438.132214136,42066.264653598,2277,4,0.0917462014350979,209
"30-39","Female",19438.132214136,42066.264653598,2277,5,0.103471824447618,236
"30-39","Female",19438.132214136,42066.264653598,2277,6,0.11421805986444,260
"30-39","Female",19438.132214136,42066.264653598,2277,7,0.124964295281262,285
"30-39","Female",19438.132214136,42066.264653598,2277,8,0.135710530698083,309
"30-39","Female",19438.132214136,42066.264653598,2277,9,0.146456766114905,333
"30-39","Female",19438.132214136,42066.264653598,2277,10,0.150623737704141,343
"30-39","Female",19438.132214136,42066.264653598,2277,11,0.142415526339633,324
"30-39","Female",19438.132214136,42066.264653598,2277,12,0.134207314975124,306
"30-39","Female",19438.132214136,42066.264653598,2277,13,0.125999103610616,287
