age,year,fertility_rate,date,gender
15-19,2015,0.015151515151515152,2015,M
20-24,2015,0.08869485294117647,2015,M
25-29,2015,0.11983887210473314,2015,M
30-34,2015,0.11677631578947369,2015,M
35-39,2015,0.0885766646304215,2015,M
40-44,2015,0.0450070323488045,2015,M
45-49,2015,0.0273972602739726,2015,M
50-54,2015,0.014150943396226415,2015,M
55-59,2015,0.005,2015,M
60-64,2015,0.0024096385542168677,2015,M
65-69,2015,0,2015,M
70-74,2015,0,2015,M
75-79,2015,0,2015,M
80+,2015,0,2015,M
15-19,2014,0.014194139194139194,2014,M
20-24,2014,0.08677494199535962,2014,M
25-29,2014,0.11860940695296524,2014,M
30-34,2014,0.11754874651810585,2014,M
35-39,2014,0.08275862068965517,2014,M
40-44,2014,0.051920341394025606,2014,M
45-49,2014,0.027576197387518143,2014,M
50-54,2014,0.013821138211382113,2014,M
55-59,2014,0.007261410788381743,2014,M
60-64,2014,0.0037641154328732747,2014,M
65-69,2014,0.005263157894736842,2014,M
70-74,2014,0,2014,M
75-79,2014,0,2014,M
80+,2014,0,2014,M
15-19,2013,0.016385980883022302,2013,M
20-24,2013,0.08838740009402915,2013,M
25-29,2013,0.11691670977754785,2013,M
30-34,2013,0.1170814479638009,2013,M
35-39,2013,0.08891752577319588,2013,M
40-44,2013,0.04344729344729345,2013,M
45-49,2013,0.018991964937910884,2013,M
50-54,2013,0.005932203389830509,2013,M
55-59,2013,0.005324813631522897,2013,M
60-64,2013,0,2013,M
65-69,2013,0.0018484288354898336,2013,M
70-74,2013,0,2013,M
75-79,2013,0,2013,M
80+,2013,0,2013,M
15-19,2012,0.014918625678119348,2012,M
20-24,2012,0.10209923664122138,2012,M
25-29,2012,0.12591431556948798,2012,M
30-34,2012,0.1183228029867892,2012,M
35-39,2012,0.08537392455327597,2012,M
40-44,2012,0.04964539007092199,2012,M
45-49,2012,0.024336283185840708,2012,M
50-54,2012,0.01152482269503546,2012,M
55-59,2012,0.003257328990228013,2012,M
60-64,2012,0.0013774104683195593,2012,M
65-69,2012,0.0038910505836575876,2012,M
70-74,2012,0,2012,M
75-79,2012,0,2012,M
80+,2012,0,2012,M
15-19,2011,0.01530841963079694,2011,M
20-24,2011,0.09200968523002422,2011,M
25-29,2011,0.117740232312566,2011,M
30-34,2011,0.12456140350877193,2011,M
35-39,2011,0.08869329722410291,2011,M
40-44,2011,0.0480225988700565,2011,M
45-49,2011,0.02844311377245509,2011,M
50-54,2011,0.011121408711770158,2011,M
55-59,2011,0.005543237250554324,2011,M
60-64,2011,0.004347826086956522,2011,M
65-69,2011,0,2011,M
70-74,2011,0,2011,M
75-79,2011,0,2011,M
80+,2011,0,2011,M
15-19,2010,0.010825439783491205,2010,M
20-24,2010,0.09724950884086445,2010,M
25-29,2010,0.12841091492776885,2010,M
30-34,2010,0.13381123058542413,2010,M
35-39,2010,0.0791465932553338,2010,M
40-44,2010,0.05508474576271186,2010,M
45-49,2010,0.033690658499234305,2010,M
50-54,2010,0.026948989412897015,2010,M
55-59,2010,0.005701254275940707,2010,M
60-64,2010,0.0030441400304414,2010,M
65-69,2010,0.0021231422505307855,2010,M
70-74,2010,0,2010,M
75-79,2010,0,2010,M
80+,2010,0,2010,M
15-19,2009,0.01817355747387551,2009,M
20-24,2009,0.10144206862257583,2009,M
25-29,2009,0.13062330623306234,2009,M
30-34,2009,0.14233353695784973,2009,M
35-39,2009,0.08605135322692574,2009,M
40-44,2009,0.053824362606232294,2009,M
45-49,2009,0.026835043409629045,2009,M
50-54,2009,0.013930348258706468,2009,M
55-59,2009,0.0070921985815602835,2009,M
60-64,2009,0.0032102728731942215,2009,M
65-69,2009,0,2009,M
70-74,2009,0,2009,M
75-79,2009,0,2009,M
80+,2009,0,2009,M
15-19,2008,0.012419503219871205,2008,M
20-24,2008,0.10160965794768612,2008,M
25-29,2008,0.14018691588785046,2008,M
30-34,2008,0.13864491844416563,2008,M
35-39,2008,0.08269631688672689,2008,M
40-44,2008,0.05844618674269423,2008,M
45-49,2008,0.03204601479046836,2008,M
50-54,2008,0.02553626149131767,2008,M
55-59,2008,0.004944375772558714,2008,M
60-64,2008,0.005067567567567568,2008,M
65-69,2008,0.002288329519450801,2008,M
70-74,2008,0,2008,M
75-79,2008,0,2008,M
80+,2008,0,2008,M
15-19,2007,0.012610929472209247,2007,M
20-24,2007,0.09659379766141332,2007,M
25-29,2007,0.1475684740078256,2007,M
30-34,2007,0.12645161290322582,2007,M
35-39,2007,0.10256410256410256,2007,M
40-44,2007,0.06556195965417867,2007,M
45-49,2007,0.02756244616709733,2007,M
50-54,2007,0.020855057351407715,2007,M
55-59,2007,0.007792207792207792,2007,M
60-64,2007,0.010676156583629894,2007,M
