0 years,1 years,2 years,3 years,4 years,5 years,6 years,7 years,8 years,9 years,10 years,11 years,12 years,13 years,14 years,15 years,16 years,17 years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01338255652976465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01338255652976465,0.012328767123287671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01338255652976465,0.012328767123287671,0.01683348498635123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01338255652976465,0.012328767123287671,0.01683348498635123,0.01459188326493388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01683348498635123,0.01683348498635123,0.01683348498635123,0.01459188326493388,0.019688644688644688,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08627626285203398,0.01683348498635123,0.01683348498635123,0.01459188326493388,0.019688644688644688,0.015151515151515152,0,0,0,0,0,0,0,0,0,0,0,0
0.08627626285203398,0.08627626285203398,0.01683348498635123,0.01459188326493388,0.019688644688644688,0.015151515151515152,0.014194139194139194,0,0,0,0,0,0,0,0,0,0,0
0.08627626285203398,0.08627626285203398,0.08627626285203398,0.01459188326493388,0.019688644688644688,0.015151515151515152,0.014194139194139194,0.016385980883022302,0,0,0,0,0,0,0,0,0,0
