"country","region","date","primary_secondary","ps_lower","ps_upper","primary","p_lower","p_upper","orphanhood","or_lower","or_upper"
"Thailand","South-East Asia",2021-12-31,2240.98132267688,-1864.0082855905,7336.95877386127,1071.0156156261,-903.384016046763,3786.01992045377,949.255529966143,-801.453018084033,3380.69781986173
"United Kingdom","European",2021-12-31,11994.0768993459,11590.218604357,12394.7763623433,10351.1571015967,10002.6183442338,10696.9697161745,9939.47418243907,9604.79739738153,10271.533247993
"Timor-Leste","South-East Asia",2021-12-31,1330.56506717309,373.192138867738,2268.65355320979,1225.25081024864,344.894260663612,2083.37292619558,1165.29023708522,327.962389896406,1981.38530108791
"Trinidad and Tobago","Americas",2021-12-31,444.498352163285,238.634732429169,772.403206138615,239.056948187288,113.400627107705,470.358041207739,213.671713006019,100.487671671335,423.931032683902
"Tunisia","Eastern Mediterranean",2021-12-31,11486.9962910193,6637.45847593995,18416.7150494953,7814.15255017245,4022.28004475519,14070.6600034924,7116.954692097,3627.05324517238,12961.4981729285
"Turkey","European",2021-12-31,27766.7945202366,15489.7707970518,48054.1969421715,23188.8706831745,11541.562411318,44878.6941303324,21768.6008063886,10753.5687368193,42454.6715847222
"Turkmenistan","European",2021-12-31,259.844268778504,-690.716632078954,1314.89453650554,283.604045955319,-756.066827285514,1479.12929997328,271.290078442057,-724.144753426852,1417.43737172382
"Uganda","African ",2021-12-31,44019.1187178576,21622.555500374,66255.7965189617,39356.5902715054,19322.1760755427,59265.0816194513,37445.5425571626,18382.8757714185,56388.1387121153
"Ukraine","Eastern European",2021-12-31,26810.8084476943,14682.1116693372,47084.8888002164,12633.9328020866,6124.99087309934,25137.6230886333,11186.6553504357,5382.07316340096,22460.1480656653
"United Arab Emirates","Eastern Mediterranean",2021-12-31,272.365389846669,-10.5639248204274,667.557939090581,122.738047259321,-4.60884494422175,330.872479373949,108.344291439888,-4.04533586122422,294.010379130386
"United Republic of Tanzania","African ",2021-12-31,86291.7532959083,51737.5073357266,121348.725051226,76885.494087124,46136.0758543625,108172.464045866,73148.0994351897,43892.9117341909,102911.156989578
"United States of America","Americas",2021-12-31,176386.329153363,173876.047920694,178910.609031436,150320.70740481,148181.384859287,152471.959935439,140262.879378943,138266.697047607,142270.193470439
"Uruguay","Americas",2021-12-31,1104.36515031978,439.412999697118,2072.6097028384,683.72690663141,251.512643371215,1427.58830376794,617.77141527164,225.821577171808,1301.94181547106
"Uzbekistan","European",2021-12-31,9049.13351079387,4844.06541889812,15669.9791261322,8755.8725898674,4241.14465057011,16504.4945331399,8303.63622688441,3991.46188102492,15763.590303013
"Venezuela (Bolivarian Republic of)","Americas",2021-12-31,12574.5422091407,3535.55026747428,24626.6025896793,8953.7699580065,2404.77085255279,18993.1207089381,8189.02924494582,2189.17123924131,17495.5047005145
"Yemen","Eastern Mediterranean",2021-12-31,62088.4965162226,43594.2226378536,80431.1160916356,57548.5869685166,40450.8853730868,74270.1624982302,54690.5921435643,38401.9782028143,70600.4077007467
"Zambia","African ",2021-12-31,50202.0656635214,37515.6173764899,62913.0159343592,44937.5266903751,33609.846261604,56319.4961509884,42756.1778224296,31980.3396641755,53587.2321024138
"Zimbabwe","African ",2021-12-31,35660.2743113105,24031.336480173,47515.2736954924,33398.7936098874,22507.3323963883,44501.9801479687,31844.5250712767,21459.9161621265,42431.0063140699
"Global","Global",2022-04-01,10244558.5341905,9491550.40746592,11039442.7044192,7778853.36687438,7235580.01538642,8378381.43854271,7364379.80801708,6840021.03515147,7940670.85369128
"African ","African ",2022-04-01,2470252.03095718,2253260.31399584,2683017.21701474,2188643.48118088,1994778.17452103,2377846.36681028,2077032.44345492,1890383.69531115,2259967.90280323
"Americas","Americas",2022-04-01,1403226.35353878,1333434.82041525,1479132.07064047,1050702.63366574,994166.948871779,1115152.4526395,967121.85255774,915007.643263754,1027236.79655672
"Eastern Mediterranean","Eastern Mediterranean",2022-04-01,1530297.14451495,1310771.66757262,1747116.64009919,1381527.15831869,1175233.4171139,1581932.70744492,1311390.98013099,1114943.34726172,1502326.30595758
"European","European",2022-04-01,473479.039593688,439752.412864576,524046.327053392,306990.642224064,281571.555941313,351680.310338938,266665.578631662,243486.98661431,308467.325811389
"South-East Asia","South-East Asia",2022-04-01,4222663.6648152,3548440.12299164,4946462.48142726,2748333.55385314,2290122.48647784,3261366.0839317,2649216.47633412,2205908.70863357,3145101.04683591
"Western Pacific","Western Pacific",2022-04-01,144640.30077072,117755.727178773,171737.374194379,102655.897631866,83050.590201316,122752.479959431,92952.4769076436,75165.8291872984,111303.455849747
"Afghanistan","Eastern Mediterranean",2022-04-01,94359.317275017,65164.6630050421,123952.533162803,85935.0007117221,59327.2893649245,112739.848771828,81764.4010171145,56449.1267237544,107271.075631072
"Albania","European",2022-04-01,552.234691596901,323.102799583046,939.881071702704,368.150121884443,190.132294855287,709.821993800336,340.419478384706,174.359679908231,661.724709725845
"Algeria","African ",2022-04-01,94104.7601894429,60835.9846696533,130953.97491383,84080.8102719281,51715.1654021156,119640.773296996,78980.0683951161,48301.0213497062,112843.769509812
"Andorra","European",2022-04-01,6.67810663010338,4.52435320120597,9.56337782312922,3.60230411275138,2.32420323687085,5.44223506192487,3.28476900675518,2.11068007561066,4.98185731204906
"Angola","African ",2022-04-01,52966.3813482265,30967.2368517096,74971.2589237934,46934.1381910371,27464.3377929479,66450.7216183114,44647.9114210037,26126.6725636697,63214.16164964
"Argentina","Americas",2022-04-01,35081.5435916617,24403.9769233325,45692.7968021457,27345.469521102,19022.4870067941,35616.7618172869,25744.6678277767,17908.9120729925,33531.7593058516
"Armenia","European",2022-04-01,1350.24675290525,789.944683627711,2292.61135137047,1003.17455563542,517.103924416911,1929.23324291843,934.330608374623,477.586875113286,1811.91281740329
"Austria","European",2022-04-01,586.806202991614,343.843681414006,1001.71912948244,396.464697242592,204.94800129207,765.264865750755,366.926688880736,188.120928628288,714.11739562038
"Azerbaijan","European",2022-04-01,6929.63218419553,4015.73549647296,11921.3997335627,5784.31344650456,2968.92818288171,11185.1631020682,5429.85574030955,2764.52098995692,10584.9331622935
"Bahamas","Americas",2022-04-01,259.102338089815,145.312800944496,438.323135755549,142.266794135158,70.4423238037884,272.757304063614,127.354340589171,62.5488335940389,246.859612118305
"Bahrain","Eastern Mediterranean",2022-04-01,235.359657274432,90.8601907914384,450.308107652145,143.110049914593,51.0679911614278,305.510307311793,129.117631919355,45.6623584207725,278.068944280251
"Bangladesh","South-East Asia",2022-04-01,52626.8976094648,24399.9230081663,95064.4387497059,32697.9671483891,13901.2062586628,65423.1578054974,29552.2874947451,12461.7931027384,59617.0628263305
"Belarus","Eastern European",2022-04-01,14791.7295702078,8655.44603954279,24448.2558395071,8243.63309567141,4214.34824326128,15533.6996818327,7387.7365373561,3738.59809746196,14057.5888208996
"Belgium","European",2022-04-01,1161.10241411216,672.206371277636,1986.09777142625,849.613714835006,432.901822315455,1649.26424431378,790.502428815945,399.395040370688,1547.59442637175
"Belize","Americas",2022-04-01,432.397550703166,251.707861139979,684.602740371526,309.574384576715,160.836747118519,542.544417094233,283.279457845327,145.579823188121,501.637990220135
"Benin","African ",2022-04-01,25779.0648587153,16515.5315464614,35278.8772414522,23000.9848939093,14731.6436131405,31506.2218541383,21883.4254877446,14015.1903910955,29974.2298574979
"Bolivia (Plurinational State of)","Americas",2022-04-01,95758.6347241478,67909.4661205004,124880.75639186,80845.1331465656,51809.6170066641,112445.707682673,75319.8575364658,47708.417054628,105754.643577931
"Bosnia and Herzegovina","European",2022-04-01,368.195300962351,195.953783247538,670.760695438351,208.269688048423,98.9523139366473,424.168240035447,190.504794469436,89.8261971003348,391.043403602568
"Botswana","African ",2022-04-01,9088.15159073222,6274.4731119338,12218.0465663316,7934.93395167698,5091.87963742878,11082.3476620345,7426.84116236216,4719.13076086728,10434.4162262701
"Brazil","Americas",2022-04-01,256392.350749779,211260.798053826,302201.921118945,175858.211211468,144902.708431854,207278.762869616,152564.674280652,125709.424439139,179823.374323265
"Bulgaria","Eastern European",2022-04-01,13104.7116324546,7830.06206576097,21364.7535990821,6813.17736214522,3541.31836127852,12783.2698837444,6074.70807101275,3126.79222567238,11517.9036752267
"Burkina Faso","African ",2022-04-01,57574.3659951646,40364.3190504914,74795.5166927535,51164.1134992258,35871.2132350852,66470.6528176317,48674.6669183668,34126.1107917646,63235.9226291798
"Burundi","African ",2022-04-01,20287.6429379623,12226.5270952721,28227.876073111,17995.7241320163,10850.9993474598,25047.7689019578,17119.4930378237,10322.7231556632,23827.4976346032
"Cabo Verde","African ",2022-04-01,559.734624327241,320.253578998445,896.272580848521,392.205946076704,200.553148365061,693.860246464869,358.171132750609,181.274072594095,640.696563811477
"Cambodia","Western Pacific",2022-04-01,9838.39519322771,3949.03034357692,17274.8700339569,7741.50224778072,2962.82550238256,14416.0874674887,7152.33454249523,2718.69720827414,13429.6387216395
"Cameroon","African ",2022-04-01,77972.7207624986,58320.8884380938,98314.4067289858,69940.9655949927,52348.8367794469,88187.8711932414,66547.5651505428,49808.1776500522,83910.511734807
"Canada","Americas",2022-04-01,4043.54395324265,2278.9429922228,6898.32241726351,1957.63323971965,971.297989056621,3814.47435758308,1736.64171749526,853.832673798684,3416.66625378058
"Central African Republic","African ",2022-04-01,14918.4260981409,9195.28718573733,20728.513809505,13355.0961403514,8233.85061840034,18540.9181879056,12706.8295909866,7834.38421860055,17640.1319314162
"Chad","African ",2022-04-01,44145.8608061344,31286.3136277188,56784.4405802441,39098.6296909961,27701.0126947338,50284.7729097996,37193.6943977649,26351.4833617863,47834.4080554691
"Chile","Americas",2022-04-01,10520.7945460891,6286.87858139407,17268.1060329173,5428.00610233127,2825.37289870397,10270.2861124934,4837.00259973387,2493.42398224456,9248.57921061283
"Colombia","Americas",2022-04-01,82708.6888709217,70018.848824485,95470.1960576174,55994.5744701689,47403.4312276051,64634.2370530472,50483.6463557592,42738.0345468808,58273.002281653
"Comoros","African ",2022-04-01,1517.11286138299,946.703928381351,2079.16352366531,1377.47218528253,861.262868819036,1889.99501097309,1310.67140387771,819.287208121783,1798.36261255525
"Congo","African ",2022-04-01,10040.9551777146,5761.92443849796,14279.9209698189,9031.73650719372,5189.69056763989,12839.9586358049,8593.7522431775,4938.03886632284,12217.2172405766
"Costa Rica","Americas",2022-04-01,2426.22054153495,1400.76060773795,4057.0598273863,1311.75778748664,662.238245158658,2505.33778572695,1172.91839743004,586.442671420783,2263.31996689747
"Cote d'Ivoire","African ",2022-04-01,60566.8101515635,39579.6729085699,81367.8496276551,54196.1009068253,35440.8913425801,72819.2292945188,51565.0795720195,33720.2585804411,69282.7964292769
"Croatia","European",2022-04-01,635.279494556136,366.507700325265,1096.66316032157,394.864424259675,200.437452586721,774.990584759419,363.433589505384,182.942423341971,719.388519353539
"Cuba","Americas",2022-04-01,3326.01581683388,1605.29409432809,6095.74336495663,1691.6085226246,735.043284479292,3481.3893443248,1505.8812703782,649.048720418585,3130.13002347374
"Cyprus","European",2022-04-01,34.8500873797338,20.0435783088099,60.4419785122075,20.4754635061975,10.3924766086546,40.2026255860653,18.7757963129121,9.45538848736122,37.1631776568269
"Czech Republic","Eastern European",2022-04-01,9031.72870966233,5405.70187607865,14714.6911129147,4883.35894590185,2536.97842434856,9161.87588029307,4366.51131914095,2246.10470216675,8280.15506464989
"Democratic Republic of the Congo","African ",2022-04-01,284331.083801373,204115.561631164,363574.527757406,251689.035894827,180637.688450174,321940.70914215,239423.766203888,171834.180526732,306254.831803368
"Denmark","European",2022-04-01,426.734174162507,247.225146088428,733.019024400506,319.078167176932,163.215886056019,619.078769485291,297.308356205072,150.855882897794,582.007126448785
"Djibouti","Eastern Mediterranean",2022-04-01,1621.33993370899,1017.73008202228,2354.79529063345,1342.81549278889,770.935476739515,2068.38541059086,1248.0150026968,710.212410120448,1939.94347447654
"Dominica","Americas",2022-04-01,4.42943865576526,-9.20807623945431,20.246887791271,2.36144546708122,-5.11034356223291,11.6976951077151,2.10933322027092,-4.57009050177296,10.5254337127702
"Dominican Republic","Americas",2022-04-01,7478.2537693261,3058.92288625234,13431.3997597273,5463.47361923082,2101.86994335566,10597.1032995143,5009.13841505452,1914.10632879181,9796.7512747686
"Ecuador","Americas",2022-04-01,58930.8507882804,38845.1004231859,84108.2172204281,44906.1084775733,26173.3234603885,70685.2716098023,41346.5173896185,23836.7822205048,65795.3170366303
"Egypt","Eastern Mediterranean",2022-04-01,452145.650451762,342140.388138107,562481.687257908,419615.519868997,313534.750982511,522475.075428073,397520.245541093,296018.807995014,495606.677725959
"El Salvador","Americas",2022-04-01,6932.0131904503,3947.92356332785,11392.1224887352,4373.05360767339,2198.04533831216,8088.22007188514,3957.27484362134,1968.43250224732,7399.40694400918
"Equatorial Guinea","African ",2022-04-01,3775.75579648818,2682.79685659264,4852.58985411274,3400.76019922409,2418.88318195102,4367.21940606629,3235.87159478223,2301.5855063902,4155.30402534352
"Eritrea","African ",2022-04-01,6595.76827675773,2178.28535622826,10970.2597016658,6029.41476021622,1992.91583374791,10024.821057629,5736.3133649718,1895.48323967736,9537.20023556849
"Estonia","European",2022-04-01,209.607309162432,121.470875830567,357.170090369859,146.295469327096,74.5172992085567,282.593535655636,135.68868985662,68.5446298575477,264.236694789844
"Eswatini","African ",2022-04-01,5108.07607158896,3643.79285877117,6650.70283233704,4576.84299033684,3074.44437645,6108.88795230338,4301.23206418145,2865.62342857563,5771.86484890358
"Ethiopia","African ",2022-04-01,226684.884730884,149118.935147674,307070.508384206,206693.150564227,135781.685594265,279702.673917233,196657.594013245,129180.837286633,266134.694097215
"Finland","European",2022-04-01,161.68431153983,92.8814550848657,279.606538841297,101.097777708033,51.1672421395049,198.28861669857,93.0871502038728,46.7098922789616,184.065589953406
"France","European",2022-04-01,4433.53764152072,4194.81400639419,4668.08860464817,3533.39326558688,3343.13786394262,3720.32317586665,3295.76012695058,3118.30007098028,3470.11834256012
"Gabon","African ",2022-04-01,3355.33457452115,1670.49822997235,5045.71543281768,3073.90774961871,1529.77613701009,4612.26110767414,2924.2678898677,1455.28109969957,4388.19518242955
"Gambia (Republic of The)","African ",2022-04-01,6693.27464668439,4967.69969947149,8425.08541730621,5943.955891982,4412.74983853078,7486.25816656364,5654.66947357331,4198.01186878691,7121.80227070551
"Georgia","European",2022-04-01,3255.59007858194,1861.34189829062,5529.79065081061,2747.35474927611,1399.07915872044,5195.52113177248,2580.91889105765,1303.9280103881,4918.81533559005
"Germany","European",2022-04-01,8907.38294974865,8387.91204952878,9442.13253150956,6245.08089163617,5880.87315396215,6620.00070969112,5577.14518024803,5251.89087785811,5911.96586432355
"Ghana","African ",2022-04-01,45784.6415129562,22837.4994732065,69133.3028802384,42070.869442403,20990.6287996011,63398.4388175991,40017.3314770423,19965.7809451894,60303.6312263201
"Greece","European",2022-04-01,559.64659672376,321.266657796568,966.645724699224,323.270858263649,163.548110342855,633.587922929197,296.10481310216,148.575978447548,585.324113328013
"Guatemala","Americas",2022-04-01,58119.1186288457,42362.8317293427,73421.4767885076,50541.8204949045,33725.2496704147,67074.5577157173,47278.0417303429,31196.1848981318,63266.8250037295
"Guinea","African ",2022-04-01,30072.2116526544,18570.8775227492,41737.8168138373,26920.8267707582,16630.714997177,37357.746091124,25614.0685517741,15823.9970501052,35545.8852355119
"Guinea Bissau","African ",2022-04-01,6820.166921987,4891.60343052507,8721.14580662971,6140.05088747097,4406.65611943172,7849.30210732552,5842.33030216317,4192.99936335167,7468.69733301614
"Guyana","Americas",2022-04-01,2426.81934291416,1508.46826483937,3631.89857740639,1887.87015065626,1053.36077890497,3067.5758857679,1742.02490799795,962.012661521897,2859.31158380561
"Haiti","Americas",2022-04-01,13259.0811900853,2812.54867551623,24602.796423001,11734.925532554,2465.60039617172,22225.9844874643,11006.1397683852,2300.72177625251,20930.2355854718
"Honduras","Americas",2022-04-01,16384.16696023,10061.9668817179,24432.1616731218,12476.2721549388,6844.82668867432,20306.6877419023,11486.4802364632,6231.63017278552,18882.5209772533
"Hungary","Eastern European",2022-04-01,7068.85453249547,4215.17728260473,11636.6063395528,3529.60836767784,1832.55754447185,6680.77689665551,3137.97052507165,1613.63317536822,6002.14086593339
"India","South-East Asia",2022-04-01,3480480.90863226,2845692.03605353,4120666.62725003,2218323.5866778,1813733.77119871,2626353.14257677,2164201.07451481,1769482.41459697,2562275.55229324
"Indonesia","South-East Asia",2022-04-01,655213.439996498,411027.001218186,975060.172031575,475289.63141229,262510.043031172,786111.829334297,435464.439373559,237629.882970983,728378.941405411
"Iran (Islamic Republic of)","Eastern Mediterranean",2022-04-01,81189.3051714899,70992.7864480064,91222.7626008803,61436.4135897007,53720.6493009452,69028.7884605617,60580.8125191164,52972.5026828607,68067.4513339769
"Iraq","Eastern Mediterranean",2022-04-01,128178.512824014,106025.259785296,149542.634934262,118733.370152793,98420.3086908609,137916.283169468,112849.565605215,93384.6447982024,131132.597460825
"Ireland","European",2022-04-01,228.316502373852,91.6286556540776,452.837887281606,172.026776414756,63.7055449693637,374.86024519047,160.372010064931,58.9696220903748,351.38705065502
"Israel","European",2022-04-01,4875.09660555179,3200.77850235681,7048.59010766755,5688.50054263299,3560.48195696962,8264.21337974102,5469.28935733234,3409.00731930469,7952.64244273024
"Italy","European",2022-04-01,7851.27412228078,7543.98604889491,8149.14607852647,4899.1670370521,4707.42037573772,5085.03807487,4417.07125761381,4244.19316220909,4584.65191215346
"Jamaica","Americas",2022-04-01,1461.06089767991,771.171023935234,2502.76581927804,900.048813618657,426.670314813389,1727.5347832328,812.897111845752,381.455514228711,1574.17224518871
"Jordan","Eastern Mediterranean",2022-04-01,12962.5185876722,8377.51018700497,18278.6334056044,10935.7059656713,6498.97122558918,16210.4456787995,10187.3484307119,5998.84731486834,15222.4505804853
"Kazakhstan","European",2022-04-01,29032.7392371929,17901.4736394973,45106.4110905683,31650.7078562464,17760.8514858729,52227.6796103484,30273.8648219049,16874.7705759442,50185.1384691247
"Kenya","African ",2022-04-01,23164.6567321665,22746.8261823473,23585.9138428109,21403.9168957451,21017.8455428113,21793.1543574621,20512.4963091049,20142.5038801174,20885.5229862186
"Kuwait","Eastern Mediterranean",2022-04-01,1890.23433477468,1116.36104868016,3028.64941913901,1241.47391257791,646.0466692072,2233.40570353836,1127.24539872188,580.203931152878,2050.0230326486
"Kyrgyzstan","European",2022-04-01,6974.5956509291,4213.15848183171,10842.2950212221,8019.93353169136,4569.81937636871,12750.5865663305,7701.83909392677,4368.79796576195,12269.2611040202
"Lao People's Democratic Republic","Western Pacific",2022-04-01,2781.50201466627,-1333.58985606272,7301.61651122394,2263.99803749572,-1091.66296447977,6142.0974278989,2099.76590443796,-1013.04163232595,5733.25292837542
"Latvia","European",2022-04-01,576.627305342467,334.386863223303,986.970890372416,424.347850168916,216.472449292953,823.423766149762,394.974674085252,199.792745750644,772.960588544016
"Lebanon","Eastern Mediterranean",2022-04-01,8767.6647390245,5486.70693159262,13235.4823105952,5719.41569754068,3111.588998977,9811.30443189638,5190.15498703045,2792.90314916993,9006.74494148357
"Lesotho","African ",2022-04-01,6000.14375841893,3122.19716548893,9091.938525095,5507.49990091332,2814.56141065678,8401.77820680935,5200.22934277573,2653.61024005618,7950.03626863134
"Liberia","African ",2022-04-01,8657.70062586854,4748.47405840819,12442.7590759485,7828.19536430985,4288.63313078243,11250.7743919462,7448.71121180035,4080.73253277215,10705.1636560048
"Libya","Eastern Mediterranean",2022-04-01,4404.02685471694,2475.42894658364,7158.68379359561,3025.08599618201,1521.75028218746,5458.2150971862,2757.57268100985,1374.64545657388,5032.30300285146
"Lithuania","European",2022-04-01,1166.36330114607,676.442392225612,1996.67871463984,841.817475070186,429.462097070161,1635.73293952788,782.530097167966,395.818880451203,1533.48754285004
"Luxembourg","European",2022-04-01,2.37816356092769,0.823116232256668,4.90834958592769,1.48330529680134,0.482669313240845,3.3937548542633,1.36554817011173,0.443062106810257,3.14718582044916
"Madagascar","African ",2022-04-01,70230.0244705018,43747.3597357727,97080.4021274812,63952.4159453663,39896.8791997696,88391.2130424749,60848.7940786684,37960.7680059475,84099.5831807403
"Malawi","African ",2022-04-01,34973.42793658,23565.7505396619,46727.1652510892,31723.1710017437,21375.6665634771,42384.5742652127,28870.9047119895,19453.7561353965,38573.7291143415
"Malaysia","Western Pacific",2022-04-01,3002.52814692624,-835.099316400909,7864.80395905754,1859.21419019409,-518.985921929368,5315.70180344882,1679.88838378853,-470.12442386218,4829.88614926861
"Maldives","South-East Asia",2022-04-01,74.3064711405936,43.635475114889,120.58033655001,42.31296072707,21.7528959728781,78.3244222321674,37.9814534908043,19.3094872268151,71.0535427539039
"Mali","African ",2022-04-01,65547.3793637058,49910.4629581704,81096.6738274845,58022.8306438473,44164.5351352319,71804.1131541741,55195.2809343399,42011.9649351121,68304.5205541888
"Malta","European",2022-04-01,23.5754331470461,13.6039480811365,40.5280457311224,15.4125056307303,7.83825374495711,29.961144893446,14.2331261018524,7.17875612486719,27.8922710384094
"Mauritania","African ",2022-04-01,16743.4804832395,13025.3013215918,20416.2100032786,15008.7893126477,11682.5635225344,18294.5153222751,14280.485146868,11115.6773329856,17406.6936529692
"Mauritius","African ",2022-04-01,130.394738203524,51.8443486245252,256.788310249413,58.4681352441133,21.5577670795023,128.851173016419,51.5938529797332,18.9255728184445,114.62115269102
"Mexico","Americas",2022-04-01,311101.524917772,281427.867914137,340506.71564957,224223.78012189,202836.744024417,245417.321435556,210553.279281874,190470.1704252,230454.690366649
"Monaco","European",2022-04-01,3.16835563014241,1.64417306733779,5.9752444745684,2.04447343456767,0.931335383234661,4.41144791314184,1.88639867839893,0.852779292767397,4.10745140530161
"Mongolia","Western Pacific",2022-04-01,30.8063034962641,-1580.13713928131,1674.57919545836,27.1766170165363,-1406.82541064368,1485.91390527967,25.4759581029089,-1321.51489668705,1395.9480940066
"Montenegro","European",2022-04-01,268.810958370087,156.979785326995,457.937447115408,198.041207434459,101.834328411708,381.583854301782,184.346559282548,94.0276623351735,358.158054404787
"Morocco","Eastern Mediterranean",2022-04-01,25270.5148643877,9152.46807144259,46126.6144709732,19022.2654166999,6512.3488298682,37284.7905268083,17492.3850792536,5959.31528430193,34545.682857942
"Mozambique","African ",2022-04-01,100534.027550093,69650.8644435148,132057.172088148,89701.3922076338,62225.1259477684,117816.617337627,85343.0514202103,59201.5312611823,112091.970624939
"Myanmar","South-East Asia",2022-04-01,20826.0538672723,7078.86465637681,39433.4680735668,13991.9180802348,4450.61897228352,28837.3374884199,12729.5175908562,4032.74660693284,26495.0805338078
"Namibia","African ",2022-04-01,14036.4435139887,11027.765306848,17012.5446884463,13040.9026455003,10130.5929512915,15797.6336906737,12361.7733837551,9568.70463159017,14997.7294499475
"Nepal","South-East Asia",2022-04-01,9410.079129955,4498.84179378045,17036.315781192,5433.3119369952,2355.9846478385,11062.2079634912,4882.28191536838,2104.91825436593,10031.0382660441
"Netherlands","European",2022-04-01,1656.44009531291,965.12969314523,2824.49302866329,1182.59649956748,607.040435419287,2283.97095378835,1098.5114398785,559.160109273341,2139.07972790452
"Nicaragua","Americas",2022-04-01,8324.19081163978,5026.10557553606,12765.0759243809,6214.7751653397,3366.7103434735,10444.011156487,5710.20096671951,3061.4123306053,9696.27184742574
"Niger","African ",2022-04-01,83793.9599132856,64851.261183907,103172.259282164,74070.6851861934,57331.5120796772,91203.2563891627,70459.1230247305,54536.217438581,86756.3875790163
"Nigeria","African ",2022-04-01,432258.858603341,277530.700525531,584020.854108382,381696.776787189,245067.44452239,515706.903751925,372778.001082218,239341.167269846,503656.83028056
"North Macedonia","European",2022-04-01,601.844189626648,343.000131102005,1052.0885055792,385.286644842363,193.728881248327,762.655441877747,355.310392969367,177.020050227399,709.442607826619
"Oman","Eastern Mediterranean",2022-04-01,11863.3678478931,8513.18125194829,15401.6099706757,10074.9414725592,6562.60927146469,13920.4183148484,9393.62192158214,6049.03744980409,13101.2166112037
"Pakistan","Eastern Mediterranean",2022-04-01,411583.219808441,234281.373963583,590327.126868737,382685.540116442,217322.06607674,547779.866865323,363076.729159987,205982.523234347,519941.137649234
"Panama","Americas",2022-04-01,6264.6145670359,3584.22607157165,9812.47735675322,4870.33473110719,2554.53588670821,8215.67368500019,4493.78173423441,2335.70217574448,7646.02390674839
"Papua New Guinea","Western Pacific",2022-04-01,1572.60516936005,-5027.79609155438,8208.47281957328,1459.67847788828,-4653.70249027456,7604.47184310251,1386.71362011864,-4422.07974589669,7227.01436837309
"Paraguay","Americas",2022-04-01,15637.4700793973,10009.2491381641,22698.7632893033,11952.3769560938,6764.64398244225,19044.1063262244,11008.4409817013,6153.44966589188,17737.7862265785
"Peru","Americas",2022-04-01,179817.766622244,167732.564894136,192179.759153729,130038.281420067,121298.66189938,138978.066925795,121657.722966212,113481.34445008,130021.367398885
"Philippines","Western Pacific",2022-04-01,126017.829726962,101395.189327143,150757.820857405,88755.733028616,71413.7386257529,106180.378832004,80128.4755551942,64472.1621298957,95859.4064784339
"Poland","Eastern European",2022-04-01,22352.6477210483,22035.4483069851,22665.9891901501,10279.4583655438,10133.5857954962,10423.5567571987,7791.07293384773,7680.51226110856,7900.28890993418
"Portugal","European",2022-04-01,615.232867242018,353.070290737003,1056.8749908151,371.372902970805,187.557759978271,723.85441174345,341.152466117166,170.826076968391,670.187377704305
"Qatar","Eastern Mediterranean",2022-04-01,454.230017805388,255.877624881142,757.382114169384,259.223353080512,128.792796963503,487.105475515586,232.725868706431,114.593374867886,441.023080825652
"Republic of Korea","Western Pacific",2022-04-01,1192.33753930855,654.962768532598,2116.54699913669,461.89371116883,224.742435928382,930.556422261326,403.600273190374,194.846491050116,819.463334606429
"Republic of Moldova","Eastern European",2022-04-01,2100.92981413812,1236.74819165272,3556.73327261991,924.719154816314,475.106296269439,1803.06093446799,814.966229702926,414.920639060503,1604.58400957563
"Romania","Eastern European",2022-04-01,24521.6207136643,14825.5520102602,39852.1182097178,13004.321671625,6848.87975175126,24334.7795813554,11611.4880138883,6055.57998817638,21966.0494336563
"Russian Federation","Eastern European",2022-04-01,179598.101279263,158149.80116358,200811.487556536,94458.7029979548,83178.0792273951,105615.775036429,70840.1802702549,62380.171863357,79207.5299099258
"Rwanda","African ",2022-04-01,11676.1372871239,3374.20857445748,19772.7062306024,10689.0896128896,3089.64388907573,18100.8871189794,10169.0038832215,2939.66638676349,17215.7061080213
"Saint Lucia","Americas",2022-04-01,55.3245538823981,29.4054802775833,98.7971328742315,25.3165042480473,11.9894272197039,51.0762908313676,22.3710664826416,10.4917005067307,45.5470083420543
"Saint Vincent and the Grenadines","Americas",2022-04-01,185.210289235946,103.397029662512,312.85229573817,107.722213073006,53.1701368123275,206.013470708872,96.851698569166,47.3516723461745,187.22487192198
"San Marino","European",2022-04-01,6.11120025711914,3.41340683146497,10.9026696735664,3.85571019772068,1.87938602699778,7.87952075830167,3.55230644954888,1.71573022454945,7.32533445565572
"Sao Tome and Principe","African ",2022-04-01,511.133689378354,325.850069924502,696.279746289397,461.437713852133,294.486910251933,628.417863373196,439.068353525192,280.21089292953,597.954211946463
"Saudi Arabia","Eastern Mediterranean",2022-04-01,9894.85351703207,3418.75433698952,18653.297266898,7012.91099292787,2297.00504766155,14240.2693598462,6411.13480174446,2084.68746953562,13157.8000459415
"Senegal","African ",2022-04-01,36561.7686383248,25566.0226949465,47533.3905850842,32757.2306424757,22938.1776983144,42550.1706655574,31167.4923941894,21824.8375494905,40484.7152096596
"Serbia","European",2022-04-01,2121.53366833696,1232.13116276189,3640.7580002662,1327.97101910332,679.463470539647,2584.18394240419,1222.83379151526,620.443012526391,2399.44203646825
"Seychelles","African ",2022-04-01,6.80573196928011,-41.7151379620155,56.8730870330035,5.22654697339162,-32.6868905636297,45.1377371196923,4.8161672112967,-30.330782321851,41.7132162776113
