"Country.Region","mult"
"Afghanistan",6.080962713549
"Albania",3.94425770042649
"Algeria",11.1345503629006
"Andorra",2.6893186369258
"Angola",12.8836776253821
"Antigua and Barbuda",-0.24309952189861
"Argentina",0.770238005255446
"Armenia",2.4665359787219
"Australia",-6.32692874415571
"Austria",0.869324612649383
"Azerbaijan",6.8468247291634
"Bahamas",1.40390760835214
"Bahrain",0.481760166962652
"Bangladesh",5.06379949766806
"Barbados",-1.35337441872701
"Belarus",8.78148298192593
"Belgium",0.632459545224912
"Belize",1.16532457861374
"Benin",73.983641428098
"Bhutan",-130.486991221579
"Bolivia (Plurinational State of)",4.47309059242009
"Bosnia and Herzegovina",1.17746115908709
"Botswana",3.04203339152454
"Brazil",1.10373251299739
"Brunei Darussalam",-1.10901878882372
"Bulgaria",1.85734615759925
"Burkina Faso",69.9721204793186
"Myanmar",2.325201188025
"Burundi",247.099388477847
"Cabo Verde",2.64388532319056
"Cambodia",4.19790504578781
"Cameroon",19.142789213594
"Canada",0.720289103010503
"Central African Republic",62.1992808906027
"Chad",106.730503596929
"Chile",0.989272441167813
"China",-9.64399837922173
"Colombia",1.27211848088105
"Comoros",4.63784777339204
"Congo",12.4218282549777
"Democratic Republic of the Congo",98.0899083793207
"Costa Rica",1.31642565608086
"Cote d'Ivoire",35.8035482138331
"Croatia",1.3699239009585
"Cuba",2.19181125697078
"Cyprus",1.58110466451693
"Czech Republic",1.02517495940371
"Denmark",1.13231788059068
"Djibouti",9.39461105715533
"Dominica",0.332814128521342
"Dominican Republic",2.83246860861005
"Ecuador",2.40638534679888
"Egypt",11.5980504507791
"El Salvador",4.48542446153531
"Equatorial Guinea",9.8605068280943
"Eritrea",32.1114468272048
"Estonia",1.74659738502937
"Eswatini",2.93966728677318
"Ethiopia",15.0042285204162
"Fiji",-0.161129751931154
"Finland",1.66686103562786
"France",0.656222658811494
"Gabon",5.60417104833649
"Gambia (Republic of The)",8.5008868388388
"Georgia",1.77673124865401
"Germany",1.74212886677918
"Ghana",16.2721615614074
"Greece",0.93285192096305
"Grenada",-1.32982619215292
"Guatemala",3.06672199680057
"Guinea",32.1892246807271
"Guinea Bissau",19.1481170612828
"Guyana",2.67736103802647
"Haiti",13.514369459561
"Honduras",2.1836838842896
"Hungary",0.931371098553862
"Iceland",-0.287371210052937
"India",9.87593161801536
"Indonesia",7.15761120846365
"Iran (Islamic Republic of)",1.76770762044349
"Iraq",2.76662814803062
"Ireland",0.498966378041217
"Israel",0.7493722642989
"Italy",1.17029284303766
"Jamaica",1.4581417206199
"Japan",-0.962465616628001
"Jordan",0.947251086288077
"Kazakhstan",4.18508733057599
"Kenya",2.29656316585862
"Republic of Korea",1.11786969822325
"Kuwait",1.72817744974511
"Kyrgyzstan",4.4140489268207
"Lao People's Democratic Republic",4.8386996749591
"Latvia",1.67795336707122
"Lebanon",2.03093506656597
"Lesotho",6.01573577278803
"Liberia",14.2273908697408
"Libya",1.38511521874456
"Lithuania",2.33582056295489
"Luxembourg",0.075936374685697
"Madagascar",25.0666075810997
"Malawi",7.26785956174247
"Malaysia",0.242975602819473
"Maldives",0.938216791213826
"Mali",41.5345805964376
"Malta",1.00140999530985
"Mauritania",8.0535916606475
"Mauritius",1.20687935143389
"Mexico",2.09585686800506
"Republic of Moldova",1.7671602098868
"Monaco",1.6806003774978
"Mongolia",0.011973447200493
"Montenegro",1.62165394794522
"Morocco",2.36773976313086
"Mozambique",21.3754745162245
"Namibia",2.13867271333942
"Nepal",2.82492388277366
"Netherlands",1.36555478041941
"New Zealand",-52.4930363332073
"Nicaragua",55.9262478226055
"Niger",125.262365366676
"Nigeria",61.8100663232968
"North Macedonia",1.93322544449668
"Norway",-0.0775174848459363
"Oman",2.7938583277821
"Pakistan",8.02065396988699
"Panama",1.0393376660016
"Papua New Guinea",1.37086008332993
"Paraguay",1.19571269723669
"Peru",1.43174665539594
"Philippines",3.60433791008809
"Poland",1.62312236828992
"Portugal",1.07872492402658
"Qatar",2.50537661218166
"Romania",1.81971295407184
"Russian Federation",3.54889315344813
"Rwanda",4.03859228154507
"Saint Kitts and Nevis",-7.37806386323818
"Saint Lucia",1.25730480663786
"Saint Vincent and the Grenadines",6.11350984920033
"San Marino",1.70522567013202
"Sao Tome and Principe",3.36709221367461
"Saudi Arabia",1.99727742441879
"Senegal",8.78146333993995
"Serbia",4.376551724036
"Seychelles",0.0584674756884211
"Sierra Leone",64.537275645769
"Singapore",1.78125514926561
"Slovakia",1.46198711633997
"Slovenia",0.998718841316419
"Somalia",26.6613952008297
"South Africa",2.62303450135754
"South Sudan",68.3338387210744
"Spain",1.16254107718078
"Sri Lanka",-0.580269942094813
"Sudan",11.4810083594773
"Suriname",0.611052353860424
"Sweden",0.735121443992559
"Switzerland",0.675060903186809
"Syrian Arab Republic",2.63039081689946
"Tajikistan",104.602259384609
"United Republic of Tanzania",54.6136251517186
"Thailand",0.727738167993322
"Timor-Leste",5.66758218529858
"Togo",-28.048709966834
"Trinidad and Tobago",0.711526845157892
"Tunisia",0.936169189773971
"Turkey",3.22262713747217
"Uganda",6.27680934614559
"Ukraine",1.95049777700971
"United Arab Emirates",1.10636967188326
"England & Wales",0.998663639158195
"Uruguay",0.507577564549089
"United States of America",1.13117131045946
"Uzbekistan",30.454417068058
"Vanuatu",-74.7000942997016
"Venezuela (Bolivarian Republic of)",4.24600341451947
"Viet Nam",-0.19265123730384
"Yemen",17.1119495743506
"Zambia",6.33094980727217
"Zimbabwe",3.73444892162459
