"country","region","date","primary_secondary","ps_lower","ps_upper","primary","p_lower","p_upper","orphanhood","or_lower","or_upper"
"Global","Global",2021-12-31,9460140.29762011,8062057.32940936,10892132.8290088,7180017.15105522,6106895.84766781,8294449.89039988,6798093.74259412,5763611.54250492,7874477.68197741
"Global","Global",2022-05-01,10378011.753025,8863350.55983841,11920001.744576,7872814.72835742,6718546.64356514,9073861.77639519,7450388.37650405,6336327.62527002,8609988.48128178
