"country","region","date","primary_secondary","primary","orphanhood"
"Global","Global","2020-01-01",10469.7309923473,8392.92740620068,8067.12261452628
"African ","African ","2020-01-01",6056.87854212287,5416.77317918185,5203.29605457029
"Americas","Americas","2020-01-01",9.91431056720795,8.7674398023692,8.22252852774477
"Eastern Mediterranean","Eastern Mediterranean","2020-01-01",379.035578650741,344.684861688089,327.610674284523
"European","European","2020-01-01",0.176767236748001,0.14755142513262,0.138509601901218
"South-East Asia","South-East Asia","2020-01-01",4013.60954950397,2614.30518129769,2520.2019439751
"Western Pacific","Western Pacific","2020-01-01",10.11624426575,8.2491928055469,7.65290356672684
"Angola","African ","2020-01-01",210.352293641147,186.395660176354,177.316069828307
"Azerbaijan","European","2020-01-01",0.176767236748001,0.14755142513262,0.138509601901218
"Burundi","African ","2020-01-01",88.6817992415512,78.6633124193826,74.8331114333927
"Benin","African ","2020-01-01",37.2267194136226,33.2149833818761,31.601151744873
"Burkina Faso","African ","2020-01-01",99.0742361205644,88.0434438852072,83.7595926590856
"Bangladesh","South-East Asia","2020-01-01",20.5130175991806,12.7450791522947,11.5189498338722
"Central African Republic","African ","2020-01-01",34.1935612870275,30.6103536234401,29.1245037194212
"Cote d'Ivoire","African ","2020-01-01",110.166845744046,98.5789655025584,93.7933193571608
"Cameroon","African ","2020-01-01",54.4198001341619,48.814166437301,46.4457974467584
"Democratic Republic of the Congo","African ","2020-01-01",386.963684551733,342.539111056789,325.846550088175
"Congo","African ","2020-01-01",24.4132588153737,21.9594766633114,20.8945756648266
"Comoros","African ","2020-01-01",4.67686244606592,4.24638673748735,4.04045738715855
"Djibouti","Eastern Mediterranean","2020-01-01",1.59332182605484,1.31961052000409,1.22644826152638
"Eritrea","African ","2020-01-01",2.85786182742223,2.61246811014234,2.48547103354932
"Ethiopia","African ","2020-01-01",86.8194359733825,79.1626789446132,75.3190995172967
"Micronesia (Federated States of)","Western Pacific","2020-01-01",0.161022731048507,0.146042057506167,0.137548310597547
"Gabon","African ","2020-01-01",6.45450428523959,5.91313632118986,5.6252809390948
"Ghana","African ","2020-01-01",202.989833538925,186.524530994408,177.42000781852
"Guinea","African ","2020-01-01",73.3044329118913,65.622574180556,62.437202539055
"Gambia (Republic of The)","African ","2020-01-01",10.7373181854623,9.53526473385929,9.07119288784209
"Guinea Bissau","African ","2020-01-01",19.9577034220353,17.9674949323159,17.0962817769528
"Haiti","Americas","2020-01-01",9.89746031260879,8.75972912940025,8.21571494969607
"Indonesia","South-East Asia","2020-01-01",609.236112492156,441.937832274931,404.907234769087
"India","South-East Asia","2020-01-01",3306.23975005324,2107.26902784161,2055.85601746072
"Kenya","African ","2020-01-01",521.483691249929,481.845844687203,461.778148310257
"Lao People's Democratic Republic","Western Pacific","2020-01-01",9.94427046785265,8.09411918626503,7.50696564762748
"Liberia","African ","2020-01-01",54.9509100871622,49.6859937988184,47.2773866587487
"Saint Lucia","Americas","2020-01-01",0.0168502545991528,0.00771067296894827,0.00681357804869741
"Sri Lanka","South-East Asia","2020-01-01",8.10781312634006,5.60773889483809,5.1150248309672
"Lesotho","African ","2020-01-01",10.3008317658637,9.45507844711511,8.92756736514523
"Madagascar","African ","2020-01-01",341.418874922225,310.90067339783,295.812609654422
"Myanmar","South-East Asia","2020-01-01",22.5226987076967,15.1318035222762,13.7665585242593
"Mozambique","African ","2020-01-01",90.2368865120994,80.5137777314693,76.6018375396788
"Malawi","African ","2020-01-01",137.807760063549,125.000590327913,113.761645457866
"Namibia","African ","2020-01-01",6.24442389286227,5.80153540908687,5.49940966162404
"Niger","African ","2020-01-01",57.6389811717166,50.9506751231391,48.4664058077795
"Nigeria","African ","2020-01-01",2317.40707511713,2046.33587830697,1998.52093245053
"Nepal","South-East Asia","2020-01-01",33.9407257521191,19.5971306757918,17.6096491055587
"Pakistan","Eastern Mediterranean","2020-01-01",93.8870297621873,87.2951251783133,82.8221220788996
"Rwanda","African ","2020-01-01",26.8970525020609,24.6232977094384,23.4252325589127
"Sudan","Eastern Mediterranean","2020-01-01",142.550436237327,128.3799741905,122.155299592441
"Senegal","African ","2020-01-01",58.3873262289779,52.3116682565315,49.7729353347308
"Sierra Leone","African ","2020-01-01",26.6962723211713,24.3074364544554,23.1278317171422
"Somalia","Eastern Mediterranean","2020-01-01",71.2871369169897,63.0702512654004,59.9960762934834
"South Sudan","African ","2020-01-01",46.4092266862156,41.5599612436211,39.5427813692943
"Eswatini","African ","2020-01-01",0.834153605128852,0.747402745572384,0.702395223279572
"Chad","African ","2020-01-01",4.44450672901173,3.93636276614686,3.74457813278615
"Togo","African ","2020-01-01",39.5471321166837,35.7263463557541,33.9944533730852
"Timor-Leste","South-East Asia","2020-01-01",13.049431773241,12.0165689359466,11.4285094506312
"Tuvalu","Western Pacific","2020-01-01",0.0109510668488162,0.00903156177570819,0.00838960850181449
"United Republic of Tanzania","African ","2020-01-01",379.097677243023,337.774017896713,321.354863372986
"Uganda","African ","2020-01-01",290.194337409552,259.456798981881,246.858290847806
"Yemen","Eastern Mediterranean","2020-01-01",69.7176539081819,64.6199005338717,61.4107280581726
"Zambia","African ","2020-01-01",141.820165186479,126.947912881037,120.785631455112
"Zimbabwe","African ","2020-01-01",51.7711057723753,48.4879185603681,46.2314524376281
"Global","Global","2020-01-06",21012.8315232424,16846.2151977869,16190.8349598243
"African ","African ","2020-01-06",12143.6518106375,10860.3074707514,10432.0863524344
"Americas","Americas","2020-01-06",21.4492779243086,18.8423815044654,17.6581678625946
"Eastern Mediterranean","Eastern Mediterranean","2020-01-06",767.824097407733,698.406613187255,663.797845587306
"European","European","2020-01-06",0.332181019447264,0.277278661606982,0.26028726595061
"South-East Asia","South-East Asia","2020-01-06",8058.55232285332,5251.239718278,5061.12969777257
"Western Pacific","Western Pacific","2020-01-06",21.0218334001057,17.141735404117,15.9026089013901
"Angola","African ","2020-01-06",420.704587282294,372.791320352708,354.632139656615
"Azerbaijan","European","2020-01-06",0.332181019447264,0.277278661606982,0.26028726595061
