"country","region","date","primary_secondary","ps_lower","ps_upper","primary","p_lower","p_upper","orphanhood","or_lower","or_upper"
"Global","Global",2021-12-31,12854499.4814153,12234349.8861628,13501441.2193067,10275445.1296938,9732388.71373232,10838869.9305183,9714219.68397521,9196998.04626586,10253238.3839609
"Global","Global",2022-04-01,14005005.6464568,13324221.6132732,14684796.2826518,11185845.0572492,10594388.2296921,11775980.344039,10571531.0101969,10004230.8602987,11133382.2513826
