week,year,gender,age,excess_deaths
1,2020,Male,0-14,-48.60000000000002
1,2021,Male,0-14,-72.60000000000002
1,2020,Female,0-14,16.600000000000023
1,2021,Female,0-14,-32.39999999999998
1,2020,Male,15-19,14
1,2021,Male,15-19,14
1,2020,Female,15-19,-9.200000000000003
1,2021,Female,15-19,7.799999999999997
1,2020,Male,20-24,5.600000000000023
1,2021,Male,20-24,23.600000000000023
1,2020,Female,20-24,5.400000000000006
1,2021,Female,20-24,22.400000000000006
1,2020,Male,25-29,59.19999999999999
1,2021,Male,25-29,145.2
1,2020,Female,25-29,1
1,2021,Female,25-29,41
1,2020,Male,30-34,73.19999999999999
1,2021,Male,30-34,181.2
1,2020,Female,30-34,26.599999999999994
1,2021,Female,30-34,99.6
1,2020,Male,35-39,67.19999999999999
1,2021,Male,35-39,260.2
1,2020,Female,35-39,12.800000000000011
1,2021,Female,35-39,145.8
1,2020,Male,40-44,57
1,2021,Male,40-44,338
1,2020,Female,40-44,41.19999999999999
1,2021,Female,40-44,176.2
1,2020,Male,45-49,-42.39999999999998
1,2021,Male,45-49,336.6
1,2020,Female,45-49,-32
1,2021,Female,45-49,155
1,2020,Male,50-54,-115.40000000000009
1,2021,Male,50-54,467.5999999999999
1,2020,Female,50-54,-115.39999999999998
1,2021,Female,50-54,133.60000000000002
1,2020,Male,55-59,-101
1,2021,Male,55-59,798
1,2020,Female,55-59,-46
1,2021,Female,55-59,371
1,2020,Male,60-64,158.19999999999982
1,2021,Male,60-64,1413.1999999999998
1,2020,Female,60-64,95.40000000000009
1,2021,Female,60-64,701.4000000000001
1,2020,Male,65-69,148
1,2021,Male,65-69,1864
1,2020,Female,65-69,10.599999999999909
1,2021,Female,65-69,965.5999999999999
1,2020,Male,70-74,221.19999999999982
1,2021,Male,70-74,2390.2
1,2020,Female,70-74,293
1,2021,Female,70-74,1607
1,2020,Male,75-79,237.80000000000018
1,2021,Male,75-79,2506.8
1,2020,Female,75-79,256.4000000000001
1,2021,Female,75-79,1699.4
1,2020,Male,80-84,-52.40000000000009
1,2021,Male,80-84,2006.6
1,2020,Female,80-84,-215.80000000000018
1,2021,Female,80-84,1528.1999999999998
1,2020,Male,85+,-258.39999999999964
1,2021,Male,85+,3052.6000000000004
1,2020,Female,85+,-1095.3999999999996
1,2021,Female,85+,3138.6000000000004
2,2020,Male,0-14,-21
2,2021,Male,0-14,-52
2,2020,Female,0-14,2.1999999999999886
2,2021,Female,0-14,-32.80000000000001
2,2020,Male,15-19,25.400000000000006
2,2021,Male,15-19,38.400000000000006
2,2020,Female,15-19,-10
2,2021,Female,15-19,-14
2,2020,Male,20-24,-8.399999999999977
2,2021,Male,20-24,84.60000000000002
2,2020,Female,20-24,-3.4000000000000057
2,2021,Female,20-24,10.599999999999994
2,2020,Male,25-29,4.199999999999989
2,2021,Male,25-29,149.2
2,2020,Female,25-29,-16.599999999999994
2,2021,Female,25-29,53.400000000000006
2,2020,Male,30-34,88.19999999999999
2,2021,Male,30-34,255.2
2,2020,Female,30-34,41.599999999999994
2,2021,Female,30-34,67.6
2,2020,Male,35-39,90.19999999999999
2,2021,Male,35-39,270.2
2,2020,Female,35-39,30.400000000000006
2,2021,Female,35-39,181.4
2,2020,Male,40-44,71.39999999999998
2,2021,Male,40-44,324.4
2,2020,Female,40-44,10
2,2021,Female,40-44,138
2,2020,Male,45-49,24.200000000000045
2,2021,Male,45-49,328.20000000000005
2,2020,Female,45-49,-46.60000000000002
2,2021,Female,45-49,154.39999999999998
2,2020,Male,50-54,-114
2,2021,Male,50-54,457
2,2020,Female,50-54,-86.39999999999998
2,2021,Female,50-54,237.60000000000002
2,2020,Male,55-59,-101.59999999999991
2,2021,Male,55-59,785.4000000000001
2,2020,Female,55-59,-57.799999999999955
2,2021,Female,55-59,235.20000000000005
2,2020,Male,60-64,120.59999999999991
2,2021,Male,60-64,1488.6
2,2020,Female,60-64,57
2,2021,Female,60-64,810
2,2020,Male,65-69,87.59999999999991
2,2021,Male,65-69,1864.6
2,2020,Female,65-69,109.19999999999982
2,2021,Female,65-69,1101.1999999999998
2,2020,Male,70-74,350.1999999999998
2,2021,Male,70-74,2376.2
2,2020,Female,70-74,312.1999999999998
2,2021,Female,70-74,1606.1999999999998
2,2020,Male,75-79,221.80000000000018
2,2021,Male,75-79,2415.8
2,2020,Female,75-79,219
2,2021,Female,75-79,1537
2,2020,Male,80-84,-34.19999999999982
2,2021,Male,80-84,2089.8
2,2020,Female,80-84,-114
2,2021,Female,80-84,1654
2,2020,Male,85+,-289.8000000000002
2,2021,Male,85+,2852.2
2,2020,Female,85+,-1084.2000000000007
2,2021,Female,85+,2998.7999999999993
3,2020,Male,0-14,-19.600000000000023
3,2021,Male,0-14,-44.60000000000002
3,2020,Female,0-14,8.399999999999977
3,2021,Female,0-14,-25.600000000000023
3,2020,Male,15-19,14.199999999999989
3,2021,Male,15-19,23.19999999999999
3,2020,Female,15-19,8.799999999999997
3,2021,Female,15-19,8.799999999999997
3,2020,Male,20-24,-2.6000000000000227
3,2021,Male,20-24,76.39999999999998
3,2020,Female,20-24,0.4000000000000057
3,2021,Female,20-24,27.400000000000006
3,2020,Male,25-29,28
3,2021,Male,25-29,98
3,2020,Female,25-29,1
3,2021,Female,25-29,61
3,2020,Male,30-34,58.60000000000002
3,2021,Male,30-34,211.60000000000002
3,2020,Female,30-34,34.19999999999999
3,2021,Female,30-34,103.19999999999999
3,2020,Male,35-39,77.60000000000002
3,2021,Male,35-39,276.6
3,2020,Female,35-39,48.80000000000001
3,2021,Female,35-39,116.80000000000001
3,2020,Male,40-44,39.60000000000002
3,2021,Male,40-44,273.6
3,2020,Female,40-44,6.399999999999977
3,2021,Female,40-44,131.39999999999998
3,2020,Male,45-49,40.799999999999955
3,2021,Male,45-49,330.79999999999995
3,2020,Female,45-49,1.1999999999999886
3,2021,Female,45-49,140.2
3,2020,Male,50-54,-110.40000000000009
3,2021,Male,50-54,419.5999999999999
3,2020,Female,50-54,-72.39999999999998
3,2021,Female,50-54,180.60000000000002
3,2020,Male,55-59,-120
3,2021,Male,55-59,682
3,2020,Female,55-59,40.799999999999955
3,2021,Female,55-59,322.79999999999995
3,2020,Male,60-64,149.4000000000001
3,2021,Male,60-64,1398.4
3,2020,Female,60-64,93.79999999999995
3,2021,Female,60-64,773.8
3,2020,Male,65-69,165.80000000000018
3,2021,Male,65-69,1792.8000000000002
3,2020,Female,65-69,92
3,2021,Female,65-69,954
3,2020,Male,70-74,292.8000000000002
3,2021,Male,70-74,2328.8
3,2020,Female,70-74,286.4000000000001
3,2021,Female,70-74,1564.4
3,2020,Male,75-79,236.80000000000018
3,2021,Male,75-79,2336.8
3,2020,Female,75-79,16.59999999999991
3,2021,Female,75-79,1545.6
3,2020,Male,80-84,-66.40000000000009
3,2021,Male,80-84,1704.6
3,2020,Female,80-84,-119.19999999999982
3,2021,Female,80-84,1363.8000000000002
3,2020,Male,85+,-393.60000000000036
3,2021,Male,85+,2510.3999999999996
3,2020,Female,85+,-815.2000000000007
3,2021,Female,85+,2535.7999999999993
4,2020,Male,0-14,-8.399999999999977
4,2021,Male,0-14,-32.39999999999998
4,2020,Female,0-14,-7.800000000000011
4,2021,Female,0-14,-10.800000000000011
4,2020,Male,15-19,-4.199999999999989
4,2021,Male,15-19,56.80000000000001
4,2020,Female,15-19,-0.7999999999999972
4,2021,Female,15-19,8.200000000000003
4,2020,Male,20-24,3.6000000000000227
4,2021,Male,20-24,41.60000000000002
4,2020,Female,20-24,-3.799999999999997
4,2021,Female,20-24,29.200000000000003
4,2020,Male,25-29,4.800000000000011
4,2021,Male,25-29,78.80000000000001
4,2020,Female,25-29,5.199999999999989
4,2021,Female,25-29,80.19999999999999
4,2020,Male,30-34,84.60000000000002
4,2021,Male,30-34,189.60000000000002
4,2020,Female,30-34,54.599999999999994
4,2021,Female,30-34,48.599999999999994
4,2020,Male,35-39,79
4,2021,Male,35-39,236
4,2020,Female,35-39,19.19999999999999
4,2021,Female,35-39,68.19999999999999
4,2020,Male,40-44,55.39999999999998
4,2021,Male,40-44,317.4
4,2020,Female,40-44,16
4,2021,Female,40-44,116
4,2020,Male,45-49,-0.6000000000000227
4,2021,Male,45-49,318.4
4,2020,Female,45-49,-13.800000000000011
4,2021,Female,45-49,126.19999999999999
4,2020,Male,50-54,-90.79999999999995
4,2021,Male,50-54,406.20000000000005
4,2020,Female,50-54,-59.799999999999955
4,2021,Female,50-54,173.20000000000005
4,2020,Male,55-59,-17.59999999999991
4,2021,Male,55-59,652.4000000000001
4,2020,Female,55-59,-64.20000000000005
4,2021,Female,55-59,290.79999999999995
4,2020,Male,60-64,206.5999999999999
4,2021,Male,60-64,1267.6
4,2020,Female,60-64,104.20000000000005
4,2021,Female,60-64,617.2
4,2020,Male,65-69,155.5999999999999
4,2021,Male,65-69,1490.6
4,2020,Female,65-69,134.19999999999982
4,2021,Female,65-69,855.1999999999998
4,2020,Male,70-74,487.8000000000002
4,2021,Male,70-74,2146.8
4,2020,Female,70-74,258.8000000000002
4,2021,Female,70-74,1267.8000000000002
4,2020,Male,75-79,289.5999999999999
4,2021,Male,75-79,1888.6
4,2020,Female,75-79,175.19999999999982
4,2021,Female,75-79,1256.1999999999998
4,2020,Male,80-84,47.19999999999982
4,2021,Male,80-84,1458.1999999999998
4,2020,Female,80-84,-127
4,2021,Female,80-84,1141
4,2020,Male,85+,-202
4,2021,Male,85+,2137
4,2020,Female,85+,-886.2000000000007
4,2021,Female,85+,1883.7999999999993
5,2020,Male,0-14,-44
5,2021,Male,0-14,-82
5,2020,Female,0-14,5.800000000000011
5,2021,Female,0-14,-4.199999999999989
5,2020,Male,15-19,21.799999999999997
5,2021,Male,15-19,58.8
5,2020,Female,15-19,7.399999999999999
5,2021,Female,15-19,0.3999999999999986
5,2020,Male,20-24,8.199999999999989
5,2021,Male,20-24,56.19999999999999
5,2020,Female,20-24,-10.599999999999994
5,2021,Female,20-24,56.400000000000006
5,2020,Male,25-29,28
5,2021,Male,25-29,107
5,2020,Female,25-29,6
5,2021,Female,25-29,56
5,2020,Male,30-34,54.60000000000002
5,2021,Male,30-34,215.60000000000002
5,2020,Female,30-34,-1
5,2021,Female,30-34,75
5,2020,Male,35-39,64.19999999999999
5,2021,Male,35-39,293.2
5,2020,Female,35-39,13.400000000000006
5,2021,Female,35-39,112.4
5,2020,Male,40-44,51.60000000000002
5,2021,Male,40-44,281.6
5,2020,Female,40-44,13.800000000000011
5,2021,Female,40-44,117.80000000000001
5,2020,Male,45-49,-9.200000000000045
5,2021,Male,45-49,175.79999999999995
5,2020,Female,45-49,-3.6000000000000227
5,2021,Female,45-49,122.39999999999998
5,2020,Male,50-54,-8.400000000000091
5,2021,Male,50-54,329.5999999999999
5,2020,Female,50-54,-60.200000000000045
5,2021,Female,50-54,87.79999999999995
5,2020,Male,55-59,-138.4000000000001
5,2021,Male,55-59,508.5999999999999
5,2020,Female,55-59,0.599999999999909
5,2021,Female,55-59,259.5999999999999
5,2020,Male,60-64,94.19999999999982
5,2021,Male,60-64,1179.1999999999998
5,2020,Female,60-64,45.200000000000045
5,2021,Female,60-64,655.2
5,2020,Male,65-69,152.5999999999999
5,2021,Male,65-69,1523.6
5,2020,Female,65-69,139.4000000000001
5,2021,Female,65-69,814.4000000000001
5,2020,Male,70-74,395.8000000000002
5,2021,Male,70-74,1965.8000000000002
5,2020,Female,70-74,247
5,2021,Female,70-74,1174
5,2020,Male,75-79,356.1999999999998
5,2021,Male,75-79,1708.1999999999998
5,2020,Female,75-79,151.4000000000001
5,2021,Female,75-79,1142.4
5,2020,Male,80-84,-68.40000000000009
5,2021,Male,80-84,1400.6
5,2020,Female,80-84,-136.4000000000001
5,2021,Female,80-84,782.5999999999999
5,2020,Male,85+,-166.39999999999964
5,2021,Male,85+,1745.6000000000004
5,2020,Female,85+,-443
5,2021,Female,85+,1332
6,2020,Male,0-14,8.199999999999989
6,2021,Male,0-14,-32.80000000000001
6,2020,Female,0-14,-12.199999999999989
6,2021,Female,0-14,-67.19999999999999
6,2020,Male,15-19,20.599999999999994
6,2021,Male,15-19,19.599999999999994
6,2020,Female,15-19,-5.600000000000001
6,2021,Female,15-19,8.399999999999999
6,2020,Male,20-24,11.399999999999977
6,2021,Male,20-24,10.399999999999977
6,2020,Female,20-24,15.599999999999994
6,2021,Female,20-24,25.599999999999994
6,2020,Male,25-29,24.399999999999977
6,2021,Male,25-29,132.39999999999998
6,2020,Female,25-29,3
6,2021,Female,25-29,12
6,2020,Male,30-34,44.19999999999999
6,2021,Male,30-34,144.2
6,2020,Female,30-34,16.400000000000006
6,2021,Female,30-34,64.4
6,2020,Male,35-39,66.80000000000001
6,2021,Male,35-39,187.8
6,2020,Female,35-39,15.199999999999989
6,2021,Female,35-39,123.19999999999999
6,2020,Male,40-44,60
6,2021,Male,40-44,248
6,2020,Female,40-44,11
6,2021,Female,40-44,144
6,2020,Male,45-49,13.600000000000023
6,2021,Male,45-49,233.60000000000002
6,2020,Female,45-49,20.80000000000001
6,2021,Female,45-49,140.8
6,2020,Male,50-54,-121.20000000000005
6,2021,Male,50-54,324.79999999999995
6,2020,Female,50-54,-95.39999999999998
6,2021,Female,50-54,64.60000000000002
6,2020,Male,55-59,-30
6,2021,Male,55-59,519
6,2020,Female,55-59,-18.200000000000045
6,2021,Female,55-59,189.79999999999995
6,2020,Male,60-64,212
6,2021,Male,60-64,917
6,2020,Female,60-64,167.20000000000005
6,2021,Female,60-64,497.20000000000005
6,2020,Male,65-69,84.80000000000018
6,2021,Male,65-69,1073.8000000000002
6,2020,Female,65-69,79.80000000000018
6,2021,Female,65-69,518.8000000000002
6,2020,Male,70-74,342.4000000000001
6,2021,Male,70-74,1588.4
6,2020,Female,70-74,188.4000000000001
6,2021,Female,70-74,866.4000000000001
6,2020,Male,75-79,221
6,2021,Male,75-79,1299
6,2020,Female,75-79,332
6,2021,Female,75-79,936
6,2020,Male,80-84,12.199999999999818
6,2021,Male,80-84,966.1999999999998
6,2020,Female,80-84,-12.800000000000182
6,2021,Female,80-84,639.1999999999998
6,2020,Male,85+,154
6,2021,Male,85+,1057
6,2020,Female,85+,-504.39999999999964
6,2021,Female,85+,364.60000000000036
7,2020,Male,0-14,-51.39999999999998
7,2021,Male,0-14,-66.39999999999998
7,2020,Female,0-14,14.600000000000023
7,2021,Female,0-14,-19.399999999999977
7,2020,Male,15-19,5.599999999999994
7,2021,Male,15-19,11.599999999999994
7,2020,Female,15-19,-6.200000000000003
7,2021,Female,15-19,20.799999999999997
7,2020,Male,20-24,0.8000000000000114
7,2021,Male,20-24,22.80000000000001
7,2020,Female,20-24,7.799999999999997
7,2021,Female,20-24,16.799999999999997
7,2020,Male,25-29,23.399999999999977
7,2021,Male,25-29,61.39999999999998
7,2020,Female,25-29,-8.800000000000011
7,2021,Female,25-29,10.199999999999989
7,2020,Male,30-34,51
7,2021,Male,30-34,196
7,2020,Female,30-34,53.19999999999999
7,2021,Female,30-34,51.19999999999999
7,2020,Male,35-39,80.19999999999999
7,2021,Male,35-39,162.2
7,2020,Female,35-39,10.199999999999989
7,2021,Female,35-39,98.19999999999999
7,2020,Male,40-44,86.19999999999999
7,2021,Male,40-44,213.2
7,2020,Female,40-44,11.800000000000011
7,2021,Female,40-44,79.80000000000001
7,2020,Male,45-49,-32.200000000000045
7,2021,Male,45-49,180.79999999999995
7,2020,Female,45-49,-87.60000000000002
7,2021,Female,45-49,78.39999999999998
7,2020,Male,50-54,-160.5999999999999
7,2021,Male,50-54,259.4000000000001
7,2020,Female,50-54,-58.799999999999955
7,2021,Female,50-54,55.200000000000045
7,2020,Male,55-59,-12.400000000000091
7,2021,Male,55-59,416.5999999999999
7,2020,Female,55-59,-48
7,2021,Female,55-59,80
7,2020,Male,60-64,177.4000000000001
7,2021,Male,60-64,879.4000000000001
7,2020,Female,60-64,173.79999999999995
7,2021,Female,60-64,546.8
7,2020,Male,65-69,174.19999999999982
7,2021,Male,65-69,1143.1999999999998
7,2020,Female,65-69,101.80000000000018
7,2021,Female,65-69,514.8000000000002
7,2020,Male,70-74,331.5999999999999
7,2021,Male,70-74,1395.6
7,2020,Female,70-74,266
7,2021,Female,70-74,942
7,2020,Male,75-79,433.5999999999999
7,2021,Male,75-79,1256.6
7,2020,Female,75-79,239
7,2021,Female,75-79,771
7,2020,Male,80-84,20.199999999999818
7,2021,Male,80-84,746.1999999999998
7,2020,Female,80-84,-131.80000000000018
7,2021,Female,80-84,511.1999999999998
7,2020,Male,85+,-128
7,2021,Male,85+,807
7,2020,Female,85+,-522.6000000000004
7,2021,Female,85+,189.39999999999964
8,2020,Male,0-14,-34.39999999999998
8,2021,Male,0-14,-39.39999999999998
8,2020,Female,0-14,-50.80000000000001
8,2021,Female,0-14,-17.80000000000001
8,2020,Male,15-19,17.400000000000006
8,2021,Male,15-19,31.400000000000006
8,2020,Female,15-19,11.200000000000003
8,2021,Female,15-19,16.200000000000003
8,2020,Male,20-24,-25.600000000000023
8,2021,Male,20-24,55.39999999999998
8,2020,Female,20-24,6.799999999999997
8,2021,Female,20-24,40.8
8,2020,Male,25-29,58.80000000000001
8,2021,Male,25-29,117.80000000000001
8,2020,Female,25-29,5.800000000000011
8,2021,Female,25-29,32.80000000000001
8,2020,Male,30-34,64.80000000000001
8,2021,Male,30-34,139.8
8,2020,Female,30-34,40.400000000000006
8,2021,Female,30-34,57.400000000000006
8,2020,Male,35-39,75.60000000000002
8,2021,Male,35-39,216.60000000000002
8,2020,Female,35-39,25.80000000000001
8,2021,Female,35-39,85.80000000000001
8,2020,Male,40-44,80.80000000000001
8,2021,Male,40-44,234.8
8,2020,Female,40-44,46.80000000000001
8,2021,Female,40-44,86.80000000000001
8,2020,Male,45-49,22.200000000000045
8,2021,Male,45-49,161.20000000000005
8,2020,Female,45-49,6.800000000000011
8,2021,Female,45-49,82.80000000000001
8,2020,Male,50-54,-45.799999999999955
8,2021,Male,50-54,250.20000000000005
8,2020,Female,50-54,-14.399999999999977
8,2021,Female,50-54,98.60000000000002
8,2020,Male,55-59,-65.40000000000009
8,2021,Male,55-59,238.5999999999999
8,2020,Female,55-59,-95.20000000000005
8,2021,Female,55-59,92.79999999999995
8,2020,Male,60-64,201.19999999999982
8,2021,Male,60-64,679.1999999999998
8,2020,Female,60-64,156.20000000000005
8,2021,Female,60-64,421.20000000000005
8,2020,Male,65-69,148.19999999999982
8,2021,Male,65-69,902.1999999999998
8,2020,Female,65-69,116.40000000000009
8,2021,Female,65-69,493.4000000000001
8,2020,Male,70-74,406.4000000000001
8,2021,Male,70-74,1250.4
8,2020,Female,70-74,231.5999999999999
8,2021,Female,70-74,852.5999999999999
8,2020,Male,75-79,342.1999999999998
8,2021,Male,75-79,999.1999999999998
8,2020,Female,75-79,261
8,2021,Female,75-79,694
8,2020,Male,80-84,49.80000000000018
8,2021,Male,80-84,585.8000000000002
8,2020,Female,80-84,93
8,2021,Female,80-84,352
8,2020,Male,85+,155.19999999999982
8,2021,Male,85+,512.1999999999998
8,2020,Female,85+,-416.39999999999964
8,2021,Female,85+,-120.39999999999964
9,2020,Male,0-14,-4
9,2021,Male,0-14,-66
9,2020,Female,0-14,6.399999999999977
9,2021,Female,0-14,-33.60000000000002
9,2020,Male,15-19,12.199999999999989
9,2021,Male,15-19,20.19999999999999
9,2020,Female,15-19,1.2000000000000028
9,2021,Female,15-19,7.200000000000003
9,2020,Male,20-24,-8.399999999999977
9,2021,Male,20-24,49.60000000000002
9,2020,Female,20-24,-0.20000000000000284
9,2021,Female,20-24,21.799999999999997
9,2020,Male,25-29,39
9,2021,Male,25-29,104
9,2020,Female,25-29,4.400000000000006
9,2021,Female,25-29,28.400000000000006
9,2020,Male,30-34,105.60000000000002
9,2021,Male,30-34,144.60000000000002
9,2020,Female,30-34,29.80000000000001
9,2021,Female,30-34,60.80000000000001
9,2020,Male,35-39,67
9,2021,Male,35-39,160
9,2020,Female,35-39,13.600000000000023
9,2021,Female,35-39,55.60000000000002
9,2020,Male,40-44,23.200000000000045
9,2021,Male,40-44,213.20000000000005
9,2020,Female,40-44,8.600000000000023
9,2021,Female,40-44,121.60000000000002
9,2020,Male,45-49,-21.799999999999955
9,2021,Male,45-49,140.20000000000005
9,2020,Female,45-49,-17.399999999999977
9,2021,Female,45-49,28.600000000000023
9,2020,Male,50-54,-4
9,2021,Male,50-54,132
9,2020,Female,50-54,-77.79999999999995
9,2021,Female,50-54,5.2000000000000455
9,2020,Male,55-59,33.799999999999955
9,2021,Male,55-59,280.79999999999995
9,2020,Female,55-59,-47.200000000000045
9,2021,Female,55-59,32.799999999999955
9,2020,Male,60-64,166.4000000000001
9,2021,Male,60-64,671.4000000000001
9,2020,Female,60-64,103.79999999999995
9,2021,Female,60-64,318.79999999999995
9,2020,Male,65-69,231.80000000000018
9,2021,Male,65-69,560.8000000000002
9,2020,Female,65-69,81.19999999999982
9,2021,Female,65-69,385.1999999999998
9,2020,Male,70-74,358.1999999999998
9,2021,Male,70-74,1021.1999999999998
9,2020,Female,70-74,368.8000000000002
9,2021,Female,70-74,670.8000000000002
9,2020,Male,75-79,453.5999999999999
9,2021,Male,75-79,692.5999999999999
9,2020,Female,75-79,368.4000000000001
9,2021,Female,75-79,665.4000000000001
9,2020,Male,80-84,127.19999999999982
9,2021,Male,80-84,503.1999999999998
9,2020,Female,80-84,61
9,2021,Female,80-84,225
9,2020,Male,85+,156.80000000000018
9,2021,Male,85+,213.80000000000018
9,2020,Female,85+,-118.39999999999964
9,2021,Female,85+,-663.3999999999996
10,2020,Male,0-14,-24.399999999999977
10,2021,Male,0-14,-47.39999999999998
10,2020,Female,0-14,-41.19999999999999
10,2021,Female,0-14,-43.19999999999999
10,2020,Male,15-19,4.199999999999989
