"0years","1years","2years","3years","4years","5years","6years","7years","8years","9years","10years","11years","12years","13years","14years","15years","16years","17years"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00681032730229721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00681032730229721,0.00683533972658641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00681032730229721,0.00683533972658641,0.00686756867568676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00681032730229721,0.00683533972658641,0.00686756867568676,0.0068806161745828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00681032730229721,0.00683533972658641,0.00686756867568676,0.0068806161745828,0.00683847920387854,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00681032730229721,0.00683533972658641,0.00686756867568676,0.0068806161745828,0.00683847920387854,0.000571346950435652,0,0,0,0,0,0,0,0,0,0,0,0
0.00681032730229721,0.00683533972658641,0.00686756867568676,0.0068806161745828,0.00683847920387854,0.000571346950435652,0.000572382542332459,0,0,0,0,0,0,0,0,0,0,0
0.00681032730229721,0.00683533972658641,0.00686756867568676,0.0068806161745828,0.00683847920387854,0.000571346950435652,0.000572382542332459,0.00057474016954835,0,0,0,0,0,0,0,0,0,0
