year,age,gender,country,value,pop,fertility_rate
2017,45-49,Male,France,31338,2183,14.355474118185983
2017,50-54,Male,France,10741,2145,5.007459207459207
2017,55-59,Male,France,3555,2018,1.761645193260654
2017,60-64,Male,France,1201,1884,0.6374734607218684
2017,65+,Male,France,137,5469,0.025050283415615285
2018,15-19,Male,France,2343,1961,1.1947985721570626
2018,20-24,Male,France,34195,1868,18.305674518201286
2018,25-29,Male,France,148087,1891,78.31147540983606
2018,30-34,Male,France,239631,1974,121.3936170212766
2018,35-39,Male,France,177992,1930,92.22383419689119
2018,40-44,Male,France,81022,2077,39.0091478093404
2018,45-49,Male,France,31338,2183,14.355474118185983
2018,50-54,Male,France,10741,2145,5.007459207459207
2018,55-59,Male,France,3555,2018,1.761645193260654
2018,60-64,Male,France,1201,1884,0.6374734607218684
2018,65+,Male,France,137,5469,0.025050283415615285
2019,15-19,Male,France,2343,1961,1.1947985721570626
2019,20-24,Male,France,34195,1868,18.305674518201286
2019,25-29,Male,France,148087,1891,78.31147540983606
2019,30-34,Male,France,239631,1974,121.3936170212766
2019,35-39,Male,France,177992,1930,92.22383419689119
2019,40-44,Male,France,81022,2077,39.0091478093404
2019,45-49,Male,France,31338,2183,14.355474118185983
2019,50-54,Male,France,10741,2145,5.007459207459207
2019,55-59,Male,France,3555,2018,1.761645193260654
2019,60-64,Male,France,1201,1884,0.6374734607218684
2019,65+,Male,France,137,5469,0.025050283415615285
2020,15-19,Male,France,2343,1961,1.1947985721570626
2020,20-24,Male,France,34195,1868,18.305674518201286
2020,25-29,Male,France,148087,1891,78.31147540983606
2020,30-34,Male,France,239631,1974,121.3936170212766
2020,35-39,Male,France,177992,1930,92.22383419689119
2020,40-44,Male,France,81022,2077,39.0091478093404
2020,45-49,Male,France,31338,2183,14.355474118185983
2020,50-54,Male,France,10741,2145,5.007459207459207
2020,55-59,Male,France,3555,2018,1.761645193260654
2020,60-64,Male,France,1201,1884,0.6374734607218684
2020,65+,Male,France,137,5469,0.025050283415615285
