Period,age,fertility_rate,country,gender,date
2005-2010,25-29,129.45548654244305,France,Female,2008
2005-2010,25-29,128.95969387755102,France,Female,2009
2010-2015,25-29,124.39392405063292,France,Female,2010
2010-2015,25-29,124.09396984924624,France,Female,2011
2010-2015,25-29,123.52681704260651,France,Female,2012
2010-2015,25-29,124.03672032193158,France,Female,2013
2010-2015,25-29,123.33654333502281,France,Female,2014
2015-2020,25-29,109.16692268305171,France,Female,2015
2015-2020,25-29,109.26701030927835,France,Female,2016
2015-2020,25-29,108.8172826652785,France,Female,2017
2015-2020,25-29,108.89093782929399,France,Female,2018
2015-2020,25-29,108.84898612593383,France,Female,2019
2000-2005,30-34,118.29122155132373,France,Female,2003
2000-2005,30-34,118.72845831392641,France,Female,2004
2005-2010,30-34,129.04988235294118,France,Female,2005
2005-2010,30-34,128.66857962697273,France,Female,2006
2005-2010,30-34,128.99608035276825,France,Female,2007
2005-2010,30-34,128.8977844914401,France,Female,2008
2005-2010,30-34,128.8285272914521,France,Female,2009
2010-2015,30-34,131.1980198019802,France,Female,2010
2010-2015,30-34,130.6305367378843,France,Female,2011
2010-2015,30-34,130.63987635239567,France,Female,2012
2010-2015,30-34,130.70394736842104,France,Female,2013
2010-2015,30-34,131.49377179870453,France,Female,2014
2015-2020,30-34,127.24296296296296,France,Female,2015
2015-2020,30-34,127.84872298624754,France,Female,2016
2015-2020,30-34,127.31010794896957,France,Female,2017
2015-2020,30-34,127.60304968027546,France,Female,2018
2015-2020,30-34,127.14377470355731,France,Female,2019
2000-2005,35-39,52.43221110100091,France,Female,2003
2000-2005,35-39,52.307657247037376,France,Female,2004
2005-2010,35-39,61.090784671532845,France,Female,2005
2005-2010,35-39,60.7927886809676,France,Female,2006
2005-2010,35-39,60.675022789425704,France,Female,2007
2005-2010,35-39,61.05828779599271,France,Female,2008
2005-2010,35-39,60.752285191956126,France,Female,2009
2010-2015,35-39,66.83064143977849,France,Female,2010
2010-2015,35-39,66.90994371482176,France,Female,2011
2010-2015,35-39,67.13346135381661,France,Female,2012
2010-2015,35-39,67.2256157635468,France,Female,2013
2010-2015,35-39,66.70402010050252,France,Female,2014
2015-2020,35-39,68.9898528665652,France,Female,2015
2015-2020,35-39,69.00152361604876,France,Female,2016
2015-2020,35-39,68.9587732528909,France,Female,2017
2015-2020,35-39,68.68447082096934,France,Female,2018
2015-2020,35-39,69.15051144666342,France,Female,2019
2000-2005,40-44,11.636695572797809,France,Female,2003
2000-2005,40-44,11.650090415913201,France,Female,2004
2005-2010,40-44,14.095238095238095,France,Female,2005
2005-2010,40-44,13.98611111111111,France,Female,2006
2005-2010,40-44,13.969955156950673,France,Female,2007
2005-2010,40-44,14.081008100810081,France,Female,2008
2005-2010,40-44,13.952617328519855,France,Female,2009
2010-2015,40-44,16.25485765928604,France,Female,2010
2010-2015,40-44,16.08133755083597,France,Female,2011
2010-2015,40-44,16.005412719891744,France,Female,2012
2010-2015,40-44,16.181081081081082,France,Female,2013
2010-2015,40-44,16.094850948509485,France,Female,2014
2015-2020,40-44,18.36844505243958,France,Female,2015
2015-2020,40-44,18.11476168440537,France,Female,2016
2015-2020,40-44,18.101229895931883,France,Female,2017
2015-2020,40-44,18.425315227934046,France,Female,2018
2015-2020,40-44,18.04950495049505,France,Female,2019
2000-2005,45-49,0.5708215297450425,France,Female,2003
2000-2005,45-49,0.5979333020197276,France,Female,2004
2005-2010,45-49,0.798225128444652,France,Female,2005
2005-2010,45-49,0.7907192575406032,France,Female,2006
2005-2010,45-49,0.7907083716651334,France,Female,2007
2005-2010,45-49,0.7622950819672131,France,Female,2008
2005-2010,45-49,0.7962962962962963,France,Female,2009
2010-2015,45-49,1.0332434860736748,France,Female,2010
2010-2015,45-49,1.053763440860215,France,Female,2011
2010-2015,45-49,1.0560035842293907,France,Female,2012
2010-2015,45-49,0.9901212393354288,France,Female,2013
2010-2015,45-49,1.0445745159837911,France,Female,2014
2015-2020,45-49,1.1925157799819657,France,Female,2015
2015-2020,45-49,1.1945945945945946,France,Female,2016
2015-2020,45-49,1.2070049393803324,France,Female,2017
2015-2020,45-49,1.2358997314234557,France,Female,2018
2015-2020,45-49,1.2245629762438368,France,Female,2019
