prob,father_age,child_age,gender
0,1,0,male
0,2,0,male
0,3,0,male
0,4,0,male
0,5,0,male
0,6,0,male
0,7,0,male
0,8,0,male
0,9,0,male
0,10,0,male
0,11,0,male
0,12,0,male
0,13,0,male
0,14,0,male
0.00115443186332376,15,0,male
0.00115443186332376,16,0,male
0.00115443186332376,17,0,male
0.00115443186332376,18,0,male
0.00115443186332376,19,0,male
0.0180100364380612,20,0,male
0.0180100364380612,21,0,male
0.0180100364380612,22,0,male
0.0180100364380612,23,0,male
0.0180100364380612,24,0,male
0.0779080005317424,25,0,male
0.0779080005317424,26,0,male
0.0779080005317424,27,0,male
0.0779080005317424,28,0,male
0.0779080005317424,29,0,male
0.120832491029796,30,0,male
0.120832491029796,31,0,male
0.120832491029796,32,0,male
0.120832491029796,33,0,male
0.120832491029796,34,0,male
0.0922772677697306,35,0,male
0.0922772677697306,36,0,male
0.0922772677697306,37,0,male
0.0922772677697306,38,0,male
0.0922772677697306,39,0,male
0.0388268430614704,40,0,male
0.0388268430614704,41,0,male
0.0388268430614704,42,0,male
0.0388268430614704,43,0,male
0.0388268430614704,44,0,male
0.014181595351321,45,0,male
0.014181595351321,46,0,male
0.014181595351321,47,0,male
0.014181595351321,48,0,male
0.014181595351321,49,0,male
0.00508997668997669,50,0,male
0.00508997668997669,51,0,male
0.00508997668997669,52,0,male
0.00508997668997669,53,0,male
0.00508997668997669,54,0,male
0.00175421209117939,55,0,male
0.00175421209117939,56,0,male
0.00175421209117939,57,0,male
0.00175421209117939,58,0,male
0.00175421209117939,59,0,male
6.68789808917197e-4,60,0,male
6.68789808917197e-4,61,0,male
6.68789808917197e-4,62,0,male
6.68789808917197e-4,63,0,male
6.68789808917197e-4,64,0,male
2.32217955750594e-5,65,0,male
2.32217955750594e-5,66,0,male
2.32217955750594e-5,67,0,male
2.32217955750594e-5,68,0,male
2.32217955750594e-5,69,0,male
2.32217955750594e-5,70,0,male
2.32217955750594e-5,71,0,male
2.32217955750594e-5,72,0,male
2.32217955750594e-5,73,0,male
2.32217955750594e-5,74,0,male
2.32217955750594e-5,75,0,male
2.32217955750594e-5,76,0,male
2.32217955750594e-5,77,0,male
2.32217955750594e-5,78,0,male
2.32217955750594e-5,79,0,male
2.32217955750594e-5,80,0,male
2.32217955750594e-5,81,0,male
2.32217955750594e-5,82,0,male
2.32217955750594e-5,83,0,male
2.32217955750594e-5,84,0,male
2.32217955750594e-5,85,0,male
2.32217955750594e-5,86,0,male
2.32217955750594e-5,87,0,male
2.32217955750594e-5,88,0,male
2.32217955750594e-5,89,0,male
2.32217955750594e-5,90,0,male
2.32217955750594e-5,91,0,male
2.32217955750594e-5,92,0,male
2.32217955750594e-5,93,0,male
2.32217955750594e-5,94,0,male
2.32217955750594e-5,95,0,male
2.32217955750594e-5,96,0,male
