country,year,age,gender,value,pop,fertility_rate
France,2013,45-49,Male,29053,2172,13.376151012891345
France,2013,50-54,Male,9779,2096,4.665553435114504
France,2013,55-59,Male,3297,1965,1.6778625954198474
France,2013,60-64,Male,1200,1926,0.6230529595015576
France,2013,65+,Male,153,4846,0.031572430870821296
France,2014,15-19,Male,2839,1941,1.4626481195260175
France,2014,20-24,Male,43554,1891,23.032258064516128
France,2014,25-29,Male,170385,1945,87.60154241645245
France,2014,30-34,Male,257064,1955,131.49053708439897
France,2014,35-39,Male,176842,1950,90.68820512820513
France,2014,40-44,Male,85188,2187,38.9519890260631
France,2014,45-49,Male,30190,2170,13.912442396313365
France,2014,50-54,Male,10129,2120,4.777830188679245
France,2014,55-59,Male,3514,1972,1.781947261663286
France,2014,60-64,Male,1171,1906,0.6143756558237146
France,2014,65+,Male,133,5018,0.026504583499402153
France,2015,15-19,Male,2537,1956,1.297034764826176
France,2015,20-24,Male,38940,1876,20.756929637526653
France,2015,25-29,Male,163211,1923,84.87311492459699
France,2015,30-34,Male,249109,1968,126.57977642276423
France,2015,35-39,Male,178257,1925,92.60103896103897
France,2015,40-44,Male,82981,2166,38.31071098799631
France,2015,45-49,Male,30130,2171,13.878397052049747
France,2015,50-54,Male,10401,2137,4.867103416003744
France,2015,55-59,Male,3541,1984,1.7847782258064515
France,2015,60-64,Male,1235,1895,0.6517150395778364
France,2015,65+,Male,143,5179,0.02761150801312995
France,2016,15-19,Male,2365,1958,1.2078651685393258
France,2016,20-24,Male,36093,1871,19.29075360769642
France,2016,25-29,Male,155515,1910,81.42146596858639
France,2016,30-34,Male,243816,1975,123.45113924050634
France,2016,35-39,Male,178518,1917,93.12363067292645
France,2016,40-44,Male,82475,2130,38.720657276995304
France,2016,45-49,Male,30099,2174,13.844986200551977
France,2016,50-54,Male,10519,2144,4.90625
France,2016,55-59,Male,3479,1998,1.7412412412412412
France,2016,60-64,Male,1229,1887,0.6512983571807102
France,2016,65+,Male,97,5330,0.018198874296435272
France,2017,15-19,Male,2272,1961,1.15859255481897
France,2017,20-24,Male,33764,1868,18.074946466809422
France,2017,25-29,Male,147855,1891,78.18878900052881
France,2017,30-34,Male,239383,1974,121.26798378926038
France,2017,35-39,Male,178737,1930,92.6098445595855
France,2017,40-44,Male,80934,2077,38.96677900818488
France,2017,45-49,Male,31070,2183,14.232707283554742
France,2017,50-54,Male,10918,2145,5.08997668997669
France,2017,55-59,Male,3540,2018,1.7542120911793855
France,2017,60-64,Male,1260,1884,0.6687898089171974
France,2017,65+,Male,127,5469,0.023221795575059427
