"X0.years","X1.years","X2.years","X3.years","X4.years","X5.years","X6.years","X7.years","X8.years","X9.years","X10.years","X11.years","X12.years","X13.years","X14.years","X15.years","X16.years","X17.years"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00119050785905263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00119050785905263,0.00119056516211671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00119050785905263,0.00119056516211671,0.00119063885564982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00119050785905263,0.00119056516211671,0.00119063885564982,0.00119071540143202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00119050785905263,0.00119056516211671,0.00119063885564982,0.00119071540143202,0.00125775177695333,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0182399359080531,0.00119056516211671,0.00119063885564982,0.00119071540143202,0.00125775177695333,0.00132448663039704,0,0,0,0,0,0,0,0,0,0,0,0
0.0182399359080531,0.0182408138562398,0.00119063885564982,0.00119071540143202,0.00125775177695333,0.00132448663039704,0.00144234414342147,0,0,0,0,0,0,0,0,0,0,0
0.0182399359080531,0.0182408138562398,0.0182419429250742,0.00119071540143202,0.00125775177695333,0.00132448663039704,0.00144234414342147,0.00148836633014979,0,0,0,0,0,0,0,0,0,0
