0 years,1 years,2 years,3 years,4 years,5 years,6 years,7 years,8 years,9 years,10 years,11 years,12 years,13 years,14 years,15 years,16 years,17 years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00115859255481897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00115859255481897,0.00115859255481897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00115859255481897,0.00115859255481897,0.00115859255481897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00115859255481897,0.00115859255481897,0.00115859255481897,0.00115859255481897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00115859255481897,0.00115859255481897,0.00115859255481897,0.00115859255481897,0.0012078651685393257,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018074946466809422,0.00115859255481897,0.00115859255481897,0.00115859255481897,0.0012078651685393257,0.001297034764826176,0,0,0,0,0,0,0,0,0,0,0,0
0.018074946466809422,0.018074946466809422,0.00115859255481897,0.00115859255481897,0.0012078651685393257,0.001297034764826176,0.0014626481195260175,0,0,0,0,0,0,0,0,0,0,0
0.018074946466809422,0.018074946466809422,0.018074946466809422,0.00115859255481897,0.0012078651685393257,0.001297034764826176,0.0014626481195260175,0.0014740932642487046,0,0,0,0,0,0,0,0,0,0
