country,year,age,gender,value,pop,fertility_rate
Philippines,2002,15-19,Male,30261,4662,6.490990990990991
Philippines,2002,20-24,Male,288449,4042,71.36293913904008
Philippines,2002,25-29,Male,448112,3504,127.88584474885845
Philippines,2002,30-34,Male,367739,3034,121.20599868160843
Philippines,2002,35-39,Male,246240,2674,92.08676140613314
Philippines,2002,40-44,Male,127736,2337,54.65810868635002
Philippines,2002,45-49,Male,51568,1977,26.083965604451187
Philippines,2002,50-54,Male,15951,1625,9.816
Philippines,2002,55-59,Male,5690,1089,5.224977043158861
Philippines,2002,60-64,Male,1959,799,2.4518147684605758
Philippines,2002,65+,Male,1526,1270,1.2015748031496063
Philippines,2003,15-19,Male,30261,4662,6.490990990990991
Philippines,2003,20-24,Male,288449,4042,71.36293913904008
Philippines,2003,25-29,Male,448112,3504,127.88584474885845
Philippines,2003,30-34,Male,367739,3034,121.20599868160843
Philippines,2003,35-39,Male,246240,2674,92.08676140613314
Philippines,2003,40-44,Male,127736,2337,54.65810868635002
Philippines,2003,45-49,Male,51568,1977,26.083965604451187
Philippines,2003,50-54,Male,15951,1625,9.816
Philippines,2003,55-59,Male,5690,1089,5.224977043158861
Philippines,2003,60-64,Male,1959,799,2.4518147684605758
Philippines,2003,65+,Male,1526,1270,1.2015748031496063
Philippines,2004,15-19,Male,30261,4662,6.490990990990991
Philippines,2004,20-24,Male,288449,4042,71.36293913904008
Philippines,2004,25-29,Male,448112,3504,127.88584474885845
Philippines,2004,30-34,Male,367739,3034,121.20599868160843
Philippines,2004,35-39,Male,246240,2674,92.08676140613314
Philippines,2004,40-44,Male,127736,2337,54.65810868635002
Philippines,2004,45-49,Male,51568,1977,26.083965604451187
Philippines,2004,50-54,Male,15951,1625,9.816
Philippines,2004,55-59,Male,5690,1089,5.224977043158861
Philippines,2004,60-64,Male,1959,799,2.4518147684605758
Philippines,2004,65+,Male,1526,1270,1.2015748031496063
Philippines,2005,15-19,Male,30261,4662,6.490990990990991
Philippines,2005,20-24,Male,288449,4042,71.36293913904008
Philippines,2005,25-29,Male,448112,3504,127.88584474885845
Philippines,2005,30-34,Male,367739,3034,121.20599868160843
Philippines,2005,35-39,Male,246240,2674,92.08676140613314
Philippines,2005,40-44,Male,127736,2337,54.65810868635002
Philippines,2005,45-49,Male,51568,1977,26.083965604451187
Philippines,2005,50-54,Male,15951,1625,9.816
Philippines,2005,55-59,Male,5690,1089,5.224977043158861
Philippines,2005,60-64,Male,1959,799,2.4518147684605758
Philippines,2005,65+,Male,1526,1270,1.2015748031496063
Philippines,2006,15-19,Male,36354,4740,7.669620253164557
Philippines,2006,20-24,Male,307592,4168,73.79846449136276
Philippines,2006,25-29,Male,459195,3658,125.53171131765993
