prob,parents_age,child_age,gender
0,1,0,female
0,2,0,female
0,3,0,female
0,4,0,female
0,5,0,female
0,6,0,female
0,7,0,female
0,8,0,female
0,9,0,female
0,10,0,female
0,11,0,female
0,12,0,female
0,13,0,female
0,14,0,female
0.0524227716598911,15,0,female
0.0524227716598911,16,0,female
0.0524227716598911,17,0,female
0.0524227716598911,18,0,female
0.0524227716598911,19,0,female
0.120176371840297,20,0,female
0.120176371840297,21,0,female
0.120176371840297,22,0,female
0.120176371840297,23,0,female
0.120176371840297,24,0,female
0.114131434910469,25,0,female
0.114131434910469,26,0,female
0.114131434910469,27,0,female
0.114131434910469,28,0,female
0.114131434910469,29,0,female
0.106507756155239,30,0,female
0.106507756155239,31,0,female
0.106507756155239,32,0,female
0.106507756155239,33,0,female
0.106507756155239,34,0,female
0.0697045137797021,35,0,female
0.0697045137797021,36,0,female
0.0697045137797021,37,0,female
0.0697045137797021,38,0,female
0.0697045137797021,39,0,female
0.0306389715104376,40,0,female
0.0306389715104376,41,0,female
0.0306389715104376,42,0,female
0.0306389715104376,43,0,female
0.0306389715104376,44,0,female
0.00713308974336533,45,0,female
0.00713308974336533,46,0,female
0.00713308974336533,47,0,female
0.00713308974336533,48,0,female
0.00713308974336533,49,0,female
0,50,0,female
0,51,0,female
0,52,0,female
0,53,0,female
0,54,0,female
0,55,0,female
0,56,0,female
0,57,0,female
0,58,0,female
0,59,0,female
0,60,0,female
0,61,0,female
0,62,0,female
0,63,0,female
0,64,0,female
0,65,0,female
0,66,0,female
0,67,0,female
0,68,0,female
0,69,0,female
0,70,0,female
0,71,0,female
0,72,0,female
0,73,0,female
0,74,0,female
0,75,0,female
0,76,0,female
0,77,0,female
0,78,0,female
0,79,0,female
0,80,0,female
0,81,0,female
0,82,0,female
0,83,0,female
0,84,0,female
0,85,0,female
0,86,0,female
0,87,0,female
0,88,0,female
0,89,0,female
0,90,0,female
0,91,0,female
0,92,0,female
0,93,0,female
0,94,0,female
0,95,0,female
0,96,0,female
0,97,0,female
0,98,0,female
0,99,0,female
0,100,0,female
0,1,1,female
0,2,1,female
0,3,1,female
0,4,1,female
0,5,1,female
0,6,1,female
0,7,1,female
0,8,1,female
0,9,1,female
0,10,1,female
0,11,1,female
0,12,1,female
0,13,1,female
0,14,1,female
0,15,1,female
0.052445726811221,16,1,female
0.052445726811221,17,1,female
0.052445726811221,18,1,female
0.052445726811221,19,1,female
0.052445726811221,20,1,female
0.120228995284547,21,1,female
0.120228995284547,22,1,female
0.120228995284547,23,1,female
0.120228995284547,24,1,female
0.120228995284547,25,1,female
0.114181411366823,26,1,female
0.114181411366823,27,1,female
0.114181411366823,28,1,female
0.114181411366823,29,1,female
0.114181411366823,30,1,female
0.106554394316155,31,1,female
0.106554394316155,32,1,female
0.106554394316155,33,1,female
0.106554394316155,34,1,female
0.106554394316155,35,1,female
0.0697350363486453,36,1,female
0.0697350363486453,37,1,female
0.0697350363486453,38,1,female
0.0697350363486453,39,1,female
0.0697350363486453,40,1,female
0.0306523878599617,41,1,female
0.0306523878599617,42,1,female
0.0306523878599617,43,1,female
0.0306523878599617,44,1,female
0.0306523878599617,45,1,female
0.00713621321717878,46,1,female
0.00713621321717878,47,1,female
0.00713621321717878,48,1,female
0.00713621321717878,49,1,female
0.00713621321717878,50,1,female
0,51,1,female
0,52,1,female
0,53,1,female
0,54,1,female
0,55,1,female
0,56,1,female
0,57,1,female
0,58,1,female
0,59,1,female
0,60,1,female
0,61,1,female
0,62,1,female
0,63,1,female
0,64,1,female
0,65,1,female
0,66,1,female
0,67,1,female
0,68,1,female
0,69,1,female
0,70,1,female
0,71,1,female
0,72,1,female
0,73,1,female
0,74,1,female
0,75,1,female
0,76,1,female
0,77,1,female
0,78,1,female
0,79,1,female
0,80,1,female
0,81,1,female
0,82,1,female
0,83,1,female
0,84,1,female
0,85,1,female
0,86,1,female
0,87,1,female
0,88,1,female
0,89,1,female
0,90,1,female
0,91,1,female
0,92,1,female
0,93,1,female
0,94,1,female
0,95,1,female
0,96,1,female
0,97,1,female
0,98,1,female
0,99,1,female
0,100,1,female
0,1,2,female
0,2,2,female
0,3,2,female
0,4,2,female
0,5,2,female
0,6,2,female
0,7,2,female
0,8,2,female
0,9,2,female
0,10,2,female
0,11,2,female
0,12,2,female
0,13,2,female
0,14,2,female
0,15,2,female
0,16,2,female
0.0527333270206302,17,2,female
0.0527333270206302,18,2,female
0.0527333270206302,19,2,female
0.0527333270206302,20,2,female
0.0527333270206302,21,2,female
0.120418487693005,22,2,female
0.120418487693005,23,2,female
0.120418487693005,24,2,female
0.120418487693005,25,2,female
0.120418487693005,26,2,female
0.114529593943412,27,2,female
0.114529593943412,28,2,female
0.114529593943412,29,2,female
0.114529593943412,30,2,female
0.114529593943412,31,2,female
0.106693332038418,32,2,female
0.106693332038418,33,2,female
0.106693332038418,34,2,female
0.106693332038418,35,2,female
0.106693332038418,36,2,female
0.0698269718276686,37,2,female
0.0698269718276686,38,2,female
0.0698269718276686,39,2,female
0.0698269718276686,40,2,female
0.0698269718276686,41,2,female
0.0307358168799002,42,2,female
0.0307358168799002,43,2,female
0.0307358168799002,44,2,female
0.0307358168799002,45,2,female
0.0307358168799002,46,2,female
0.00717508027072827,47,2,female
0.00717508027072827,48,2,female
0.00717508027072827,49,2,female
0.00717508027072827,50,2,female
0.00717508027072827,51,2,female
0,52,2,female
0,53,2,female
0,54,2,female
0,55,2,female
0,56,2,female
0,57,2,female
0,58,2,female
0,59,2,female
0,60,2,female
0,61,2,female
0,62,2,female
0,63,2,female
0,64,2,female
0,65,2,female
0,66,2,female
0,67,2,female
0,68,2,female
0,69,2,female
0,70,2,female
0,71,2,female
0,72,2,female
0,73,2,female
0,74,2,female
0,75,2,female
0,76,2,female
0,77,2,female
0,78,2,female
0,79,2,female
0,80,2,female
0,81,2,female
0,82,2,female
0,83,2,female
0,84,2,female
0,85,2,female
0,86,2,female
0,87,2,female
0,88,2,female
0,89,2,female
0,90,2,female
0,91,2,female
0,92,2,female
0,93,2,female
0,94,2,female
0,95,2,female
0,96,2,female
0,97,2,female
0,98,2,female
0,99,2,female
0,100,2,female
0,1,3,female
0,2,3,female
0,3,3,female
0,4,3,female
0,5,3,female
0,6,3,female
0,7,3,female
0,8,3,female
0,9,3,female
0,10,3,female
0,11,3,female
0,12,3,female
0,13,3,female
0,14,3,female
0,15,3,female
0,16,3,female
0,17,3,female
0.0524903058786552,18,3,female
0.0524903058786552,19,3,female
0.0524903058786552,20,3,female
0.0524903058786552,21,3,female
0.0524903058786552,22,3,female
0.120477981018384,23,3,female
0.120477981018384,24,3,female
0.120477981018384,25,3,female
0.120477981018384,26,3,female
0.120477981018384,27,3,female
0.114826836859382,28,3,female
0.114826836859382,29,3,female
0.114826836859382,30,3,female
0.114826836859382,31,3,female
0.114826836859382,32,3,female
0.106723581229328,33,3,female
0.106723581229328,34,3,female
0.106723581229328,35,3,female
0.106723581229328,36,3,female
0.106723581229328,37,3,female
0.0695458991360319,38,3,female
0.0695458991360319,39,3,female
0.0695458991360319,40,3,female
0.0695458991360319,41,3,female
0.0695458991360319,42,3,female
0.0308163847857299,43,3,female
0.0308163847857299,44,3,female
0.0308163847857299,45,3,female
0.0308163847857299,46,3,female
0.0308163847857299,47,3,female
0.00708199724385848,48,3,female
0.00708199724385848,49,3,female
0.00708199724385848,50,3,female
0.00708199724385848,51,3,female
0.00708199724385848,52,3,female
0,53,3,female
0,54,3,female
0,55,3,female
0,56,3,female
0,57,3,female
0,58,3,female
0,59,3,female
0,60,3,female
0,61,3,female
0,62,3,female
0,63,3,female
0,64,3,female
0,65,3,female
0,66,3,female
0,67,3,female
0,68,3,female
0,69,3,female
0,70,3,female
0,71,3,female
0,72,3,female
0,73,3,female
0,74,3,female
0,75,3,female
0,76,3,female
0,77,3,female
0,78,3,female
0,79,3,female
0,80,3,female
0,81,3,female
0,82,3,female
0,83,3,female
0,84,3,female
0,85,3,female
0,86,3,female
0,87,3,female
0,88,3,female
0,89,3,female
0,90,3,female
0,91,3,female
0,92,3,female
0,93,3,female
0,94,3,female
0,95,3,female
0,96,3,female
0,97,3,female
0,98,3,female
0,99,3,female
0,100,3,female
0,1,4,female
0,2,4,female
0,3,4,female
0,4,4,female
0,5,4,female
0,6,4,female
0,7,4,female
0,8,4,female
0,9,4,female
0,10,4,female
0,11,4,female
0,12,4,female
0,13,4,female
0,14,4,female
0,15,4,female
0,16,4,female
0,17,4,female
0,18,4,female
0.052673336129559,19,4,female
0.052673336129559,20,4,female
0.052673336129559,21,4,female
0.052673336129559,22,4,female
0.052673336129559,23,4,female
0.120657158562126,24,4,female
0.120657158562126,25,4,female
0.120657158562126,26,4,female
0.120657158562126,27,4,female
0.120657158562126,28,4,female
0.114614135150459,29,4,female
0.114614135150459,30,4,female
0.114614135150459,31,4,female
0.114614135150459,32,4,female
0.114614135150459,33,4,female
0.106583887957658,34,4,female
0.106583887957658,35,4,female
0.106583887957658,36,4,female
0.106583887957658,37,4,female
0.106583887957658,38,4,female
0.069519058454362,39,4,female
0.069519058454362,40,4,female
0.069519058454362,41,4,female
0.069519058454362,42,4,female
0.069519058454362,43,4,female
0.030765056569874,44,4,female
0.030765056569874,45,4,female
0.030765056569874,46,4,female
0.030765056569874,47,4,female
0.030765056569874,48,4,female
0.00721703230231027,49,4,female
0.00721703230231027,50,4,female
0.00721703230231027,51,4,female
0.00721703230231027,52,4,female
0.00721703230231027,53,4,female
0,54,4,female
0,55,4,female
0,56,4,female
0,57,4,female
0,58,4,female
