age,year,fertility_rate,date,gender
15-19,2014,0.0023428348301444747,2014,M
20-24,2014,0.07931354359925788,2014,M
25-29,2014,0.2013019529293941,2014,M
30-34,2014,0.231224127735068,2014,M
35-39,2014,0.23372781065088757,2014,M
40-44,2014,0.1731684110371075,2014,M
45-49,2014,0.10786802030456853,2014,M
50-54,2014,0.07614213197969544,2014,M
55-59,2014,0.0779816513761468,2014,M
60-64,2014,0.045307443365695796,2014,M
65-69,2014,0.026455026455026454,2014,M
70-74,2014,0.02857142857142857,2014,M
75-79,2014,0,2014,M
80+,2014,0,2014,M
15-19,2013,0.0036496350364963502,2013,M
20-24,2013,0.07280413339596055,2013,M
25-29,2013,0.19569672131147542,2013,M
30-34,2013,0.2427958307786634,2013,M
35-39,2013,0.2212798766383963,2013,M
40-44,2013,0.17964071856287425,2013,M
45-49,2013,0.11303191489361702,2013,M
50-54,2013,0.07787610619469026,2013,M
55-59,2013,0.07177033492822966,2013,M
60-64,2013,0.03767123287671233,2013,M
65-69,2013,0.011363636363636364,2013,M
70-74,2013,0,2013,M
75-79,2013,0,2013,M
80+,2013,0,2013,M
15-19,2012,0.0037942664418212477,2012,M
20-24,2012,0.06578324656885944,2012,M
25-29,2012,0.21473684210526317,2012,M
30-34,2012,0.24777070063694268,2012,M
35-39,2012,0.24016064257028114,2012,M
40-44,2012,0.16142557651991615,2012,M
45-49,2012,0.0890125173852573,2012,M
50-54,2012,0.08888888888888889,2012,M
55-59,2012,0.05486284289276808,2012,M
60-64,2012,0.04727272727272727,2012,M
65-69,2012,0.024539877300613498,2012,M
70-74,2012,0.009900990099009901,2012,M
75-79,2012,0,2012,M
80+,2012,0,2012,M
15-19,2011,0.006980802792321117,2011,M
20-24,2011,0.07391511683357177,2011,M
25-29,2011,0.20530877573131096,2011,M
30-34,2011,0.23973509933774834,2011,M
35-39,2011,0.23618090452261306,2011,M
40-44,2011,0.16923076923076924,2011,M
45-49,2011,0.11627906976744186,2011,M
50-54,2011,0.09090909090909091,2011,M
55-59,2011,0.052083333333333336,2011,M
60-64,2011,0.031007751937984496,2011,M
65-69,2011,0.03289473684210526,2011,M
70-74,2011,0.02,2011,M
75-79,2011,0.04838709677419355,2011,M
80+,2011,0,2011,M
15-19,2010,0.0022381378692927483,2010,M
20-24,2010,0.0665380906460945,2010,M
25-29,2010,0.20022308979364195,2010,M
30-34,2010,0.2689133425034388,2010,M
35-39,2010,0.2425828970331588,2010,M
40-44,2010,0.19310344827586207,2010,M
45-49,2010,0.11363636363636363,2010,M
50-54,2010,0.08450704225352113,2010,M
55-59,2010,0.04904632152588556,2010,M
60-64,2010,0.06172839506172839,2010,M
65-69,2010,0.020833333333333332,2010,M
70-74,2010,0,2010,M
75-79,2010,0.03333333333333333,2010,M
80+,2010,0,2010,M
15-19,2009,0.006392694063926941,2009,M
20-24,2009,0.11263467189030363,2009,M
25-29,2009,0.21736630247268546,2009,M
30-34,2009,0.2621428571428571,2009,M
35-39,2009,0.20491803278688525,2009,M
40-44,2009,0.15985576923076922,2009,M
45-49,2009,0.1263823064770932,2009,M
50-54,2009,0.11297071129707113,2009,M
55-59,2009,0.045714285714285714,2009,M
60-64,2009,0.048458149779735685,2009,M
65-69,2009,0.028985507246376812,2009,M
70-74,2009,0.01,2009,M
75-79,2009,0,2009,M
80+,2009,0,2009,M
15-19,2008,0.007383479464697739,2008,M
20-24,2008,0.10683974038941588,2008,M
25-29,2008,0.22387173396674584,2008,M
30-34,2008,0.26464047442550037,2008,M
35-39,2008,0.2017126546146527,2008,M
40-44,2008,0.20802005012531327,2008,M
45-49,2008,0.13486842105263158,2008,M
50-54,2008,0.11304347826086956,2008,M
55-59,2008,0.08433734939759036,2008,M
60-64,2008,0.02830188679245283,2008,M
65-69,2008,0.014705882352941176,2008,M
70-74,2008,0.02,2008,M
75-79,2008,0.01694915254237288,2008,M
80+,2008,0,2008,M
15-19,2007,0.006950880444856348,2007,M
20-24,2007,0.09499489274770173,2007,M
25-29,2007,0.2056476365868631,2007,M
30-34,2007,0.26518063028439665,2007,M
35-39,2007,0.20178926441351888,2007,M
40-44,2007,0.18276762402088773,2007,M
45-49,2007,0.14726027397260275,2007,M
50-54,2007,0.11738148984198646,2007,M
55-59,2007,0.06031746031746032,2007,M
60-64,2007,0.050505050505050504,2007,M
65-69,2007,0.044444444444444446,2007,M
70-74,2007,0,2007,M
75-79,2007,0,2007,M
80+,2007,0,2007,M
15-19,2006,0.009306654257794323,2006,M
20-24,2006,0.10157068062827225,2006,M
25-29,2006,0.19771137952956136,2006,M
30-34,2006,0.2298483639265762,2006,M
35-39,2006,0.21806853582554517,2006,M
40-44,2006,0.15896739130434784,2006,M
45-49,2006,0.1387900355871886,2006,M
50-54,2006,0.14084507042253522,2006,M
55-59,2006,0.09090909090909091,2006,M
60-64,2006,0.053763440860215055,2006,M
65-69,2006,0.022058823529411766,2006,M
70-74,2006,0.04040404040404041,2006,M
75-79,2006,0.017857142857142856,2006,M
80+,2006,0,2006,M
15-19,2005,0.0107981220657277,2005,M
20-24,2005,0.10053763440860215,2005,M
25-29,2005,0.22134387351778656,2005,M
30-34,2005,0.2823920265780731,2005,M
35-39,2005,0.19522776572668113,2005,M
40-44,2005,0.19094766619519093,2005,M
45-49,2005,0.133086876155268,2005,M
50-54,2005,0.10513447432762836,2005,M
55-59,2005,0.04642857142857143,2005,M
60-64,2005,0.05056179775280899,2005,M
65-69,2005,0.0364963503649635,2005,M
70-74,2005,0.020202020202020204,2005,M
75-79,2005,0,2005,M
80+,2005,0,2005,M
15-19,2004,0.00619933237958989,2004,M
20-24,2004,0.07154742096505824,2004,M
25-29,2004,0.24008207934336526,2004,M
30-34,2004,0.23269896193771628,2004,M
35-39,2004,0.23476297968397292,2004,M
40-44,2004,0.18740849194729137,2004,M
45-49,2004,0.1316793893129771,2004,M
50-54,2004,0.0737913486005089,2004,M
55-59,2004,0.08679245283018867,2004,M
60-64,2004,0.05813953488372093,2004,M
65-69,2004,0.014492753623188406,2004,M
70-74,2004,0.010101010101010102,2004,M
75-79,2004,0,2004,M
80+,2004,0,2004,M
15-19,2003,0.0034079844206426485,2003,M
20-24,2003,0.0774526678141136,2003,M
25-29,2003,0.24289772727272727,2003,M
30-34,2003,0.24887285843101895,2003,M
35-39,2003,0.223915592028136,2003,M
40-44,2003,0.1893939393939394,2003,M
45-49,2003,0.14763779527559054,2003,M
50-54,2003,0.11170212765957446,2003,M
55-59,2003,0.06827309236947791,2003,M
60-64,2003,0.03508771929824561,2003,M
65-69,2003,0.02857142857142857,2003,M
70-74,2003,0.04081632653061224,2003,M
75-79,2003,0,2003,M
80+,2003,0,2003,M
15-19,2002,0.003992015968063872,2002,M
20-24,2002,0.08382877526753864,2002,M
25-29,2002,0.21002210759027265,2002,M
30-34,2002,0.26246472248353714,2002,M
35-39,2002,0.22478736330498178,2002,M
40-44,2002,0.19592476489028213,2002,M
45-49,2002,0.14227642276422764,2002,M
50-54,2002,0.07799442896935933,2002,M
55-59,2002,0.07659574468085106,2002,M
60-64,2002,0.09302325581395349,2002,M
65-69,2002,0.0070921985815602835,2002,M
70-74,2002,0.030927835051546393,2002,M
75-79,2002,0.018867924528301886,2002,M
80+,2002,0,2002,M
15-19,2015,0.007927519818799546,2015,M
20-24,2015,0.07720254314259764,2015,M
25-29,2015,0.20669291338582677,2015,M
30-34,2015,0.24242424242424243,2015,M
35-39,2015,0.2393465909090909,2015,M
40-44,2015,0.16454545454545455,2015,M
45-49,2015,0.10882708585247884,2015,M
50-54,2015,0.06957928802588997,2015,M
55-59,2015,0.03070175438596491,2015,M
