"age","gender","deaths.x","deaths.y","deaths","child_age","nb_c","orphans"
"10-19","Female",0,0,0,15,0,0
"10-19","Female",0,0,0,16,0,0
"10-19","Female",0,0,0,17,0,0
"20-29","Male",67,130,63,0,0.141129438366361,9
"20-29","Male",67,130,63,1,0.120806528953287,8
"20-29","Male",67,130,63,2,0.100483619540212,6
"20-29","Male",67,130,63,3,0.080160710127137,5
"20-29","Male",67,130,63,4,0.0598378007140622,4
"20-29","Male",67,130,63,5,0.0395148913009874,2
"20-29","Male",67,130,63,6,0.032053596543644,2
"20-29","Male",67,130,63,7,0.0245923017863006,2
"20-29","Male",67,130,63,8,0.0171310070289572,1
"20-29","Male",67,130,63,9,0.00966971227161384,1
"20-29","Male",67,130,63,10,0.00220841751427046,0
"20-29","Male",67,130,63,11,0.00353186973317512,0
"20-29","Male",67,130,63,12,0.00264890229988134,0
"20-29","Male",67,130,63,13,0.00176593486658756,0
"20-29","Male",67,130,63,14,0.000882967433293779,0
"20-29","Male",67,130,63,15,0,0
"20-29","Male",67,130,63,16,0,0
"20-29","Male",67,130,63,17,0,0
"20-29","Female",10,19,9,0,0.209277293486679,2
"20-29","Female",10,19,9,1,0.195459978669798,2
"20-29","Female",10,19,9,2,0.181642663852918,2
"20-29","Female",10,19,9,3,0.167825349036038,2
"20-29","Female",10,19,9,4,0.154008034219157,1
"20-29","Female",10,19,9,5,0.140190719402277,1
"20-29","Female",10,19,9,6,0.119698008534747,1
"20-29","Female",10,19,9,7,0.0992052976672177,1
"20-29","Female",10,19,9,8,0.0787125867996881,1
"20-29","Female",10,19,9,9,0.0582198759321585,1
"20-29","Female",10,19,9,10,0.0377271650646289,0
"20-29","Female",10,19,9,11,0.0404371492175324,0
"20-29","Female",10,19,9,12,0.0303278619131493,0
"20-29","Female",10,19,9,13,0.0202185746087662,0
"20-29","Female",10,19,9,14,0.0101092873043831,0
"20-29","Female",10,19,9,15,0,0
"20-29","Female",10,19,9,16,0,0
"20-29","Female",10,19,9,17,0,0
"30-39","Male",191,371,180,0,0.233390528280314,42
"30-39","Male",191,371,180,1,0.231604324655568,42
"30-39","Male",191,371,180,2,0.229818121030822,41
"30-39","Male",191,371,180,3,0.228031917406076,41
"30-39","Male",191,371,180,4,0.226245713781329,41
"30-39","Male",191,371,180,5,0.224459510156583,40
"30-39","Male",191,371,180,6,0.207793495798539,37
"30-39","Male",191,371,180,7,0.191127481440494,34
"30-39","Male",191,371,180,8,0.17446146708245,31
"30-39","Male",191,371,180,9,0.157795452724406,28
"30-39","Male",191,371,180,10,0.141129438366361,25
"30-39","Male",191,371,180,11,0.13559643461632,24
"30-39","Male",191,371,180,12,0.116014076676076,21
"30-39","Male",191,371,180,13,0.0964317187358325,17
"30-39","Male",191,371,180,14,0.0768493607955887,14
"30-39","Male",191,371,180,15,0.0572670028553449,10
"30-39","Male",191,371,180,16,0.0340351585895574,6
"30-39","Male",191,371,180,17,0.0261059337961307,5
"30-39","Female",96,185,89,0,0.147967188575662,13
"30-39","Female",96,185,89,1,0.157002306370714,14
"30-39","Female",96,185,89,2,0.166037424165766,15
"30-39","Female",96,185,89,3,0.175072541960818,16
"30-39","Female",96,185,89,4,0.18410765975587,16
"30-39","Female",96,185,89,5,0.193142777550922,17
"30-39","Female",96,185,89,6,0.196369680738073,17
"30-39","Female",96,185,89,7,0.199596583925225,18
"30-39","Female",96,185,89,8,0.202823487112376,18
"30-39","Female",96,185,89,9,0.206050390299527,18
"30-39","Female",96,185,89,10,0.209277293486679,19
"30-39","Female",96,185,89,11,0.202493639801912,18
"30-39","Female",96,185,89,12,0.192719133941937,17
"30-39","Female",96,185,89,13,0.182944628081962,16
"30-39","Female",96,185,89,14,0.173170122221987,15
"30-39","Female",96,185,89,15,0.163395616362012,15
"30-39","Female",96,185,89,16,0.128037581420658,11
"30-39","Female",96,185,89,17,0.106317278292017,9
"40-49","Male",392,760,368,0,0.141451733434142,52
"40-49","Male",392,760,368,1,0.152470867766358,56
"40-49","Male",392,760,368,2,0.163490002098575,60
"40-49","Male",392,760,368,3,0.174509136430791,64
"40-49","Male",392,760,368,4,0.185528270763008,68
"40-49","Male",392,760,368,5,0.196547405095224,72
"40-49","Male",392,760,368,6,0.203916029732242,75
"40-49","Male",392,760,368,7,0.21128465436926,78
"40-49","Male",392,760,368,8,0.218653279006278,80
"40-49","Male",392,760,368,9,0.226021903643296,83
"40-49","Male",392,760,368,10,0.233390528280314,86
"40-49","Male",392,760,368,11,0.228144229405497,84
"40-49","Male",392,760,368,12,0.228219032898847,84
"40-49","Male",392,760,368,13,0.228293836392198,84
"40-49","Male",392,760,368,14,0.228368639885548,84
"40-49","Male",392,760,368,15,0.228443443378899,84
"40-49","Male",392,760,368,16,0.222252764105451,82
"40-49","Male",392,760,368,17,0.204826859923029,75
"40-49","Female",124,241,117,0,0.031991002308387,4
"40-49","Female",124,241,117,1,0.0430637175436738,5
"40-49","Female",124,241,117,2,0.0541364327789607,6
"40-49","Female",124,241,117,3,0.0652091480142475,8
"40-49","Female",124,241,117,4,0.0762818632495344,9
"40-49","Female",124,241,117,5,0.0873545784848212,10
"40-49","Female",124,241,117,6,0.0994771005029895,12
"40-49","Female",124,241,117,7,0.111599622521158,13
"40-49","Female",124,241,117,8,0.123722144539326,14
"40-49","Female",124,241,117,9,0.135844666557494,16
"40-49","Female",124,241,117,10,0.147967188575662,17
"40-49","Female",124,241,117,11,0.163341694641868,19
"40-49","Female",124,241,117,12,0.171312016399061,20
"40-49","Female",124,241,117,13,0.179282338156254,21
"40-49","Female",124,241,117,14,0.187252659913447,22
"40-49","Female",124,241,117,15,0.19522298167064,23
"40-49","Female",124,241,117,16,0.203535119473492,24
"40-49","Female",124,241,117,17,0.207065258634683,24
"50-59","Male",421,815,394,0,0.0697426361965928,27
"50-59","Male",421,815,394,1,0.0752372580364153,30
"50-59","Male",421,815,394,2,0.0807318798762377,32
"50-59","Male",421,815,394,3,0.0862265017160602,34
"50-59","Male",421,815,394,4,0.0917211235558826,36
"50-59","Male",421,815,394,5,0.097215745395705,38
"50-59","Male",421,815,394,6,0.106062943003392,42
"50-59","Male",421,815,394,7,0.117121144632171,46
"50-59","Male",421,815,394,8,0.125968342239858,50
"50-59","Male",421,815,394,9,0.137026543868637,54
"50-59","Male",421,815,394,10,0.145873741476324,57
"50-59","Male",421,815,394,11,0.165239973273252,65
"50-59","Male",421,815,394,12,0.172818362794071,68
"50-59","Male",421,815,394,13,0.181677222465799,72
"50-59","Male",421,815,394,14,0.189255611986619,75
"50-59","Male",421,815,394,15,0.198114471658347,78
"50-59","Male",421,815,394,16,0.214054955539306,84
"50-59","Male",421,815,394,17,0.219619391741562,87
"50-59","Female",172,334,162,0,0,0
"50-59","Female",172,334,162,1,0.00125491479946736,0
"50-59","Female",172,334,162,2,0.00250982959893472,0
"50-59","Female",172,334,162,3,0.00376474439840208,1
"50-59","Female",172,334,162,4,0.00501965919786944,1
"50-59","Female",172,334,162,5,0.0062745739973368,1
"50-59","Female",172,334,162,6,0.0114178596595468,2
"50-59","Female",172,334,162,7,0.0210004072213609,3
"50-59","Female",172,334,162,8,0.0261436928835709,4
"50-59","Female",172,334,162,9,0.035726240445385,6
"50-59","Female",172,334,162,10,0.0408695261075951,7
"50-59","Female",172,334,162,11,0.0540550079657022,9
"50-59","Female",172,334,162,12,0.0615570537616455,10
"50-59","Female",172,334,162,13,0.0747425356197527,12
"50-59","Female",172,334,162,14,0.082244581415696,13
"50-59","Female",172,334,162,15,0.0954300632738032,15
"50-59","Female",172,334,162,16,0.107451910661893,17
"50-59","Female",172,334,162,17,0.119473758049982,19
"60+","Male",908,1760,852,0,0.0121461910199878,10
"60+","Male",908,1760,852,1,0.0136186398903869,12
"60+","Male",908,1760,852,2,0.015091088760786,13
"60+","Male",908,1760,852,3,0.0165635376311851,14
"60+","Male",908,1760,852,4,0.0180359865015842,15
"60+","Male",908,1760,852,5,0.0195084353719833,17
"60+","Male",908,1760,852,6,0.0214380663160521,18
"60+","Male",908,1760,852,7,0.0246121769070577,21
"60+","Male",908,1760,852,8,0.0265418078511265,23
"60+","Male",908,1760,852,9,0.0297159184421321,25
"60+","Male",908,1760,852,10,0.0315488181135247,27
"60+","Male",908,1760,852,11,0.036241898845223,31
"60+","Male",908,1760,852,12,0.0396429984272394,34
"60+","Male",908,1760,852,13,0.0442393478862615,38
"60+","Male",908,1760,852,14,0.047737178740954,41
"60+","Male",908,1760,852,15,0.0520925769200719,44
"60+","Male",908,1760,852,16,0.0570637951647614,49
"60+","Male",908,1760,852,17,0.0620350134094508,53
"60+","Female",258,500,242,0,0,0
"60+","Female",258,500,242,1,0,0
"60+","Female",258,500,242,2,0,0
"60+","Female",258,500,242,3,0,0
"60+","Female",258,500,242,4,0,0
"60+","Female",258,500,242,5,0,0
"60+","Female",258,500,242,6,0,0
"60+","Female",258,500,242,7,0,0
"60+","Female",258,500,242,8,0,0
"60+","Female",258,500,242,9,0,0
"60+","Female",258,500,242,10,0,0
"60+","Female",258,500,242,11,0.000772500353332146,0
"60+","Female",258,500,242,12,0.00096968983785852,0
"60+","Female",258,500,242,13,0.00174219019119067,0
"60+","Female",258,500,242,14,0.00193937967571704,0
"60+","Female",258,500,242,15,0.00271188002904919,1
"60+","Female",258,500,242,16,0.00421634748742972,1
"60+","Female",258,500,242,17,0.00572081494581025,1
