Period,age,fertility_rate,country,gender,date
2000-2005,15-19,7.018987341772152,Italy,Female,2003
2000-2005,15-19,7.165839829907867,Italy,Female,2004
2005-2010,15-19,6.965074839629366,Italy,Female,2005
2005-2010,15-19,6.9586894586894585,Italy,Female,2006
2005-2010,15-19,6.981481481481482,Italy,Female,2007
2005-2010,15-19,6.942938659058488,Italy,Female,2008
2005-2010,15-19,6.982832618025751,Italy,Female,2009
2010-2015,15-19,5.913074712643678,Italy,Female,2010
2010-2015,15-19,5.892086330935252,Italy,Female,2011
2010-2015,15-19,5.855491329479769,Italy,Female,2012
2010-2015,15-19,5.746181818181818,Italy,Female,2013
2010-2015,15-19,5.946559297218156,Italy,Female,2014
2015-2020,15-19,5.2702503681885124,Italy,Female,2015
2015-2020,15-19,5.2969208211143695,Italy,Female,2016
2015-2020,15-19,5.267492711370262,Italy,Female,2017
2015-2020,15-19,5.199275362318841,Italy,Female,2018
2015-2020,15-19,5.108868060562365,Italy,Female,2019
2000-2005,20-24,33.752019888129276,Italy,Female,2003
2000-2005,20-24,33.76257161043921,Italy,Female,2004
2005-2010,20-24,35.831921824104235,Italy,Female,2005
2005-2010,20-24,35.86916502301118,Italy,Female,2006
2005-2010,20-24,35.99470198675497,Italy,Female,2007
2005-2010,20-24,35.69773635153129,Italy,Female,2008
2005-2010,20-24,35.78246318607764,Italy,Female,2009
2010-2015,20-24,31.893602693602695,Italy,Female,2010
2010-2015,20-24,31.8996632996633,Italy,Female,2011
2010-2015,20-24,31.513131313131314,Italy,Female,2012
2010-2015,20-24,31.785040431266847,Italy,Female,2013
2010-2015,20-24,31.956668923493567,Italy,Female,2014
2015-2020,20-24,26.435494880546074,Italy,Female,2015
2015-2020,20-24,26.439175257731957,Italy,Female,2016
2015-2020,20-24,26.332409972299168,Italy,Female,2017
2015-2020,20-24,26.41899441340782,Italy,Female,2018
2015-2020,20-24,26.522503516174403,Italy,Female,2019
2000-2005,25-29,75.01879126460132,Italy,Female,2003
2000-2005,25-29,75.16754201680672,Italy,Female,2004
2005-2010,25-29,76.71079761258817,Italy,Female,2005
2005-2010,25-29,76.8628762541806,Italy,Female,2006
2005-2010,25-29,76.19406392694064,Italy,Female,2007
2005-2010,25-29,76.5640279394645,Italy,Female,2008
2005-2010,25-29,76.41799881586738,Italy,Female,2009
2010-2015,25-29,72.21814903846153,Italy,Female,2010
2010-2015,25-29,72.04265691651432,Italy,Female,2011
