Period,age,fertility_rate,country,gender,date
2010-2015,25-29,72.13846153846154,Italy,Female,2012
2010-2015,25-29,72.2752009894867,Italy,Female,2013
2010-2015,25-29,72.05834885164494,Italy,Female,2014
2015-2020,25-29,64.75,Italy,Female,2015
2015-2020,25-29,65.0043997485858,Italy,Female,2016
2015-2020,25-29,64.62016487000633,Italy,Female,2017
2015-2020,25-29,64.72552783109406,Italy,Female,2018
2015-2020,25-29,64.6281471917366,Italy,Female,2019
2000-2005,30-34,89.3125,Italy,Female,2003
2000-2005,30-34,88.77865612648222,Italy,Female,2004
2005-2010,30-34,96.50200088928413,Italy,Female,2005
2005-2010,30-34,96.23923878568192,Italy,Female,2006
2005-2010,30-34,96.25650557620818,Italy,Female,2007
2005-2010,30-34,96.29727142173289,Italy,Female,2008
2005-2010,30-34,96.38381845091268,Italy,Female,2009
2010-2015,30-34,95.78966041561074,Italy,Female,2010
2010-2015,30-34,96.01561686621551,Italy,Female,2011
2010-2015,30-34,96.067697228145,Italy,Female,2012
2010-2015,30-34,95.85084376701143,Italy,Female,2013
2010-2015,30-34,96.15935591338146,Italy,Female,2014
2015-2020,30-34,90.42679479932166,Italy,Female,2015
2015-2020,30-34,90.3716915995397,Italy,Female,2016
2015-2020,30-34,90.73204903677758,Italy,Female,2017
2015-2020,30-34,90.28453364817001,Italy,Female,2018
2015-2020,30-34,90.43087008343265,Italy,Female,2019
2000-2005,35-39,47.29124149659864,Italy,Female,2003
2000-2005,35-39,47.18078381795196,Italy,Female,2004
2005-2010,35-39,58.18870292887029,Italy,Female,2005
2005-2010,35-39,58.409774436090224,Italy,Female,2006
2005-2010,35-39,58.26669449081803,Italy,Female,2007
2005-2010,35-39,58.00208855472013,Italy,Female,2008
2005-2010,35-39,58,Italy,Female,2009
2010-2015,35-39,61.70127118644068,Italy,Female,2010
2010-2015,35-39,61.68696027633852,Italy,Female,2011
2010-2015,35-39,61.63390880920761,Italy,Female,2012
2010-2015,35-39,61.65573770491803,Italy,Female,2013
2010-2015,35-39,61.593530239099856,Italy,Female,2014
2015-2020,35-39,61.6923818707811,Italy,Female,2015
2015-2020,35-39,61.59542743538768,Italy,Female,2016
2015-2020,35-39,61.10194672131148,Italy,Female,2017
2015-2020,35-39,61.35669125395153,Italy,Female,2018
2015-2020,35-39,61.111891891891894,Italy,Female,2019
2000-2005,40-44,9.361035422343324,Italy,Female,2003
2000-2005,40-44,9.338461538461539,Italy,Female,2004
2005-2010,40-44,12.538494439692045,Italy,Female,2005
2005-2010,40-44,12.469525010508617,Italy,Female,2006
2005-2010,40-44,12.613466334164588,Italy,Female,2007
2005-2010,40-44,12.649607924061081,Italy,Female,2008
2005-2010,40-44,12.631514156750102,Italy,Female,2009
2010-2015,40-44,15.625050999592004,Italy,Female,2010
2010-2015,40-44,15.629268292682926,Italy,Female,2011
2010-2015,40-44,15.665991082286178,Italy,Female,2012
2010-2015,40-44,15.634927066450567,Italy,Female,2013
2010-2015,40-44,15.479429735234216,Italy,Female,2014
2015-2020,40-44,16.12701030927835,Italy,Female,2015
2015-2020,40-44,16.25609756097561,Italy,Female,2016
2015-2020,40-44,16.137365010799137,Italy,Female,2017
2015-2020,40-44,16.179830432842483,Italy,Female,2018
2015-2020,40-44,16.227041993539455,Italy,Female,2019
2000-2005,45-49,0.39814337287261475,Italy,Female,2003
2000-2005,45-49,0.41146881287726356,Italy,Female,2004
2005-2010,45-49,0.6591687041564792,Italy,Female,2005
2005-2010,45-49,0.6570071258907363,Italy,Female,2006
2005-2010,45-49,0.6286240220892775,Italy,Female,2007
2005-2010,45-49,0.6437806509139545,Italy,Female,2008
2005-2010,45-49,0.6616117850953206,Italy,Female,2009
2010-2015,45-49,1.1586965721540414,Italy,Female,2010
2010-2015,45-49,1.1318954790543343,Italy,Female,2011
2010-2015,45-49,1.1377196567225174,Italy,Female,2012
2010-2015,45-49,1.1157894736842104,Italy,Female,2013
2010-2015,45-49,1.1142857142857143,Italy,Female,2014
2015-2020,45-49,1.3927855711422845,Italy,Female,2015
2015-2020,45-49,1.4005602240896358,Italy,Female,2016
2015-2020,45-49,1.4215372297838271,Italy,Female,2017
2015-2020,45-49,1.3975903614457832,Italy,Female,2018
2015-2020,45-49,1.4309437019036046,Italy,Female,2019
