"0 years","1 years","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00522421686746988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00522421686746988,0.00522460117548279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00522421686746988,0.00522460117548279,0.00522497952497952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00522421686746988,0.00522460117548279,0.00522497952497952,0.00522536312849162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00522421686746988,0.00522460117548279,0.00522497952497952,0.00522536312849162,0.00522573872472784,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0263075210843373,0.00522460117548279,0.00522497952497952,0.00522536312849162,0.00522573872472784,0.00523815557902147,0,0,0,0,0,0,0,0,0,0,0,0
0.0263075210843373,0.0263094563392107,0.00522497952497952,0.00522536312849162,0.00522573872472784,0.00523815557902147,0.00589192975061468,0,0,0,0,0,0,0,0,0,0,0
0.0263075210843373,0.0263094563392107,0.0263113615888616,0.00522536312849162,0.00522573872472784,0.00523815557902147,0.00589192975061468,0.00589192318534179,0,0,0,0,0,0,0,0,0,0
