"year","age","gender","country","value","pop","fertility_rate"
"2002","15-19","Male","Italy",1798,1485,1.21077441077441
"2002","20-24","Male","Italy",16978,1578,10.7591888466413
"2002","25-29","Male","Italy",70824,1795,39.4562674094708
"2002","30-34","Male","Italy",171311,2176,78.7274816176471
"2002","35-39","Male","Italy",166751,2395,69.6246346555324
"2002","40-44","Male","Italy",75930,2384,31.8498322147651
"2002","45-49","Male","Italy",20282,2134,9.50421743205248
"2002","50-54","Male","Italy",4793,1857,2.58104469574583
"2002","55-59","Male","Italy",1292,1854,0.696871628910464
"2002","60-64","Male","Italy",44,1624,0.0270935960591133
"2002","65+","Male","Italy",0,4924,0
"2003","15-19","Male","Italy",1798,1485,1.21077441077441
"2003","20-24","Male","Italy",16978,1578,10.7591888466413
"2003","25-29","Male","Italy",70824,1795,39.4562674094708
"2003","30-34","Male","Italy",171311,2176,78.7274816176471
"2003","35-39","Male","Italy",166751,2395,69.6246346555324
"2003","40-44","Male","Italy",75930,2384,31.8498322147651
"2003","45-49","Male","Italy",20282,2134,9.50421743205248
"2003","50-54","Male","Italy",4793,1857,2.58104469574583
"2003","55-59","Male","Italy",1292,1854,0.696871628910464
"2003","60-64","Male","Italy",44,1624,0.0270935960591133
"2003","65+","Male","Italy",0,4924,0
"2004","15-19","Male","Italy",1798,1485,1.21077441077441
"2004","20-24","Male","Italy",16978,1578,10.7591888466413
"2004","25-29","Male","Italy",70824,1795,39.4562674094708
"2004","30-34","Male","Italy",171311,2176,78.7274816176471
"2004","35-39","Male","Italy",166751,2395,69.6246346555324
"2004","40-44","Male","Italy",75930,2384,31.8498322147651
"2004","45-49","Male","Italy",20282,2134,9.50421743205248
"2004","50-54","Male","Italy",4793,1857,2.58104469574583
"2004","55-59","Male","Italy",1292,1854,0.696871628910464
"2004","60-64","Male","Italy",44,1624,0.0270935960591133
"2004","65+","Male","Italy",0,4924,0
"2005","15-19","Male","Italy",1798,1485,1.21077441077441
"2005","20-24","Male","Italy",16978,1578,10.7591888466413
"2005","25-29","Male","Italy",70824,1795,39.4562674094708
"2005","30-34","Male","Italy",171311,2176,78.7274816176471
"2005","35-39","Male","Italy",166751,2395,69.6246346555324
"2005","40-44","Male","Italy",75930,2384,31.8498322147651
"2005","45-49","Male","Italy",20282,2134,9.50421743205248
"2005","50-54","Male","Italy",4793,1857,2.58104469574583
"2005","55-59","Male","Italy",1292,1854,0.696871628910464
"2005","60-64","Male","Italy",44,1624,0.0270935960591133
"2005","65+","Male","Italy",0,4924,0
"2006","15-19","Male","Italy",1798,1485,1.21077441077441
"2006","20-24","Male","Italy",16978,1578,10.7591888466413
"2006","25-29","Male","Italy",70824,1795,39.4562674094708
"2006","30-34","Male","Italy",171311,2176,78.7274816176471
"2006","35-39","Male","Italy",166751,2395,69.6246346555324
"2006","40-44","Male","Italy",75930,2384,31.8498322147651
"2006","45-49","Male","Italy",20282,2134,9.50421743205248
"2006","50-54","Male","Italy",4793,1857,2.58104469574583
"2006","55-59","Male","Italy",1292,1854,0.696871628910464
"2006","60-64","Male","Italy",44,1624,0.0270935960591133
"2006","65+","Male","Italy",0,4924,0
"2007","15-19","Male","Italy",1798,1485,1.21077441077441
"2007","20-24","Male","Italy",16978,1578,10.7591888466413
"2007","25-29","Male","Italy",70824,1795,39.4562674094708
"2007","30-34","Male","Italy",171311,2176,78.7274816176471
"2007","35-39","Male","Italy",166751,2395,69.6246346555324
"2007","40-44","Male","Italy",75930,2384,31.8498322147651
"2007","45-49","Male","Italy",20282,2134,9.50421743205248
"2007","50-54","Male","Italy",4793,1857,2.58104469574583
"2007","55-59","Male","Italy",1292,1854,0.696871628910464
"2007","60-64","Male","Italy",44,1624,0.0270935960591133
"2007","65+","Male","Italy",0,4924,0
"2008","15-19","Male","Italy",1855,1484,1.25
"2008","20-24","Male","Italy",17582,1568,11.2130102040816
"2008","25-29","Male","Italy",70376,1753,40.1460353679407
"2008","30-34","Male","Italy",169196,2101,80.5311756306521
"2008","35-39","Male","Italy",169672,2387,71.0816925010473
"2008","40-44","Male","Italy",79531,2392,33.248745819398
"2008","45-49","Male","Italy",21421,2197,9.75011379153391
"2008","50-54","Male","Italy",5121,1885,2.71671087533156
"2008","55-59","Male","Italy",1067,1818,0.586908690869087
"2008","60-64","Male","Italy",0,1697,0
"2008","65+","Male","Italy",0,4975,0
"2009","15-19","Male","Italy",1811,1482,1.22199730094467
"2009","20-24","Male","Italy",17319,1562,11.0877080665813
"2009","25-29","Male","Italy",67830,1720,39.4360465116279
"2009","30-34","Male","Italy",161005,2028,79.3910256410256
"2009","35-39","Male","Italy",167172,2370,70.5367088607595
"2009","40-44","Male","Italy",79712,2398,33.2410341951626
"2009","45-49","Male","Italy",22579,2255,10.0128603104213
"2009","50-54","Male","Italy",5372,1924,2.79209979209979
"2009","55-59","Male","Italy",1514,1787,0.847229994404029
"2009","60-64","Male","Italy",71,1760,0.0403409090909091
"2009","65+","Male","Italy",0,5032,0
"2010","15-19","Male","Italy",1792,1480,1.21081081081081
"2010","20-24","Male","Italy",16945,1558,10.8761232349166
"2010","25-29","Male","Italy",65671,1694,38.7668240850059
"2010","30-34","Male","Italy",154329,1966,78.498982706002
"2010","35-39","Male","Italy",166658,2340,71.2213675213675
"2010","40-44","Male","Italy",81055,2407,33.6746987951807
"2010","45-49","Male","Italy",23794,2305,10.3227765726681
"2010","50-54","Male","Italy",5621,1973,2.84896097313735
"2010","55-59","Male","Italy",1414,1777,0.79572312886888
"2010","60-64","Male","Italy",64,1796,0.0356347438752784
"2010","65+","Male","Italy",0,5113,0
"2011","15-19","Male","Italy",1756,1478,1.18809201623816
"2011","20-24","Male","Italy",16927,1556,10.8785347043702
"2011","25-29","Male","Italy",63518,1674,37.9438470728793
"2011","30-34","Male","Italy",145649,1917,75.9775691184142
"2011","35-39","Male","Italy",161319,2295,70.2915032679739
"2011","40-44","Male","Italy",80387,2415,33.2865424430642
"2011","45-49","Male","Italy",24792,2347,10.5632722624627
"2011","50-54","Male","Italy",5930,2033,2.91687161829808
"2011","55-59","Male","Italy",1529,1789,0.85466741196199
"2011","60-64","Male","Italy",79,1803,0.0438158624514698
"2011","65+","Male","Italy",0,5214,0
"2012","15-19","Male","Italy",1756,1478,1.18809201623816
"2012","20-24","Male","Italy",16927,1556,10.8785347043702
"2012","25-29","Male","Italy",63518,1674,37.9438470728793
"2012","30-34","Male","Italy",145649,1917,75.9775691184142
"2012","35-39","Male","Italy",161319,2295,70.2915032679739
"2012","40-44","Male","Italy",80387,2415,33.2865424430642
"2012","45-49","Male","Italy",24792,2347,10.5632722624627
"2012","50-54","Male","Italy",5930,2033,2.91687161829808
"2012","55-59","Male","Italy",1529,1789,0.85466741196199
"2012","60-64","Male","Italy",79,1803,0.0438158624514698
"2012","65+","Male","Italy",0,5214,0
"2013","15-19","Male","Italy",1588,1475,1.07661016949153
"2013","20-24","Male","Italy",16076,1561,10.2985265855221
"2013","25-29","Male","Italy",59852,1655,36.1643504531722
"2013","30-34","Male","Italy",133899,1844,72.6133405639913
"2013","35-39","Male","Italy",147179,2181,67.4823475469968
"2013","40-44","Male","Italy",79236,2429,32.6208316179498
"2013","45-49","Male","Italy",24840,2403,10.3370786516854
"2013","50-54","Male","Italy",6247,2181,2.86428243924805
"2013","55-59","Male","Italy",1633,1857,0.879375336564351
"2013","60-64","Male","Italy",453,1769,0.25607687959299
"2013","65+","Male","Italy",160,5469,0.0292558054488938
"2014","15-19","Male","Italy",1502,1474,1.01899592944369
