"year","age","gender","country","value","pop","fertility_rate"
"2014","20-24","Male","Italy",15330,1562,9.81434058898848
"2014","25-29","Male","Italy",58384,1651,35.3628104179285
"2014","30-34","Male","Italy",130273,1814,71.8153252480706
"2014","35-39","Male","Italy",142109,2123,66.9378238341969
"2014","40-44","Male","Italy",77976,2422,32.1948802642444
"2014","45-49","Male","Italy",24823,2421,10.2532011565469
"2014","50-54","Male","Italy",6523,2252,2.89653641207815
"2014","55-59","Male","Italy",1708,1905,0.896587926509186
"2014","60-64","Male","Italy",497,1758,0.282707622298066
"2014","65+","Male","Italy",217,5598,0.0387638442300822
"2015","15-19","Male","Italy",1502,1474,1.01899592944369
"2015","20-24","Male","Italy",15330,1562,9.81434058898848
"2015","25-29","Male","Italy",58384,1651,35.3628104179285
"2015","30-34","Male","Italy",130273,1814,71.8153252480706
"2015","35-39","Male","Italy",142109,2123,66.9378238341969
"2015","40-44","Male","Italy",77976,2422,32.1948802642444
"2015","45-49","Male","Italy",24823,2421,10.2532011565469
"2015","50-54","Male","Italy",6523,2252,2.89653641207815
"2015","55-59","Male","Italy",1708,1905,0.896587926509186
"2015","60-64","Male","Italy",497,1758,0.282707622298066
"2015","65+","Male","Italy",217,5598,0.0387638442300822
"2016","15-19","Male","Italy",1295,1478,0.876184032476319
"2016","20-24","Male","Italy",13464,1557,8.64739884393064
"2016","25-29","Male","Italy",54874,1642,33.4190012180268
"2016","30-34","Male","Italy",121882,1758,69.3299203640501
"2016","35-39","Male","Italy",131227,2012,65.2221669980119
"2016","40-44","Male","Italy",76886,2356,32.6341256366723
"2016","45-49","Male","Italy",25225,2445,10.3169734151329
"2016","50-54","Male","Italy",6915,2354,2.9375531011045
"2016","55-59","Male","Italy",1777,2016,0.881448412698413
"2016","60-64","Male","Italy",445,1770,0.251412429378531
"2016","65+","Male","Italy",204,5814,0.0350877192982456
"2017","15-19","Male","Italy",1168,1481,0.788656313301823
"2017","20-24","Male","Italy",12614,1551,8.13281753707286
"2017","25-29","Male","Italy",54021,1638,32.9798534798535
"2017","30-34","Male","Italy",118352,1737,68.1358664363846
"2017","35-39","Male","Italy",127129,1957,64.9611650485437
"2017","40-44","Male","Italy",75344,2297,32.8010448410971
"2017","45-49","Male","Italy",25445,2450,10.3857142857143
"2017","50-54","Male","Italy",7139,2383,2.99580360889635
"2017","55-59","Male","Italy",1872,2085,0.897841726618705
"2017","60-64","Male","Italy",547,1788,0.30592841163311
"2017","65+","Male","Italy",235,5904,0.0398035230352304
"2018","15-19","Male","Italy",1168,1481,0.788656313301823
"2018","20-24","Male","Italy",12614,1551,8.13281753707286
"2018","25-29","Male","Italy",54021,1638,32.9798534798535
"2018","30-34","Male","Italy",118352,1737,68.1358664363846
"2018","35-39","Male","Italy",127129,1957,64.9611650485437
"2018","40-44","Male","Italy",75344,2297,32.8010448410971
"2018","45-49","Male","Italy",25445,2450,10.3857142857143
"2018","50-54","Male","Italy",7139,2383,2.99580360889635
"2018","55-59","Male","Italy",1872,2085,0.897841726618705
"2018","60-64","Male","Italy",547,1788,0.30592841163311
"2018","65+","Male","Italy",235,5904,0.0398035230352304
"2019","15-19","Male","Italy",1168,1481,0.788656313301823
"2019","20-24","Male","Italy",12614,1551,8.13281753707286
"2019","25-29","Male","Italy",54021,1638,32.9798534798535
"2019","30-34","Male","Italy",118352,1737,68.1358664363846
"2019","35-39","Male","Italy",127129,1957,64.9611650485437
"2019","40-44","Male","Italy",75344,2297,32.8010448410971
"2019","45-49","Male","Italy",25445,2450,10.3857142857143
"2019","50-54","Male","Italy",7139,2383,2.99580360889635
"2019","55-59","Male","Italy",1872,2085,0.897841726618705
"2019","60-64","Male","Italy",547,1788,0.30592841163311
"2019","65+","Male","Italy",235,5904,0.0398035230352304
"2020","15-19","Male","Italy",1168,1481,0.788656313301823
"2020","20-24","Male","Italy",12614,1551,8.13281753707286
"2020","25-29","Male","Italy",54021,1638,32.9798534798535
"2020","30-34","Male","Italy",118352,1737,68.1358664363846
"2020","35-39","Male","Italy",127129,1957,64.9611650485437
"2020","40-44","Male","Italy",75344,2297,32.8010448410971
"2020","45-49","Male","Italy",25445,2450,10.3857142857143
"2020","50-54","Male","Italy",7139,2383,2.99580360889635
"2020","55-59","Male","Italy",1872,2085,0.897841726618705
"2020","60-64","Male","Italy",547,1788,0.30592841163311
"2020","65+","Male","Italy",235,5904,0.0398035230352304
