Period,age,fertility_rate,country,gender,date
2000-2005,15-19,12.523420713364848,Germany,Female,2003
2000-2005,15-19,12.44104991394148,Germany,Female,2004
2005-2010,15-19,9.788511749347258,Germany,Female,2005
2005-2010,15-19,9.846187747906567,Germany,Female,2006
2005-2010,15-19,9.912122577737719,Germany,Female,2007
2005-2010,15-19,9.790157845868153,Germany,Female,2008
2005-2010,15-19,9.78574844571975,Germany,Female,2009
2010-2015,15-19,8.063235294117646,Germany,Female,2010
2010-2015,15-19,7.953983176645225,Germany,Female,2011
2010-2015,15-19,8.007920792079208,Germany,Female,2012
2010-2015,15-19,8.064532019704433,Germany,Female,2013
2010-2015,15-19,7.985279685966634,Germany,Female,2014
2015-2020,15-19,8.11836935166994,Germany,Female,2015
2015-2020,15-19,8.082144613871126,Germany,Female,2016
2015-2020,15-19,8.108255066732575,Germany,Female,2017
2015-2020,15-19,8.044865403788634,Germany,Female,2018
2015-2020,15-19,8.147458480120784,Germany,Female,2019
2000-2005,20-24,52.536383442265794,Germany,Female,2003
2000-2005,20-24,52.47598627787307,Germany,Female,2004
2005-2010,20-24,43.17415254237288,Germany,Female,2005
2005-2010,20-24,43.521245267143456,Germany,Female,2006
2005-2010,20-24,43.49183758894935,Germany,Female,2007
2005-2010,20-24,43.18018394648829,Germany,Female,2008
2005-2010,20-24,43.19387326898867,Germany,Female,2009
2010-2015,20-24,36.74618644067797,Germany,Female,2010
2010-2015,20-24,36.567253975075204,Germany,Female,2011
2010-2015,20-24,36.824122807017545,Germany,Female,2012
2010-2015,20-24,36.679533213644525,Germany,Female,2013
2010-2015,20-24,36.33394411360513,Germany,Female,2014
2015-2020,20-24,36.57892293407614,Germany,Female,2015
2015-2020,20-24,36.31701631701632,Germany,Female,2016
2015-2020,20-24,36.57434944237918,Germany,Female,2017
2015-2020,20-24,36.45614035087719,Germany,Female,2018
2015-2020,20-24,36.281379310344825,Germany,Female,2019
2000-2005,25-29,87.91532783326096,Germany,Female,2003
2000-2005,25-29,88.02666666666667,Germany,Female,2004
2005-2010,25-29,82.55848575074437,Germany,Female,2005
2005-2010,25-29,82.19745222929936,Germany,Female,2006
2005-2010,25-29,82.47145877378435,Germany,Female,2007
2005-2010,25-29,82.71644295302013,Germany,Female,2008
2005-2010,25-29,82.15483603154836,Germany,Female,2009
2010-2015,25-29,80.23184242921624,Germany,Female,2010
2010-2015,25-29,80.30650406504066,Germany,Female,2011
2010-2015,25-29,80.27470754336426,Germany,Female,2012
2010-2015,25-29,80.63734939759036,Germany,Female,2013
2010-2015,25-29,80.41204819277108,Germany,Female,2014
2015-2020,25-29,82.41865159467098,Germany,Female,2015
2015-2020,25-29,82.22606924643584,Germany,Female,2016
2015-2020,25-29,82.64019851116625,Germany,Female,2017
2015-2020,25-29,82.67256637168141,Germany,Female,2018
2015-2020,25-29,82.46355060034305,Germany,Female,2019
2000-2005,30-34,79.5478666188598,Germany,Female,2003
2000-2005,30-34,79.9499809087438,Germany,Female,2004
2005-2010,30-34,87.59959919839679,Germany,Female,2005
2005-2010,30-34,87.5826050769871,Germany,Female,2006
2005-2010,30-34,87.7033574160646,Germany,Female,2007
2005-2010,30-34,87.72474315068493,Germany,Female,2008
2005-2010,30-34,87.8155755241763,Germany,Female,2009
2010-2015,30-34,97.1957356076759,Germany,Female,2010
2010-2015,30-34,97.36957437842393,Germany,Female,2011
2010-2015,30-34,97.7139303482587,Germany,Female,2012
2010-2015,30-34,97.2063492063492,Germany,Female,2013
2010-2015,30-34,97.27269092363055,Germany,Female,2014
2015-2020,30-34,109.82251082251082,Germany,Female,2015
2015-2020,30-34,109.65192083818394,Germany,Female,2016
2015-2020,30-34,109.37567152724482,Germany,Female,2017
2015-2020,30-34,110.03541507996954,Germany,Female,2018
2015-2020,30-34,109.36716077537058,Germany,Female,2019
2000-2005,35-39,32.6894858463316,Germany,Female,2003
2000-2005,35-39,32.53556731334509,Germany,Female,2004
2005-2010,35-39,41.81763102090276,Germany,Female,2005
2005-2010,35-39,41.61840025292444,Germany,Female,2006
2005-2010,35-39,41.58926174496644,Germany,Female,2007
2005-2010,35-39,41.79093198992443,Germany,Female,2008
2005-2010,35-39,41.86615384615384,Germany,Female,2009
2010-2015,35-39,52.416058394160586,Germany,Female,2010
2010-2015,35-39,52.83948030176027,Germany,Female,2011
2010-2015,35-39,52.700212314225055,Germany,Female,2012
2010-2015,35-39,52.81464240372408,Germany,Female,2013
2010-2015,35-39,52.95060694851402,Germany,Female,2014
2015-2020,35-39,66.44361833952912,Germany,Female,2015
2015-2020,35-39,66.53593179049939,Germany,Female,2016
2015-2020,35-39,66.5925189017111,Germany,Female,2017
2015-2020,35-39,66.39828526890102,Germany,Female,2018
2015-2020,35-39,66.63709369024856,Germany,Female,2019
2000-2005,40-44,5.215563506261181,Germany,Female,2003
2000-2005,40-44,5.240421175782393,Germany,Female,2004
2005-2010,40-44,7.261863425925926,Germany,Female,2005
2005-2010,40-44,7.217491369390103,Germany,Female,2006
2005-2010,40-44,7.158940397350993,Germany,Female,2007
2005-2010,40-44,7.22799883822248,Germany,Female,2008
2005-2010,40-44,7.268639053254438,Germany,Female,2009
2010-2015,40-44,9.386585365853659,Germany,Female,2010
2010-2015,40-44,9.386891504931594,Germany,Female,2011
2010-2015,40-44,9.57388084819926,Germany,Female,2012
2010-2015,40-44,9.53589375448672,Germany,Female,2013
2010-2015,40-44,9.364051789794365,Germany,Female,2014
2015-2020,40-44,13.257961783439491,Germany,Female,2015
2015-2020,40-44,13.202780049059688,Germany,Female,2016
2015-2020,40-44,13.105436573311367,Germany,Female,2017
2015-2020,40-44,13.322013093289689,Germany,Female,2018
2015-2020,40-44,13.144242424242425,Germany,Female,2019
2000-2005,45-49,0.1997971602434077,Germany,Female,2003
2000-2005,45-49,0.2187293183322303,Germany,Female,2004
2005-2010,45-49,0.2918149466192171,Germany,Female,2005
2005-2010,45-49,0.29617934954215347,Germany,Female,2006
2005-2010,45-49,0.27634011090573013,Germany,Female,2007
2005-2010,45-49,0.28807947019867547,Germany,Female,2008
2005-2010,45-49,0.2880354505169867,Germany,Female,2009
2010-2015,45-49,0.399825021872266,Germany,Female,2010
2010-2015,45-49,0.41357308584686775,Germany,Female,2011
2010-2015,45-49,0.40718216044019695,Germany,Female,2012
2010-2015,45-49,0.40262008733624455,Germany,Female,2013
2010-2015,45-49,0.4138847858197932,Germany,Female,2014
2015-2020,45-49,0.5341219290263877,Germany,Female,2015
2015-2020,45-49,0.570528967254408,Germany,Female,2016
2015-2020,45-49,0.5591647331786543,Germany,Female,2017
2015-2020,45-49,0.5387051372273047,Germany,Female,2018
2015-2020,45-49,0.5424107142857143,Germany,Female,2019
