prob,father_age,child_age,gender
0,1,0,male
0,2,0,male
0,3,0,male
0,4,0,male
0,5,0,male
0,6,0,male
0,7,0,male
0,8,0,male
0,9,0,male
0,10,0,male
0,11,0,male
0,12,0,male
0,13,0,male
0,14,0,male
0.00106092126448013,15,0,male
0.00106092126448013,16,0,male
0.00106092126448013,17,0,male
0.00106092126448013,18,0,male
0.00106092126448013,19,0,male
0.0139573431013023,20,0,male
0.0139573431013023,21,0,male
0.0139573431013023,22,0,male
0.0139573431013023,23,0,male
0.0139573431013023,24,0,male
0.0498535284675558,25,0,male
0.0498535284675558,26,0,male
0.0498535284675558,27,0,male
0.0498535284675558,28,0,male
0.0498535284675558,29,0,male
0.0856570785655952,30,0,male
0.0856570785655952,31,0,male
0.0856570785655952,32,0,male
0.0856570785655952,33,0,male
0.0856570785655952,34,0,male
0.0712505078478464,35,0,male
0.0712505078478464,36,0,male
0.0712505078478464,37,0,male
0.0712505078478464,38,0,male
0.0712505078478464,39,0,male
0.0313586751856088,40,0,male
0.0313586751856088,41,0,male
0.0313586751856088,42,0,male
0.0313586751856088,43,0,male
0.0313586751856088,44,0,male
0.00906004356510503,45,0,male
0.00906004356510503,46,0,male
0.00906004356510503,47,0,male
0.00906004356510503,48,0,male
0.00906004356510503,49,0,male
0.0024644495412844,50,0,male
0.0024644495412844,51,0,male
0.0024644495412844,52,0,male
0.0024644495412844,53,0,male
0.0024644495412844,54,0,male
7.65174129353234e-4,55,0,male
7.65174129353234e-4,56,0,male
7.65174129353234e-4,57,0,male
7.65174129353234e-4,58,0,male
7.65174129353234e-4,59,0,male
2.53189792663477e-4,60,0,male
2.53189792663477e-4,61,0,male
2.53189792663477e-4,62,0,male
2.53189792663477e-4,63,0,male
2.53189792663477e-4,64,0,male
3.96814863968149e-5,65,0,male
3.96814863968149e-5,66,0,male
3.96814863968149e-5,67,0,male
3.96814863968149e-5,68,0,male
3.96814863968149e-5,69,0,male
3.96814863968149e-5,70,0,male
3.96814863968149e-5,71,0,male
3.96814863968149e-5,72,0,male
3.96814863968149e-5,73,0,male
3.96814863968149e-5,74,0,male
3.96814863968149e-5,75,0,male
3.96814863968149e-5,76,0,male
3.96814863968149e-5,77,0,male
3.96814863968149e-5,78,0,male
3.96814863968149e-5,79,0,male
3.96814863968149e-5,80,0,male
3.96814863968149e-5,81,0,male
3.96814863968149e-5,82,0,male
3.96814863968149e-5,83,0,male
3.96814863968149e-5,84,0,male
3.96814863968149e-5,85,0,male
3.96814863968149e-5,86,0,male
3.96814863968149e-5,87,0,male
3.96814863968149e-5,88,0,male
3.96814863968149e-5,89,0,male
3.96814863968149e-5,90,0,male
3.96814863968149e-5,91,0,male
3.96814863968149e-5,92,0,male
3.96814863968149e-5,93,0,male
3.96814863968149e-5,94,0,male
3.96814863968149e-5,95,0,male
