age,year,fertility_rate,date,gender
under 15-NA,2016,0,2016,M
15-19,2016,0.003402066275624863,2016,M
20-24,2016,0.034186086057356485,2016,M
25-29,2016,0.11871357724894215,2016,M
30-34,2016,0.16736505231885046,2016,M
35-39,2016,0.16452381879108469,2016,M
40-44,2016,0.1253505159255073,2016,M
45-49,2016,0.05729509829956524,2016,M
50-54,2016,0.03094246917063517,2016,M
55-59,2016,0.016906163990743392,2016,M
60-64,2016,0.00945905354757236,2016,M
65-69,2016,0.00660074050012627,2016,M
70-74,2016,0.005757601458375736,2016,M
75-79,2016,0,2016,M
80+,2016,0,2016,M
under 15-NA,2015,0,2015,M
15-19,2015,0.003402066275624863,2015,M
20-24,2015,0.034186086057356485,2015,M
25-29,2015,0.11871357724894215,2015,M
30-34,2015,0.16736505231885046,2015,M
35-39,2015,0.16452381879108469,2015,M
40-44,2015,0.1253505159255073,2015,M
45-49,2015,0.05729509829956524,2015,M
50-54,2015,0.03094246917063517,2015,M
55-59,2015,0.016906163990743392,2015,M
60-64,2015,0.00945905354757236,2015,M
65-69,2015,0.00660074050012627,2015,M
70-74,2015,0.005757601458375736,2015,M
75-79,2015,0,2015,M
80+,2015,0,2015,M
under 15-NA,2014,0,2014,M
15-19,2014,0.003402066275624863,2014,M
20-24,2014,0.034186086057356485,2014,M
25-29,2014,0.11871357724894215,2014,M
30-34,2014,0.16736505231885046,2014,M
35-39,2014,0.16452381879108469,2014,M
40-44,2014,0.1253505159255073,2014,M
45-49,2014,0.05729509829956524,2014,M
50-54,2014,0.03094246917063517,2014,M
55-59,2014,0.016906163990743392,2014,M
60-64,2014,0.00945905354757236,2014,M
65-69,2014,0.00660074050012627,2014,M
70-74,2014,0.005757601458375736,2014,M
75-79,2014,0,2014,M
80+,2014,0,2014,M
under 15-NA,2013,0,2013,M
15-19,2013,0.003402066275624863,2013,M
20-24,2013,0.034186086057356485,2013,M
25-29,2013,0.11871357724894215,2013,M
30-34,2013,0.16736505231885046,2013,M
35-39,2013,0.16452381879108469,2013,M
40-44,2013,0.1253505159255073,2013,M
45-49,2013,0.05729509829956524,2013,M
50-54,2013,0.03094246917063517,2013,M
55-59,2013,0.016906163990743392,2013,M
60-64,2013,0.00945905354757236,2013,M
65-69,2013,0.00660074050012627,2013,M
70-74,2013,0.005757601458375736,2013,M
75-79,2013,0,2013,M
80+,2013,0,2013,M
under 15-NA,2012,0,2012,M
15-19,2012,0.003402066275624863,2012,M
20-24,2012,0.034186086057356485,2012,M
25-29,2012,0.11871357724894215,2012,M
30-34,2012,0.16736505231885046,2012,M
35-39,2012,0.16452381879108469,2012,M
40-44,2012,0.1253505159255073,2012,M
