country,age,gender,date,estimated_value,pop,rate,afr
France,30-34,female,2003,245519.97899968707,2153,114.03621876436928,111.4044911782
France,30-34,female,2004,248693.46149244427,2147,115.83300488702574,113.37718641322999
France,30-34,female,2005,252843.4358962123,2125,118.9851463040999,116.826946110942
France,30-34,female,2006,247951.29040544885,2091,118.5802440963409,116.91560454802901
France,30-34,female,2007,242867.88211362754,2041,118.99455272593215,117.22551136763
France,30-34,female,2008,241957.83968524492,1986,121.83174203688063,119.301557173414
France,30-34,female,2009,244366.45468705732,1942,125.8323659562602,121.99977527389801
France,30-34,female,2010,248749.15140535744,1919,129.6243623790294,124.38058112933601
France,30-34,female,2011,252220.33186044925,1919,131.4332109747,125.335406308228
France,30-34,female,2012,254563.64977289224,1941,131.1507726805215,125.219116601651
France,30-34,female,2013,256855.86924654996,1976,129.98778808023783,125.01441801805399
France,30-34,female,2014,256831.48998522921,2007,127.96785749139472,124.346155506458
France,30-34,female,2015,252332.14172473238,2025,124.60846504925055,122.134462477434
France,30-34,female,2016,249173.52818611258,2036,122.38385470830677,121.04983452851401
France,30-34,female,2017,246507.10378327323,2038,120.95539930484456,120.184062418625
France,30-34,female,2018,245342.76739503563,2033,120.680161040352,120.102347027676
France,30-34,female,2019,245484.47989465352,2024,121.28679836692368,120.608378380189
France,35-39,female,2002,102290.88672863218,2202,46.45362703389291,45.6340872810829
France,35-39,female,2003,104173.25913555747,2198,47.394567395613045,46.6480748646197
France,35-39,female,2004,106885.71889181668,2194,48.71728299535856,48.0322139877508
France,35-39,female,2005,112949.3451846302,2192,51.52798594189334,50.8394175196319
France,35-39,female,2006,117727.78899851006,2191,53.73244591442723,52.8774577124849
France,35-39,female,2007,121070.73142309232,2194,55.182648779896226,54.187150620530794
France,35-39,female,2008,124241.24216331467,2196,56.5761576335677,55.554206150081306
France,35-39,female,2009,125023.47212001064,2188,57.140526563076165,56.206271162654694
France,35-39,female,2010,123871.6390998116,2167,57.16273147199428,56.4416383419933
France,35-39,female,2011,121593.41933743971,2132,57.03256066484039,56.4924998393438
France,35-39,female,2012,121460.16791675916,2083,58.31021023368179,57.7000468029266
France,35-39,female,2013,122703.44336166154,2030,60.44504599096628,59.3851317230737
France,35-39,female,2014,124831.25575276249,1990,62.729274247619344,60.9100053893337
France,35-39,female,2015,127034.58131911344,1971,64.45184237397942,61.831452742305196
France,35-39,female,2016,129348.6967930839,1969,65.69258343985977,62.426008481502194
France,35-39,female,2017,131499.24224192763,1989,66.11324396275899,62.8419721635943
France,35-39,female,2018,133101.108434195,2022,65.82646312274727,63.06546292052211
France,35-39,female,2019,133439.81367916337,2053,64.9974737842978,63.0746085293384
France,40-44,female,2002,20323.4591513322,2165,9.387279053733119,9.13956779783074
France,40-44,female,2003,21367.707810765223,2191,9.752491013585223,9.54180621710525
France,40-44,female,2004,22628.441250620035,2212,10.229855899918642,10.038711903447
France,40-44,female,2005,23849.913759431452,2226,10.714246971891937,10.5263790856002
France,40-44,female,2006,24540.13415827828,2232,10.99468376266948,10.8025446055792
France,40-44,female,2007,25148.941487810203,2230,11.27755223668619,11.088996291196
France,40-44,female,2008,25556.223806242422,2222,11.501450857894879,11.3192047022875
France,40-44,female,2009,26145.683967432316,2216,11.798593848119276,11.626043256841399
France,40-44,female,2010,27489.96114988942,2213,12.422033958377506,12.2474665086642
France,40-44,female,2011,28389.660841559213,2213,12.828586010645825,12.622032826726
France,40-44,female,2012,29248.97354786848,2217,13.193041744640722,12.960564495347
France,40-44,female,2013,30653.510695710604,2220,13.807887700770543,13.5868630524851
France,40-44,female,2014,30504.99701565068,2214,13.778228101016566,13.6264143392767
France,40-44,female,2015,29600.41480871153,2193,13.497681171323087,13.4431109155886
France,40-44,female,2016,29563.941092600646,2161,13.680676118741623,13.7195765525373
France,40-44,female,2017,29624.890263267804,2114,14.013666160486189,14.0649313226677
France,40-44,female,2018,29505.69682626056,2062,14.3092613124445,14.2484887146465
France,40-44,female,2019,29434.765198698628,2020,14.571665939949815,14.2712812083401
France,45-49,female,2002,832.2446496991349,2110,0.3944287439332393,0.384285465723718
France,45-49,female,2003,935.8102876159296,2118,0.44183677413405553,0.429584610345505
France,45-49,female,2004,1035.9733038201853,2129,0.48660089423212083,0.472828431599865
France,45-49,female,2005,1075.6506189996294,2141,0.5024057071460203,0.488136816168032
France,45-49,female,2006,1096.2331639911679,2155,0.5086928835225837,0.495274518598074
France,45-49,female,2007,1175.7736917252137,2174,0.5408342648230053,0.527639558902666
France,45-49,female,2008,1279.6267126760904,2196,0.5827079748069628,0.570285749029026
France,45-49,female,2009,1406.2178508605505,2214,0.6351480807861565,0.623471236800727
France,45-49,female,2010,1499.3405012736553,2226,0.6735581766728012,0.6623877822280351
France,45-49,female,2011,1526.3633121481046,2232,0.6838545305323049,0.673591755189448
France,45-49,female,2012,1577.432565046531,2232,0.7067350201821375,0.698239397838658
France,45-49,female,2013,1676.3765745049438,2227,0.7527510437830911,0.746081050639732
France,45-49,female,2014,1747.9565072918265,2221,0.7870132855883956,0.780881119001704
France,45-49,female,2015,1757.5921686405864,2218,0.7924220778361526,0.7856840685849821
France,45-49,female,2016,1857.4939527876672,2220,0.8367089877421925,0.82682299458541
France,45-49,female,2017,2018.4447807491097,2227,0.9063514956215131,0.8945438893838851
France,45-49,female,2018,2094.8017552218002,2234,0.9376910274045659,0.929644718873972
France,45-49,female,2019,2071.8506590203383,2231,0.9286645715017204,0.9293003944539551
France,50-54,female,2002,28.250347268471632,2145,0.013170325066886542,0.0130299630427178
France,50-54,female,2003,31.526304112263617,2137,0.014752599023052699,0.0145659206391807
France,50-54,female,2004,34.601050111388005,2122,0.01630586715899529,0.0160321884089207
France,50-54,female,2005,35.74940833584188,2115,0.016902793539405145,0.0165512496354266
France,50-54,female,2006,36.30950254282266,2110,0.017208295043991784,0.016793267632902
France,50-54,female,2007,38.771303117137435,2108,0.018392458784220796,0.0178906686971101
France,50-54,female,2008,42.03645289241708,2111,0.019913052057042673,0.0193366725947925
France,50-54,female,2009,46.09585716021905,2116,0.021784431550198036,0.0211400323413524
France,50-54,female,2010,49.11598179633812,2125,0.02311340319827676,0.0224595752174097
France,50-54,female,2011,50.05506895674041,2140,0.023390219138663744,0.0228394682048894
France,50-54,female,2012,52.18624070926144,2161,0.024149116478140418,0.0236751955520179
France,50-54,female,2013,56.16368904782511,2185,0.025704205513878767,0.0252973619452395
France,50-54,female,2014,59.14741264752334,2205,0.026824223422913077,0.0264773274788997
France,50-54,female,2015,59.78464967889175,2217,0.026966463544831645,0.0266401810373821
France,50-54,female,2016,63.02749745153102,2223,0.02835245049551553,0.0280350781469909
France,50-54,female,2017,68.00187244066151,2222,0.03060390298859654,0.0303312897790964
France,50-54,female,2018,70.28443759889745,2218,0.03168820450806919,0.031521453217006404
France,50-54,female,2019,69.99747652639209,2216,0.03158730890180148,0.0315097782126992
Italy,15-19,female,2002,9609.586942109128,1436,6.6919129123322625,6.52097356472725
Italy,15-19,female,2003,9907.578605677098,1422,6.967354856313008,6.854588940602779
Italy,15-19,female,2004,9898.785239105631,1411,7.015439574135812,6.9285176723562305
Italy,15-19,female,2005,9538.770361494418,1403,6.79883846150707,6.742110490081799
Italy,15-19,female,2006,9421.396716381738,1404,6.710396521639415,6.69989269034173
Italy,15-19,female,2007,9771.995060192652,1404,6.960110441732658,6.85449197156521
Italy,15-19,female,2008,10046.548194132147,1402,7.1658688973838425,6.90599556262707
Italy,15-19,female,2009,9706.753006359975,1398,6.943314024577951,6.6477893382735305
Italy,15-19,female,2010,9408.984822911296,1392,6.759328177378804,6.413041558555
Italy,15-19,female,2011,9136.588608810758,1390,6.5730853300796825,6.27120225223761
Italy,15-19,female,2012,8685.405131225152,1384,6.2755817422147055,6.01798673781156
Italy,15-19,female,2013,8078.252986392793,1375,5.87509308101294,5.73112833645429
Italy,15-19,female,2014,7506.992637357045,1366,5.495602223541028,5.39561443264154
Italy,15-19,female,2015,6800.236487333644,1358,5.007537914089576,4.909442921541889
Italy,15-19,female,2016,6245.6580145025,1364,4.578928163125,4.49538578887217
Italy,15-19,female,2017,5928.020384188344,1372,4.320714565734945,4.260600292297
Italy,15-19,female,2018,5869.206021202165,1380,4.253047841450845,4.20452139395244
Italy,15-19,female,2019,5948.697211685665,1387,4.288894889463349,4.24833608596938
Italy,20-24,female,2002,53443.97577726549,1651,32.370669762123256,31.7902752317602
Italy,20-24,female,2003,53144.10331006519,1609,33.02927489749235,32.3651950949924
Italy,20-24,female,2004,53789.27247544174,1571,34.2388749048006,33.4959149132141
Italy,20-24,female,2005,51876.55859206635,1535,33.79580364303997,32.750064033418
Italy,20-24,female,2006,52877.74023086776,1521,34.765115207671116,33.7026127669177
Italy,20-24,female,2007,53921.40031989029,1510,35.709536635688934,34.734294182838404
Italy,20-24,female,2008,54654.87641898649,1502,36.388066856848525,35.6010464807303
Italy,20-24,female,2009,53206.03374646128,1494,35.61314173123245,34.665285481202
Italy,20-24,female,2010,51539.46041242538,1485,34.7067073484346,33.5867835101936
Italy,20-24,female,2011,50801.936750372064,1485,34.210058417758965,33.097925400264195
Italy,20-24,female,2012,49169.51734029777,1485,33.1107860877426,31.871226947159602
Italy,20-24,female,2013,47336.750392371614,1484,31.898079779226155,30.5674644381622
Italy,20-24,female,2014,45246.5412112127,1477,30.634083419913814,29.5223141500665
Italy,20-24,female,2015,42059.3076559866,1465,28.709425021151265,27.7431787132017
Italy,20-24,female,2016,39740.45345995748,1455,27.31302643296047,26.6598671870299
Italy,20-24,female,2017,38224.287430643395,1444,26.471113179115925,26.0490683104662
Italy,20-24,female,2018,36947.15011256513,1432,25.80108248084157,25.7131190758935
Italy,20-24,female,2019,36611.99927601101,1422,25.746834933903664,25.7628431351109
Italy,25-29,female,2002,150856.61032203157,2032,74.24045783564546,71.76689625155309
Italy,25-29,female,2003,148727.4264797883,1969,75.53449795824697,71.9580986201246
Italy,25-29,female,2004,145952.33020084613,1904,76.65563560968809,72.150526903428
Italy,25-29,female,2005,140308.0988512598,1843,76.13027609943559,71.6842507866088
Italy,25-29,female,2006,137313.3780739132,1794,76.54034452280557,72.5367771779947
Italy,25-29,female,2007,135039.7318666945,1752,77.0774725266521,73.3374153043765
Italy,25-29,female,2008,133021.53119012396,1718,77.42813224105004,73.69823460983329
Italy,25-29,female,2009,129359.9076298493,1689,76.58964335692676,73.0355850742436
Italy,25-29,female,2010,125600.4597334785,1664,75.48104551290776,71.81721488486589
Italy,25-29,female,2011,122304.69832295502,1641,74.53059008102073,70.7382304263697
Italy,25-29,female,2012,118966.99385251648,1625,73.21045775539476,69.9653183727338
Italy,25-29,female,2013,115264.47034978599,1617,71.2829130178021,69.1875504103688
Italy,25-29,female,2014,111888.77978313211,1611,69.45299800318567,67.95543497686191
Italy,25-29,female,2015,107911.93194084267,1604,67.27676554915378,66.3215904378262
Italy,25-29,female,2016,104804.11492216794,1591,65.8731080591879,65.0768138760758
Italy,25-29,female,2017,102955.09056554435,1577,65.28540936305919,64.2493226439609
Italy,25-29,female,2018,102070.416522037,1563,65.3041692399469,63.974649604692694
Italy,25-29,female,2019,100404.7373776795,1549,64.81906867506746,63.9388900866215
Italy,30-34,female,2002,194809.09543134837,2287,85.18106490220742,86.2953839404249
Italy,30-34,female,2003,202283.9850303049,2288,88.41083261814025,89.412152895462
Italy,30-34,female,2004,204092.56702073076,2277,89.63222091380358,89.84285187015439
Italy,30-34,female,2005,202589.36692760562,2249,90.0797540807495,88.9048743190296
Italy,30-34,female,2006,209175.25186522788,2207,94.77809327830896,91.90186088497771
Italy,30-34,female,2007,209579.0598174457,2152,97.38803894862718,93.2426253398414
Italy,30-34,female,2008,206427.00272420578,2089,98.81618129449774,93.4697830344643
Italy,30-34,female,2009,200233.18657229023,2027,98.78302248262962,92.75767560255011
Italy,30-34,female,2010,192829.7436374143,1973,97.73428466163928,92.4868143102162
Italy,30-34,female,2011,184979.54070445633,1921,96.29335799294968,91.9020657983112
Italy,30-34,female,2012,177103.0101683023,1876,94.40458964195219,90.91140333970999
Italy,30-34,female,2013,171863.96285541015,1837,93.55686600730003,90.7425754153965
Italy,30-34,female,2014,167696.35997797392,1801,93.11291503496608,91.1968341056375
Italy,30-34,female,2015,162257.3336570214,1769,91.72263067101267,90.3012780176311
Italy,30-34,female,2016,157593.7996799244,1738,90.67537380893235,89.4646898795711
Italy,30-34,female,2017,153527.7943757796,1713,89.62509887669562,89.1547775010213
Italy,30-34,female,2018,150278.00992000187,1694,88.7119302951605,89.2666191492319
Italy,30-34,female,2019,149077.62908605157,1678,88.84244879979235,89.6597303701927
Italy,35-39,female,2002,106305.49144531976,2327,45.68349438990965,45.5087858820519
Italy,35-39,female,2003,113907.02027873413,2352,48.42985556068628,48.3612977579366
Italy,35-39,female,2004,118485.63582856998,2373,49.930735705254946,50.0117468092714
Italy,35-39,female,2005,121927.48048173662,2390,51.01568220993164,51.278887939928296
Italy,35-39,female,2006,129223.9068261005,2394,53.97824011115309,54.438619068195294
Italy,35-39,female,2007,136088.59332774894,2396,56.798244293718255,57.1944688996479
Italy,35-39,female,2008,140787.06761140825,2394,58.80829891871689,59.0476265021432
Italy,35-39,female,2009,142448.63006253695,2384,59.7519421403259,59.6757413274893
Italy,35-39,female,2010,143447.0667934397,2360,60.78265542094903,60.031831670149295
Italy,35-39,female,2011,140880.54398237413,2316,60.82925042416845,59.357045976977396
Italy,35-39,female,2012,135923.24850391952,2259,60.169654052199874,58.427031084255695
Italy,35-39,female,2013,130976.13862031211,2196,59.64305037354832,57.894844229746504
Italy,35-39,female,2014,126971.01095013111,2133,59.52696247076001,58.00360859704249
Italy,35-39,female,2015,122654.98450333154,2074,59.13933679042022,58.4560685159337
Italy,35-39,female,2016,119153.2693028305,2012,59.22130681055194,59.1901992053406
Italy,35-39,female,2017,116180.99390389487,1952,59.51895179502811,59.8419727043039
Italy,35-39,female,2018,113492.72790254331,1898,59.795957799021764,60.15576993785729
Italy,35-39,female,2019,110411.65126484275,1850,59.68197365667175,60.2654459808615
Italy,40-44,female,2002,19091.150013031016,2124,8.988300382782965,9.023310803582
Italy,40-44,female,2003,21204.749156747162,2202,9.629768009421962,9.786663458027089
Italy,40-44,female,2004,23349.03739895955,2275,10.263313142399802,10.4404138329953
Italy,40-44,female,2005,25518.013899379763,2338,10.914462745671413,10.9260011659976
Italy,40-44,female,2006,28173.366107333557,2379,11.842524635281025,11.752282022115901
Italy,40-44,female,2007,30092.443543607817,2406,12.507250018124612,12.346041981956201
Italy,40-44,female,2008,31821.164883316884,2423,13.132961156961157,12.9690844658639
Italy,40-44,female,2009,33169.4682328973,2437,13.610778921993147,13.4910948671306
Italy,40-44,female,2010,34576.16731356256,2451,14.106963408226258,14.0108664940171
Italy,40-44,female,2011,35607.11448117545,2460,14.47443678096563,14.499029251750299
Italy,40-44,female,2012,36535.16692839659,2467,14.809552869232505,14.8757290385461
Italy,40-44,female,2013,36679.06900419691,2468,14.86185940202468,15.0024080145141
Italy,40-44,female,2014,36711.16430693341,2455,14.953631082253935,15.1170870388885
Italy,40-44,female,2015,37208.609176243226,2425,15.343756361337412,15.386586414631099
Italy,40-44,female,2016,36895.57382287048,2378,15.515380076900959,15.496970006185201
Italy,40-44,female,2017,35954.27604187393,2315,15.53100476970796,15.5292322269756
Italy,40-44,female,2018,34791.372961826695,2241,15.524932156102944,15.552170203500099
Italy,40-44,female,2019,33562.496181090566,2167,15.488000083567405,15.5569728160681
Italy,45-49,female,2002,694.2042341960827,1903,0.36479465801160416,0.359305300890283
Italy,45-49,female,2003,829.0339501788181,1939,0.42755747817370715,0.423112078609555
Italy,45-49,female,2004,859.7533298352818,1988,0.4324714938809264,0.431717039244417
Italy,45-49,female,2005,968.4069797745927,2045,0.473548645366549,0.47140848107886996
Italy,45-49,female,2006,1179.5502226532042,2105,0.5603564003103108,0.557598941222144
Italy,45-49,female,2007,1412.3253066749096,2173,0.6499426169695857,0.646352900101801
Italy,45-49,female,2008,1654.4597936350206,2243,0.7376102512862329,0.736101365379434
Italy,45-49,female,2009,1875.7991162559613,2308,0.8127379186550959,0.808120021595315
Italy,45-49,female,2010,2184.9327210602037,2363,0.9246435552518848,0.8990124881376
Italy,45-49,female,2011,2509.5838648736453,2411,1.040889201523702,1.01288514441534
Italy,45-49,female,2012,2664.601739591481,2447,1.088925925456265,1.064359776918
Italy,45-49,female,2013,2753.9904799665487,2470,1.114975902820465,1.0979855374018
Italy,45-49,female,2014,2814.558193040371,2485,1.1326189911631273,1.12494118693389
Italy,45-49,female,2015,2985.925203629224,2495,1.1967636086690276,1.1931798938509202
Italy,45-49,female,2016,3256.730261044146,2499,1.3032133897735678,1.31783290959639
Italy,45-49,female,2017,3489.2354378862174,2498,1.3968116244540503,1.41719857118195
Italy,45-49,female,2018,3583.529135508248,2490,1.4391683275133527,1.46749697617727
Italy,45-49,female,2019,3553.2208160559812,2469,1.4391335828497291,1.46845298933579
Italy,50-54,female,2002,22.98283949059063,1944,0.011822448297628926,0.0121829608695608
Italy,50-54,female,2003,26.721200482713382,1917,0.013939071717638698,0.0143464565770846
Italy,50-54,female,2004,27.169380971042496,1896,0.014329842284305115,0.0146382248823082
Italy,50-54,female,2005,30.336152814734668,1893,0.016025437303082233,0.015984042162285498
Italy,50-54,female,2006,36.54287872111081,1902,0.019212869990068774,0.0189065011425821
Italy,50-54,female,2007,43.18563872562595,1923,0.022457430434542874,0.021915880646225
Italy,50-54,female,2008,50.173941072883615,1958,0.0256250975857424,0.024958980867322
Italy,50-54,female,2009,55.995233262393505,2003,0.027955683106536948,0.0274009166483483
Italy,50-54,female,2010,64.24156641716253,2056,0.03124589806282224,0.0304828065076929
Italy,50-54,female,2011,74.5080229109294,2121,0.03512872367323404,0.034343885406632704
Italy,50-54,female,2012,80.72880182080479,2197,0.03674501675958343,0.0360892352024778
Italy,50-54,female,2013,85.37179299634498,2276,0.037509575130204295,0.0372293834918804
Italy,50-54,female,2014,89.98714479340856,2347,0.03834134844201473,0.0381433684029
Italy,50-54,female,2015,99.69360905995228,2404,0.041469887296153196,0.0404571374847913
Italy,50-54,female,2016,111.52546448880443,2444,0.04563235044550099,0.044683745913158296
Italy,50-54,female,2017,120.59152210273344,2468,0.048862042991383074,0.0480529363032677
Italy,50-54,female,2018,124.71718303779272,2480,0.05028918670878739,0.049758403766010297
Italy,50-54,female,2019,124.20483453828481,2485,0.04998182476389731,0.0497908192936192
South Africa,15-19,female,2002,172240.16610263742,2585,66.6306251847727,66.8525147312279
South Africa,15-19,female,2003,172856.9184983386,2621,65.95075104858398,65.7576801986723
South Africa,15-19,female,2004,172708.67395528214,2643,65.34569578330766,64.6795506283883
South Africa,15-19,female,2005,171628.47931754464,2651,64.74103331480372,63.615634789365394
South Africa,15-19,female,2006,169506.9698906328,2645,64.08581092273452,62.556455107416404
South Africa,15-19,female,2007,166385.2623336679,2622,63.457384566616284,61.5034095235627
South Africa,15-19,female,2008,162421.76707082865,2589,62.73532911194617,60.4411739909786
South Africa,15-19,female,2009,157687.98944137595,2553,61.76576162999449,59.352352200603804
South Africa,15-19,female,2010,152159.70789153365,2520,60.3808364648943,58.224651684997
South Africa,15-19,female,2011,145955.59724346254,2487,58.68741344731104,57.0757071099033
South Africa,15-19,female,2012,139276.81493064025,2462,56.57059907824543,55.9008885486759
South Africa,15-19,female,2013,132303.07818061777,2441,54.20035976264554,54.6556029233004
South Africa,15-19,female,2014,125338.97117502967,2423,51.728836638476956,53.33047262363
South Africa,15-19,female,2015,118729.72371928053,2409,49.285896105969506,51.9132410669557
South Africa,15-19,female,2016,112973.05131182207,2402,47.03291062107497,50.4620195357953
South Africa,15-19,female,2017,108482.38908125367,2398,45.2386943624911,49.0256655863699
South Africa,15-19,female,2018,105934.31512300756,2401,44.12091425364746,48.026147062353196
South Africa,15-19,female,2019,105689.83810711064,2414,43.782037326889245,47.7370815983409
South Africa,20-24,female,2002,286565.711262296,2273,126.07378410131808,123.225676055985
South Africa,20-24,female,2003,290429.1421545567,2348,123.69213890739212,121.999576003064
South Africa,20-24,female,2004,294802.487802029,2418,121.9199701414512,120.802508230616
South Africa,20-24,female,2005,299229.3993310094,2479,120.7056875074665,119.605653864407
South Africa,20-24,female,2006,303179.10340362863,2534,119.64447648130569,118.407422966321
South Africa,20-24,female,2007,306118.26275417826,2583,118.51268399310037,117.228896674535
South Africa,20-24,female,2008,307677.5296619024,2622,117.34459559950511,116.080669885908
South Africa,20-24,female,2009,307367.4634234913,2650,115.98772204660048,114.86600752119901
South Africa,20-24,female,2010,305191.15645084454,2664,114.56124491398069,113.581518376319
South Africa,20-24,female,2011,301328.7058917521,2655,113.49480447900267,112.23835106816401
South Africa,20-24,female,2012,295970.4497587512,2637,112.23756153157042,110.835433663978
South Africa,20-24,female,2013,289208.32459582324,2611,110.76534837067149,109.37450738349
South Africa,20-24,female,2014,281186.15417399444,2583,108.86029971892933,107.88093516180899
South Africa,20-24,female,2015,271861.4696977249,2556,106.36207734652774,106.32541622169799
South Africa,20-24,female,2016,261457.3719194968,2530,103.34283475078925,104.72868020463
South Africa,20-24,female,2017,250382.85954299828,2506,99.91335177294425,103.10729771131801
South Africa,20-24,female,2018,239475.07117878302,2483,96.44586032170078,101.480330753453
South Africa,20-24,female,2019,231279.64427911723,2464,93.86349199639498,100.67262372995
South Africa,25-29,female,2002,275039.18937862315,2000,137.5195946893116,132.224272557315
South Africa,25-29,female,2003,276864.7183973997,2034,136.11834729469012,132.096022844976
South Africa,25-29,female,2004,279019.0606030413,2075,134.4670171580922,131.99084571108898
South Africa,25-29,female,2005,282030.3605439021,2127,132.59537402158068,131.86290568877197
South Africa,25-29,female,2006,286435.9569445716,2181,131.33239658164675,131.705983687946
South Africa,25-29,female,2007,292689.57482097886,2247,130.25793271961675,131.523363766929
South Africa,25-29,female,2008,300669.5420631957,2322,129.48731355004122,131.34576470249
South Africa,25-29,female,2009,309763.29209542094,2398,129.17568477707295,131.142758919623
South Africa,25-29,female,2010,319184.98084558477,2470,129.22468860145133,130.90419065030002
South Africa,25-29,female,2011,328091.9645370798,2520,130.1952240226507,130.64253954013898
South Africa,25-29,female,2012,335527.5664256529,2569,130.60629288659123,130.36431563193602
South Africa,25-29,female,2013,340967.2263811211,2612,130.5387543572439,130.038197643364
South Africa,25-29,female,2014,344146.86377517594,2645,130.11223583182456,129.661276985278
South Africa,25-29,female,2015,345031.9220605141,2665,129.46788820281955,129.21274223756802
South Africa,25-29,female,2016,343851.2245232306,2671,128.73501479716606,128.727889490156
South Africa,25-29,female,2017,340879.6519534984,2661,128.10208641619633,128.253127806217
South Africa,25-29,female,2018,336899.56342483615,2639,127.66182774719066,128.03379950004202
South Africa,25-29,female,2019,331907.6182684758,2614,126.97307508357912,128.042125651888
South Africa,30-34,female,2002,183576.71455157487,1760,104.30495144975845,98.517467213977
South Africa,30-34,female,2003,183904.83830687785,1804,101.94281502598551,97.8990336976417
South Africa,30-34,female,2004,183696.33322930167,1850,99.29531525908199,97.2602132168082
South Africa,30-34,female,2005,183094.0560755762,1893,96.72163553913164,96.5971777432712
South Africa,30-34,female,2006,182278.27788237671,1920,94.93660306373788,95.9292099536077
South Africa,30-34,female,2007,181476.61135289515,1943,93.40021171018793,95.2826362546812
South Africa,30-34,female,2008,181127.03569268374,1969,91.98935281497397,94.64326866448789
South Africa,30-34,female,2009,181478.39873662128,2007,90.4227198488397,93.9308788643561
South Africa,30-34,female,2010,182851.35673367683,2062,88.67670064678799,93.1275735730277
South Africa,30-34,female,2011,185560.67398233546,2116,87.69408033191657,92.241641959786
South Africa,30-34,female,2012,189731.65609087324,2184,86.87346890607749,91.2454680335415
South Africa,30-34,female,2013,194840.39467376878,2262,86.1363371678907,90.1665694184622
South Africa,30-34,female,2014,200159.82953306515,2338,85.611560963672,88.9865569151156
South Africa,30-34,female,2015,204962.90129839006,2409,85.0821508087962,87.68934182208051
South Africa,30-34,female,2016,208704.15093471282,2481,84.12097982052109,86.3128514675049
South Africa,30-34,female,2017,210937.2404492494,2545,82.8830021411589,84.8984920478643
South Africa,30-34,female,2018,212659.1461724486,2599,81.82344985473206,83.90755198673699
South Africa,30-34,female,2019,214570.0986350829,2639,81.30735075221027,83.5995104493446
South Africa,35-39,female,2002,106312.64378404814,1514,70.21971187849942,64.30631354891091
South Africa,35-39,female,2003,106355.62847991205,1540,69.06209641552731,63.6622611830072
South Africa,35-39,female,2004,105994.34556093747,1569,67.55535089925905,63.0040484693843
South Africa,35-39,female,2005,105359.27711379025,1603,65.72631136231456,62.3306047973658
South Africa,35-39,female,2006,104632.12048279885,1637,63.916994797067105,61.6430831531853
South Africa,35-39,female,2007,103998.79118570607,1673,62.163055102035905,60.9415012645862
South Africa,35-39,female,2008,103489.97189292297,1709,60.55586418544352,60.2371432276331
South Africa,35-39,female,2009,103019.02998493852,1744,59.07054471613447,59.4899239330651
South Africa,35-39,female,2010,102572.23715000524,1779,57.65724404159935,58.7062846163186
South Africa,35-39,female,2011,102161.13342559371,1815,56.2871258543216,57.9042539407766
South Africa,35-39,female,2012,101765.33385924003,1847,55.09763609054685,57.0854312698365
South Africa,35-39,female,2013,101561.30827617753,1878,54.07950387442893,56.2371422050865
South Africa,35-39,female,2014,101648.9473913548,1915,53.0803902826918,55.326947852418
South Africa,35-39,female,2015,102205.68671341408,1963,52.066065569747366,54.3733879593059
South Africa,35-39,female,2016,103291.13747716416,2035,50.75731571359418,53.348110365531106
South Africa,35-39,female,2017,104984.57760150258,2119,49.54439716918479,52.267072695020104
South Africa,35-39,female,2018,107619.8189955841,2209,48.71879538052698,51.4290725839048
South Africa,35-39,female,2019,111528.12194710982,2297,48.55381887118407,51.1103433649214
South Africa,40-44,female,2002,40797.95541426278,1299,31.407202012519463,28.125325937276997
South Africa,40-44,female,2003,40749.39111154081,1322,30.824047739440857,27.601843030521202
South Africa,40-44,female,2004,40507.45805066909,1344,30.139477716271646,27.0770582441277
South Africa,40-44,female,2005,40098.21752126582,1365,29.37598353206287,26.542419285827098
South Africa,40-44,female,2006,39559.6416347105,1391,28.43971361230086,26.0103320937628
South Africa,40-44,female,2007,38969.9830456612,1416,27.52117446727486,25.497961666553202
South Africa,40-44,female,2008,38367.904182224265,1440,26.644377904322408,25.0006464486829
South Africa,40-44,female,2009,37780.12226477736,1467,25.753321243883683,24.5126104598161
South Africa,40-44,female,2010,37259.58524123498,1497,24.88950249915496,24.0370851653543
South Africa,40-44,female,2011,36856.38793489952,1538,23.96384131007771,23.570791221223402
South Africa,40-44,female,2012,36590.20238474612,1584,23.099875242895276,23.098820420350002
South Africa,40-44,female,2013,36373.12388235808,1630,22.314799927827043,22.6150313221798
South Africa,40-44,female,2014,36136.56748195757,1672,21.612779594472233,22.116296459761298
South Africa,40-44,female,2015,35842.77356602202,1709,20.9729511796501,21.602324618242402
South Africa,40-44,female,2016,35504.49136293717,1746,20.334760230777306,21.0902509335772
South Africa,40-44,female,2017,35114.17913131383,1779,19.738155779265785,20.5698965552286
South Africa,40-44,female,2018,34954.43872155702,1814,19.26926059622768,20.1441146617567
South Africa,40-44,female,2019,35371.52040573836,1859,19.027176119278302,19.9596747831439
South Africa,45-49,female,2002,9183.858002312958,1109,8.281206494421061,7.424409154244749
South Africa,45-49,female,2003,8689.76687137322,1130,7.69005917820639,6.79415228335948
South Africa,45-49,female,2004,8171.207121684077,1150,7.105397497116589,6.209604557257441
South Africa,45-49,female,2005,7625.65200377471,1169,6.523226692707194,5.66217921236529
South Africa,45-49,female,2006,7080.598973399113,1191,5.945087299243587,5.16247059804467
South Africa,45-49,female,2007,6568.135164372737,1213,5.414785790909098,4.72017550608553
South Africa,45-49,female,2008,6095.720916743351,1236,4.931813039436368,4.32718792422701
South Africa,45-49,female,2009,5654.086644298756,1259,4.490934586416804,3.9695670947583896
