"age","gender","deaths","child_age","nb_c","orphans"
"60-69","Male",6173,17,0.00780312276331249,48
"60-69","Female",2737,0,0,0
"60-69","Female",2737,1,0,0
"60-69","Female",2737,2,0,0
"60-69","Female",2737,3,0,0
"60-69","Female",2737,4,0,0
"60-69","Female",2737,5,0,0
"60-69","Female",2737,6,0,0
"60-69","Female",2737,7,0,0
"60-69","Female",2737,8,0,0
"60-69","Female",2737,9,0,0
"60-69","Female",2737,10,0,0
"60-69","Female",2737,11,2.85857107169623e-05,0
"60-69","Female",2737,12,5.7171648079306e-05,0
"60-69","Female",2737,13,8.57578481945469e-05,0
"60-69","Female",2737,14,0.000114344546776539,0
"60-69","Female",2737,15,0.000142726286686516,0
"60-69","Female",2737,16,0.000616030322173089,2
"60-69","Female",2737,17,0.00113474587368421,3
"70-79","Male",12654,0,4.02123424021234e-05,1
"70-79","Male",12654,1,4.02123424021234e-05,1
"70-79","Male",12654,2,4.02123424021234e-05,1
"70-79","Male",12654,3,4.02123424021234e-05,1
"70-79","Male",12654,4,4.02123424021234e-05,1
"70-79","Male",12654,5,4.02123424021234e-05,1
"70-79","Male",12654,6,6.02869847175806e-05,1
"70-79","Male",12654,7,8.06954560674365e-05,1
"70-79","Male",12654,8,0.000110494438635174,1
"70-79","Male",12654,9,0.000130052363175061,2
"70-79","Male",12654,10,0.000153055909590952,2
"70-79","Male",12654,11,0.000216942691395687,3
"70-79","Male",12654,12,0.000280829473200422,4
"70-79","Male",12654,13,0.00037692662762447,5
"70-79","Male",12654,14,0.000448877256277093,6
"70-79","Male",12654,15,0.000520827884929716,7
"70-79","Male",12654,16,0.00068323021620014,9
"70-79","Male",12654,17,0.000845632547470563,11
"70-79","Female",7230,0,0,0
"70-79","Female",7230,1,0,0
"70-79","Female",7230,2,0,0
"70-79","Female",7230,3,0,0
"70-79","Female",7230,4,0,0
"70-79","Female",7230,5,0,0
"70-79","Female",7230,6,0,0
"70-79","Female",7230,7,0,0
"70-79","Female",7230,8,0,0
"70-79","Female",7230,9,0,0
"70-79","Female",7230,10,0,0
"70-79","Female",7230,11,0,0
"70-79","Female",7230,12,0,0
"70-79","Female",7230,13,0,0
"70-79","Female",7230,14,0,0
"70-79","Female",7230,15,0,0
"70-79","Female",7230,16,0,0
"70-79","Female",7230,17,0,0
"80-89","Male",21527,0,4.02123424021234e-05,1
"80-89","Male",21527,1,4.02123424021234e-05,1
"80-89","Male",21527,2,4.02123424021234e-05,1
"80-89","Male",21527,3,4.02123424021234e-05,1
"80-89","Male",21527,4,4.02123424021234e-05,1
"80-89","Male",21527,5,4.02123424021234e-05,1
"80-89","Male",21527,6,3.74108464540439e-05,1
"80-89","Male",21527,7,3.75970576215774e-05,1
"80-89","Male",21527,8,4.09147265463563e-05,1
"80-89","Male",21527,9,3.80381775114951e-05,1
"80-89","Male",21527,10,3.80381775114951e-05,1
"80-89","Male",21527,11,3.80381775114951e-05,1
"80-89","Male",21527,12,3.80381775114951e-05,1
"80-89","Male",21527,13,4.36407114033777e-05,1
"80-89","Male",21527,14,4.36407114033777e-05,1
"80-89","Male",21527,15,4.36407114033777e-05,1
"80-89","Male",21527,16,6.71275174560224e-05,1
"80-89","Male",21527,17,9.06143235086672e-05,2
"80-89","Female",20702,0,0,0
"80-89","Female",20702,1,0,0
"80-89","Female",20702,2,0,0
"80-89","Female",20702,3,0,0
"80-89","Female",20702,4,0,0
"80-89","Female",20702,5,0,0
"80-89","Female",20702,6,0,0
"80-89","Female",20702,7,0,0
"80-89","Female",20702,8,0,0
"80-89","Female",20702,9,0,0
"80-89","Female",20702,10,0,0
"80-89","Female",20702,11,0,0
"80-89","Female",20702,12,0,0
"80-89","Female",20702,13,0,0
"80-89","Female",20702,14,0,0
"80-89","Female",20702,15,0,0
"80-89","Female",20702,16,0,0
"80-89","Female",20702,17,0,0
"90+","Male",6874,0,4.02123424021234e-05,0
"90+","Male",6874,1,4.02123424021234e-05,0
"90+","Male",6874,2,4.02123424021234e-05,0
"90+","Male",6874,3,4.02123424021234e-05,0
"90+","Male",6874,4,4.02123424021234e-05,0
"90+","Male",6874,5,4.02123424021234e-05,0
"90+","Male",6874,6,3.74108464540439e-05,0
"90+","Male",6874,7,3.75970576215774e-05,0
"90+","Male",6874,8,4.09147265463563e-05,0
"90+","Male",6874,9,3.80381775114951e-05,0
"90+","Male",6874,10,3.80381775114951e-05,0
"90+","Male",6874,11,3.80381775114951e-05,0
"90+","Male",6874,12,3.80381775114951e-05,0
"90+","Male",6874,13,4.36407114033777e-05,0
"90+","Male",6874,14,4.36407114033777e-05,0
"90+","Male",6874,15,4.36407114033777e-05,0
"90+","Male",6874,16,4.36407114033777e-05,0
"90+","Male",6874,17,4.36407114033777e-05,0
"90+","Female",13120,0,0,0
"90+","Female",13120,1,0,0
"90+","Female",13120,2,0,0
"90+","Female",13120,3,0,0
"90+","Female",13120,4,0,0
"90+","Female",13120,5,0,0
"90+","Female",13120,6,0,0
"90+","Female",13120,7,0,0
"90+","Female",13120,8,0,0
"90+","Female",13120,9,0,0
"90+","Female",13120,10,0,0
"90+","Female",13120,11,0,0
"90+","Female",13120,12,0,0
"90+","Female",13120,13,0,0
"90+","Female",13120,14,0,0
"90+","Female",13120,15,0,0
"90+","Female",13120,16,0,0
"90+","Female",13120,17,0,0
