year,age,gender,country,value,pop,fertility_rate
2002,15-19,Male,Germany,3217,2324,1.3842512908777969
2002,20-24,Male,Germany,40602,2466,16.464720194647203
2002,25-29,Male,Germany,126408,2399,52.69195498124218
2002,30-34,Male,Germany,184082,2410,76.38257261410789
2002,35-39,Male,Germany,167942,3099,54.192320103259114
2002,40-44,Male,Germany,76017,3614,21.03403431101273
2002,45-49,Male,Germany,20424,3360,6.078571428571428
2002,50-54,Male,Germany,5485,2883,1.9025320846340616
2002,55-59,Male,Germany,1843,2415,0.7631469979296066
2002,60-64,Male,Germany,635,2280,0.27850877192982454
2002,65+,Male,Germany,292,6691,0.04364071140337767
2003,15-19,Male,Germany,3217,2324,1.3842512908777969
2003,20-24,Male,Germany,40602,2466,16.464720194647203
2003,25-29,Male,Germany,126408,2399,52.69195498124218
2003,30-34,Male,Germany,184082,2410,76.38257261410789
2003,35-39,Male,Germany,167942,3099,54.192320103259114
2003,40-44,Male,Germany,76017,3614,21.03403431101273
2003,45-49,Male,Germany,20424,3360,6.078571428571428
2003,50-54,Male,Germany,5485,2883,1.9025320846340616
2003,55-59,Male,Germany,1843,2415,0.7631469979296066
2003,60-64,Male,Germany,635,2280,0.27850877192982454
2003,65+,Male,Germany,292,6691,0.04364071140337767
2004,15-19,Male,Germany,3217,2324,1.3842512908777969
2004,20-24,Male,Germany,40602,2466,16.464720194647203
2004,25-29,Male,Germany,126408,2399,52.69195498124218
2004,30-34,Male,Germany,184082,2410,76.38257261410789
2004,35-39,Male,Germany,167942,3099,54.192320103259114
2004,40-44,Male,Germany,76017,3614,21.03403431101273
2004,45-49,Male,Germany,20424,3360,6.078571428571428
2004,50-54,Male,Germany,5485,2883,1.9025320846340616
2004,55-59,Male,Germany,1843,2415,0.7631469979296066
2004,60-64,Male,Germany,635,2280,0.27850877192982454
2004,65+,Male,Germany,292,6691,0.04364071140337767
2005,15-19,Male,Germany,3217,2324,1.3842512908777969
2005,20-24,Male,Germany,40602,2466,16.464720194647203
2005,25-29,Male,Germany,126408,2399,52.69195498124218
2005,30-34,Male,Germany,184082,2410,76.38257261410789
2005,35-39,Male,Germany,167942,3099,54.192320103259114
2005,40-44,Male,Germany,76017,3614,21.03403431101273
2005,45-49,Male,Germany,20424,3360,6.078571428571428
2005,50-54,Male,Germany,5485,2883,1.9025320846340616
2005,55-59,Male,Germany,1843,2415,0.7631469979296066
2005,60-64,Male,Germany,635,2280,0.27850877192982454
2005,65+,Male,Germany,292,6691,0.04364071140337767
2006,15-19,Male,Germany,3217,2324,1.3842512908777969
2006,20-24,Male,Germany,40602,2466,16.464720194647203
2006,25-29,Male,Germany,126408,2399,52.69195498124218
2006,30-34,Male,Germany,184082,2410,76.38257261410789
2006,35-39,Male,Germany,167942,3099,54.192320103259114
2006,40-44,Male,Germany,76017,3614,21.03403431101273
2006,45-49,Male,Germany,20424,3360,6.078571428571428
2006,50-54,Male,Germany,5485,2883,1.9025320846340616
2006,55-59,Male,Germany,1843,2415,0.7631469979296066
2006,60-64,Male,Germany,635,2280,0.27850877192982454
2006,65+,Male,Germany,292,6691,0.04364071140337767
2007,15-19,Male,Germany,3217,2324,1.3842512908777969
2007,20-24,Male,Germany,40602,2466,16.464720194647203
2007,25-29,Male,Germany,126408,2399,52.69195498124218
2007,30-34,Male,Germany,184082,2410,76.38257261410789
2007,35-39,Male,Germany,167942,3099,54.192320103259114
2007,40-44,Male,Germany,76017,3614,21.03403431101273
2007,45-49,Male,Germany,20424,3360,6.078571428571428
2007,50-54,Male,Germany,5485,2883,1.9025320846340616
2007,55-59,Male,Germany,1843,2415,0.7631469979296066
2007,60-64,Male,Germany,635,2280,0.27850877192982454
2007,65+,Male,Germany,292,6691,0.04364071140337767
2008,15-19,Male,Germany,2543,2127,1.1955806299952985
2008,20-24,Male,Germany,36505,2439,14.96719967199672
2008,25-29,Male,Germany,117313,2530,46.368774703557314
2008,30-34,Male,Germany,191733,2405,79.72266112266112
2008,35-39,Male,Germany,151290,2445,61.877300613496935
2008,40-44,Male,Germany,80830,3249,24.878424130501692
2008,45-49,Male,Germany,25727,3561,7.22465599550688
2008,50-54,Male,Germany,6651,3190,2.0849529780564264
2008,55-59,Male,Germany,1829,2702,0.6769059955588453
2008,60-64,Male,Germany,597,2227,0.26807364167040865
2008,65+,Male,Germany,273,7177,0.038038177511495054
2009,15-19,Male,Germany,2543,2127,1.1955806299952985
2009,20-24,Male,Germany,36505,2439,14.96719967199672
2009,25-29,Male,Germany,117313,2530,46.368774703557314
2009,30-34,Male,Germany,191733,2405,79.72266112266112
2009,35-39,Male,Germany,151290,2445,61.877300613496935
2009,40-44,Male,Germany,80830,3249,24.878424130501692
2009,45-49,Male,Germany,25727,3561,7.22465599550688
2009,50-54,Male,Germany,6651,3190,2.0849529780564264
2009,55-59,Male,Germany,1829,2702,0.6769059955588453
2009,60-64,Male,Germany,597,2227,0.26807364167040865
2009,65+,Male,Germany,273,7177,0.038038177511495054
2010,15-19,Male,Germany,2543,2127,1.1955806299952985
