Period,age,fertility_rate,country,gender,date
2000-2005,30-34,79.75677739595265,Germany,Female,2004
2005-2010,30-34,88.08416833667334,Germany,Female,2005
2005-2010,30-34,87.35330836454432,Germany,Female,2006
2005-2010,30-34,87.82235444113897,Germany,Female,2007
2005-2010,30-34,87.70119863013699,Germany,Female,2008
2005-2010,30-34,87.76979032948225,Germany,Female,2009
2010-2015,30-34,97.36545842217484,Germany,Female,2010
2010-2015,30-34,97.36578171091445,Germany,Female,2011
2010-2015,30-34,97.87935323383084,Germany,Female,2012
2010-2015,30-34,97.44566544566544,Germany,Female,2013
2010-2015,30-34,97.84246301479408,Germany,Female,2014
2015-2020,30-34,109.85320739866195,Germany,Female,2015
2015-2020,30-34,109.88436166084594,Germany,Female,2016
2015-2020,30-34,110.19646968534153,Germany,Female,2017
2015-2020,30-34,109.62909367859864,Germany,Female,2018
2015-2020,30-34,109.70581527936146,Germany,Female,2019
2000-2005,35-39,32.66233391103408,Germany,Female,2003
2000-2005,35-39,32.4647266313933,Germany,Female,2004
2005-2010,35-39,41.768252044834895,Germany,Female,2005
2005-2010,35-39,41.552956054378754,Germany,Female,2006
2005-2010,35-39,41.876174496644296,Germany,Female,2007
2005-2010,35-39,41.68082043900684,Germany,Female,2008
2005-2010,35-39,41.46923076923077,Germany,Female,2009
2010-2015,35-39,52.67274939172749,Germany,Female,2010
2010-2015,35-39,52.65129924559933,Germany,Female,2011
2010-2015,35-39,52.88704883227176,Germany,Female,2012
2010-2015,35-39,52.78628861616589,Germany,Female,2013
2010-2015,35-39,52.84344914190038,Germany,Female,2014
2015-2020,35-39,66.7207765386204,Germany,Female,2015
2015-2020,35-39,67.12099066179456,Germany,Female,2016
2015-2020,35-39,66.80143255073617,Germany,Female,2017
2015-2020,35-39,66.58690568978956,Germany,Female,2018
2015-2020,35-39,66.87954110898661,Germany,Female,2019
2000-2005,40-44,5.194394752534287,Germany,Female,2003
2000-2005,40-44,5.242468558057912,Germany,Female,2004
2005-2010,40-44,7.265046296296297,Germany,Female,2005
2005-2010,40-44,7.2462600690448795,Germany,Female,2006
2005-2010,40-44,7.244169306075439,Germany,Female,2007
2005-2010,40-44,7.249782166715074,Germany,Female,2008
2005-2010,40-44,7.226331360946745,Germany,Female,2009
2010-2015,40-44,9.496646341463414,Germany,Female,2010
2010-2015,40-44,9.416162901686286,Germany,Female,2011
2010-2015,40-44,9.415348367553012,Germany,Female,2012
2010-2015,40-44,9.455491744436468,Germany,Female,2013
2010-2015,40-44,9.510662604722011,Germany,Female,2014
2015-2020,40-44,13.264729299363058,Germany,Female,2015
2015-2020,40-44,13.31398201144726,Germany,Female,2016
2015-2020,40-44,13.169686985172982,Germany,Female,2017
2015-2020,40-44,13.217675941080197,Germany,Female,2018
2015-2020,40-44,13.317575757575758,Germany,Female,2019
2000-2005,45-49,0.18931710615280595,Germany,Female,2003
2000-2005,45-49,0.19490403706154863,Germany,Female,2004
2005-2010,45-49,0.2743448722096409,Germany,Female,2005
2005-2010,45-49,0.2756551941900853,Germany,Female,2006
2005-2010,45-49,0.3062230437461491,Germany,Female,2007
2005-2010,45-49,0.2989163154726069,Germany,Female,2008
2005-2010,45-49,0.28744460856720827,Germany,Female,2009
2010-2015,45-49,0.3977836103820356,Germany,Female,2010
2010-2015,45-49,0.40806264501160094,Germany,Female,2011
2010-2015,45-49,0.4129742253113235,Germany,Female,2012
2010-2015,45-49,0.39796215429403203,Germany,Female,2013
2010-2015,45-49,0.3985228951255539,Germany,Female,2014
2015-2020,45-49,0.562026084319078,Germany,Female,2015
2015-2020,45-49,0.5286523929471033,Germany,Female,2016
2015-2020,45-49,0.5236990387802453,Germany,Female,2017
2015-2020,45-49,0.5524278676988037,Germany,Female,2018
2015-2020,45-49,0.5234375,Germany,Female,2019
