"gender","African ","Americas","Eastern Mediterranean","European","South-East Asia","Western Pacific","Global"
"female",28.1991992190239,25.5951437947138,24.2793126622379,22.2291347238659,22.0023496589848,32.8815109939443,23.5137115695647
"male",71.8008007809761,74.4048562052862,75.7206873377621,77.7708652761341,77.9976503410152,67.1184890060557,76.4862884304353
