"age","African ","Americas","Eastern Mediterranean","European","South-East Asia","Western Pacific","Global"
"5-9",24.855119364018,23.7347655513109,19.6904603692124,20.552948532822,21.094232399373,22.1006045665728,21.8320206013289
"10-17",57.231134767771,59.5849366419154,68.1245873250972,66.9474838210224,65.1171782633426,63.9758606961371,63.6095848139393
"0-4",17.913745868211,16.6802978067737,12.1849523056904,12.4995676461556,13.7885893372844,13.92353473729,14.5583945847318
