Brazil,1.335
Colombia,1.527532
England & Wales,1.107688
France,1.275595
Iran (Islamic Republic of),2.305564
India,9.937695406
Italy,1.210801
Mexico,2.146958633
Peru,1
Poland,2.042415
Russian Federation,2.849407
South Africa,2.749246495
Spain,1.217153
United States of America,1.330925
