"category","Argentina","Brazil","Colombia","England & Wales","France","Germany","India","Iran (Islamic Republic of)","Italy","Kenya","Malawi","Mexico","Nigeria","Peru","Philippines","Poland","South Africa","Spain","USA","Zimbabwe"
"[0-5)",14.2135165488538,18.9278165832502,13.5828729281768,14.3405275779376,11.6059633893187,13.4745762711864,13.8804221614,16.8319077242094,10.068710359408,21.7261192243237,17.800746482917,13.2218963613859,18.7815428983417,16.0900624602611,14.735038550973,15.7581310123683,20.0576286426615,11.2415510494486,20.222710289135,25.5145582329317
"[5-10)",21.6159080399022,24.6815899680215,21.1988950276243,23.5107913669065,20.7775051896584,21.3135593220339,21.1707929003898,23.1953084499741,19.5031712473573,26.6339478094326,23.8300315819696,22.6033431091584,25.252343186734,23.7299123561606,23.5405703096316,23.301267369064,26.4907835043119,19.2813945215226,25.4878065112293,29.0788152610442
"[10-18)",64.170575411244,56.3905934487283,65.2182320441989,62.1486810551559,67.6165314210228,65.2118644067797,64.9487849382102,59.9727838258165,70.4281183932347,51.6399329662437,58.3692219351134,64.1747605294557,55.9661139149243,60.1800251835783,61.7243911393954,60.9406016185677,53.4515878530265,69.4770544290288,54.2894831996357,45.4066265060241
