"week","year","spain","france","italy","poland","uk","age","gender"
17,2020,-0.399999999999999,-13.2,-3,-3,24.8,"40-44","F"
17,2021,NA,NA,NA,11,NA,"40-44","F"
18,2020,-4.2,-12.4,-9.4,-1.4,3,"40-44","F"
18,2021,NA,NA,NA,-1.4,NA,"40-44","F"
19,2020,1.4,-4,-4.2,3.8,-13.6,"40-44","F"
20,2020,-1.6,-7.4,-11.4,2.6,16.8,"40-44","F"
21,2020,-3,-3.4,-5.6,-10.6,7.2,"40-44","F"
22,2020,-4.4,3.4,-2.4,-0.399999999999999,0,"40-44","F"
23,2020,3.4,-1,-0.600000000000001,-5.6,-12,"40-44","F"
24,2020,-1.2,0,-15.4,-2.4,10.2,"40-44","F"
25,2020,-3.6,-6,6.2,-12.8,3,"40-44","F"
26,2020,-1.6,1.4,-8,-3,-6.8,"40-44","F"
27,2020,-2.8,-7.2,2.8,-0.199999999999999,10.6,"40-44","F"
28,2020,-1.4,-6.4,-8.8,0.199999999999999,-5.2,"40-44","F"
29,2020,-2.8,2.6,0.199999999999999,3.2,-7.6,"40-44","F"
30,2020,-1.6,-0.399999999999999,-2.2,3.8,7.2,"40-44","F"
31,2020,-4.8,3.2,-7,7,2.8,"40-44","F"
32,2020,6,-12.8,-9,6,8.8,"40-44","F"
33,2020,4,2,0,7,15.6,"40-44","F"
34,2020,1.8,-3.2,-10.6,5.4,0.399999999999999,"40-44","F"
35,2020,-0.800000000000001,-3.6,-3.8,-1.8,-8.4,"40-44","F"
36,2020,7.4,-0.799999999999997,-6.2,-7.2,5,"40-44","F"
37,2020,7.8,0.600000000000001,-8.4,12.6,-9,"40-44","F"
38,2020,14.6,-10.2,-0.600000000000001,3.4,-0.799999999999997,"40-44","F"
39,2020,11.4,2.2,-6,2,6.2,"40-44","F"
40,2020,-2.4,-2,-6.4,-3.4,-4.6,"40-44","F"
41,2020,-5.2,1.8,-6.2,3.8,-4.4,"40-44","F"
42,2020,5,-8.4,-8.8,-0.799999999999997,-3.2,"40-44","F"
43,2020,3.2,-1.2,6.6,13.6,12,"40-44","F"
44,2020,-2.6,0.200000000000003,-10,9,0.399999999999999,"40-44","F"
45,2020,8.8,-1.4,-5.8,19.2,17.4,"40-44","F"
46,2020,7.4,-3.4,6.6,9.6,17.6,"40-44","F"
47,2020,1.6,6.4,-5.6,9.4,15,"40-44","F"
48,2020,-1.4,7.8,5.8,20.8,10.8,"40-44","F"
49,2020,-2.8,1.4,0.600000000000001,20.6,5.4,"40-44","F"
50,2020,6.6,3.8,4.6,8.6,4.8,"40-44","F"
51,2020,-3.6,-5.6,-5.4,-3.4,4.4,"40-44","F"
52,2020,4.8,7.6,-1.8,0.200000000000003,NA,"40-44","F"
53,2020,-3,-3,-8,1,NA,"40-44","F"
1,2020,-13.4,-9,-8.8,49.2,-41.8,"45-49","M"
1,2021,5.59999999999999,-14,-2.8,56.2,NA,"45-49","M"
2,2020,-18,5,-18.8,21.2,1.40000000000001,"45-49","M"
2,2021,-11,-14,-13.8,29.2,NA,"45-49","M"
3,2020,1,-0.400000000000006,-12.4,5.59999999999999,-11.4,"45-49","M"
3,2021,20,-16.4,-12.4,43.6,NA,"45-49","M"
4,2020,-8.2,-5.8,-5.40000000000001,-3.40000000000001,-38,"45-49","M"
4,2021,2.8,-11.8,-6.40000000000001,33.6,NA,"45-49","M"
5,2020,8.59999999999999,6.40000000000001,1.59999999999999,33.6,-3.19999999999999,"45-49","M"
5,2021,5.59999999999999,-6.59999999999999,-21.4,41.6,NA,"45-49","M"
6,2020,-22.2,-10.2,-16,2,-25.2,"45-49","M"
6,2021,-26.2,-0.200000000000003,-20,33,NA,"45-49","M"
7,2020,-14.4,-6.59999999999999,-23.6,15.4,-8,"45-49","M"
7,2021,-18.4,-10.6,-14.6,25.4,NA,"45-49","M"
8,2020,-1.59999999999999,-22.8,-6.2,34.8,-9.59999999999999,"45-49","M"
8,2021,3.40000000000001,-6.8,-7.2,48.8,NA,"45-49","M"
9,2020,-4.59999999999999,-15.4,-21.6,15.4,-9,"45-49","M"
9,2021,-19.6,-15.4,NA,60.4,NA,"45-49","M"
10,2020,-6,4.40000000000001,-21.6,20.4,-11,"45-49","M"
10,2021,-9,-8.59999999999999,NA,54.4,NA,"45-49","M"
11,2020,-2.59999999999999,-14.4,2,28,2.2,"45-49","M"
11,2021,-11.6,-24.4,NA,54,NA,"45-49","M"
12,2020,25,-10,1,43,-8,"45-49","M"
12,2021,-15,-8,NA,72,NA,"45-49","M"
13,2020,25.4,8.8,33,33,1,"45-49","M"
13,2021,NA,-8.2,NA,111,NA,"45-49","M"
14,2020,26.6,12.4,28.8,1.8,25.4,"45-49","M"
14,2021,NA,-23.6,NA,82.8,NA,"45-49","M"
15,2020,12.4,-1,17.6,34.6,52,"45-49","M"
15,2021,NA,-10,NA,100.6,NA,"45-49","M"
16,2020,10.4,-5.8,4.8,15.8,50,"45-49","M"
16,2021,NA,-20.8,NA,64.8,NA,"45-49","M"
17,2020,-17.8,-29.4,-16.4,22.6,92.6,"45-49","M"
17,2021,NA,NA,NA,53.6,NA,"45-49","M"
18,2020,-5,-1.59999999999999,7.40000000000001,13.4,49,"45-49","M"
18,2021,NA,NA,NA,30.4,NA,"45-49","M"
19,2020,-0.799999999999997,-5.8,-3.8,35.2,8,"45-49","M"
20,2020,-27.8,-3.40000000000001,6.8,29.8,25,"45-49","M"
21,2020,-11,12.2,12.8,57.8,7.8,"45-49","M"
22,2020,5.8,13.8,-13.2,24.8,15.2,"45-49","M"
23,2020,-0.200000000000003,-19.2,-10.6,45.4,4.2,"45-49","M"
24,2020,-18.4,-5,-16.8,19.2,-2.59999999999999,"45-49","M"
25,2020,-9.2,-21,-12.8,12.2,-24.2,"45-49","M"
26,2020,-14.6,8.2,-4.59999999999999,45.4,15.6,"45-49","M"
27,2020,-2.59999999999999,-11.4,6,25,9.59999999999999,"45-49","M"
28,2020,2.40000000000001,-3.40000000000001,-31.4,19.6,9,"45-49","M"
29,2020,-2.59999999999999,-20,-13.8,44.2,6,"45-49","M"
30,2020,-7.40000000000001,-1.8,-4.40000000000001,41.6,11.2,"45-49","M"
31,2020,3.8,-25.6,-8,35,14,"45-49","M"
32,2020,-4.59999999999999,3.59999999999999,-8.8,44.2,-3.2,"45-49","M"
33,2020,-9.2,33.8,-18,52,-10.4,"45-49","M"
34,2020,20.4,4.59999999999999,-9.40000000000001,61.6,1,"45-49","M"
35,2020,-5,-11.4,-1,36,24,"45-49","M"
36,2020,-1,21.2,-23,30,6.40000000000001,"45-49","M"
37,2020,10,8.8,-0.400000000000006,45.6,-5.8,"45-49","M"
38,2020,2.59999999999999,2.2,-9.2,61.8,5.8,"45-49","M"
39,2020,-2,-4.40000000000001,2.2,40.2,-8,"45-49","M"
40,2020,13.6,-16.2,8.59999999999999,54.6,12.4,"45-49","M"
41,2020,7,-21.8,1,50,-8.40000000000001,"45-49","M"
42,2020,19.4,-3.2,-4.40000000000001,54.6,19.4,"45-49","M"
43,2020,27.8,-0.799999999999997,-4.2,100.8,15.6,"45-49","M"
44,2020,5.40000000000001,-6,30.8,93.8,12,"45-49","M"
45,2020,-6.40000000000001,5,6.59999999999999,112.6,-0.799999999999997,"45-49","M"
46,2020,-0.799999999999997,6,40.2,124.2,13.4,"45-49","M"
47,2020,-18.4,-13,10.4,91.4,2.8,"45-49","M"
48,2020,-5.59999999999999,13.8,14.6,71.6,37.2,"45-49","M"
49,2020,18,-1.40000000000001,-6.59999999999999,91.4,18,"45-49","M"
50,2020,16.2,-25.2,5.8,96.8,26.8,"45-49","M"
51,2020,-14.2,-28.4,25.2,65.2,12,"45-49","M"
52,2020,-15.4,0.200000000000003,-16.6,78.4,NA,"45-49","M"
53,2020,-2,-17,-8,89,NA,"45-49","M"
1,2020,-8,-9.2,-26.8,-43.8,-8.59999999999999,"45-49","F"
1,2021,1,-3.2,-10.8,-6.8,NA,"45-49","F"
2,2020,-1.8,-12,-8.6,-19.6,10.2,"45-49","F"
2,2021,10.2,-20,-5.6,1.4,NA,"45-49","F"
3,2020,-10.8,-9.4,-6.8,-24.8,14.8,"45-49","F"
3,2021,4.2,-12.4,-4.8,-4.8,NA,"45-49","F"
4,2020,11.2,-11.6,-15.6,-13.6,7.8,"45-49","F"
4,2021,20.2,-15.6,-2.6,-8.6,NA,"45-49","F"
5,2020,6.2,-6.2,8.8,-10.2,-22.4,"45-49","F"
5,2021,-5.8,-21.2,-0.200000000000003,-20.2,NA,"45-49","F"
6,2020,1.4,-5,10.8,-12.2,-15.2,"45-49","F"
6,2021,0.399999999999999,-12,-3.2,-12.2,NA,"45-49","F"
7,2020,-9.4,-11.2,-13.4,-3.4,3.2,"45-49","F"
7,2021,4.6,-17.2,-5.4,5.6,NA,"45-49","F"
8,2020,-2.4,-3.4,-20.8,-28.8,-6,"45-49","F"
8,2021,-4.4,-6.4,-21.8,-17.8,NA,"45-49","F"
9,2020,-0.399999999999999,-17.4,3,-15,-10.2,"45-49","F"
9,2021,2.6,-1.4,NA,9,NA,"45-49","F"
10,2020,7.4,-3.2,-4,3,-3.40000000000001,"45-49","F"
10,2021,-1.6,-20.2,NA,8,NA,"45-49","F"
11,2020,2.4,-1.2,0.399999999999999,-26.6,2,"45-49","F"
11,2021,6.4,-11.2,NA,-2.6,NA,"45-49","F"
12,2020,3.8,-10.6,16.2,-20.8,-4.59999999999999,"45-49","F"
12,2021,-9.2,-12.6,NA,23.2,NA,"45-49","F"
13,2020,26,-4.2,4.4,-17.6,4.8,"45-49","F"
13,2021,NA,-0.200000000000003,NA,8.4,NA,"45-49","F"
14,2020,8.8,13,0.200000000000003,-10.8,40,"45-49","F"
14,2021,NA,-10,NA,7.2,NA,"45-49","F"
15,2020,10.4,1.2,5.2,-13.8,29.4,"45-49","F"
15,2021,NA,-12.8,NA,3.2,NA,"45-49","F"
16,2020,7.8,-21.4,1.2,-13.8,27,"45-49","F"
16,2021,NA,2.6,NA,-0.799999999999997,NA,"45-49","F"
17,2020,-6.8,-5.2,0.799999999999997,10.8,33.8,"45-49","F"
17,2021,NA,NA,NA,8.8,NA,"45-49","F"
18,2020,-1.8,-8.6,-17,-19,29,"45-49","F"
18,2021,NA,NA,NA,-23,NA,"45-49","F"
19,2020,-1.2,1.4,8.4,-9.6,15.8,"45-49","F"
20,2020,4.2,15.4,-7.8,-19.8,18,"45-49","F"
21,2020,-6.2,-17.8,9.4,-4.6,10,"45-49","F"
22,2020,2.8,0.799999999999997,-4.6,-11.6,-0.399999999999999,"45-49","F"
23,2020,-14.2,-17.2,-17.4,-5.4,-9.8,"45-49","F"
24,2020,6.8,-4.8,8.6,-16.4,-6.8,"45-49","F"
25,2020,-3.2,0.200000000000003,7.8,-7.2,18.2,"45-49","F"
26,2020,2.4,-9.8,17.2,-10.8,-6.59999999999999,"45-49","F"
27,2020,-15.4,-7.4,-6.6,-5.6,-10.6,"45-49","F"
28,2020,-0.600000000000001,-10,-6.4,-3.4,2,"45-49","F"
29,2020,-4.4,-1.8,-8.4,-9.4,5.59999999999999,"45-49","F"
30,2020,-5.8,-6.2,-0.200000000000003,-24.2,-2.8,"45-49","F"
31,2020,-2,-14,8,-18,-0.200000000000003,"45-49","F"
32,2020,0,8.4,-5,-28,0.400000000000006,"45-49","F"
33,2020,3.4,-10,-1.2,-13.2,6.40000000000001,"45-49","F"
34,2020,-6.8,-18,5,-3,1,"45-49","F"
35,2020,12.4,-8.59999999999999,-10.4,-9.4,1.2,"45-49","F"
36,2020,-14.6,-4,9.4,-3.6,-13.8,"45-49","F"
37,2020,0.200000000000003,7.2,-10,-12,-9,"45-49","F"
38,2020,5,4.59999999999999,-2.8,-16.8,24.4,"45-49","F"
39,2020,6.6,2,-0.200000000000003,-11.2,3.2,"45-49","F"
40,2020,6.4,16.8,4,-8,12.2,"45-49","F"
41,2020,1.6,1.59999999999999,-5.8,-7.8,-1.40000000000001,"45-49","F"
42,2020,-2.2,-11.8,-13.2,-7.2,-1.8,"45-49","F"
43,2020,6.4,-9.2,-8.4,6.6,-3.2,"45-49","F"
44,2020,-6.2,-20.6,-3.4,12.6,0,"45-49","F"
45,2020,4.4,-3.8,-2.4,9.6,1,"45-49","F"
46,2020,0,12,6.4,20.4,-3.2,"45-49","F"
47,2020,-5.4,-11.4,7.2,9.2,-0.599999999999994,"45-49","F"
48,2020,9.2,11.4,-4.6,20.4,2.2,"45-49","F"
49,2020,-0.200000000000003,11.2,8.6,3.6,9,"45-49","F"
50,2020,-1.8,8,6.4,-0.600000000000001,-2.8,"45-49","F"
51,2020,-0.600000000000001,5.59999999999999,-0.200000000000003,5.8,12.4,"45-49","F"
52,2020,1.8,-15,-6.4,5.6,NA,"45-49","F"
53,2020,8,-10,-12,-18,NA,"45-49","F"
1,2020,-11.2,-24.8,-6,49,-7.40000000000001,"50-54","M"
1,2021,18.8,-5.80000000000001,-4,63,NA,"50-54","M"
2,2020,-9,-23.8,-3.80000000000001,28.2,-31,"50-54","M"
2,2021,-2,-27.8,-8.80000000000001,34.2,NA,"50-54","M"
3,2020,-13.6,-32.8,15.6,0.599999999999994,40,"50-54","M"
3,2021,10.4,-8.80000000000001,-0.400000000000006,49.6,NA,"50-54","M"
4,2020,-14.4,-35.8,-1,-9,6.80000000000001,"50-54","M"
4,2021,31.6,-22.8,-10,56,NA,"50-54","M"
5,2020,-9.80000000000001,-14.8,-2.40000000000001,17.6,24.6,"50-54","M"
5,2021,-1.80000000000001,-35.8,8.59999999999999,24.6,NA,"50-54","M"
6,2020,-6.19999999999999,-29.4,2.59999999999999,-4.40000000000001,16.4,"50-54","M"
6,2021,-12.2,-9.40000000000001,-0.400000000000006,46.6,NA,"50-54","M"
7,2020,-36,-14,16.6,4.59999999999999,13.6,"50-54","M"
7,2021,28,-15,6.59999999999999,29.6,NA,"50-54","M"
8,2020,-7.19999999999999,-31,-11.4,-3.40000000000001,-15.4,"50-54","M"
8,2021,-22.2,-22,-16.4,11.6,NA,"50-54","M"
9,2020,-7.19999999999999,-15.2,3,19,-9,"50-54","M"
9,2021,-16.2,-52.2,NA,22,NA,"50-54","M"
10,2020,-6.59999999999999,8,16.2,13.2,-12.4,"50-54","M"
10,2021,-2.59999999999999,-18,NA,61.2,NA,"50-54","M"
11,2020,8.8,-13.2,6,10,24,"50-54","M"
11,2021,-16.2,10.8,NA,54,NA,"50-54","M"
12,2020,20.8,-7.80000000000001,43,27,2.80000000000001,"50-54","M"
12,2021,-12.2,0.199999999999989,NA,64,NA,"50-54","M"
13,2020,51.8,12.2,74.6,31.6,-7.19999999999999,"50-54","M"
13,2021,NA,-19.8,NA,101.6,NA,"50-54","M"
14,2020,52.6,30.4,32.8,9.80000000000001,126,"50-54","M"
14,2021,NA,-8.59999999999999,NA,85.8,NA,"50-54","M"
15,2020,0.400000000000006,11.4,11.6,25.6,117.2,"50-54","M"
15,2021,NA,-14.6,NA,83.6,NA,"50-54","M"
16,2020,33.8,46,-3,19,84.4,"50-54","M"
16,2021,NA,-18,NA,69,NA,"50-54","M"
17,2020,-1.8,-13.4,5,38,131.8,"50-54","M"
17,2021,NA,NA,NA,82,NA,"50-54","M"
18,2020,-10.2,-26.4,-7,27,105.6,"50-54","M"
18,2021,NA,NA,NA,35,NA,"50-54","M"
19,2020,-4,-0.800000000000011,-6.59999999999999,18.4,34.6,"50-54","M"
20,2020,-2.59999999999999,-19.2,-11.4,37.6,52,"50-54","M"
21,2020,7.2,-9.40000000000001,-4,40,38.4,"50-54","M"
22,2020,-3.2,10,0.599999999999994,22.6,12.6,"50-54","M"
23,2020,-15.8,20.8,-20,24,7.40000000000001,"50-54","M"
24,2020,-30,11.4,-2.80000000000001,16.2,9.80000000000001,"50-54","M"
25,2020,-11.4,-25.2,-17,8,18.6,"50-54","M"
26,2020,-13,-9.80000000000001,1.80000000000001,18.8,-12.6,"50-54","M"
27,2020,-5,-37.6,-3.19999999999999,24.8,15.6,"50-54","M"
28,2020,-19.8,-3,-28.8,15.2,2.80000000000001,"50-54","M"
29,2020,1.40000000000001,-32.4,-22.4,43.6,10.8,"50-54","M"
30,2020,7,-7.19999999999999,8,23,11.6,"50-54","M"
31,2020,16,-3.19999999999999,0.199999999999989,30.2,20.2,"50-54","M"
32,2020,12.8,-15.4,3.59999999999999,36.6,11.4,"50-54","M"
33,2020,-10.2,24.8,21.2,46.2,-0.199999999999989,"50-54","M"
34,2020,7,-7.59999999999999,16.4,55.4,23.4,"50-54","M"
35,2020,25.6,-18.4,12,18,47,"50-54","M"
36,2020,14.2,-22.2,-1,28,0.800000000000011,"50-54","M"
37,2020,11,17.4,-18.8,27.2,7.19999999999999,"50-54","M"
38,2020,22.6,-1.40000000000001,-4.59999999999999,33.4,6.40000000000001,"50-54","M"
39,2020,-5.2,6.59999999999999,-21.2,29.8,5,"50-54","M"
40,2020,16.2,3.80000000000001,7.80000000000001,56.8,-8,"50-54","M"
41,2020,9.59999999999999,15.6,-9.40000000000001,50.6,16.8,"50-54","M"
42,2020,19.6,5.40000000000001,-2.59999999999999,66.4,-5.80000000000001,"50-54","M"
43,2020,20.4,-0.400000000000006,15.4,88.4,11.2,"50-54","M"
44,2020,-11.8,-14.6,24.6,127.6,36.6,"50-54","M"
45,2020,-1.59999999999999,20.2,11.8,144.8,24.2,"50-54","M"
46,2020,20,-11.8,52.8,147.8,34.6,"50-54","M"
47,2020,15,-3.19999999999999,73.4,112.4,55,"50-54","M"
48,2020,18.4,18.8,44.8,137.8,50,"50-54","M"
49,2020,-22.2,2.80000000000001,20.8,70.8,40.8,"50-54","M"
50,2020,4.2,-26.8,-7,102,35.4,"50-54","M"
51,2020,31.2,-24.8,4.80000000000001,82.8,45.6,"50-54","M"
52,2020,-19.4,-22.2,1,75,NA,"50-54","M"
53,2020,-4,-48,-9,84,NA,"50-54","M"
1,2020,6.2,-1,-14.8,-47.8,-8,"50-54","F"
1,2021,22.2,-12,-13.8,-19.8,NA,"50-54","F"
2,2020,-0.799999999999997,9,-21.8,-47.8,4,"50-54","F"
2,2021,-7.8,-14,-25.8,-33.8,NA,"50-54","F"
3,2020,3.8,-3.8,-9.8,-43.8,-7.40000000000001,"50-54","F"
3,2021,-10.2,-14.8,-5.8,-5.8,NA,"50-54","F"
4,2020,-11.6,4.59999999999999,2.2,-46.8,-10.6,"50-54","F"
4,2021,2.40000000000001,-6.40000000000001,-15.8,-43.8,NA,"50-54","F"
5,2020,15,-20.8,-19.2,-38.2,-17.8,"50-54","F"
5,2021,12,-10.8,-7.2,-33.2,NA,"50-54","F"
6,2020,1,-11.4,-14.8,-40.8,5.59999999999999,"50-54","F"
6,2021,3,-5.40000000000001,-26.8,-31.8,NA,"50-54","F"
7,2020,0,-5,2.2,-36.8,1,"50-54","F"
7,2021,15,-25,-5.8,-15.8,NA,"50-54","F"
8,2020,-13.4,-7.40000000000001,-7.8,-24.8,-21.2,"50-54","F"
8,2021,-2.40000000000001,-14.4,11.2,-28.8,NA,"50-54","F"
9,2020,2,-9.2,-10.2,-30.2,8.59999999999999,"50-54","F"
9,2021,11,-14.2,NA,-18.2,NA,"50-54","F"
10,2020,-9.8,-19.2,-2.8,-18.8,-1.2,"50-54","F"
10,2021,-3.8,11.8,NA,-19.8,NA,"50-54","F"
11,2020,1.4,2,15.8,-28.2,-14.6,"50-54","F"
11,2021,-5.6,-19,NA,-3.2,NA,"50-54","F"
12,2020,23.6,2,15.8,-37.2,-4.59999999999999,"50-54","F"
12,2021,1.59999999999999,11,NA,-6.2,NA,"50-54","F"
13,2020,17.2,26,29.8,-22.2,-4,"50-54","F"
13,2021,NA,-6,NA,30.8,NA,"50-54","F"
14,2020,32.4,26.2,6.8,-18.2,36,"50-54","F"
14,2021,NA,-1.8,NA,-14.2,NA,"50-54","F"
15,2020,7.8,11.4,0,-33,77.8,"50-54","F"
15,2021,NA,8.40000000000001,NA,9,NA,"50-54","F"
16,2020,0.200000000000003,26.8,-2.59999999999999,-13.6,94.8,"50-54","F"
16,2021,NA,-11.2,NA,-0.599999999999994,NA,"50-54","F"
17,2020,-15.8,-8.59999999999999,-4,-26,65.8,"50-54","F"
17,2021,NA,NA,NA,-4,NA,"50-54","F"
18,2020,5,-7,6.40000000000001,-13.6,52.2,"50-54","F"
18,2021,NA,NA,NA,-14.6,NA,"50-54","F"
19,2020,3.8,-11.2,-16,-12,10,"50-54","F"
20,2020,-3.8,-11.2,-1.2,-14.2,3.8,"50-54","F"
21,2020,-10.6,-4,10.2,-26.8,6.2,"50-54","F"
22,2020,17,-4,7,-26,3,"50-54","F"
23,2020,0.200000000000003,-15.4,-0.400000000000006,-14.4,-2,"50-54","F"
24,2020,7.4,-3.2,-16.2,-25.2,-5.59999999999999,"50-54","F"
25,2020,-6.8,3.8,-6.2,-14.2,-17.4,"50-54","F"
26,2020,-2.8,25.4,-12.4,-21.4,7.40000000000001,"50-54","F"
27,2020,-13.4,-2.59999999999999,-9.59999999999999,-27.6,-11.2,"50-54","F"
28,2020,8.4,3,8.8,-18.2,-12.4,"50-54","F"
29,2020,0.599999999999994,-26.4,-12.8,-20.8,15.4,"50-54","F"
30,2020,14.4,-8.8,5.2,-15.8,2.8,"50-54","F"
31,2020,5.40000000000001,4,6.8,-23.2,8.8,"50-54","F"
32,2020,9.4,-14.2,-8.59999999999999,-20.6,-5.40000000000001,"50-54","F"
33,2020,22,10.6,2.59999999999999,-32.4,-4,"50-54","F"
34,2020,7.8,1.59999999999999,-2.59999999999999,-11.6,4.40000000000001,"50-54","F"
35,2020,4,3.8,11.8,-21.2,8,"50-54","F"
36,2020,12.2,-14.2,-11.6,-31.6,-4.59999999999999,"50-54","F"
37,2020,-7,-18.4,10,-32,-18.6,"50-54","F"
38,2020,39.2,12.2,4.2,-23.8,-7.40000000000001,"50-54","F"
39,2020,5.59999999999999,-11.8,6.59999999999999,-24.4,-10.4,"50-54","F"
40,2020,7.8,-2.2,4.2,0.200000000000003,1.59999999999999,"50-54","F"
41,2020,-1.4,-17,2.8,-32.2,-0.799999999999997,"50-54","F"
42,2020,-8.40000000000001,-14.2,-5.59999999999999,-23.6,42.4,"50-54","F"
43,2020,15.8,12.4,18.4,7.40000000000001,6.2,"50-54","F"
44,2020,-6.2,15.2,10.4,44.4,-8.40000000000001,"50-54","F"
45,2020,-5.8,4,27.6,32.6,1,"50-54","F"
46,2020,-20,6.2,11.6,33.6,27.8,"50-54","F"
47,2020,9.59999999999999,2.59999999999999,-13.2,9.8,23.2,"50-54","F"
48,2020,-0.200000000000003,0.599999999999994,10.4,3.40000000000001,43.4,"50-54","F"
49,2020,9.8,-3,15.4,27.4,17.6,"50-54","F"
50,2020,-0.799999999999997,3.8,3.2,-12.8,23.2,"50-54","F"
51,2020,-3.2,-3.8,18.4,12.4,16.8,"50-54","F"
52,2020,-6.40000000000001,-4.59999999999999,4.40000000000001,6.40000000000001,NA,"50-54","F"
53,2020,-4,-29,5,-8,NA,"50-54","F"
1,2020,-45.6,-27.8,-4.59999999999999,73.4,-18.8,"55-59","M"
1,2021,20.4,-14.8,55.4,107.4,NA,"55-59","M"
2,2020,-20.4,-31.8,-27.6,24.4,16,"55-59","M"
2,2021,37.6,-2.80000000000001,-5.59999999999999,67.4,NA,"55-59","M"
3,2020,18.8,-33.6,-5.80000000000001,6.19999999999999,77.4,"55-59","M"
3,2021,53.8,-30.6,25.2,88.2,NA,"55-59","M"
4,2020,12.6,-21.4,8,44,-9.80000000000001,"55-59","M"
4,2021,43.6,6.60000000000002,24,50,NA,"55-59","M"
5,2020,-12.2,-3.19999999999999,2,50,37,"55-59","M"
5,2021,31.8,5.80000000000001,-3,72,NA,"55-59","M"
6,2020,-5.80000000000001,-66,-14.6,48.4,-4.19999999999999,"55-59","M"
6,2021,38.2,-34,18.4,72.4,NA,"55-59","M"
7,2020,-3.59999999999999,-20.4,3.80000000000001,30.8,-7.80000000000001,"55-59","M"
7,2021,3.40000000000001,-2.39999999999998,16.8,27.8,NA,"55-59","M"
8,2020,4.40000000000001,-2.39999999999998,-19.4,31.6,-29,"55-59","M"
8,2021,37.4,-37.4,25.6,50.6,NA,"55-59","M"
9,2020,-15.2,-5.80000000000001,4,41,-15.2,"55-59","M"
9,2021,4.80000000000001,17.2,NA,54,NA,"55-59","M"
10,2020,-28.8,-24.8,1,23,-2.19999999999999,"55-59","M"
10,2021,10.2,-33.8,NA,79,NA,"55-59","M"
11,2020,12.2,-55,41.4,36.4,51.4,"55-59","M"
11,2021,-9.80000000000001,-25,NA,117.4,NA,"55-59","M"
12,2020,50,1,132.6,64.6,24.2,"55-59","M"
12,2021,16,-33,NA,158.6,NA,"55-59","M"
13,2020,107.4,28.4,141.2,74.2,32.4,"55-59","M"
13,2021,NA,-32.6,NA,201.2,NA,"55-59","M"
14,2020,89.6,78.6,114.2,23.2,170,"55-59","M"
14,2021,NA,-22.4,NA,183.2,NA,"55-59","M"
15,2020,36.4,47,89.6,69.6,181.6,"55-59","M"
15,2021,NA,13,NA,172.6,NA,"55-59","M"
16,2020,46.6,-6.39999999999998,30.2,82.2,225.2,"55-59","M"
16,2021,NA,-28.4,NA,122.2,NA,"55-59","M"
17,2020,17,-11.8,52.8,51.8,214.8,"55-59","M"
17,2021,NA,NA,NA,141.8,NA,"55-59","M"
18,2020,4.19999999999999,-34.2,21.4,58.4,167.2,"55-59","M"
18,2021,NA,NA,NA,99.4,NA,"55-59","M"
19,2020,-5.40000000000001,14.8,39.6,45.6,69.2,"55-59","M"
20,2020,30,-5.39999999999998,2.80000000000001,76.8,70.6,"55-59","M"
21,2020,16.2,23.2,-22,73,65.6,"55-59","M"
22,2020,8.59999999999999,-2,6.80000000000001,76.8,41.8,"55-59","M"
23,2020,-35.8,-11.8,-5.40000000000001,52.6,49.6,"55-59","M"
24,2020,18,-19.6,-2.80000000000001,47.2,17.6,"55-59","M"
25,2020,-5.19999999999999,-56.6,8.59999999999999,40.6,28.8,"55-59","M"
26,2020,14.2,-7.19999999999999,14.4,51.4,26.2,"55-59","M"
27,2020,19.8,-29,10.4,51.4,22.6,"55-59","M"
28,2020,23,-1.39999999999998,9.59999999999999,37.6,-3.40000000000001,"55-59","M"
29,2020,-2.80000000000001,-16.8,-14.6,56.4,8.40000000000001,"55-59","M"
30,2020,30.4,-6.60000000000002,-10.4,54.6,46.6,"55-59","M"
31,2020,39.6,-13.2,-7.80000000000001,30.2,61.8,"55-59","M"
32,2020,-5.19999999999999,-37.6,13.8,70.8,24,"55-59","M"
33,2020,24.4,18.6,3.40000000000001,62.4,7.59999999999999,"55-59","M"
34,2020,27.2,-22.4,2.80000000000001,71.8,21,"55-59","M"
35,2020,29.4,-10.2,13.8,57.8,42.8,"55-59","M"
36,2020,19.8,0,-7.80000000000001,49.2,-11.4,"55-59","M"
37,2020,5,35,12.4,29.4,53.2,"55-59","M"
38,2020,-2.59999999999999,15.6,30.8,75.8,14.6,"55-59","M"
39,2020,13.6,-11.6,10.4,51.4,11,"55-59","M"
40,2020,30.8,-5.19999999999999,-8.59999999999999,82.4,38.6,"55-59","M"
41,2020,61,-22,-12,98,27.6,"55-59","M"
42,2020,0.400000000000006,-10,11.6,119.6,23.8,"55-59","M"
43,2020,22.6,9.39999999999998,45.6,200.6,57.4,"55-59","M"
44,2020,53,18.4,51,231,60.8,"55-59","M"
45,2020,36.4,16.8,59.4,236.4,48.6,"55-59","M"
46,2020,15.8,15.6,73,265,64,"55-59","M"
47,2020,13.8,5.39999999999998,113.6,217.6,69,"55-59","M"
48,2020,7.40000000000001,-1.80000000000001,96.4,206.4,56.6,"55-59","M"
49,2020,7,-10.4,80.8,162.8,113.2,"55-59","M"
50,2020,6.40000000000001,-0.199999999999989,77,189,82,"55-59","M"
51,2020,-45.8,-9.80000000000001,48.2,181.2,41.8,"55-59","M"
