"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Population ages 65 and above, female (% of female population)","SP.POP.65UP.FE.ZS","2.9057354803691","3.0050969842843","3.11933007676204","3.2239095091494","3.34456207892204","3.49552381603226","3.63654884384231","3.79746835443038","3.97328769421793","4.18444918644972","4.40328672718839","4.7792908361292","5.13724338261693","5.52371701473207","5.90715941282514","6.31180172081675","6.48966603452155","6.71528606925038","6.96980507897383","7.22625126020358","7.51152372914367","7.68908645793068","7.85884597043395","7.97669026881383","8.05350381726771","8.16048541885951","8.25118542550537","8.3518084499905","8.47588424437299","8.60489126927792","8.69717079986028","8.37462531351318","8.07887487313325","7.84099595937534","7.68536660822935","7.62012380858799","7.66193853427896","7.74521942495529","7.89338457070086","8.08146888220158","8.2923924370999","8.46442413314266","8.65955641740395","8.87666153906836","9.08422925206899","9.27669958439776","9.66253899234332","10.032777003353","10.4068990189987","10.8092333182708","11.2744360902256","11.5744728661848","11.9247602197598","12.3348751156337","12.7793706807822","13.2494245734537","13.7599011699731","14.2911364950839","14.8411927628503","15.4295022106073","16.0555199201767",
"Africa Eastern and Southern","AFE","Population ages 65 and above, female (% of female population)","SP.POP.65UP.FE.ZS","3.43753163432669","3.43940268083952","3.43374744611134","3.4221553875161","3.40631772815758","3.38728409218633","3.38426265433645","3.37509689394299","3.36045576281938","3.34100565724979","3.31764092241048","3.32394551600689","3.32493008034395","3.32077683713825","3.31146561871821","3.29752538664963","3.30268419089269","3.30357202208294","3.3023059504991","3.30011435290117","3.29720135030844","3.29343642483651","3.28484017024642","3.27287766448257","3.25879851749321","3.2434258083443","3.24661627198432","3.24681473529976","3.24505216022434","3.2425219298103","3.24035269037001","3.25298288885004","3.26410478951312","3.27469207924411","3.28563587368302","3.29752395077027","3.31927868705349","3.33707961225468","3.35080369166731","3.3593600214316","3.36195383396032","3.36939569003836","3.36992926707827","3.36545959420742","3.3578100875306","3.34820432496951","3.35568773705912","3.35975893667486","3.36168030503277","3.36284600740157","3.364452344217","3.37992042457208","3.39573637359673","3.41222675815678","3.42939627850314","3.44772829967131","3.4762290131243","3.50381660960437","3.53204834159942","3.56250757063136","3.59625815841402",
"Afghanistan","AFG","Population ages 65 and above, female (% of female population)","SP.POP.65UP.FE.ZS","2.66262961213085","2.67762610730508","2.6852364690858","2.6839179753978","2.67089062236701","2.64610115565057","2.66305155700686","2.66937594436166","2.66549110195929","2.65245027311914","2.63096101069453","2.64505117938424","2.65067931396621","2.64820739625482","2.63876231759605","2.62399263418182","2.63569610829093","2.63178112200427","2.61304495111784","2.58146018668188","2.53948287719045","2.55813849298056","2.55381752438202","2.52319553594487","2.46080170326534","2.35861393031337","2.3973942773551","2.42848616220296","2.44489397382667","2.43545133844054","2.39041388705495","2.39610593417702","2.40610974437718","2.42199550355663","2.44885843799764","2.49244239097457","2.49450866794283","2.48812050656589","2.47714502059874","2.46292565057054","2.44505472452217","2.42835561553661","2.41665319179302","2.40837512777732","2.40189658699103","2.39771913530773","2.41893263587423","2.43407094532477","2.44941746620397","2.47294171991107","2.50826066834132","2.54878741400009","2.5999137696407","2.65454447808043","2.70351757617561","2.74294262773191","2.78778816092129","2.82229904728633","2.85168676664079","2.88223387710586","2.91720548186911",
"Africa Western and Central","AFW","Population ages 65 and above, female (% of female population)","SP.POP.65UP.FE.ZS","3.18247511521148","3.20916897787802","3.22560431786437","3.23103969617501","3.22472897303246","3.20738288021771","3.22918718219651","3.23909400896261","3.23894676040345","3.23086936386365","3.21655373678045","3.23852378830083","3.25093773051982","3.25484137922524","3.25127917186751","3.24140453004122","3.25821071370952","3.26675414385389","3.26828119129578","3.2639584919103","3.25510003058433","3.27447614975563","3.28740321889253","3.29466606160873","3.29713221828287","3.29589387945331","3.30933258295958","3.31661385742866","3.31866011175235","3.31603259786389","3.30975726505923","3.31526932382403","3.31360781851045","3.30622741344325","3.29424762193125","3.27865432396323","3.27229600543917","3.25877870366768","3.23977422886681","3.21672288962283","3.19088770958953","3.18210930843151","3.16610078454561","3.14435358205432","3.11840672155289","3.08965437357552","3.09071358689732","3.08628643429595","3.07639948846371","3.06070824277974","3.039935183984","3.04262606565749","3.03829732334218","3.02924073760617","3.01783168145135","3.00589957973593","3.01590981309652","3.02282581394794","3.02788188246648","3.03202909034175","3.03634495024105",
"Angola","AGO","Population ages 65 and above, female (% of female population)","SP.POP.65UP.FE.ZS","3.23161025375776","3.28012879231505","3.30920787516305","3.32526846944707","3.33299038233868","3.33251121767474","3.25553482659046","3.13197802395596","2.95063731762956","2.70945114862454","2.41807992817966","2.46271862030854","2.5072731610212","2.54561134819265","2.57241703021769","2.58720202942905","2.5775475817984","2.56412612033257","2.55314907780483","2.5504036346388","2.55847176959709","2.58813238955649","2.61998924488918","2.64773196997716","2.66347257678134","2.66501912507941","2.65513892890042","2.63290581435091","2.60950593944354","2.59720974020197","2.60188462148731","2.62614408535136","2.65792096778146","2.69171398938882","2.72116080450115","2.74386813077312","2.76904713053292","2.78460639673506","2.79498050352944","2.80535962185325","2.81747689266786","2.83822833100303","2.85661938420296","2.8671591994725","2.8625027863376","2.84010817087044","2.8122876633808","2.77039565842923","2.72190587894727","2.67537936402114","2.63524850152071","2.61253702891334","2.5944487372476","2.57625750029368","2.55154742318875","2.51881483297969","2.4940575778463","2.46211535462205","2.43095469211594","2.41000291035365","2.40360393650306",
"Albania","ALB","Population ages 65 and above, female (% of female population)","SP.POP.65UP.FE.ZS","6.12730824332636","6.10387201031104","6.11314830097576","6.13611819581352","6.14689308397827","6.1331007822567","6.05344542322486","5.95792889916045","5.86262202086424","5.7881596075731","5.74504807301552","5.72776808822925","5.72528691185805","5.73292793338704","5.74294218642611","5.75138008587201","5.76239287458679","5.77311042966306","5.7840493776676","5.7951642699712","5.80714549999272","5.83409092785873","5.85905266110113","5.88405962367481","5.91153167520614","5.94239936275872","5.97726803225898","6.01170046596408","6.0501471605256","6.10132464547739","6.1723443893987","6.3041662477955","6.45697945805852","6.62836249347301","6.8090799473907","6.99296006057932","7.10524824465277","7.19860981768258","7.28159896111243","7.36677075537433","7.46031027210268","7.69117143055206","7.94888958151223","8.22647578759649","8.51208395985014","8.79951265119703","9.18270681624352","9.58664989073571","10.0184500362842","10.483280383029","10.9834780284642","11.3998077959825","11.8318887685085","12.2880852592169","12.7836305269159","13.3300870712327","13.6794881483517","14.0833928916054","14.5387415783404","15.0426976907324","15.5963614387235",
"Andorra","AND","Population ages 65 and above, female (% of female population)","SP.POP.65UP.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Population ages 65 and above, female (% of female population)","SP.POP.65UP.FE.ZS","3.78755370791752","3.825215643053","3.85796900626621","3.88562514414511","3.90821313992424","3.92582853216419","3.95034787582898","3.96899476438413","3.98395817302548","3.99739161718049","4.01083948370418","4.03166244228615","4.05112547834481","4.06700169469096","4.07572384860306","4.07578023725422","4.07437377074073","4.06428449461762","4.04896596589688","4.03250325101501","4.01763010931173","4.00985916058176","4.00171118238431","3.99454359112876","3.98954877577255","3.98797518026555","3.99485470585795","4.00439737946947","4.01799914956734","4.03695295844172","4.04733842690775","4.08084252882589","4.13451425176396","4.16889243320668","4.20524768742358","4.22880852862271","4.27229156682541","4.31351051871933","4.35355267810776","4.39227553025246","4.4300078095999","4.46067230659052","4.48879540350099","4.51384721015827","4.53385804252413","4.54826293745479","4.56704620447798","4.5796471894372","4.59027581895768","4.60350137765465","4.62236895699","4.63908449891515","4.65726223142409","4.68175300469518","4.71948186669893","4.77484609461558","4.84568902510452","4.93387667757289","5.03441822642456","5.14009216160254","5.24760808419547",
"United Arab Emirates","ARE","Population ages 65 and above, female (% of female population)","SP.POP.65UP.FE.ZS","3.72489111356692","3.63060729410797","3.51592701407144","3.38206256906328","3.23526403709133","3.0504150114653","2.87567001417041","2.68549158026325","2.47913188647746","2.26285183800302","2.04226747642417","1.78460711776134","1.69060253182897","1.72908617834897","1.85709293002666","2.02675700984749","1.97836762538601","1.95302684897963","1.94676842895062","1.93918943174068","1.91330844529194","1.82313043984514","1.72632950410728","1.64363745804137","1.59130011507428","1.56810120126334","1.54788309419593","1.53906925162549","1.54159528022769","1.54903667663045","1.56018644156561","1.52533667510645","1.47952417427889","1.42880406019731","1.38061865042622","1.33763314717785","1.32650645408641","1.33101623731688","1.34106466662933","1.34714524437342","1.34689438428528","1.31477664586746","1.2790251899549","1.24100514089319","1.20222381086118","1.16153182068751","1.07495692669634","1.00085514187361","0.940560936283166","0.898234363116894","0.874592392313577","0.889805616114672","0.91822081693114","0.953138440656866","0.98746463161193","1.01876630627831","1.07642515906928","1.13776418496371","1.20524271430067","1.2828093164476","1.37410933871111",
"Argentina","ARG","Population ages 65 and above, female (% of female population)","SP.POP.65UP.FE.ZS","5.77545747053694","5.92623483114964","6.0835183486387","6.2482862043026","6.42042951546919","6.60006962045262","6.77464526630784","6.95241313925252","7.13282597764316","7.31447612696644","7.49634456362298","7.66304309872775","7.8230489570675","7.98000504439528","8.13760398624449","8.29705578863031","8.46540393988158","8.63015507308162","8.79134661267713","8.94917202790704","9.10483185132557","9.2179840920051","9.3361401092793","9.45780779490213","9.57913514676363","9.69890554641129","9.82705699858081","9.93688765438558","10.0389565985362","10.1468979299552","10.2659391533799","10.3987926893829","10.5387057400112","10.6791589206113","10.8087944269574","10.9230691807019","11.0161105453408","11.0961420731514","11.1644345687405","11.2232298555062","11.274915655617","11.3295183405709","11.3687323426069","11.4017015440341","11.4393875138926","11.4886060449723","11.5385636256493","11.5967802477292","11.6651877366834","11.7449401662405","11.8381102062199","11.9387315987032","12.045680775031","12.1599530938881","12.2826517119929","12.4147422656233","12.5498299321253","12.6892508005607","12.8326577861866","12.9789147513913","13.1289776036953",
