"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Population ages 65 and above, male (% of male population)","SP.POP.65UP.MA.ZS","2.03213788431867","2.13376499153852","2.26300137810981","2.36056135300468","2.4913197551634","2.64141539995016","2.78928179533468","2.96280657306731","3.13527888585625","3.35745598775311","3.59318748269178","3.94283746556474","4.31359123587812","4.68127150693332","5.04021993686997","5.3719708523979","5.57082273112808","5.74258773870715","5.88335781885271","6.03634123806591","6.15547437779523","6.24385947081343","6.31733922237837","6.37728998184519","6.42072931642923","6.43512792135929","6.47291510019942","6.50277557494052","6.5461097023889","6.57811511701455","6.58534198767083","6.38917598421498","6.24796326470153","6.16444085092146","6.15027560197273","6.18941841680129","6.29415071741097","6.40118558179558","6.51913172314856","6.66033232138305","6.80548270121103","6.98877763591157","7.18682671591259","7.39797020082056","7.61035978565961","7.82570311514693","8.09012204026286","8.34856668051516","8.59842911321576","8.87877534133223","9.20458062519344","9.49473770761388","9.81379169224473","10.1679731243001","10.5371900826446","10.905901566627","11.3225346741334","11.7202646253473","12.1268211129687","12.5408877346708","12.9971170174954",
"Africa Eastern and Southern","AFE","Population ages 65 and above, male (% of male population)","SP.POP.65UP.MA.ZS","2.7361372717336","2.74134219396791","2.73771926226873","2.7281422806231","2.71577566426204","2.70212670583249","2.71397982418063","2.72258824541133","2.72713017877261","2.72672909772193","2.7216703054436","2.7401782776907","2.75172367571678","2.7570404200861","2.75667240300015","2.7511855746562","2.77003216270019","2.78453030089682","2.79555477026312","2.80334728586142","2.80818818514942","2.80868234493309","2.8018498703097","2.789293699074","2.77240658311914","2.75206274825286","2.76438257910406","2.77162015186642","2.77440172653263","2.77381852237136","2.77110495392868","2.7827049238302","2.789657587562","2.79266189845284","2.79353966406854","2.79424664573769","2.79730360886823","2.79503355518248","2.78630225359897","2.76872253700052","2.74109291566533","2.73133630780194","2.71146439518659","2.68400012583444","2.65153737647864","2.61571809587953","2.61855173758623","2.6164865662199","2.61028939029497","2.60072987647741","2.58879111832589","2.60236722050756","2.61329196990581","2.62247163899307","2.63083710378564","2.63935188873112","2.66655195980604","2.69136886687222","2.71444649609382","2.73632661993566","2.75776622160519",
"Afghanistan","AFG","Population ages 65 and above, male (% of male population)","SP.POP.65UP.MA.ZS","2.92517183836021","2.93077532899952","2.91620726529002","2.88286397270854","2.83318126535878","2.76847220195249","2.77112512912366","2.76075586144558","2.73534177649363","2.69259740754943","2.63226905837153","2.62581323174605","2.60511140421554","2.57218314919689","2.53006102955291","2.4812011529763","2.48341429191211","2.4693892073485","2.43896751826256","2.39316151502854","2.33334752447346","2.35089337829708","2.34359047790276","2.30754156085491","2.23711626581332","2.1250223042475","2.15071503476652","2.16658702474217","2.16667519322792","2.14145378236622","2.08157560968613","2.09630394186294","2.12092278181264","2.15346251613562","2.19574353823964","2.25312897020184","2.25287505963107","2.23821020688575","2.21439490225713","2.18413379021737","2.14741408117193","2.12431395765728","2.10442165704384","2.08778257293669","2.07527175058443","2.06786657445903","2.09461375806157","2.11634719064608","2.13340269125124","2.14639589853036","2.1562751828565","2.16934264465166","2.18315534466479","2.19781859408184","2.21295501208573","2.22870236545332","2.26646580517924","2.30047901067902","2.33214265531168","2.36315643326709","2.39467688279065",
"Africa Western and Central","AFW","Population ages 65 and above, male (% of male population)","SP.POP.65UP.MA.ZS","2.68561760448412","2.70876779436767","2.72156040114115","2.72320257927737","2.71287783569911","2.69087475910609","2.71092804311716","2.71948192184184","2.71781809836929","2.70725586202016","2.68892964446975","2.70827827356301","2.71787271609013","2.71840623346585","2.710554751094","2.69513320311048","2.71003957052484","2.71607718330774","2.71446140786297","2.70644287319488","2.69299871644567","2.7146860237871","2.72971250284564","2.73847667832633","2.74131152424044","2.73904872045617","2.75687470233031","2.76772274327192","2.77215647769715","2.7706103210333","2.76375346135238","2.77347565079205","2.77545261949227","2.77067527868388","2.75976745587104","2.74330142192367","2.74336676525994","2.73549062545246","2.72090740579386","2.70058191543519","2.67545260248635","2.67084349371716","2.6582262291445","2.63903205282524","2.61482752765261","2.58680347699432","2.59102664779208","2.58948976856663","2.58205000421592","2.56832359496319","2.54874307854936","2.55518950727042","2.55438903044901","2.54785744122397","2.53705315677091","2.5233505631288","2.53313780486618","2.53846186343614","2.54063028823438","2.54080371195572","2.54002016973985",
"Angola","AGO","Population ages 65 and above, male (% of male population)","SP.POP.65UP.MA.ZS","2.7884980696238","2.8170704604189","2.82704446853329","2.82519733158214","2.81639334302635","2.79958260020321","2.81726576081874","2.83678778940768","2.84291520848169","2.82473748312649","2.78521126760563","2.8132269377252","2.81498736902491","2.79925936606075","2.775489779993","2.74791486248437","2.71036351138248","2.67580840544946","2.64222640508344","2.60639000454961","2.56790008942053","2.55955153233163","2.54342671758678","2.52018971324285","2.49073165255192","2.45565946083053","2.43663924797982","2.41008054334167","2.38083108845784","2.35410528749303","2.33257371419062","2.33769804301483","2.34156342595649","2.34253818371206","2.33927292728235","2.33117979009167","2.3431699253815","2.34792336811588","2.34509839088712","2.3337183714332","2.31370399014398","2.30815490770491","2.29359827026043","2.27131351729401","2.24233457912847","2.20760062534558","2.18974776925172","2.16493760104459","2.13634962512095","2.10745074306299","2.08014752784958","2.07634784444431","2.07169551470844","2.06366687419994","2.04902800227688","2.02760534147608","2.0229624175201","2.01153015946024","1.99722349415499","1.9842196578307","1.97481438570015",
"Albania","ALB","Population ages 65 and above, male (% of male population)","SP.POP.65UP.MA.ZS","4.73366941716406","4.71711611913087","4.73618914748819","4.77204284948883","4.80349621559996","4.81889744381956","4.78896095785215","4.75016359727026","4.71065698644085","4.68210776884509","4.67047214270264","4.6634510828726","4.65896191451975","4.65763026771388","4.66095011103596","4.6687395437247","4.69910742725173","4.73050529676749","4.7621571364973","4.79072456892078","4.81649444415402","4.84522236006807","4.86923847870345","4.88539104097142","4.8877031340003","4.87450416393983","4.86653669784937","4.84050500522935","4.814135278252","4.81209825260604","4.84948212962418","5.01497073262218","5.20971105444713","5.42532957961349","5.64455878999284","5.85488416739158","6.01238571611792","6.1626994813193","6.3149237809681","6.48098223482585","6.66546258744836","6.94587870970345","7.24223847331794","7.55307996172312","7.87459573929357","8.20509350988257","8.63177925042941","9.06008492722258","9.486526447079","9.90533299276925","10.3125244096567","10.6380733110113","10.9533845562135","11.268104870745","11.5970097038574","11.9485054259183","12.2582873867429","12.6015590764214","12.9788964134527","13.3922149462941","13.844272670296",
"Andorra","AND","Population ages 65 and above, male (% of male population)","SP.POP.65UP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Population ages 65 and above, male (% of male population)","SP.POP.65UP.MA.ZS","3.23281489980248","3.25807122302537","3.27574744547486","3.28628293727352","3.28951909714445","3.28581023975276","3.29899498078726","3.30396072720712","3.30273921298259","3.29766713853384","3.29036705889534","3.30489447232152","3.31488907988141","3.3184018739092","3.31282953239604","3.29795558905686","3.29460580333613","3.28282764094453","3.26541624944767","3.24554164697869","3.22539140133541","3.22017476821819","3.21082651739201","3.19881138014111","3.1860026483879","3.17419713915738","3.18038077346653","3.18755961449786","3.19684523629847","3.20917354503161","3.21318080098021","3.25501107539974","3.3143963069365","3.35631004537574","3.40027517138057","3.43167228782867","3.47898979692965","3.52207004091057","3.56092116173091","3.5943814525887","3.62219193279851","3.6495284034852","3.6716865334392","3.68791642500504","3.69643595417608","3.69795172836942","3.69905061379758","3.69109016922922","3.68014321959586","3.67329191872097","3.67536964193047","3.6984130194829","3.72538468722859","3.75858494266592","3.8021125531719","3.85911500322249","3.93545203179509","4.02176882829986","4.11457734755295","4.20946873816205","4.30517649671382",
"United Arab Emirates","ARE","Population ages 65 and above, male (% of male population)","SP.POP.65UP.MA.ZS","3.14904469611827","2.77229241358155","2.47449317609646","2.21659730862185","1.97775342327702","1.74913850947924","1.55488927463048","1.38543621589223","1.24977424598158","1.15017603109617","1.08522440746344","0.916481728475685","0.898727633834239","0.977986892959166","1.10813920940503","1.25736263851744","1.2321175871666","1.23185711851542","1.24761742682097","1.25738308771522","1.24476412100698","1.22006926296556","1.16616742505659","1.1033212320747","1.05556544611877","1.028890951527","1.00083678792976","0.993961605303811","1.00116572797539","1.00933750304966","1.01091528139395","0.994235179541956","0.97403077286903","0.951313338787446","0.929728278818484","0.911142554429402","0.916678302893752","0.937891792844054","0.963443480069486","0.977396116884484","0.970415207343887","0.914041342023344","0.860524864775268","0.816758299664527","0.787536946320251","0.772410829048097","0.696859352707697","0.653236699192369","0.630712712581175","0.621931602888356","0.621985795421677","0.689723839736443","0.759728986350261","0.823624032921514","0.871341757552652","0.897459136487337","0.948907543385164","0.990268793091999","1.03257954627275","1.10079999337945","1.21534169773954",
"Argentina","ARG","Population ages 65 and above, male (% of male population)","SP.POP.65UP.MA.ZS","5.2925471623416","5.41725508493005","5.52959864386199","5.63292504237025","5.73115326064295","5.82697785140334","5.96388984957401","6.0905092105376","6.20518468143322","6.30598993013039","6.39252497994556","6.51610016298172","6.61988695528291","6.70452529493807","6.77018648797943","6.81773292480627","6.91192305031007","6.983413248728","7.03514996052516","7.07171210175449","7.0973686519826","7.14159506495115","7.1804022916036","7.21326302592978","7.23790365907975","7.25466562978113","7.33675009240819","7.39496594235606","7.43705286329352","7.47302712798757","7.5070382733122","7.59169871072563","7.66903096637426","7.73701102461818","7.79091955836179","7.82989569282616","7.91357319904541","7.98271065318144","8.03604035629315","8.07145231938629","8.0888921176492","8.14089676006968","8.1692443397457","8.18264426858128","8.19124254445567","8.20131801444276","8.25369700925473","8.30281951088491","8.35191760031797","8.40388332791155","8.46124965330739","8.56574051855159","8.66763993073094","8.76661630993585","8.86219314550192","8.95476472367866","9.08282289031307","9.20329745360379","9.31610791268895","9.42020926757722","9.51632775255785",
