"gender","Argentina","Brazil","Colombia","England & Wales","France","Germany","India","Iran (Islamic Republic of)","Italy","Kenya","Malawi","Mexico","Nigeria","Peru","Philippines","Poland","South Africa","Spain","USA","Zimbabwe"
"Female",22.9966307722798,22.639522915308,22.5303867403315,27.136690647482,26.4766937157954,23.6864406779661,22.0038152110807,22.0677812337999,21.723044397463,17.0936078525257,20.212460522538,27.4373585200219,14.4917087238645,22.7387764770418,42.3081630155428,21.5147350740571,31.2747782727756,26.7164710067592,29.5737300960212,28.0622489959839
"Male",77.0033692277202,77.360477084692,77.4696132596685,72.863309352518,73.5233062842046,76.3135593220339,77.9961847889193,77.9322187662001,78.276955602537,82.9063921474743,79.7875394774619,72.5626414799781,85.5082912761355,77.2612235229582,57.6918369844572,78.4852649259429,68.7252217272244,73.2835289932408,70.4262699039788,71.9377510040161
