"week","year","spain","france","italy","poland","age","gender"
12,2020,-1.6,-10,0.800000000000001,-5.6,"25-29","M"
12,2021,1.4,-4,2.8,-7.6,"25-29","M"
13,2020,-0.199999999999999,-2.2,-0.199999999999999,-6.6,"25-29","M"
13,2021,-0.199999999999999,-2.2,1.8,-0.600000000000001,"25-29","M"
14,2020,2.2,-1.2,1,-15,"25-29","M"
14,2021,-0.800000000000001,-3.2,-7,12,"25-29","M"
15,2020,0.800000000000001,8,-6.8,2.6,"25-29","M"
15,2021,-8.2,-2,1.2,9.6,"25-29","M"
16,2020,-4.4,1.2,-10,10.4,"25-29","M"
16,2021,-0.4,1.2,2,3.4,"25-29","M"
17,2020,-2,-5.8,-2.4,-6.4,"25-29","M"
17,2021,-3,-4.8,4.6,11.6,"25-29","M"
18,2020,-2.6,-10,-10,-0.199999999999999,"25-29","M"
18,2021,-4.6,-2,0,5.8,"25-29","M"
19,2020,0.199999999999999,-4.8,-3,0.399999999999999,"25-29","M"
19,2021,0.199999999999999,-2.8,1,0.399999999999999,"25-29","M"
20,2020,1.8,-3,-0.6,-2.4,"25-29","M"
20,2021,-1.2,-13,-0.6,-14.4,"25-29","M"
21,2020,-1.4,0.800000000000001,1,-13.6,"25-29","M"
21,2021,2.6,-1.2,-3,-6.6,"25-29","M"
22,2020,2.2,-2.4,-7.4,-8.8,"25-29","M"
22,2021,-2.8,0.600000000000001,-3.4,4.2,"25-29","M"
23,2020,2.4,3.6,-6.8,-3.8,"25-29","M"
23,2021,1.4,3.6,-2.8,5.2,"25-29","M"
24,2020,-1.6,-5.6,-8.8,8,"25-29","M"
24,2021,-2.6,3.4,-8.8,-1,"25-29","M"
25,2020,-2.6,1.6,-4.8,-2.2,"25-29","M"
25,2021,2.4,-2.4,3.2,-0.200000000000003,"25-29","M"
26,2020,3.8,1,0.6,-0.600000000000001,"25-29","M"
26,2021,-3.2,1,-1.4,7.4,"25-29","M"
27,2020,2,-6.2,2,11,"25-29","M"
27,2021,1,-4.2,-5,-6,"25-29","M"
28,2020,-1,-11.4,4.4,-3,"25-29","M"
28,2021,1,1.6,-1.6,-2,"25-29","M"
29,2020,-3.2,2.8,-3,-6.8,"25-29","M"
29,2021,-0.199999999999999,-7.2,-5,-5.8,"25-29","M"
30,2020,-3,-3,4.6,8.4,"25-29","M"
30,2021,5,1,-0.4,0.399999999999999,"25-29","M"
31,2020,4.2,-3.6,3.4,-17,"25-29","M"
31,2021,0.199999999999999,-3.6,NA,-8,"25-29","M"
32,2020,6,19.6,-7,-5.2,"25-29","M"
32,2021,0,-3.4,NA,14.8,"25-29","M"
33,2020,21.2,2.2,-6,-4.4,"25-29","M"
33,2021,3.2,5.2,NA,-11.4,"25-29","M"
34,2020,8.6,-0.800000000000001,-4,-0.199999999999999,"25-29","M"
34,2021,-2.4,-4.8,NA,-16.2,"25-29","M"
35,2020,1.6,-3.8,-5.2,0.399999999999999,"25-29","M"
35,2021,0.6,-4.8,NA,-15.6,"25-29","M"
36,2020,0.800000000000001,-11.2,-6.8,-5,"25-29","M"
36,2021,1.8,1.8,NA,-17,"25-29","M"
37,2020,3,-6.2,-3.6,-9.2,"25-29","M"
37,2021,5,0.800000000000001,NA,NA,"25-29","M"
38,2020,-6,0.199999999999999,-4.6,6.4,"25-29","M"
38,2021,2,NA,NA,NA,"25-29","M"
39,2020,1,2.4,1.6,-10.8,"25-29","M"
40,2020,8,-3.4,-2.2,-1,"25-29","M"
41,2020,-4.8,-9.2,-2.2,-1.4,"25-29","M"
42,2020,-5.2,-13,1.2,6.8,"25-29","M"
43,2020,-0.800000000000001,6.4,-2,7,"25-29","M"
44,2020,-0.6,-7.6,4.2,8,"25-29","M"
45,2020,-4.6,-7.4,-4.2,4.6,"25-29","M"
46,2020,-3.4,-17.2,-3.8,0,"25-29","M"
47,2020,0,4.2,7,5,"25-29","M"
48,2020,-5.4,2.6,5.2,-1,"25-29","M"
49,2020,-3.6,-1.8,1.4,5,"25-29","M"
50,2020,0.6,7.2,0.6,7,"25-29","M"
51,2020,2.4,-11.8,-4,-8.8,"25-29","M"
52,2020,0.800000000000001,-0.800000000000001,-7.6,8.6,"25-29","M"
53,2020,-13,-2,1,13,"25-29","M"
1,2020,-2.8,2,-1.6,3.6,"25-29","F"
1,2021,-2.8,-1,-1.6,-4.4,"25-29","F"
2,2020,1.4,-3.8,-1.2,-6.2,"25-29","F"
2,2021,1.4,-0.800000000000001,0.8,-0.2,"25-29","F"
3,2020,-0.2,-1.4,-1.4,-1,"25-29","F"
3,2021,-0.2,-2.4,0.6,-1,"25-29","F"
4,2020,-1.4,2.2,-0.4,-3.2,"25-29","F"
4,2021,-3.4,1.2,-2.4,-0.199999999999999,"25-29","F"
5,2020,-0.2,-2.6,2,-3.4,"25-29","F"
5,2021,-1.2,-3.6,2,0.6,"25-29","F"
6,2020,0.2,1,-3,-3,"25-29","F"
6,2021,-4.8,3,-2,2,"25-29","F"
7,2020,1,-4.4,-0.4,0.6,"25-29","F"
7,2021,-3,-4.4,-0.4,-0.4,"25-29","F"
8,2020,0.8,3.6,-0.6,-6,"25-29","F"
8,2021,-1.2,-5.4,0.4,-3,"25-29","F"
9,2020,-0.4,4.2,-1.4,-3.4,"25-29","F"
9,2021,-1.4,-1.8,-2.4,-2.4,"25-29","F"
10,2020,-1.8,3.4,-5.6,0.2,"25-29","F"
10,2021,-3.8,-2.6,-1.6,2.2,"25-29","F"
11,2020,2.4,0.8,-3.4,-0.6,"25-29","F"
11,2021,0.4,1.8,2.6,-3.6,"25-29","F"
12,2020,1.2,5.6,6.2,-1.2,"25-29","F"
12,2021,-1.8,2.6,1.2,1.8,"25-29","F"
13,2020,4.6,2.4,0.8,-1,"25-29","F"
13,2021,-1.4,3.4,2.8,2,"25-29","F"
14,2020,6.2,-1.2,-1.6,-2,"25-29","F"
14,2021,-0.8,-0.199999999999999,1.4,2,"25-29","F"
15,2020,0.8,-3.4,-1,-4.6,"25-29","F"
15,2021,0.8,-2.4,1,3.4,"25-29","F"
16,2020,-1.6,-0.6,-5.2,-4,"25-29","F"
16,2021,-3.6,2.4,-2.2,4,"25-29","F"
17,2020,0.6,-6.2,0.4,-3.2,"25-29","F"
17,2021,-1.4,-0.2,-2.6,-1.2,"25-29","F"
18,2020,-1.6,-0.6,-1.6,-0.2,"25-29","F"
18,2021,-2.6,-2.6,-0.6,2.8,"25-29","F"
19,2020,-1.2,-4.8,-0.4,-1,"25-29","F"
19,2021,-3.2,-0.800000000000001,-0.4,4,"25-29","F"
20,2020,3.4,-3,-4,-0.2,"25-29","F"
20,2021,2.4,-4,2,2.8,"25-29","F"
21,2020,-1.4,-4,0.2,-1.2,"25-29","F"
21,2021,-3.4,-1,-3.8,0.8,"25-29","F"
22,2020,2.2,-1,-2,-3.8,"25-29","F"
22,2021,3.2,4,1,0.2,"25-29","F"
23,2020,-2.8,-1,0.2,-5,"25-29","F"
23,2021,2.2,-4,0.2,5,"25-29","F"
24,2020,-2.4,-3.6,-2.8,1.2,"25-29","F"
24,2021,-1.4,-0.6,0.2,2.2,"25-29","F"
25,2020,-1.8,-0.6,-1.2,-2,"25-29","F"
25,2021,-1.8,-2.6,-0.2,1,"25-29","F"
26,2020,2.4,-3.2,-1.2,4.4,"25-29","F"
26,2021,2.4,-3.2,4.8,0.4,"25-29","F"
27,2020,0.2,-3.6,1.4,-1.2,"25-29","F"
27,2021,1.2,2.4,-1.6,-2.2,"25-29","F"
28,2020,-0.2,1.6,-3,3.8,"25-29","F"
28,2021,1.8,0.6,-1,-1.2,"25-29","F"
29,2020,-1.4,-2.6,2.6,1.4,"25-29","F"
29,2021,-1.4,3.4,-3.4,-2.6,"25-29","F"
30,2020,0.2,3.6,-0.6,-1.4,"25-29","F"
30,2021,5.2,-1.4,-2.6,-0.4,"25-29","F"
31,2020,3.6,4,-3.2,1.2,"25-29","F"
31,2021,-2.4,6,NA,-0.8,"25-29","F"
32,2020,0,-0.6,1.6,0.2,"25-29","F"
32,2021,-1,2.4,NA,2.2,"25-29","F"
33,2020,-0.2,-1.2,0.8,0.8,"25-29","F"
33,2021,-2.2,4.8,NA,0.8,"25-29","F"
34,2020,4,0.2,1,-2.2,"25-29","F"
34,2021,-1,8.2,NA,-2.2,"25-29","F"
35,2020,2.2,0,-1,-1.2,"25-29","F"
35,2021,1.2,-5,NA,-0.2,"25-29","F"
36,2020,-2.4,0.2,-6.4,-6,"25-29","F"
36,2021,1.6,-4.8,NA,-4,"25-29","F"
37,2020,1.2,1.6,-2,-3,"25-29","F"
37,2021,3.2,-4.4,NA,NA,"25-29","F"
38,2020,-0.4,0.4,0.2,5.4,"25-29","F"
38,2021,-0.4,NA,NA,NA,"25-29","F"
39,2020,1.2,0.199999999999999,1.6,0.8,"25-29","F"
40,2020,1,-4.6,-2,-7.6,"25-29","F"
41,2020,1.2,-1.2,-5.4,0.4,"25-29","F"
42,2020,-1.6,-2.6,-1.2,6.8,"25-29","F"
43,2020,-1.4,-4,-3.4,-3,"25-29","F"
44,2020,0.4,-4.4,-0.6,2.8,"25-29","F"
45,2020,-2.6,3.6,1.6,-1,"25-29","F"
46,2020,-0.6,-1.6,-1.4,6.6,"25-29","F"
47,2020,2.2,2,-3,9.2,"25-29","F"
48,2020,-1,-3.8,3,-3.2,"25-29","F"
49,2020,3.8,-5.6,-2.2,1.8,"25-29","F"
50,2020,-1,-2.8,2.8,13.4,"25-29","F"
51,2020,-2.4,-4.2,-2,-0.6,"25-29","F"
52,2020,2.8,7.2,-3.6,0.4,"25-29","F"
53,2020,5,-5,5,2,"25-29","F"
1,2020,4.6,-6.4,-4.4,-7.2,"30-34","M"
1,2021,-3.4,-2.4,5.6,-0.200000000000003,"30-34","M"
2,2020,1.6,-7.2,-4,-3.6,"30-34","M"
2,2021,-1.4,-8.2,3,1.4,"30-34","M"
3,2020,-1.4,-2.4,-2.6,-7.2,"30-34","M"
3,2021,1.6,5.6,-1.6,7.8,"30-34","M"
4,2020,-3.6,2.6,-5.6,-11,"30-34","M"
4,2021,-2.6,2.6,-7.6,-10,"30-34","M"
5,2020,6.8,-1,-2.4,-0.600000000000001,"30-34","M"
5,2021,8.8,-2,-3.4,-2.6,"30-34","M"
6,2020,-0.6,-3.8,-2.6,-10.6,"30-34","M"
6,2021,2.4,-2.8,-5.6,-9.6,"30-34","M"
7,2020,-2.6,4.2,-0.6,-2,"30-34","M"
7,2021,-6.6,2.2,3.4,22,"30-34","M"
8,2020,-0.800000000000001,-7.8,11.2,-7.6,"30-34","M"
8,2021,8.2,2.2,-3.8,4.4,"30-34","M"
9,2020,-0.399999999999999,5.4,-1.2,-4.8,"30-34","M"
9,2021,-1.4,-0.600000000000001,-1.2,8.2,"30-34","M"
10,2020,3.8,-5.4,3.8,-5,"30-34","M"
10,2021,-2.2,-3.4,-4.2,-7,"30-34","M"
11,2020,-0.600000000000001,4.4,4.4,0.600000000000001,"30-34","M"
11,2021,-1.6,4.4,-2.6,-1.4,"30-34","M"
12,2020,4,-2,-10.2,-5.2,"30-34","M"
12,2021,10,-3,-9.2,1.8,"30-34","M"
13,2020,1.2,-1.8,1.2,-17,"30-34","M"
13,2021,0.199999999999999,-9.8,-0.800000000000001,-3,"30-34","M"
14,2020,1.4,2.4,0,-13.2,"30-34","M"
14,2021,6.4,-3.6,6,-3.2,"30-34","M"
15,2020,1.4,8.6,-2.4,-12,"30-34","M"
15,2021,4.4,-6.4,-5.4,-4,"30-34","M"
16,2020,1.8,-4,2.6,-17.4,"30-34","M"
16,2021,1.8,0,-5.4,-1.4,"30-34","M"
17,2020,1.4,-3,2.2,-2,"30-34","M"
17,2021,-2.6,-4,5.2,-12,"30-34","M"
18,2020,3,-9.2,-3.2,-15.6,"30-34","M"
18,2021,0,10.8,-9.2,-7.6,"30-34","M"
19,2020,0.4,-3.4,-5.4,10.4,"30-34","M"
19,2021,0.4,-10.4,-4.4,1.4,"30-34","M"
20,2020,-3.2,-3.8,-2.2,-4.8,"30-34","M"
20,2021,-0.199999999999999,4.2,6.8,9.2,"30-34","M"
21,2020,-8.8,3.4,2.6,-6.2,"30-34","M"
21,2021,-1.8,1.4,2.6,-1.2,"30-34","M"
22,2020,0.199999999999999,-0.600000000000001,-7.6,-5.8,"30-34","M"
22,2021,-0.800000000000001,2.4,-8.6,-5.8,"30-34","M"
23,2020,0.600000000000001,-12.4,-7,1,"30-34","M"
23,2021,-5.4,-0.399999999999999,-6,-3,"30-34","M"
24,2020,2.4,3.6,-3.8,-4.4,"30-34","M"
24,2021,2.4,-2.4,3.2,-3.4,"30-34","M"
25,2020,-3.6,0.200000000000003,-11.4,-9.2,"30-34","M"
25,2021,7.4,-5.8,-0.399999999999999,6.8,"30-34","M"
26,2020,-5.8,8,-13.8,3.2,"30-34","M"
26,2021,0.199999999999999,3,-4.8,-4.8,"30-34","M"
27,2020,-7.8,1.2,-7.2,5.2,"30-34","M"
27,2021,-5.8,3.2,6.8,9.2,"30-34","M"
28,2020,-1.8,-5.4,-0.800000000000001,4.4,"30-34","M"
28,2021,0.199999999999999,-2.4,-11.8,4.4,"30-34","M"
29,2020,-0.4,-2.4,-4.2,-4.4,"30-34","M"
29,2021,6.6,-3.4,2.8,0.600000000000001,"30-34","M"
30,2020,-2,-11.4,-5.2,0.399999999999999,"30-34","M"
30,2021,-2,-5.4,-4.2,-11.6,"30-34","M"
31,2020,2.8,5.8,0.600000000000001,-7.4,"30-34","M"
31,2021,2.8,-5.2,NA,-10.4,"30-34","M"
32,2020,0.6,1,-0.600000000000001,3,"30-34","M"
32,2021,11.6,6,NA,-7,"30-34","M"
33,2020,3,1.8,-5.8,0.399999999999999,"30-34","M"
33,2021,2,16.8,NA,-16.6,"30-34","M"
34,2020,7.4,-7,-1.6,4,"30-34","M"
34,2021,3.4,0,NA,-2,"30-34","M"
35,2020,4.8,0.799999999999997,-0.800000000000001,-12,"30-34","M"
35,2021,9.8,-3.2,NA,-8,"30-34","M"
36,2020,8.6,4.8,0.800000000000001,4.6,"30-34","M"
36,2021,1.6,2.8,NA,-10.4,"30-34","M"
37,2020,10.6,10.8,2,-4.2,"30-34","M"
37,2021,0.6,-6.2,NA,NA,"30-34","M"
38,2020,9.6,5.8,-3.6,7.6,"30-34","M"
38,2021,-0.4,NA,NA,NA,"30-34","M"
39,2020,3.4,-2.4,3.2,-8.2,"30-34","M"
40,2020,2.2,5.8,-2.4,2.6,"30-34","M"
41,2020,3.2,2,0,8.6,"30-34","M"
42,2020,-1.6,-4,-7.8,1.8,"30-34","M"
43,2020,8.2,6.6,-1.2,6.4,"30-34","M"
44,2020,0.4,-5.8,-0.800000000000001,24,"30-34","M"
45,2020,-1,-7.6,7.4,15,"30-34","M"
46,2020,6.2,-4.8,0.600000000000001,12.4,"30-34","M"
47,2020,-0.199999999999999,-5.2,-1.6,14.4,"30-34","M"
48,2020,-5.2,-1,-3.8,14.6,"30-34","M"
49,2020,-0.199999999999999,0,1.2,1.2,"30-34","M"
50,2020,2.2,-5,0,-13.2,"30-34","M"
51,2020,-6.6,14,0,7,"30-34","M"
52,2020,-1.4,-4,-2,6.8,"30-34","M"
53,2020,-12,1,-17,0,"30-34","M"
1,2020,-2,-2.6,8.8,-1.4,"30-34","F"
1,2021,-5,-8.6,1.8,-3.4,"30-34","F"
2,2020,-1.2,0.199999999999999,-3.2,-8.6,"30-34","F"
2,2021,2.8,-2.8,4.8,3.4,"30-34","F"
3,2020,-1,-4.2,0,1.4,"30-34","F"
3,2021,-3,-0.199999999999999,3,-2.6,"30-34","F"
4,2020,-0.4,6.8,-3.8,-4.8,"30-34","F"
4,2021,-2.4,1.8,-1.8,-2.8,"30-34","F"
5,2020,-3.2,-4.2,0.2,-1,"30-34","F"
5,2021,-1.2,1.8,-2.8,-5,"30-34","F"
6,2020,-2.8,-4.8,0.6,-1,"30-34","F"
6,2021,-2.8,0.199999999999999,1.6,-2,"30-34","F"
7,2020,-0.6,-1.8,1.4,1.4,"30-34","F"
7,2021,-4.6,-6.8,0.4,1.4,"30-34","F"
8,2020,-4.2,-8.6,1.8,1.6,"30-34","F"
8,2021,0.800000000000001,-2.6,4.8,2.6,"30-34","F"
9,2020,-2.4,1.8,0.800000000000001,0.800000000000001,"30-34","F"
9,2021,0.6,12.8,1.8,-3.2,"30-34","F"
10,2020,2.6,-2.4,-2.8,-8.4,"30-34","F"
10,2021,1.6,-2.4,0.2,-0.4,"30-34","F"
11,2020,-1.8,1,-3,-3,"30-34","F"
11,2021,0.2,-7,4,3,"30-34","F"
12,2020,5.2,5,-1,-1.4,"30-34","F"
12,2021,-6.8,3,-4,7.6,"30-34","F"
13,2020,7.2,1.8,3.8,-1.6,"30-34","F"
13,2021,3.2,-4.2,-1.2,7.4,"30-34","F"
14,2020,-3,-4.8,1.8,0.199999999999999,"30-34","F"
14,2021,-3,-3.8,7.8,10.2,"30-34","F"
15,2020,0.4,1.4,0.2,-5.8,"30-34","F"
15,2021,2.4,-1.6,-4.8,8.2,"30-34","F"
16,2020,-2.2,-4,4.4,1.2,"30-34","F"
16,2021,-2.2,-4,0.4,6.2,"30-34","F"
17,2020,2.4,-3.2,-2.8,0.4,"30-34","F"
17,2021,-5.6,-5.2,0.199999999999999,11.4,"30-34","F"
18,2020,-2.4,-2.8,-3,5.4,"30-34","F"
18,2021,-3.4,1.2,-3,4.4,"30-34","F"
19,2020,4.2,-0.800000000000001,2.4,-1,"30-34","F"
19,2021,3.2,-0.800000000000001,-2.6,2,"30-34","F"
20,2020,3.6,-3.4,-1.8,-3,"30-34","F"
20,2021,-2.4,-2.4,2.2,0,"30-34","F"
21,2020,0,4.6,-1.2,-7,"30-34","F"
21,2021,-5,-4.4,-3.2,-6,"30-34","F"
22,2020,-0.4,-1.6,-0.6,-4.8,"30-34","F"
22,2021,-0.4,-0.6,-1.6,4.2,"30-34","F"
23,2020,0,6.6,0.6,-1.6,"30-34","F"
23,2021,3,1.6,-3.4,-2.6,"30-34","F"
24,2020,4.2,-4.6,0.2,-1.6,"30-34","F"
24,2021,-1.8,0.4,0.2,4.4,"30-34","F"
25,2020,3,5,-4.4,-2.2,"30-34","F"
25,2021,2,4,-5.4,0.800000000000001,"30-34","F"
26,2020,0.4,-4.8,-1.6,-5.6,"30-34","F"
26,2021,2.4,2.2,5.4,-4.6,"30-34","F"
27,2020,-2,6.2,-4.2,0,"30-34","F"
27,2021,1,-0.800000000000001,-7.2,2,"30-34","F"
28,2020,4.6,-0.6,0.800000000000001,2,"30-34","F"
28,2021,0.6,2.4,4.8,-6,"30-34","F"
29,2020,0.4,0.4,-2,1.4,"30-34","F"
29,2021,2.4,14.4,-1,-3.6,"30-34","F"
30,2020,-2,-3.4,1.8,0.4,"30-34","F"
30,2021,1,-3.4,-5.2,1.4,"30-34","F"
31,2020,0,0.800000000000001,-2.8,-4,"30-34","F"
31,2021,3,1.8,NA,-4,"30-34","F"
32,2020,-3.4,-5.2,2.2,-1.2,"30-34","F"
32,2021,0.6,-0.199999999999999,NA,-2.2,"30-34","F"
33,2020,4.4,3,-7.2,-5.2,"30-34","F"
33,2021,2.4,5,NA,-1.2,"30-34","F"
34,2020,-3.8,-2.2,-2.4,3.6,"30-34","F"
34,2021,1.2,-3.2,NA,0.6,"30-34","F"
35,2020,-2.6,7.2,-1.8,0,"30-34","F"
35,2021,2.4,1.2,NA,-2,"30-34","F"
36,2020,0.4,7.2,-4.2,6,"30-34","F"
36,2021,-3.6,2.2,NA,0,"30-34","F"
37,2020,-2.2,0.6,-4.4,-1.2,"30-34","F"
37,2021,4.8,-0.4,NA,NA,"30-34","F"
38,2020,1.2,0.4,0,0.4,"30-34","F"
38,2021,-2.8,NA,NA,NA,"30-34","F"
39,2020,-2,3,2,0.4,"30-34","F"
40,2020,4,3.2,-3.8,-1.6,"30-34","F"
41,2020,5,11.4,1.8,1.2,"30-34","F"
42,2020,-2.6,-1.2,2.4,-4.4,"30-34","F"
43,2020,-0.4,2.6,4.8,-4.6,"30-34","F"
44,2020,1.4,0.199999999999999,-0.800000000000001,-4.4,"30-34","F"
45,2020,5.4,1.4,2.4,6.8,"30-34","F"
46,2020,-1.4,1.2,-0.4,2.2,"30-34","F"
47,2020,-4.8,-0.800000000000001,-2.6,4.2,"30-34","F"
48,2020,0.2,7.2,3.8,-0.6,"30-34","F"
49,2020,3.4,-1.2,3.4,2,"30-34","F"
50,2020,6.6,6.6,-0.6,4,"30-34","F"
51,2020,1.8,-1.8,0.199999999999999,1.8,"30-34","F"
52,2020,-0.6,-1.8,0.4,6.2,"30-34","F"
53,2020,3,-1,-3,6,"30-34","F"
1,2020,-0.399999999999999,-2.8,-3.8,6.8,"35-39","M"
1,2021,-4.4,-4.8,-6.8,17.8,"35-39","M"
2,2020,-6,-5.8,0.199999999999999,-0.399999999999999,"35-39","M"
2,2021,10,-4.8,-0.800000000000001,13.6,"35-39","M"
3,2020,1,2,4.6,10.6,"35-39","M"
3,2021,3,-2,5.6,11.6,"35-39","M"
4,2020,-5,-19.6,0.800000000000001,5.6,"35-39","M"
4,2021,0,-2.6,-9.2,2.6,"35-39","M"
5,2020,11.8,-1,-4.8,-16,"35-39","M"
5,2021,-11.2,-6,-1.8,12,"35-39","M"
6,2020,-8.6,0.600000000000001,-13.4,-7.6,"35-39","M"
6,2021,-7.6,-9.4,-7.4,8.4,"35-39","M"
7,2020,-1.2,8.4,-2.8,-12.2,"35-39","M"
7,2021,4.8,3.4,-8.8,10.8,"35-39","M"
8,2020,9.2,6.8,16,-2.59999999999999,"35-39","M"
8,2021,0.199999999999999,-2.2,-3,0.400000000000006,"35-39","M"
9,2020,0.800000000000001,-6.6,-2.6,-9.4,"35-39","M"
9,2021,-2.2,-6.6,-1.6,-0.399999999999999,"35-39","M"
10,2020,-5.8,2.2,3.4,-0.799999999999997,"35-39","M"
10,2021,2.2,11.2,-0.600000000000001,27.2,"35-39","M"
11,2020,-4.8,4.4,-4.2,9.2,"35-39","M"
11,2021,0.199999999999999,2.4,-2.2,22.2,"35-39","M"
12,2020,11.2,-2.4,7.4,-10.6,"35-39","M"
12,2021,2.2,-2.4,1.4,25.4,"35-39","M"
13,2020,-2.6,9.4,-0.399999999999999,-4.2,"35-39","M"
13,2021,-4.6,3.4,-1.4,33.8,"35-39","M"
14,2020,5.8,3.6,-1.2,-4.8,"35-39","M"
14,2021,-6.2,-5.4,-8.2,20.2,"35-39","M"
15,2020,2.8,5.8,-7.8,16,"35-39","M"
15,2021,-6.2,-0.200000000000003,-13.8,41,"35-39","M"
16,2020,-4.4,-3.4,-4.8,9.4,"35-39","M"
16,2021,5.6,-1.4,-5.8,22.4,"35-39","M"
17,2020,-2.6,-8.2,-7.4,8.8,"35-39","M"
17,2021,3.4,-0.200000000000003,2.6,23.8,"35-39","M"
18,2020,-7.2,-6.4,-4.2,0.399999999999999,"35-39","M"
18,2021,-7.2,3.6,-0.199999999999999,19.4,"35-39","M"
19,2020,-2.6,-11,-7.4,12.4,"35-39","M"
19,2021,-10.6,1,-6.4,15.4,"35-39","M"
20,2020,-2.6,11.8,-3.6,5.2,"35-39","M"
20,2021,1.4,6.8,-3.6,21.2,"35-39","M"
21,2020,-6,-9.6,3.2,6,"35-39","M"
21,2021,-12,-8.6,-4.8,16,"35-39","M"
22,2020,8.4,3.6,-9.8,12,"35-39","M"
22,2021,-0.600000000000001,2.6,13.2,8,"35-39","M"
23,2020,-3.6,1.4,-7.4,17.8,"35-39","M"
23,2021,4.4,-8.6,3.6,16.8,"35-39","M"
24,2020,5.2,-8,-0.399999999999999,10.8,"35-39","M"
24,2021,4.2,7,-8.4,12.8,"35-39","M"
25,2020,8.4,2.4,-9.6,-0.600000000000001,"35-39","M"
25,2021,-2.6,10.4,-5.6,15.4,"35-39","M"
26,2020,-2,5.8,-1.4,-0.799999999999997,"35-39","M"
26,2021,-9,-12.2,-5.4,16.2,"35-39","M"
27,2020,-4.2,6.2,-6,9.8,"35-39","M"
27,2021,-9.2,0.200000000000003,-2,8.8,"35-39","M"
28,2020,-5.4,-8.4,2.6,-0.600000000000001,"35-39","M"
28,2021,-3.4,-3.4,-2.4,14.4,"35-39","M"
29,2020,-4.8,13.4,-16.2,7.6,"35-39","M"
29,2021,9.2,12.4,1.8,9.6,"35-39","M"
30,2020,-7,-2.8,-4.8,-12.6,"35-39","M"
30,2021,11,-14.8,-4.8,-5.59999999999999,"35-39","M"
31,2020,-2.6,1.4,4.2,3,"35-39","M"
31,2021,0.399999999999999,-9.6,NA,3,"35-39","M"
32,2020,-5.4,-1.6,9.6,1.40000000000001,"35-39","M"
32,2021,-11.4,5.4,NA,7.40000000000001,"35-39","M"
33,2020,-0.800000000000001,7.2,-8.2,19.4,"35-39","M"
33,2021,-0.800000000000001,10.2,NA,3.4,"35-39","M"
34,2020,-3.8,-4.8,2.2,15.4,"35-39","M"
34,2021,2.2,7.2,NA,-0.600000000000001,"35-39","M"
35,2020,4.6,5.8,-1.4,5.8,"35-39","M"
35,2021,-3.4,4.8,NA,-8.2,"35-39","M"
36,2020,0.399999999999999,-13.8,-8.8,-0.600000000000001,"35-39","M"
36,2021,-1.6,-8.8,NA,-5.6,"35-39","M"
37,2020,-8.2,4.2,-8,1,"35-39","M"
37,2021,-3.2,2.2,NA,NA,"35-39","M"
38,2020,0,-2,-8.4,0.399999999999999,"35-39","M"
38,2021,-8,NA,NA,NA,"35-39","M"
39,2020,0.600000000000001,-3.6,2.2,-0.600000000000001,"35-39","M"
40,2020,-5.6,4.2,8.2,0.799999999999997,"35-39","M"
41,2020,2,7.6,5.2,11,"35-39","M"
42,2020,-10,-5.8,-4,9.6,"35-39","M"
43,2020,-5,-1,-0.600000000000001,17,"35-39","M"
44,2020,3.2,-1.8,8.8,24.6,"35-39","M"
45,2020,7.6,7.6,7.8,18.6,"35-39","M"
46,2020,-2.8,-2.6,6.2,32,"35-39","M"
47,2020,0.399999999999999,0.799999999999997,-1.8,24.8,"35-39","M"
48,2020,-2.2,-6.2,7.6,27.6,"35-39","M"
49,2020,-0.199999999999999,0.600000000000001,-9.4,9.8,"35-39","M"
50,2020,6.2,6,9,30.8,"35-39","M"
51,2020,-4.6,-1.8,1.4,26,"35-39","M"
52,2020,-4,-12.8,-10.8,24.8,"35-39","M"
53,2020,-6,-4,-3,32,"35-39","M"
1,2020,1.6,14.2,-3,6.6,"35-39","F"
1,2021,0.6,7.2,4,13.6,"35-39","F"
2,2020,3.2,6.8,-1.8,-5,"35-39","F"
2,2021,5.2,8.8,0.199999999999999,0,"35-39","F"
3,2020,2.8,-8,-1.2,-7,"35-39","F"
3,2021,3.8,-2,-3.2,2,"35-39","F"
4,2020,-7.2,-11,-4,1.4,"35-39","F"
4,2021,-5.2,-5,-3,5.4,"35-39","F"
5,2020,-0.800000000000001,6.8,-2.6,-3.8,"35-39","F"
5,2021,-1.8,-4.2,-7.6,3.2,"35-39","F"
6,2020,3,-9.2,4.4,0.600000000000001,"35-39","F"
6,2021,-5,-9.2,3.4,1.6,"35-39","F"
7,2020,-5.2,-1.8,-5.4,-3.6,"35-39","F"
7,2021,1.8,4.2,-8.4,-1.6,"35-39","F"
8,2020,-6.8,-12,5.2,3.2,"35-39","F"
8,2021,-6.8,0,-0.800000000000001,5.2,"35-39","F"
9,2020,0.4,2,2.8,-1.4,"35-39","F"
9,2021,-0.6,-4,-6.2,0.600000000000001,"35-39","F"
10,2020,-1.4,0.399999999999999,-6.6,5.4,"35-39","F"
10,2021,-0.4,-1.6,-7.6,9.4,"35-39","F"
11,2020,5,5.6,-0.199999999999999,-6,"35-39","F"
11,2021,0,-4.4,0.800000000000001,-3,"35-39","F"
12,2020,2.4,5.2,-2.6,5,"35-39","F"
12,2021,-1.6,-3.8,4.4,6,"35-39","F"
