"age","African ","Americas","Eastern Mediterranean","European","South-East Asia","Western Pacific","Global"
"5-9",24.8588415647657,23.7342254045538,19.6954852220345,20.6081545258147,21.0935059035492,22.0917377538566,21.8339811825295
"10-17",57.2307568173562,59.5860619966871,68.121753824152,66.8172642622997,65.1191718728179,63.9802920931685,63.6063909616554
"0-4",17.9104016178781,16.6797125987591,12.1827609538135,12.5745812118857,13.787322223633,13.9279701529749,14.5596278558151
